Date,GAYAPROJ
2017-01-02,662.05
2017-01-03,660.35
2017-01-04,652.45
2017-01-05,661.75
2017-01-06,650.45
2017-01-09,647.1
2017-01-10,643.6
2017-01-11,652.55
2017-01-12,650.2
2017-01-13,649.85
2017-01-16,643.2
2017-01-17,646.45
2017-01-18,654.7
2017-01-19,648.05
2017-01-20,643.45
2017-01-23,641.05
2017-01-24,646.0
2017-01-25,638.9
2017-01-27,640.3
2017-01-30,645.2
2017-01-31,642.9
2017-02-01,659.7
2017-02-02,682.2
2017-02-03,689.5
2017-02-06,696.4
2017-02-07,707.4
2017-02-08,720.85
2017-02-09,722.8
2017-02-10,148.95
2017-02-13,144.0
2017-02-14,148.1
2017-02-15,140.9
2017-02-16,141.8
2017-02-17,139.65
2017-02-20,135.8
2017-02-21,143.3
2017-02-22,140.0
2017-02-23,138.35
2017-02-27,138.8
2017-02-28,138.95
2017-03-01,140.8
2017-03-02,139.5
2017-03-03,135.9
2017-03-06,135.45
2017-03-07,135.4
2017-03-08,135.1
2017-03-09,133.9
2017-03-10,134.9
2017-03-14,135.45
2017-03-15,139.7
2017-03-16,138.7
2017-03-17,138.05
2017-03-20,139.9
2017-03-21,138.2
2017-03-22,136.65
2017-03-23,135.55
2017-03-24,136.65
2017-03-27,137.0
2017-03-28,140.95
2017-03-29,141.75
2017-03-30,142.15
2017-03-31,144.5
2017-04-03,142.7
2017-04-05,143.85
2017-04-06,144.85
2017-04-07,144.65
2017-04-10,144.2
2017-04-11,146.75
2017-04-12,148.85
2017-04-13,156.9
2017-04-17,158.85
2017-04-18,158.4
2017-04-19,163.05
2017-04-20,161.1
2017-04-21,159.8
2017-04-24,165.75
2017-04-25,163.0
2017-04-26,159.6
2017-04-27,154.8
2017-04-28,156.55
2017-05-02,162.95
2017-05-03,161.2
2017-05-04,160.35
2017-05-05,158.9
2017-05-08,157.85
2017-05-09,163.15
2017-05-10,169.05
2017-05-11,169.15
2017-05-12,160.7
2017-05-15,163.45
2017-05-16,163.25
2017-05-17,161.85
2017-05-18,157.85
2017-05-19,155.9
2017-05-22,150.6
2017-05-23,149.0
2017-05-24,141.75
2017-05-25,150.55
2017-05-26,156.5
2017-05-29,151.7
2017-05-30,152.55
2017-05-31,148.45
2017-06-01,147.9
2017-06-02,150.05
2017-06-05,168.6
2017-06-06,161.45
2017-06-07,163.3
2017-06-08,161.1
2017-06-09,160.0
2017-06-12,160.25
2017-06-13,159.15
2017-06-14,160.4
2017-06-15,162.1
2017-06-16,162.05
2017-06-19,170.95
2017-06-20,168.25
2017-06-21,167.1
2017-06-22,164.65
2017-06-23,161.6
2017-06-27,158.45
2017-06-28,160.15
2017-06-29,160.3
2017-06-30,158.9
2017-07-03,156.45
2017-07-04,152.05
2017-07-05,150.15
2017-07-06,169.05
2017-07-07,177.3
2017-07-10,176.5
2017-07-11,170.45
2017-07-12,167.4
2017-07-13,173.65
2017-07-14,172.9
2017-07-17,175.65
2017-07-18,173.1
2017-07-19,172.2
2017-07-20,172.35
2017-07-21,171.25
2017-07-24,171.4
2017-07-25,170.7
2017-07-26,168.0
2017-07-27,167.0
2017-07-28,168.05
2017-07-31,169.6
2017-08-01,168.85
2017-08-02,169.5
2017-08-03,164.75
2017-08-04,170.5
2017-08-07,167.75
2017-08-08,163.9
2017-08-09,159.45
2017-08-10,153.15
2017-08-11,153.5
2017-08-14,161.15
2017-08-16,164.05
2017-08-17,163.2
2017-08-18,162.4
2017-08-21,161.05
2017-08-22,162.55
2017-08-23,171.5
2017-08-24,176.3
2017-08-28,179.85
2017-08-29,178.1
2017-08-30,179.4
2017-08-31,176.4
2017-09-01,177.4
2017-09-04,176.35
2017-09-05,179.7
2017-09-06,178.15
2017-09-07,175.9
2017-09-08,176.65
2017-09-11,175.85
2017-09-12,177.15
2017-09-13,180.1
2017-09-14,178.7
2017-09-15,181.65
2017-09-18,194.35
2017-09-19,195.85
2017-09-20,195.8
2017-09-21,194.45
2017-09-22,187.0
2017-09-25,185.85
2017-09-26,186.65
2017-09-27,182.65
2017-09-28,180.75
2017-09-29,178.4
2017-10-03,186.3
2017-10-04,187.35
2017-10-05,188.65
2017-10-06,188.2
2017-10-09,187.15
2017-10-10,186.5
2017-10-11,194.7
2017-10-12,193.5
2017-10-13,193.25
2017-10-16,192.5
2017-10-17,189.0
2017-10-18,188.05
2017-10-19,188.5
2017-10-23,189.0
2017-10-24,187.45
2017-10-25,194.45
2017-10-26,193.3
2017-10-27,194.55
2017-10-30,195.9
2017-10-31,194.6
2017-11-01,192.1
2017-11-02,191.4
2017-11-03,191.5
2017-11-06,194.35
2017-11-07,201.2
2017-11-08,198.95
2017-11-09,195.65
2017-11-10,195.65
2017-11-13,193.35
2017-11-14,195.8
2017-11-15,195.15
2017-11-16,201.55
2017-11-17,205.45
2017-11-20,205.35
2017-11-21,203.3
2017-11-22,204.05
2017-11-23,207.3
2017-11-24,206.4
2017-11-27,211.15
2017-11-28,208.4
2017-11-29,216.0
2017-11-30,209.05
2017-12-01,213.85
2017-12-04,209.15
2017-12-05,215.9
2017-12-06,215.2
2017-12-07,213.65
2017-12-08,211.15
2017-12-11,209.95
2017-12-12,208.25
2017-12-13,206.65
2017-12-14,207.45
2017-12-15,205.15
2017-12-18,212.85
2017-12-19,212.25
2017-12-20,215.2
2017-12-21,217.95
2017-12-22,219.65
2017-12-26,219.5
2017-12-27,215.75
2017-12-28,217.2
2017-12-29,226.15
