Date,RELIANCE
2017-01-02,1085.1
2017-01-03,1089.4
2017-01-04,1067.15
2017-01-05,1077.4
2017-01-06,1074.95
2017-01-09,1077.7
2017-01-10,1089.85
2017-01-11,1086.05
2017-01-12,1083.3
2017-01-13,1090.4
2017-01-16,1076.25
2017-01-17,1041.25
2017-01-18,1032.55
2017-01-19,1033.7
2017-01-20,1025.8
2017-01-23,1015.9
2017-01-24,1027.3
2017-01-25,1017.3
2017-01-27,1025.1
2017-01-30,1044.8
2017-01-31,1045.2
2017-02-01,1049.65
2017-02-02,1043.5
2017-02-03,1033.65
2017-02-06,1041.65
2017-02-07,1030.9
2017-02-08,1025.15
2017-02-09,1032.75
2017-02-10,1030.15
2017-02-13,1029.85
2017-02-14,1049.8
2017-02-15,1051.3
2017-02-16,1067.5
2017-02-17,1075.5
2017-02-20,1075.4
2017-02-21,1088.2
2017-02-22,1207.5
2017-02-23,1182.75
2017-02-27,1238.9
2017-02-28,1238.05
2017-03-01,1234.5
2017-03-02,1236.75
2017-03-03,1258.55
2017-03-06,1305.35
2017-03-07,1304.95
2017-03-08,1291.2
2017-03-09,1286.75
2017-03-10,1281.65
2017-03-14,1289.5
2017-03-15,1304.95
2017-03-16,1297.65
2017-03-17,1300.7
2017-03-20,1280.8
2017-03-21,1263.8
2017-03-22,1259.7
2017-03-23,1273.3
2017-03-24,1286.75
2017-03-27,1251.1
2017-03-28,1245.75
2017-03-29,1256.65
2017-03-30,1270.65
2017-03-31,1320.9
2017-04-03,1374.65
2017-04-05,1415.0
2017-04-06,1438.5
2017-04-07,1406.6
2017-04-10,1381.35
2017-04-11,1372.35
2017-04-12,1354.0
2017-04-13,1364.8
2017-04-17,1391.85
2017-04-18,1370.2
2017-04-19,1368.8
2017-04-20,1369.55
2017-04-21,1402.5
2017-04-24,1417.4
2017-04-25,1432.8
2017-04-26,1416.45
2017-04-27,1409.5
2017-04-28,1395.2
2017-05-02,1370.55
2017-05-03,1370.1
2017-05-04,1357.95
2017-05-05,1328.25
2017-05-08,1321.4
2017-05-09,1330.35
2017-05-10,1359.1
2017-05-11,1359.55
2017-05-12,1350.45
2017-05-15,1344.1
2017-05-16,1356.3
2017-05-17,1353.1
2017-05-18,1327.35
2017-05-19,1318.85
2017-05-22,1324.15
2017-05-23,1305.55
2017-05-24,1297.7
2017-05-25,1302.45
2017-05-26,1337.3
2017-05-29,1356.9
2017-05-30,1359.35
2017-05-31,1340.7
2017-06-01,1328.25
2017-06-02,1324.75
2017-06-05,1329.35
2017-06-06,1312.8
2017-06-07,1339.0
2017-06-08,1331.7
2017-06-09,1335.7
2017-06-12,1319.45
