Date,GANESHHOUC
2017-01-02,74.8
2017-01-03,74.55
2017-01-04,71.65
2017-01-05,71.4
2017-01-06,71.1
2017-01-09,72.55
2017-01-10,73.05
2017-01-11,72.6
2017-01-12,72.3
2017-01-13,71.8
2017-01-16,75.55
2017-01-17,74.2
2017-01-18,74.35
2017-01-19,75.7
2017-01-20,74.85
2017-01-23,76.6
2017-01-24,76.75
2017-01-25,77.85
2017-01-27,79.8
2017-01-30,78.5
2017-01-31,75.9
2017-02-01,83.3
2017-02-02,84.7
2017-02-03,83.4
2017-02-06,85.6
2017-02-07,83.45
2017-02-08,83.1
2017-02-09,81.7
2017-02-10,82.05
2017-02-13,81.0
2017-02-14,79.2
2017-02-15,77.1
2017-02-16,77.4
2017-02-17,78.5
2017-02-20,77.8
2017-02-21,81.85
2017-02-22,78.55
2017-02-23,78.2
2017-02-27,77.75
2017-02-28,77.55
2017-03-01,78.45
2017-03-02,77.6
2017-03-03,78.35
2017-03-06,77.25
2017-03-07,76.45
2017-03-08,75.6
2017-03-09,75.8
2017-03-10,75.2
2017-03-14,78.65
2017-03-15,80.45
2017-03-16,80.45
2017-03-17,79.05
2017-03-20,79.2
2017-03-21,79.9
2017-03-22,80.8
2017-03-23,82.5
2017-03-24,82.8
2017-03-27,82.15
2017-03-28,81.3
2017-03-29,80.5
2017-03-30,81.4
2017-03-31,84.15
2017-04-03,89.9
2017-04-05,100.75
2017-04-06,101.65
2017-04-07,99.45
2017-04-10,98.5
2017-04-11,98.75
2017-04-12,95.05
2017-04-13,95.95
2017-04-17,110.25
2017-04-18,109.45
2017-04-19,109.3
2017-04-20,111.0
2017-04-21,111.35
2017-04-24,111.55
2017-04-25,109.9
2017-04-26,106.0
2017-04-27,103.8
2017-04-28,103.45
2017-05-02,105.8
2017-05-03,117.45
2017-05-04,118.6
2017-05-05,117.2
2017-05-08,126.35
2017-05-09,127.65
2017-05-10,130.8
2017-05-11,123.45
2017-05-12,123.3
2017-05-15,121.5
2017-05-16,119.35
2017-05-17,121.8
2017-05-18,115.3
2017-05-19,112.9
2017-05-22,111.75
2017-05-23,108.7
2017-05-24,104.35
2017-05-25,110.5
2017-05-26,113.15
2017-05-29,108.85
2017-05-30,112.25
2017-05-31,112.55
2017-06-01,110.6
2017-06-02,111.85
2017-06-05,121.5
2017-06-06,117.85
2017-06-07,118.0
2017-06-08,121.1
2017-06-09,120.9
2017-06-12,118.85
2017-06-13,117.15
2017-06-14,117.65
2017-06-15,120.2
2017-06-16,119.2
2017-06-19,117.5
2017-06-20,115.85
2017-06-21,114.8
2017-06-22,113.45
2017-06-23,113.8
2017-06-27,109.3
2017-06-28,107.45
2017-06-29,112.4
2017-06-30,111.4
2017-07-03,124.9
2017-07-04,121.95
2017-07-05,139.85
2017-07-06,145.85
2017-07-07,141.8
2017-07-10,154.65
2017-07-11,148.3
2017-07-12,149.05
2017-07-13,147.2
2017-07-14,146.65
2017-07-17,145.75
2017-07-18,138.65
2017-07-19,143.75
2017-07-20,141.25
2017-07-21,139.3
2017-07-24,140.9
2017-07-25,138.0
2017-07-26,147.75
2017-07-27,142.25
2017-07-28,144.4
2017-07-31,143.7
2017-08-01,142.0
2017-08-02,143.95
2017-08-03,140.5
2017-08-04,138.6
2017-08-07,146.95
2017-08-08,139.85
2017-08-09,137.5
2017-08-10,130.85
2017-08-11,123.4
2017-08-14,129.4
2017-08-16,127.5
2017-08-17,132.85
2017-08-18,127.6
2017-08-21,128.0
2017-08-22,126.75
2017-08-23,130.45
2017-08-24,128.15
2017-08-28,132.85
2017-08-29,128.8
2017-08-30,132.15
2017-08-31,131.4
2017-09-01,132.4
2017-09-04,129.15
2017-09-05,138.65
2017-09-06,142.95
2017-09-07,141.65
2017-09-08,139.05
2017-09-11,138.0
2017-09-12,135.8
2017-09-13,135.4
2017-09-14,134.4
2017-09-15,131.0
2017-09-18,129.3
2017-09-19,129.65
2017-09-20,125.65
2017-09-21,126.0
2017-09-22,121.45
2017-09-25,115.25
2017-09-26,115.7
2017-09-27,111.9
2017-09-28,114.25
2017-09-29,120.9
2017-10-03,123.1
2017-10-04,123.75
2017-10-05,122.3
2017-10-06,119.9
2017-10-09,119.95
2017-10-10,120.2
2017-10-11,118.5
2017-10-12,120.45
2017-10-13,119.35
2017-10-16,117.7
2017-10-17,117.95
2017-10-18,117.75
2017-10-19,125.6
2017-10-23,120.9
2017-10-24,123.15
2017-10-25,120.95
2017-10-26,120.05
2017-10-27,119.15
2017-10-30,117.85
2017-10-31,116.8
2017-11-01,115.1
2017-11-02,115.2
2017-11-03,114.0
2017-11-06,113.85
2017-11-07,113.0
2017-11-08,112.0
2017-11-09,111.05
2017-11-10,107.35
2017-11-13,113.65
2017-11-14,115.05
2017-11-15,108.25
2017-11-16,118.5
2017-11-17,119.95
2017-11-20,117.8
2017-11-21,123.85
2017-11-22,128.1
2017-11-23,130.8
2017-11-24,129.45
2017-11-27,132.15
2017-11-28,140.95
2017-11-29,135.6
2017-11-30,135.4
2017-12-01,131.05
2017-12-04,133.9
2017-12-05,128.6
2017-12-06,127.2
2017-12-07,137.8
2017-12-08,136.5
2017-12-11,137.2
2017-12-12,130.85
2017-12-13,128.2
2017-12-14,126.45
2017-12-15,131.15
2017-12-18,133.3
2017-12-19,134.65
2017-12-20,139.65
2017-12-21,150.3
2017-12-22,150.6
2017-12-26,165.0
2017-12-27,160.15
2017-12-28,167.8
2017-12-29,176.5
