Date,CESC
2017-01-02,645.05
2017-01-03,643.95
2017-01-04,646.35
2017-01-05,647.2
2017-01-06,640.2
2017-01-09,647.75
2017-01-10,655.85
2017-01-11,667.55
2017-01-12,664.55
2017-01-13,674.4
2017-01-16,689.15
2017-01-17,679.9
2017-01-18,687.8
2017-01-19,685.4
2017-01-20,687.4
2017-01-23,697.25
2017-01-24,736.25
2017-01-25,736.75
2017-01-27,735.5
2017-01-30,740.15
2017-01-31,738.15
2017-02-01,762.85
2017-02-02,760.4
2017-02-03,772.15
2017-02-06,772.45
2017-02-07,804.85
2017-02-08,806.1
2017-02-09,827.65
2017-02-10,841.55
2017-02-13,866.15
2017-02-14,856.95
2017-02-15,847.3
2017-02-16,853.6
2017-02-17,859.75
2017-02-20,866.65
2017-02-21,875.05
2017-02-22,872.75
2017-02-23,856.1
2017-02-27,842.25
2017-02-28,840.4
2017-03-01,827.6
2017-03-02,810.6
2017-03-03,821.85
2017-03-06,826.95
2017-03-07,818.0
2017-03-08,810.65
2017-03-09,812.2
2017-03-10,795.65
2017-03-14,821.2
2017-03-15,818.8
2017-03-16,838.85
2017-03-17,830.75
2017-03-20,831.2
2017-03-21,838.5
2017-03-22,831.65
2017-03-23,833.45
2017-03-24,828.35
2017-03-27,821.9
2017-03-28,829.95
2017-03-29,831.35
2017-03-30,843.7
2017-03-31,841.2
2017-04-03,857.8
2017-04-05,848.5
2017-04-06,837.5
2017-04-07,842.45
2017-04-10,841.55
2017-04-11,840.8
2017-04-12,835.3
2017-04-13,829.4
2017-04-17,841.0
2017-04-18,859.8
2017-04-19,892.1
2017-04-20,899.0
2017-04-21,912.15
2017-04-24,913.35
2017-04-25,928.65
2017-04-26,924.25
2017-04-27,929.45
2017-04-28,944.6
2017-05-02,957.05
2017-05-03,950.85
2017-05-04,951.05
2017-05-05,942.35
2017-05-08,979.45
2017-05-09,972.05
2017-05-10,987.65
2017-05-11,982.5
2017-05-12,977.15
2017-05-15,985.45
2017-05-16,982.9
2017-05-17,975.9
2017-05-18,830.3
2017-05-19,877.55
2017-05-22,883.9
2017-05-23,850.5
2017-05-24,874.6
2017-05-25,888.0
2017-05-26,897.9
2017-05-29,889.55
2017-05-30,893.55
2017-05-31,917.75
2017-06-01,908.9
2017-06-02,917.0
2017-06-05,909.9
2017-06-06,892.85
2017-06-07,909.85
2017-06-08,906.9
2017-06-09,899.1
2017-06-12,895.6
2017-06-13,893.45
2017-06-14,896.7
2017-06-15,892.6
2017-06-16,881.0
2017-06-19,899.9
2017-06-20,886.75
2017-06-21,898.15
2017-06-22,881.3
2017-06-23,868.9
2017-06-27,864.7
2017-06-28,880.0
2017-06-29,867.3
2017-06-30,868.55
2017-07-03,876.2
2017-07-04,872.35
2017-07-05,875.4
2017-07-06,868.4
2017-07-07,871.85
2017-07-10,874.35
2017-07-11,862.2
2017-07-12,873.05
2017-07-13,868.35
2017-07-14,904.7
2017-07-17,901.3
2017-07-18,885.9
2017-07-19,903.6
2017-07-20,899.85
2017-07-21,899.75
2017-07-24,898.35
2017-07-25,897.35
2017-07-26,898.5
2017-07-27,897.8
2017-07-28,930.7
2017-07-31,942.75
2017-08-01,946.05
2017-08-02,950.65
2017-08-03,962.2
2017-08-04,967.55
2017-08-07,977.8
2017-08-08,957.0
2017-08-09,959.5
2017-08-10,909.95
2017-08-11,918.15
2017-08-14,941.25
2017-08-16,940.85
2017-08-17,954.0
2017-08-18,940.9
2017-08-21,941.1
2017-08-22,933.9
2017-08-23,939.95
2017-08-24,956.35
2017-08-28,1019.6
2017-08-29,999.2
2017-08-30,1021.05
2017-08-31,1015.7
2017-09-01,1039.8
2017-09-04,1035.55
2017-09-05,1053.15
2017-09-06,1045.55
2017-09-07,1048.25
2017-09-08,1037.85
2017-09-11,1047.65
2017-09-12,1048.4
2017-09-13,1048.9
2017-09-14,1058.9
2017-09-15,1049.2
2017-09-18,1055.5
2017-09-19,1072.55
2017-09-20,1063.55
2017-09-21,1052.75
2017-09-22,1013.1
2017-09-25,988.45
2017-09-26,1010.0
2017-09-27,986.85
2017-09-28,981.75
2017-09-29,986.8
2017-10-03,996.6
2017-10-04,997.1
2017-10-05,1003.55
2017-10-06,1042.5
2017-10-09,1052.55
2017-10-10,1056.7
2017-10-11,1032.05
2017-10-12,1044.8
2017-10-13,1044.15
2017-10-16,1031.5
2017-10-17,1038.65
2017-10-18,1033.7
2017-10-19,1029.3
2017-10-23,1026.6
2017-10-24,1030.45
2017-10-25,1027.15
2017-10-26,1030.25
2017-10-27,1003.55
2017-10-30,1001.85
2017-10-31,1018.7
2017-11-01,1018.35
2017-11-02,1016.8
2017-11-03,1001.05
2017-11-06,995.0
2017-11-07,984.75
2017-11-08,991.3
2017-11-09,1012.1
2017-11-10,1012.5
2017-11-13,1018.25
2017-11-14,1024.8
2017-11-15,1015.95
2017-11-16,1002.55
2017-11-17,1004.65
2017-11-20,1006.8
2017-11-21,1015.5
2017-11-22,1033.45
2017-11-23,1018.25
2017-11-24,1009.15
2017-11-27,1020.95
2017-11-28,1015.0
2017-11-29,1024.15
2017-11-30,1013.15
2017-12-01,996.1
2017-12-04,981.75
2017-12-05,989.75
2017-12-06,977.45
2017-12-07,992.7
2017-12-08,1008.45
2017-12-11,1010.2
2017-12-12,1006.9
2017-12-13,1013.65
2017-12-14,1001.8
2017-12-15,1014.85
2017-12-18,1008.05
2017-12-19,1007.8
2017-12-20,1007.75
2017-12-21,1052.25
2017-12-22,1049.15
2017-12-26,1054.3
2017-12-27,1052.7
2017-12-28,1044.05
2017-12-29,1048.0
