Date,BAJAJ-AUTO
2017-01-02,2598.5
2017-01-03,2619.2
2017-01-04,2684.1
2017-01-05,2723.35
2017-01-06,2707.35
2017-01-09,2723.15
2017-01-10,2740.75
2017-01-11,2718.55
2017-01-12,2737.15
2017-01-13,2708.55
2017-01-16,2721.65
2017-01-17,2728.9
2017-01-18,2699.7
2017-01-19,2695.3
2017-01-20,2701.05
2017-01-23,2706.5
2017-01-24,2798.95
2017-01-25,2849.65
2017-01-27,2854.1
2017-01-30,2825.05
2017-01-31,2833.45
2017-02-01,2854.15
2017-02-02,2807.45
2017-02-03,2808.1
2017-02-06,2799.4
2017-02-07,2769.8
2017-02-08,2781.9
2017-02-09,2784.3
2017-02-10,2800.8
2017-02-13,2806.5
2017-02-14,2778.1
2017-02-15,2789.6
2017-02-16,2783.65
2017-02-17,2778.9
2017-02-20,2791.5
2017-02-21,2799.25
2017-02-22,2799.75
2017-02-23,2814.1
2017-02-27,2795.05
2017-02-28,2755.9
2017-03-01,2769.0
2017-03-02,2832.05
2017-03-03,2832.8
2017-03-06,2883.1
2017-03-07,2879.45
2017-03-08,2869.95
2017-03-09,2870.7
2017-03-10,2864.55
2017-03-14,2866.7
2017-03-15,2873.1
2017-03-16,2936.4
2017-03-17,2912.5
2017-03-20,2923.55
2017-03-21,2906.85
2017-03-22,2853.8
2017-03-23,2865.95
2017-03-24,2843.0
2017-03-27,2808.4
2017-03-28,2824.85
2017-03-29,2831.1
2017-03-30,2822.85
2017-03-31,2805.45
2017-04-03,2783.6
2017-04-05,2760.85
2017-04-06,2806.3
2017-04-07,2830.45
2017-04-10,2837.0
2017-04-11,2822.45
2017-04-12,2839.5
2017-04-13,2848.15
2017-04-17,2852.15
2017-04-18,2824.4
2017-04-19,2808.7
2017-04-20,2831.5
2017-04-21,2824.3
2017-04-24,2867.75
2017-04-25,2896.8
2017-04-26,2885.45
2017-04-27,2866.05
2017-04-28,2864.0
2017-05-02,2898.0
2017-05-03,2933.25
2017-05-04,2942.55
2017-05-05,2887.65
2017-05-08,2856.95
2017-05-09,2873.15
2017-05-10,2904.8
2017-05-11,2998.45
2017-05-12,3004.8
2017-05-15,2999.7
2017-05-16,3024.0
2017-05-17,3039.7
2017-05-18,2973.1
2017-05-19,2972.65
2017-05-22,2914.15
2017-05-23,2824.95
2017-05-24,2764.3
2017-05-25,2822.8
2017-05-26,2814.1
2017-05-29,2837.95
2017-05-30,2851.4
2017-05-31,2845.95
2017-06-01,2839.35
2017-06-02,2852.85
2017-06-05,2898.4
2017-06-06,2873.55
2017-06-07,2876.0
2017-06-08,2868.15
2017-06-09,2865.8
2017-06-12,2824.6
2017-06-13,2834.9
2017-06-14,2825.15
2017-06-15,2814.4
2017-06-16,2809.8
2017-06-19,2827.75
2017-06-20,2815.3
2017-06-21,2817.5
2017-06-22,2845.7
2017-06-23,2824.3
2017-06-27,2779.3
2017-06-28,2777.05
2017-06-29,2801.3
2017-06-30,2791.2
2017-07-03,2789.35
2017-07-04,2769.65
2017-07-05,2771.25
2017-07-06,2728.6
2017-07-07,2708.25
2017-07-10,2730.65
2017-07-11,2792.75
2017-07-12,2785.85
2017-07-13,2789.75
2017-07-14,2809.8
2017-07-17,2821.25
2017-07-18,2831.75
2017-07-19,2823.7
2017-07-20,2818.6
2017-07-21,2815.8
2017-07-24,2826.75
2017-07-25,2847.7
2017-07-26,2841.35
2017-07-27,2840.3
2017-07-28,2828.15
2017-07-31,2808.55
2017-08-01,2823.4
2017-08-02,2802.9
2017-08-03,2834.25
2017-08-04,2874.65
2017-08-07,2889.25
2017-08-08,2911.6
2017-08-09,2831.15
2017-08-10,2796.2
2017-08-11,2788.2
2017-08-14,2831.6
2017-08-16,2849.2
2017-08-17,2825.85
2017-08-18,2811.35
2017-08-21,2766.5
2017-08-22,2740.55
2017-08-23,2754.65
2017-08-24,2728.55
2017-08-28,2742.05
2017-08-29,2726.6
2017-08-30,2750.55
2017-08-31,2814.5
2017-09-01,2916.35
2017-09-04,2915.15
2017-09-05,2950.7
2017-09-06,2920.55
2017-09-07,2965.45
2017-09-08,2915.45
2017-09-11,2929.6
2017-09-12,2935.75
2017-09-13,2934.95
2017-09-14,2928.35
2017-09-15,3025.6
2017-09-18,3137.4
2017-09-19,3115.45
2017-09-20,3090.55
2017-09-21,3078.85
2017-09-22,3042.45
2017-09-25,3044.1
2017-09-26,3044.9
2017-09-27,3031.25
2017-09-28,3039.45
2017-09-29,3109.4
2017-10-03,3162.2
2017-10-04,3173.5
2017-10-05,3130.8
2017-10-06,3141.55
2017-10-09,3125.45
2017-10-10,3134.7
2017-10-11,3143.9
2017-10-12,3155.9
2017-10-13,3160.85
2017-10-16,3224.8
2017-10-17,3259.95
2017-10-18,3226.8
2017-10-19,3217.95
2017-10-23,3217.65
2017-10-24,3210.05
2017-10-25,3232.25
2017-10-26,3283.4
2017-10-27,3300.15
2017-10-30,3282.2
2017-10-31,3257.1
2017-11-01,3239.75
2017-11-02,3241.1
2017-11-03,3217.45
2017-11-06,3209.85
2017-11-07,3161.65
2017-11-08,3189.05
2017-11-09,3200.0
2017-11-10,3253.35
2017-11-13,3223.0
2017-11-14,3266.55
2017-11-15,3212.95
2017-11-16,3208.85
2017-11-17,3206.85
2017-11-20,3242.0
2017-11-21,3300.25
2017-11-22,3313.2
2017-11-23,3264.65
2017-11-24,3288.3
2017-11-27,3271.4
2017-11-28,3289.15
2017-11-29,3315.9
2017-11-30,3305.5
2017-12-01,3216.9
2017-12-04,3198.7
2017-12-05,3163.9
2017-12-06,3109.55
2017-12-07,3196.05
2017-12-08,3212.65
2017-12-11,3210.85
2017-12-12,3165.7
2017-12-13,3151.3
2017-12-14,3162.8
2017-12-15,3198.8
2017-12-18,3226.75
2017-12-19,3319.8
2017-12-20,3301.2
2017-12-21,3289.45
2017-12-22,3328.95
2017-12-26,3369.0
2017-12-27,3339.05
2017-12-28,3295.15
2017-12-29,3333.6
