Date,CHENNPETRO
2017-01-02,282.85
2017-01-03,303.85
2017-01-04,316.9
2017-01-05,318.85
2017-01-06,321.6
2017-01-09,327.6
2017-01-10,335.05
2017-01-11,328.65
2017-01-12,329.8
2017-01-13,325.95
2017-01-16,328.5
2017-01-17,332.8
2017-01-18,328.7
2017-01-19,334.35
2017-01-20,327.8
2017-01-23,331.45
2017-01-24,339.85
2017-01-25,340.35
2017-01-27,337.4
2017-01-30,334.75
2017-01-31,329.8
2017-02-01,332.25
2017-02-02,337.9
2017-02-03,339.6
2017-02-06,346.25
2017-02-07,351.2
2017-02-08,365.25
2017-02-09,361.25
2017-02-10,379.9
2017-02-13,369.6
2017-02-14,361.9
2017-02-15,359.45
2017-02-16,360.3
2017-02-17,390.2
2017-02-20,390.2
2017-02-21,393.45
2017-02-22,381.75
2017-02-23,368.65
2017-02-27,370.1
2017-02-28,379.85
2017-03-01,380.45
2017-03-02,378.35
2017-03-03,377.7
2017-03-06,373.8
2017-03-07,371.85
2017-03-08,368.8
2017-03-09,369.6
2017-03-10,368.5
2017-03-14,368.85
2017-03-15,369.05
2017-03-16,375.35
2017-03-17,370.65
2017-03-20,371.2
2017-03-21,364.55
2017-03-22,365.35
2017-03-23,374.3
2017-03-24,373.5
2017-03-27,366.2
2017-03-28,364.1
2017-03-29,361.35
2017-03-30,360.6
2017-03-31,363.05
2017-04-03,375.0
2017-04-05,373.2
2017-04-06,368.8
2017-04-07,374.2
2017-04-10,373.2
2017-04-11,376.3
2017-04-12,379.7
2017-04-13,384.95
2017-04-17,387.7
2017-04-18,377.5
2017-04-19,371.8
2017-04-20,363.3
2017-04-21,365.95
2017-04-24,368.65
2017-04-25,380.9
2017-04-26,375.0
2017-04-27,379.35
2017-04-28,380.95
2017-05-02,378.9
2017-05-03,378.85
2017-05-04,376.45
2017-05-05,374.4
2017-05-08,380.0
2017-05-09,397.1
2017-05-10,422.7
2017-05-11,405.0
2017-05-12,405.75
2017-05-15,416.6
2017-05-16,394.7
2017-05-17,394.45
2017-05-18,387.1
2017-05-19,382.8
2017-05-22,381.85
2017-05-23,363.25
2017-05-24,365.95
2017-05-25,372.55
2017-05-26,388.15
2017-05-29,371.85
2017-05-30,377.25
2017-05-31,381.0
2017-06-01,381.8
2017-06-02,386.0
2017-06-05,386.2
2017-06-06,391.65
2017-06-07,392.15
2017-06-08,387.6
2017-06-09,383.05
2017-06-12,381.3
2017-06-13,380.6
2017-06-14,383.25
2017-06-15,382.0
2017-06-16,384.35
2017-06-19,384.5
2017-06-20,373.55
2017-06-21,363.7
2017-06-22,356.6
2017-06-23,341.25
2017-06-27,350.8
2017-06-28,348.2
2017-06-29,363.4
2017-06-30,353.95
2017-07-03,353.55
2017-07-04,353.65
2017-07-05,358.25
2017-07-06,361.85
2017-07-07,361.6
2017-07-10,364.35
2017-07-11,359.45
2017-07-12,393.2
2017-07-13,392.55
2017-07-14,400.1
2017-07-17,394.95
2017-07-18,383.1
2017-07-19,385.5
2017-07-20,382.7
2017-07-21,388.15
2017-07-24,384.4
2017-07-25,397.75
2017-07-26,389.3
2017-07-27,387.35
2017-07-28,383.4
2017-07-31,387.0
2017-08-01,414.3
2017-08-02,406.8
2017-08-03,410.2
2017-08-04,403.4
2017-08-07,417.85
2017-08-08,412.05
2017-08-09,398.25
2017-08-10,381.7
2017-08-11,386.7
2017-08-14,378.05
2017-08-16,390.75
2017-08-17,392.6
2017-08-18,398.75
2017-08-21,402.0
2017-08-22,403.25
2017-08-23,405.5
2017-08-24,416.3
2017-08-28,417.05
2017-08-29,424.05
2017-08-30,431.65
2017-08-31,448.35
2017-09-01,460.8
2017-09-04,451.05
2017-09-05,453.7
2017-09-06,446.7
2017-09-07,446.75
2017-09-08,443.2
2017-09-11,455.7
2017-09-12,458.35
2017-09-13,439.4
2017-09-14,440.05
2017-09-15,437.65
2017-09-18,435.3
2017-09-19,451.1
2017-09-20,441.05
2017-09-21,438.65
2017-09-22,415.4
2017-09-25,409.55
2017-09-26,399.9
2017-09-27,392.65
2017-09-28,391.1
2017-09-29,402.95
2017-10-03,405.7
2017-10-04,403.95
2017-10-05,403.1
2017-10-06,413.8
2017-10-09,427.55
2017-10-10,424.25
2017-10-11,426.1
2017-10-12,429.5
2017-10-13,432.35
2017-10-16,438.95
2017-10-17,445.55
2017-10-18,448.0
2017-10-19,440.8
2017-10-23,443.85
2017-10-24,452.3
2017-10-25,439.4
2017-10-26,442.0
2017-10-27,446.85
2017-10-30,462.2
2017-10-31,468.8
2017-11-01,464.55
2017-11-02,462.75
2017-11-03,470.65
2017-11-06,467.15
2017-11-07,453.65
2017-11-08,459.15
2017-11-09,444.4
2017-11-10,427.45
2017-11-13,426.05
2017-11-14,418.85
2017-11-15,422.55
2017-11-16,424.6
2017-11-17,423.55
2017-11-20,416.1
2017-11-21,416.85
2017-11-22,415.3
2017-11-23,429.3
2017-11-24,429.4
2017-11-27,429.2
2017-11-28,420.9
2017-11-29,425.5
2017-11-30,425.0
2017-12-01,413.4
2017-12-04,411.3
2017-12-05,412.85
2017-12-06,404.3
2017-12-07,406.7
2017-12-08,410.0
2017-12-11,419.25
2017-12-12,417.55
2017-12-13,418.15
2017-12-14,420.35
2017-12-15,422.75
2017-12-18,417.4
2017-12-19,420.25
2017-12-20,429.0
2017-12-21,428.8
2017-12-22,437.1
2017-12-26,432.95
2017-12-27,432.65
2017-12-28,427.7
2017-12-29,428.6
