Date,JETAIRWAYS
2017-01-02,362.9
2017-01-03,364.15
2017-01-04,370.4
2017-01-05,373.8
2017-01-06,372.25
2017-01-09,373.65
2017-01-10,388.55
2017-01-11,388.1
2017-01-12,390.85
2017-01-13,390.6
2017-01-16,399.8
2017-01-17,398.6
2017-01-18,405.85
2017-01-19,407.6
2017-01-20,402.3
2017-01-23,403.85
2017-01-24,403.4
2017-01-25,416.75
2017-01-27,419.45
2017-01-30,414.6
2017-01-31,402.95
2017-02-01,391.0
2017-02-02,386.85
2017-02-03,379.15
2017-02-06,376.25
2017-02-07,378.95
2017-02-08,375.1
2017-02-09,374.3
2017-02-10,373.25
2017-02-13,367.0
2017-02-14,362.85
2017-02-15,356.9
2017-02-16,362.6
2017-02-17,366.8
2017-02-20,382.15
2017-02-21,410.9
2017-02-22,423.85
2017-02-23,422.3
2017-02-27,445.05
2017-02-28,446.4
2017-03-01,442.0
2017-03-02,419.95
2017-03-03,428.55
2017-03-06,437.6
2017-03-07,436.5
2017-03-08,450.2
2017-03-09,442.3
2017-03-10,441.35
2017-03-14,447.35
2017-03-15,453.35
2017-03-16,463.4
2017-03-17,476.9
2017-03-20,473.05
2017-03-21,464.5
2017-03-22,461.0
2017-03-23,481.3
2017-03-24,492.55
2017-03-27,504.45
2017-03-28,512.75
2017-03-29,512.75
2017-03-30,532.3
2017-03-31,525.9
2017-04-03,531.7
2017-04-05,521.0
2017-04-06,520.75
2017-04-07,496.85
2017-04-10,510.5
2017-04-11,510.9
2017-04-12,503.8
2017-04-13,502.1
2017-04-17,496.3
2017-04-18,482.8
2017-04-19,480.05
2017-04-20,511.4
2017-04-21,505.45
2017-04-24,511.1
2017-04-25,516.85
2017-04-26,515.1
2017-04-27,512.9
2017-04-28,519.1
2017-05-02,530.1
2017-05-03,529.65
2017-05-04,524.6
2017-05-05,533.25
2017-05-08,538.95
2017-05-09,544.75
2017-05-10,540.45
2017-05-11,531.8
2017-05-12,519.45
2017-05-15,527.5
2017-05-16,534.15
2017-05-17,528.9
2017-05-18,522.7
2017-05-19,520.4
2017-05-22,475.65
2017-05-23,472.85
2017-05-24,464.8
2017-05-25,468.95
2017-05-26,483.4
2017-05-29,474.6
2017-05-30,459.65
2017-05-31,477.9
2017-06-01,484.5
2017-06-02,484.85
2017-06-05,497.15
2017-06-06,497.2
2017-06-07,509.1
2017-06-08,519.8
2017-06-09,527.95
2017-06-12,534.8
2017-06-13,530.3
2017-06-14,532.85
2017-06-15,534.3
2017-06-16,540.65
2017-06-19,545.0
2017-06-20,549.35
2017-06-21,565.65
2017-06-22,568.45
2017-06-23,558.55
2017-06-27,552.3
2017-06-28,569.35
2017-06-29,569.4
2017-06-30,564.05
2017-07-03,582.9
2017-07-04,577.5
2017-07-05,582.05
2017-07-06,591.95
2017-07-07,590.7
2017-07-10,605.95
2017-07-11,605.1
2017-07-12,609.7
2017-07-13,614.75
2017-07-14,617.05
2017-07-17,611.4
2017-07-18,605.35
2017-07-19,609.7
2017-07-20,591.9
2017-07-21,597.15
2017-07-24,598.55
2017-07-25,587.4
2017-07-26,584.9
2017-07-27,573.55
2017-07-28,596.25
2017-07-31,596.7
2017-08-01,595.5
2017-08-02,591.35
2017-08-03,588.15
2017-08-04,609.4
2017-08-07,633.9
2017-08-08,630.2
2017-08-09,613.7
2017-08-10,560.3
2017-08-11,557.3
2017-08-14,564.7
2017-08-16,587.05
2017-08-17,591.2
2017-08-18,580.25
2017-08-21,559.85
2017-08-22,556.75
2017-08-23,574.4
2017-08-24,574.25
2017-08-28,574.6
2017-08-29,545.7
2017-08-30,560.5
2017-08-31,578.5
2017-09-01,578.35
2017-09-04,569.8
2017-09-05,576.65
2017-09-06,580.6
2017-09-07,578.8
2017-09-08,569.85
2017-09-11,572.85
2017-09-12,582.0
2017-09-13,574.95
2017-09-14,576.8
2017-09-15,566.0
2017-09-18,558.55
2017-09-19,555.8
2017-09-20,547.95
2017-09-21,537.95
2017-09-22,509.15
2017-09-25,497.45
2017-09-26,481.55
2017-09-27,469.6
2017-09-28,478.8
2017-09-29,481.85
2017-10-03,469.3
2017-10-04,473.9
2017-10-05,489.1
2017-10-06,488.95
2017-10-09,492.45
2017-10-10,492.15
2017-10-11,480.6
2017-10-12,486.25
2017-10-13,482.3
2017-10-16,478.35
2017-10-17,481.8
2017-10-18,482.0
2017-10-19,476.4
2017-10-23,468.35
2017-10-24,512.3
2017-10-25,519.7
2017-10-26,529.2
2017-10-27,524.3
2017-10-30,569.15
2017-10-31,583.65
2017-11-01,590.5
2017-11-02,589.75
2017-11-03,622.7
2017-11-06,623.25
2017-11-07,600.45
2017-11-08,623.7
2017-11-09,665.0
2017-11-10,684.5
2017-11-13,708.0
2017-11-14,694.0
2017-11-15,690.9
2017-11-16,684.55
2017-11-17,690.55
2017-11-20,720.05
2017-11-21,663.5
2017-11-22,669.7
2017-11-23,662.4
2017-11-24,654.0
2017-11-27,641.2
2017-11-28,657.4
2017-11-29,668.75
2017-11-30,679.7
2017-12-01,654.95
2017-12-04,643.8
2017-12-05,677.9
2017-12-06,682.7
2017-12-07,696.8
2017-12-08,665.85
2017-12-11,696.6
2017-12-12,677.7
2017-12-13,677.6
2017-12-14,675.5
2017-12-15,703.05
2017-12-18,693.45
2017-12-19,720.4
2017-12-20,737.6
2017-12-21,742.75
2017-12-22,758.9
2017-12-26,822.3
2017-12-27,807.4
2017-12-28,816.9
2017-12-29,831.95
