Date,NAVKARCORP
2017-01-02,167.6
2017-01-03,170.35
2017-01-04,168.65
2017-01-05,173.35
2017-01-06,173.3
2017-01-09,177.75
2017-01-10,176.0
2017-01-11,177.25
2017-01-12,176.15
2017-01-13,176.9
2017-01-16,176.05
2017-01-17,176.65
2017-01-18,176.8
2017-01-19,177.25
2017-01-20,176.4
2017-01-23,172.3
2017-01-24,171.45
2017-01-25,171.35
2017-01-27,170.35
2017-01-30,168.9
2017-01-31,167.6
2017-02-01,170.15
2017-02-02,173.05
2017-02-03,173.95
2017-02-06,176.05
2017-02-07,174.85
2017-02-08,169.1
2017-02-09,170.3
2017-02-10,172.4
2017-02-13,173.65
2017-02-14,167.2
2017-02-15,159.15
2017-02-16,156.3
2017-02-17,160.6
2017-02-20,164.7
2017-02-21,166.25
2017-02-22,161.6
2017-02-23,161.3
2017-02-27,162.55
2017-02-28,165.6
2017-03-01,165.5
2017-03-02,163.5
2017-03-03,162.05
2017-03-06,163.05
2017-03-07,165.0
2017-03-08,162.1
2017-03-09,160.1
2017-03-10,165.2
2017-03-14,170.6
2017-03-15,174.6
2017-03-16,176.5
2017-03-17,177.95
2017-03-20,175.1
2017-03-21,175.15
2017-03-22,170.45
2017-03-23,171.45
2017-03-24,173.3
2017-03-27,173.9
2017-03-28,173.85
2017-03-29,171.95
2017-03-30,174.05
2017-03-31,176.65
2017-04-03,175.25
2017-04-05,181.0
2017-04-06,208.4
2017-04-07,209.45
2017-04-10,207.95
2017-04-11,208.55
2017-04-12,203.35
2017-04-13,203.2
2017-04-17,202.0
2017-04-18,202.2
2017-04-19,207.25
2017-04-20,210.7
2017-04-21,208.15
2017-04-24,210.6
2017-04-25,215.05
2017-04-26,209.05
2017-04-27,212.45
2017-04-28,207.75
2017-05-02,214.3
2017-05-03,214.95
2017-05-04,213.85
2017-05-05,215.7
2017-05-08,214.95
2017-05-09,214.9
2017-05-10,215.45
2017-05-11,217.7
2017-05-12,232.1
2017-05-15,230.2
2017-05-16,235.3
2017-05-17,236.9
2017-05-18,231.55
2017-05-19,219.75
2017-05-22,212.6
2017-05-23,204.1
2017-05-24,204.0
2017-05-25,208.35
2017-05-26,208.25
2017-05-29,210.2
2017-05-30,207.3
2017-05-31,218.4
2017-06-01,219.1
2017-06-02,215.75
2017-06-05,217.0
2017-06-06,216.2
2017-06-07,219.65
2017-06-08,220.4
2017-06-09,219.4
2017-06-12,214.35
2017-06-13,216.45
2017-06-14,221.25
2017-06-15,216.7
2017-06-16,220.6
2017-06-19,217.2
2017-06-20,217.65
2017-06-21,216.9
2017-06-22,216.3
2017-06-23,209.0
2017-06-27,201.6
2017-06-28,204.3
2017-06-29,212.05
2017-06-30,202.1
2017-07-03,206.55
2017-07-04,207.45
2017-07-05,209.9
2017-07-06,209.3
2017-07-07,206.7
2017-07-10,205.3
2017-07-11,205.35
2017-07-12,205.75
2017-07-13,206.0
2017-07-14,203.35
2017-07-17,203.65
2017-07-18,201.1
2017-07-19,201.2
2017-07-20,205.55
2017-07-21,202.55
2017-07-24,205.05
2017-07-25,203.25
2017-07-26,202.3
2017-07-27,204.75
2017-07-28,202.65
2017-07-31,202.95
2017-08-01,202.0
2017-08-02,201.15
2017-08-03,197.2
2017-08-04,193.4
2017-08-07,189.8
2017-08-08,188.05
2017-08-09,189.45
2017-08-10,184.85
2017-08-11,179.5
2017-08-14,195.75
2017-08-16,195.25
2017-08-17,191.85
2017-08-18,188.9
2017-08-21,187.05
2017-08-22,183.15
2017-08-23,184.3
2017-08-24,186.2
2017-08-28,187.9
2017-08-29,189.7
2017-08-30,194.75
2017-08-31,197.7
2017-09-01,197.4
2017-09-04,198.7
2017-09-05,198.75
2017-09-06,197.3
2017-09-07,199.45
2017-09-08,197.45
2017-09-11,193.8
2017-09-12,193.0
2017-09-13,191.85
2017-09-14,192.05
2017-09-15,190.55
2017-09-18,194.2
2017-09-19,193.3
2017-09-20,192.8
2017-09-21,192.65
2017-09-22,189.25
2017-09-25,184.95
2017-09-26,187.0
2017-09-27,182.7
2017-09-28,181.25
2017-09-29,182.6
2017-10-03,184.15
2017-10-04,181.95
2017-10-05,184.65
2017-10-06,183.95
2017-10-09,184.45
2017-10-10,187.0
2017-10-11,182.2
2017-10-12,189.0
2017-10-13,191.75
2017-10-16,192.5
2017-10-17,193.9
2017-10-18,194.3
2017-10-19,198.75
2017-10-23,198.75
2017-10-24,197.7
2017-10-25,197.65
2017-10-26,194.5
2017-10-27,193.6
2017-10-30,194.85
2017-10-31,192.05
2017-11-01,189.25
2017-11-02,193.5
2017-11-03,194.8
2017-11-06,192.1
2017-11-07,190.45
2017-11-08,190.05
2017-11-09,189.15
2017-11-10,188.4
2017-11-13,187.45
2017-11-14,188.3
2017-11-15,182.85
2017-11-16,182.0
2017-11-17,180.55
2017-11-20,190.05
2017-11-21,190.4
2017-11-22,188.55
2017-11-23,189.85
2017-11-24,190.6
2017-11-27,189.3
2017-11-28,185.25
2017-11-29,185.0
2017-11-30,187.5
2017-12-01,184.45
2017-12-04,183.3
2017-12-05,182.95
2017-12-06,181.3
2017-12-07,183.7
2017-12-08,187.05
2017-12-11,186.7
2017-12-12,192.0
2017-12-13,191.7
2017-12-14,187.35
2017-12-15,191.9
2017-12-18,188.3
2017-12-19,189.3
2017-12-20,190.6
2017-12-21,188.9
2017-12-22,189.55
2017-12-26,189.55
2017-12-27,189.9
2017-12-28,189.75
2017-12-29,187.75
