Date,HDFC
2017-01-02,1217.1
2017-01-03,1214.0
2017-01-04,1212.1
2017-01-05,1217.2
2017-01-06,1222.35
2017-01-09,1223.55
2017-01-10,1217.25
2017-01-11,1230.05
2017-01-12,1221.1
2017-01-13,1247.5
2017-01-16,1256.9
2017-01-17,1245.8
2017-01-18,1249.05
2017-01-19,1242.4
2017-01-20,1237.3
2017-01-23,1259.75
2017-01-24,1280.75
2017-01-25,1337.4
2017-01-27,1373.7
2017-01-30,1371.9
2017-01-31,1365.85
2017-02-01,1412.1
2017-02-02,1401.3
2017-02-03,1397.45
2017-02-06,1400.3
2017-02-07,1407.25
2017-02-08,1401.1
2017-02-09,1396.9
2017-02-10,1388.55
2017-02-13,1392.05
2017-02-14,1398.15
2017-02-15,1399.15
2017-02-16,1393.55
2017-02-17,1402.5
2017-02-20,1393.3
2017-02-21,1412.45
2017-02-22,1394.1
2017-02-23,1385.7
2017-02-27,1375.7
2017-02-28,1370.05
2017-03-01,1400.55
2017-03-02,1399.0
2017-03-03,1371.2
2017-03-06,1365.95
2017-03-07,1365.4
2017-03-08,1367.7
2017-03-09,1371.5
2017-03-10,1373.8
2017-03-14,1424.15
2017-03-15,1426.1
2017-03-16,1450.25
2017-03-17,1451.2
2017-03-20,1457.75
2017-03-21,1458.4
2017-03-22,1442.3
2017-03-23,1456.65
2017-03-24,1462.6
2017-03-27,1474.7
2017-03-28,1504.1
2017-03-29,1522.05
2017-03-30,1519.95
2017-03-31,1502.1
2017-04-03,1533.65
2017-04-05,1490.15
2017-04-06,1482.6
2017-04-07,1484.75
2017-04-10,1467.5
2017-04-11,1476.85
2017-04-12,1466.65
2017-04-13,1474.9
2017-04-17,1479.55
2017-04-18,1480.05
2017-04-19,1490.2
2017-04-20,1517.1
2017-04-21,1507.45
2017-04-24,1530.7
2017-04-25,1548.4
2017-04-26,1586.0
2017-04-27,1566.5
2017-04-28,1537.15
2017-05-02,1584.75
2017-05-03,1571.3
2017-05-04,1564.35
2017-05-05,1546.85
2017-05-08,1529.5
2017-05-09,1523.5
2017-05-10,1572.0
2017-05-11,1565.3
2017-05-12,1549.8
2017-05-15,1559.5
2017-05-16,1566.55
2017-05-17,1552.5
2017-05-18,1537.05
2017-05-19,1520.6
2017-05-22,1519.85
2017-05-23,1511.5
2017-05-24,1524.85
2017-05-25,1539.75
2017-05-26,1547.9
2017-05-29,1598.85
2017-05-30,1579.5
2017-05-31,1569.85
2017-06-01,1583.75
2017-06-02,1604.65
2017-06-05,1606.15
2017-06-06,1605.75
2017-06-07,1599.35
2017-06-08,1633.55
2017-06-09,1647.2
2017-06-12,1647.5
2017-06-13,1667.65
2017-06-14,1651.1
2017-06-15,1636.85
2017-06-16,1640.85
2017-06-19,1654.2
2017-06-20,1631.5
2017-06-21,1628.25
2017-06-22,1653.8
2017-06-23,1651.35
2017-06-27,1651.05
2017-06-28,1629.0
2017-06-29,1632.2
2017-06-30,1614.95
2017-07-03,1621.65
2017-07-04,1640.65
2017-07-05,1629.1
2017-07-06,1647.9
2017-07-07,1629.15
2017-07-10,1638.85
2017-07-11,1642.75
2017-07-12,1639.95
2017-07-13,1656.9
2017-07-14,1647.7
2017-07-17,1652.35
2017-07-18,1653.0
2017-07-19,1654.85
2017-07-20,1651.0
2017-07-21,1640.95
2017-07-24,1632.25
2017-07-25,1632.05
2017-07-26,1633.45
2017-07-27,1728.2
2017-07-28,1785.35
2017-07-31,1789.25
2017-08-01,1779.1
2017-08-02,1766.4
2017-08-03,1736.75
2017-08-04,1731.35
2017-08-07,1725.4
2017-08-08,1719.9
2017-08-09,1731.65
2017-08-10,1709.8
2017-08-11,1695.35
2017-08-14,1713.95
2017-08-16,1741.75
2017-08-17,1759.25
2017-08-18,1735.05
2017-08-21,1738.15
2017-08-22,1750.4
2017-08-23,1765.25
2017-08-24,1757.35
2017-08-28,1766.45
2017-08-29,1727.8
2017-08-30,1759.05
2017-08-31,1776.9
2017-09-01,1759.55
2017-09-04,1755.4
2017-09-05,1767.3
2017-09-06,1775.0
2017-09-07,1781.7
2017-09-08,1779.15
2017-09-11,1781.7
2017-09-12,1798.1
2017-09-13,1778.1
2017-09-14,1771.8
2017-09-15,1768.95
2017-09-18,1771.75
2017-09-19,1752.6
2017-09-20,1767.15
2017-09-21,1788.6
2017-09-22,1780.95
2017-09-25,1755.05
2017-09-26,1741.25
2017-09-27,1719.35
2017-09-28,1744.35
2017-09-29,1742.15
2017-10-03,1761.6
2017-10-04,1768.1
2017-10-05,1751.7
2017-10-06,1740.0
2017-10-09,1749.7
2017-10-10,1744.75
2017-10-11,1750.75
2017-10-12,1755.55
2017-10-13,1766.45
2017-10-16,1762.9
2017-10-17,1759.75
2017-10-18,1751.55
2017-10-19,1745.75
2017-10-23,1722.4
2017-10-24,1722.3
2017-10-25,1677.65
2017-10-26,1692.35
2017-10-27,1699.05
2017-10-30,1705.8
2017-10-31,1707.4
2017-11-01,1754.3
2017-11-02,1762.25
2017-11-03,1776.3
2017-11-06,1790.2
2017-11-07,1764.65
2017-11-08,1747.45
2017-11-09,1725.85
2017-11-10,1709.5
2017-11-13,1670.3
2017-11-14,1661.4
2017-11-15,1650.9
2017-11-16,1664.4
2017-11-17,1705.5
2017-11-20,1689.2
2017-11-21,1694.5
2017-11-22,1718.15
2017-11-23,1704.6
2017-11-24,1711.05
2017-11-27,1711.0
2017-11-28,1725.5
2017-11-29,1704.15
2017-11-30,1675.7
2017-12-01,1658.8
2017-12-04,1680.4
2017-12-05,1679.5
2017-12-06,1648.4
2017-12-07,1655.55
2017-12-08,1682.95
2017-12-11,1709.95
2017-12-12,1710.8
2017-12-13,1696.7
2017-12-14,1704.5
2017-12-15,1723.0
2017-12-18,1719.95
2017-12-19,1709.15
2017-12-20,1693.7
2017-12-21,1701.9
2017-12-22,1709.35
2017-12-26,1713.2
2017-12-27,1707.9
2017-12-28,1696.15
2017-12-29,1710.4
