Date,RUPA
2017-01-02,251.25
2017-01-03,249.65
2017-01-04,250.35
2017-01-05,250.5
2017-01-06,247.3
2017-01-09,244.65
2017-01-10,245.3
2017-01-11,254.35
2017-01-12,255.85
2017-01-13,253.25
2017-01-16,252.5
2017-01-17,254.8
2017-01-18,251.4
2017-01-19,257.1
2017-01-20,255.7
2017-01-23,252.85
2017-01-24,252.75
2017-01-25,253.0
2017-01-27,254.4
2017-01-30,258.4
2017-01-31,252.3
2017-02-01,256.9
2017-02-02,256.3
2017-02-03,253.65
2017-02-06,256.6
2017-02-07,257.0
2017-02-08,257.7
2017-02-09,269.35
2017-02-10,258.9
2017-02-13,258.75
2017-02-14,256.0
2017-02-15,250.05
2017-02-16,247.6
2017-02-17,249.4
2017-02-20,253.45
2017-02-21,265.55
2017-02-22,305.1
2017-02-23,292.35
2017-02-27,284.3
2017-02-28,286.05
2017-03-01,288.05
2017-03-02,282.8
2017-03-03,279.95
2017-03-06,284.35
2017-03-07,281.25
2017-03-08,282.4
2017-03-09,276.5
2017-03-10,271.95
2017-03-14,275.7
2017-03-15,284.25
2017-03-16,293.1
2017-03-17,334.6
2017-03-20,324.7
2017-03-21,285.2
2017-03-22,298.85
2017-03-23,312.3
2017-03-24,308.65
2017-03-27,309.9
2017-03-28,332.5
2017-03-29,329.8
2017-03-30,331.65
2017-03-31,326.7
2017-04-03,334.65
2017-04-05,336.7
2017-04-06,330.95
2017-04-07,331.85
2017-04-10,333.85
2017-04-11,340.3
2017-04-12,340.25
2017-04-13,340.05
2017-04-17,339.8
2017-04-18,327.65
2017-04-19,331.25
2017-04-20,340.65
2017-04-21,384.4
2017-04-24,406.15
2017-04-25,403.8
2017-04-26,389.05
2017-04-27,393.45
2017-04-28,395.8
2017-05-02,399.5
2017-05-03,393.3
2017-05-04,391.5
2017-05-05,381.5
2017-05-08,384.3
2017-05-09,379.25
2017-05-10,380.05
2017-05-11,390.8
2017-05-12,386.05
2017-05-15,384.25
2017-05-16,381.95
2017-05-17,381.9
2017-05-18,373.25
2017-05-19,365.6
2017-05-22,365.0
2017-05-23,359.65
2017-05-24,354.1
2017-05-25,366.55
2017-05-26,377.75
2017-05-29,377.25
2017-05-30,376.55
2017-05-31,374.65
2017-06-01,386.1
2017-06-02,463.3
2017-06-05,478.7
2017-06-06,530.0
2017-06-07,539.35
2017-06-08,545.2
2017-06-09,547.8
2017-06-12,544.7
2017-06-13,535.45
2017-06-14,565.2
2017-06-15,559.55
2017-06-16,555.0
2017-06-19,553.8
2017-06-20,538.9
2017-06-21,546.65
2017-06-22,529.3
2017-06-23,512.2
2017-06-27,477.85
2017-06-28,471.65
2017-06-29,470.55
2017-06-30,460.2
2017-07-03,464.45
2017-07-04,496.15
2017-07-05,503.9
2017-07-06,508.6
2017-07-07,503.45
2017-07-10,501.6
2017-07-11,500.7
2017-07-12,514.7
2017-07-13,513.4
2017-07-14,497.05
2017-07-17,486.25
2017-07-18,485.15
2017-07-19,485.9
2017-07-20,478.25
2017-07-21,499.35
2017-07-24,489.85
2017-07-25,490.6
2017-07-26,487.5
2017-07-27,479.15
2017-07-28,479.15
2017-07-31,476.0
2017-08-01,478.7
2017-08-02,479.2
2017-08-03,468.55
2017-08-04,458.7
2017-08-07,473.35
2017-08-08,460.6
2017-08-09,450.2
2017-08-10,432.2
2017-08-11,405.35
2017-08-14,415.45
2017-08-16,424.4
2017-08-17,428.7
2017-08-18,419.3
2017-08-21,413.3
2017-08-22,415.45
2017-08-23,420.85
2017-08-24,473.5
2017-08-28,485.9
2017-08-29,473.25
2017-08-30,483.05
2017-08-31,477.85
2017-09-01,468.5
2017-09-04,456.0
2017-09-05,468.9
2017-09-06,460.8
2017-09-07,460.75
2017-09-08,452.75
2017-09-11,446.55
2017-09-12,431.4
2017-09-13,435.9
2017-09-14,433.85
2017-09-15,435.25
2017-09-18,437.4
2017-09-19,438.25
2017-09-20,435.85
2017-09-21,430.45
2017-09-22,414.75
2017-09-25,399.85
2017-09-26,405.15
2017-09-27,392.55
2017-09-28,387.6
2017-09-29,425.4
2017-10-03,419.15
2017-10-04,437.2
2017-10-05,433.0
2017-10-06,443.5
2017-10-09,436.1
2017-10-10,436.1
2017-10-11,420.25
2017-10-12,419.7
2017-10-13,423.05
2017-10-16,438.65
2017-10-17,437.95
2017-10-18,429.25
2017-10-19,430.9
2017-10-23,426.55
2017-10-24,428.6
2017-10-25,428.7
2017-10-26,427.25
2017-10-27,425.45
2017-10-30,426.35
2017-10-31,424.8
2017-11-01,431.25
2017-11-02,444.9
2017-11-03,440.05
2017-11-06,440.75
2017-11-07,448.4
2017-11-08,459.15
2017-11-09,448.55
2017-11-10,440.9
2017-11-13,436.55
2017-11-14,429.35
2017-11-15,419.7
2017-11-16,425.05
2017-11-17,425.9
2017-11-20,436.4
2017-11-21,441.35
2017-11-22,445.7
2017-11-23,443.15
2017-11-24,441.85
2017-11-27,437.7
2017-11-28,432.4
2017-11-29,434.25
2017-11-30,430.6
2017-12-01,460.2
2017-12-04,479.05
2017-12-05,464.95
2017-12-06,456.0
2017-12-07,459.25
2017-12-08,449.35
2017-12-11,449.6
2017-12-12,478.65
2017-12-13,476.3
2017-12-14,471.0
2017-12-15,483.9
2017-12-18,476.85
2017-12-19,487.15
2017-12-20,487.25
2017-12-21,480.5
2017-12-22,483.9
2017-12-26,480.05
2017-12-27,492.25
2017-12-28,487.5
2017-12-29,484.75
