Date,IGL
2017-01-02,919.35
2017-01-03,946.4
2017-01-04,935.1
2017-01-05,931.15
2017-01-06,922.9
2017-01-09,922.1
2017-01-10,932.25
2017-01-11,936.5
2017-01-12,928.1
2017-01-13,925.95
2017-01-16,915.0
2017-01-17,918.9
2017-01-18,938.55
2017-01-19,929.4
2017-01-20,923.8
2017-01-23,923.2
2017-01-24,930.15
2017-01-25,933.5
2017-01-27,962.05
2017-01-30,960.65
2017-01-31,939.5
2017-02-01,961.0
2017-02-02,958.55
2017-02-03,967.35
2017-02-06,1000.8
2017-02-07,1020.5
2017-02-08,1014.4
2017-02-09,1027.7
2017-02-10,1021.75
2017-02-13,1013.05
2017-02-14,1023.6
2017-02-15,1050.6
2017-02-16,1053.1
2017-02-17,1037.9
2017-02-20,1050.25
2017-02-21,1047.8
2017-02-22,1038.0
2017-02-23,1035.1
2017-02-27,1038.55
2017-02-28,1043.15
2017-03-01,1050.15
2017-03-02,1033.9
2017-03-03,1040.4
2017-03-06,1049.65
2017-03-07,1041.2
2017-03-08,1033.15
2017-03-09,1029.45
2017-03-10,1022.2
2017-03-14,1021.45
2017-03-15,1020.05
2017-03-16,1030.25
2017-03-17,1044.0
2017-03-20,1040.25
2017-03-21,1028.8
2017-03-22,1002.4
2017-03-23,1000.25
2017-03-24,1005.95
2017-03-27,1017.1
2017-03-28,1023.65
2017-03-29,1020.3
2017-03-30,1003.05
2017-03-31,1014.95
2017-04-03,1014.65
2017-04-05,1011.75
2017-04-06,993.5
2017-04-07,992.75
2017-04-10,1002.65
2017-04-11,1029.65
2017-04-12,1035.9
2017-04-13,1032.15
2017-04-17,1062.95
2017-04-18,1047.7
2017-04-19,1060.35
2017-04-20,1068.25
2017-04-21,1058.85
2017-04-24,1057.8
2017-04-25,1061.1
2017-04-26,1064.0
2017-04-27,1056.5
2017-04-28,1057.7
2017-05-02,1059.5
2017-05-03,1053.55
2017-05-04,1050.55
2017-05-05,1028.6
2017-05-08,1013.75
2017-05-09,1011.3
2017-05-10,1020.35
2017-05-11,1011.9
2017-05-12,994.5
2017-05-15,1000.25
2017-05-16,1005.8
2017-05-17,1019.1
2017-05-18,1002.55
2017-05-19,1000.15
2017-05-22,987.2
2017-05-23,981.45
2017-05-24,982.65
