Date,BRIGADE
2017-01-02,152.05
2017-01-03,153.6
2017-01-04,152.6
2017-01-05,153.0
2017-01-06,152.7
2017-01-09,155.4
2017-01-10,155.1
2017-01-11,155.4
2017-01-12,155.0
2017-01-13,155.2
2017-01-16,155.35
2017-01-17,155.65
2017-01-18,155.45
2017-01-19,155.05
2017-01-20,155.0
2017-01-23,157.95
2017-01-24,157.0
2017-01-25,157.0
2017-01-27,157.1
2017-01-30,158.8
2017-01-31,157.35
2017-02-01,158.9
2017-02-02,161.2
2017-02-03,163.2
2017-02-06,158.1
2017-02-07,158.15
2017-02-08,160.35
2017-02-09,169.05
2017-02-10,170.05
2017-02-13,164.9
2017-02-14,165.15
2017-02-15,161.4
2017-02-16,161.25
2017-02-17,163.1
2017-02-20,170.25
2017-02-21,172.1
2017-02-22,167.6
2017-02-23,170.0
2017-02-27,169.85
2017-02-28,171.35
2017-03-01,176.0
2017-03-02,179.5
2017-03-03,179.5
2017-03-06,181.95
2017-03-07,202.3
2017-03-08,193.4
2017-03-09,197.7
2017-03-10,210.85
2017-03-14,212.35
2017-03-15,228.5
2017-03-16,240.85
2017-03-17,232.7
2017-03-20,229.35
2017-03-21,228.45
2017-03-22,222.65
2017-03-23,229.3
2017-03-24,224.25
2017-03-27,220.5
2017-03-28,218.8
2017-03-29,225.65
2017-03-30,234.6
2017-03-31,231.55
2017-04-03,232.1
2017-04-05,247.8
2017-04-06,244.7
2017-04-07,240.3
2017-04-10,244.05
2017-04-11,242.1
2017-04-12,237.45
2017-04-13,239.85
2017-04-17,242.1
2017-04-18,234.25
2017-04-19,235.2
2017-04-20,238.05
2017-04-21,238.95
2017-04-24,243.0
2017-04-25,255.05
2017-04-26,248.85
2017-04-27,249.65
2017-04-28,246.3
2017-05-02,243.75
2017-05-03,244.3
2017-05-04,240.85
2017-05-05,239.65
2017-05-08,241.05
2017-05-09,244.95
2017-05-10,242.3
2017-05-11,245.3
2017-05-12,245.45
2017-05-15,245.0
2017-05-16,249.85
2017-05-17,252.4
2017-05-18,248.15
2017-05-19,250.2
2017-05-22,247.4
2017-05-23,242.15
2017-05-24,245.85
2017-05-25,248.95
2017-05-26,250.95
2017-05-29,250.4
2017-05-30,252.05
2017-05-31,251.6
2017-06-01,255.0
2017-06-02,253.85
2017-06-05,271.6
2017-06-06,261.2
2017-06-07,269.35
2017-06-08,265.6
2017-06-09,270.1
2017-06-12,264.4
2017-06-13,265.7
2017-06-14,264.05
2017-06-15,288.4
2017-06-16,285.55
2017-06-19,294.85
2017-06-20,288.35
2017-06-21,284.7
2017-06-22,273.75
2017-06-23,270.05
2017-06-27,267.4
2017-06-28,268.1
2017-06-29,261.4
2017-06-30,258.4
2017-07-03,264.5
2017-07-04,260.65
2017-07-05,260.4
2017-07-06,264.7
2017-07-07,261.25
2017-07-10,264.35
2017-07-11,270.5
2017-07-12,278.05
2017-07-13,278.1
2017-07-14,273.85
2017-07-17,279.85
2017-07-18,277.85
2017-07-19,273.65
2017-07-20,271.35
2017-07-21,270.75
2017-07-24,271.1
2017-07-25,275.35
2017-07-26,282.0
2017-07-27,277.65
2017-07-28,278.7
2017-07-31,279.8
2017-08-01,275.95
2017-08-02,274.35
2017-08-03,266.25
2017-08-04,269.1
2017-08-07,275.3
2017-08-08,275.0
2017-08-09,263.85
2017-08-10,252.65
2017-08-11,251.4
2017-08-14,263.8
2017-08-16,268.05
2017-08-17,264.05
2017-08-18,263.9
2017-08-21,266.35
2017-08-22,262.15
2017-08-23,262.2
2017-08-24,264.0
2017-08-28,268.8
2017-08-29,263.2
2017-08-30,264.55
2017-08-31,265.5
2017-09-01,270.15
2017-09-04,264.45
2017-09-05,267.35
2017-09-06,269.55
2017-09-07,269.15
2017-09-08,266.7
2017-09-11,266.35
2017-09-12,268.0
2017-09-13,268.9
2017-09-14,273.45
2017-09-15,270.2
2017-09-18,269.1
2017-09-19,269.95
2017-09-20,264.0
2017-09-21,257.65
2017-09-22,252.15
2017-09-25,249.25
2017-09-26,250.5
2017-09-27,244.05
2017-09-28,240.2
2017-09-29,249.6
2017-10-03,251.8
2017-10-04,250.3
2017-10-05,246.1
2017-10-06,243.9
2017-10-09,255.45
2017-10-10,259.05
2017-10-11,263.45
2017-10-12,265.85
2017-10-13,263.1
2017-10-16,267.95
2017-10-17,268.85
2017-10-18,267.1
2017-10-19,269.1
2017-10-23,267.0
2017-10-24,269.95
2017-10-25,265.75
2017-10-26,268.9
2017-10-27,266.6
2017-10-30,266.35
2017-10-31,264.5
2017-11-01,269.95
2017-11-02,267.1
2017-11-03,279.3
2017-11-06,285.25
2017-11-07,285.05
2017-11-08,282.65
2017-11-09,283.2
2017-11-10,283.15
2017-11-13,283.95
2017-11-14,276.5
2017-11-15,268.55
2017-11-16,273.25
2017-11-17,282.4
2017-11-20,285.35
2017-11-21,288.45
2017-11-22,302.75
2017-11-23,298.15
2017-11-24,298.85
2017-11-27,298.9
2017-11-28,294.8
2017-11-29,301.2
2017-11-30,303.95
2017-12-01,301.7
2017-12-04,299.7
2017-12-05,297.35
2017-12-06,296.8
2017-12-07,296.7
2017-12-08,296.7
2017-12-11,298.6
2017-12-12,298.1
2017-12-13,297.05
2017-12-14,303.1
2017-12-15,298.0
2017-12-18,297.45
2017-12-19,300.25
2017-12-20,299.7
2017-12-21,313.35
2017-12-22,320.05
2017-12-26,312.25
2017-12-27,310.6
2017-12-28,312.25
2017-12-29,315.05
