Date,ICICINF100
2017-01-02,87.45
2017-01-03,87.51
2017-01-04,88.11
2017-01-05,88.97
2017-01-06,88.21
2017-01-09,88.2
2017-01-10,89.18
2017-01-11,90.14
2017-01-12,89.91
2017-01-13,90.15
2017-01-16,90.11
2017-01-17,90.56
2017-01-18,90.72
2017-01-19,90.89
2017-01-20,90.06
2017-01-23,89.9
2017-01-24,91.17
2017-01-25,92.0
2017-01-27,93.41
2017-01-30,92.56
2017-01-31,91.75
2017-02-01,93.55
2017-02-02,93.59
2017-02-03,94.15
2017-02-06,94.3
2017-02-07,94.4
2017-02-08,94.12
2017-02-09,94.4
2017-02-10,94.92
2017-02-13,94.84
2017-02-14,94.84
2017-02-15,94.07
2017-02-16,94.08
2017-02-17,94.85
2017-02-20,95.64
2017-02-21,95.81
2017-02-22,95.88
2017-02-23,96.29
2017-02-27,96.05
2017-02-28,95.87
2017-03-01,96.28
2017-03-02,96.51
2017-03-03,95.35
2017-03-06,96.09
2017-03-07,96.25
2017-03-08,95.56
2017-03-09,95.8
2017-03-10,95.75
2017-03-14,97.58
2017-03-15,97.87
2017-03-16,98.1
2017-03-17,98.71
2017-03-20,98.02
2017-03-21,97.64
2017-03-22,96.95
2017-03-23,97.69
2017-03-24,98.0
2017-03-27,97.2
2017-03-28,97.77
2017-03-29,98.46
2017-03-30,98.94
2017-03-31,98.96
2017-04-03,99.25
2017-04-05,99.9
2017-04-06,99.65
2017-04-07,99.4
2017-04-10,99.26
2017-04-11,99.65
2017-04-12,99.31
2017-04-13,98.97
2017-04-17,99.0
2017-04-18,98.32
2017-04-19,98.4
2017-04-20,98.79
2017-04-21,98.64
2017-04-24,99.63
2017-04-25,100.67
2017-04-26,101.01
2017-04-27,101.07
2017-04-28,100.58
2017-05-02,100.72
2017-05-03,100.6
2017-05-04,101.13
2017-05-05,100.07
2017-05-08,100.62
2017-05-09,101.0
2017-05-10,101.6
2017-05-11,102.3
2017-05-12,101.39
2017-05-15,102.14
2017-05-16,102.81
2017-05-17,102.89
2017-05-18,102.0
2017-05-19,101.92
2017-05-22,101.52
2017-05-23,112.0
2017-05-24,100.77
2017-05-25,101.76
2017-05-26,103.07
2017-05-29,102.86
2017-05-30,103.23
2017-05-31,103.29
2017-06-01,103.14
2017-06-02,103.96
2017-06-05,104.0
2017-06-06,103.74
2017-06-07,104.2
2017-06-08,104.08
2017-06-09,103.96
2017-06-12,103.42
2017-06-13,103.85
2017-06-14,103.49
2017-06-15,103.76
2017-06-16,103.62
2017-06-19,117.7
2017-06-20,104.09
2017-06-21,103.99
2017-06-22,104.78
2017-06-23,103.3
2017-06-27,102.0
2017-06-28,102.53
2017-06-29,102.74
2017-06-30,103.01
2017-07-03,103.7
2017-07-04,103.86
2017-07-05,103.92
2017-07-06,104.76
2017-07-07,104.51
2017-07-10,109.02
2017-07-11,105.97
2017-07-12,106.14
2017-07-13,107.0
2017-07-14,106.7
2017-07-17,107.2
2017-07-18,106.23
2017-07-19,107.11
2017-07-20,107.09
2017-07-21,106.97
2017-07-24,108.2
2017-07-25,108.0
2017-07-26,108.33
2017-07-27,109.12
2017-07-28,108.25
2017-07-31,108.96
2017-08-01,109.55
2017-08-02,109.33
2017-08-03,108.78
2017-08-04,108.5
2017-08-07,109.54
2017-08-08,108.58
2017-08-09,107.37
2017-08-10,106.15
2017-08-11,105.5
2017-08-14,106.13
2017-08-16,107.28
2017-08-17,107.75
2017-08-18,106.63
2017-08-21,106.38
2017-08-22,106.08
2017-08-23,106.73
2017-08-24,107.41
2017-08-28,107.52
2017-08-29,106.74
2017-08-30,107.39
2017-08-31,107.84
2017-09-01,108.68
2017-09-04,107.73
2017-09-05,108.61
2017-09-06,108.36
2017-09-07,108.0
2017-09-08,108.05
2017-09-11,108.89
2017-09-12,109.74
2017-09-13,110.07
2017-09-14,110.06
2017-09-15,109.94
2017-09-18,110.45
2017-09-19,110.39
2017-09-20,110.35
2017-09-21,109.64
2017-09-22,108.33
2017-09-25,107.49
2017-09-26,107.15
2017-09-27,106.01
2017-09-28,105.4
2017-09-29,106.53
2017-10-03,106.98
2017-10-04,107.69
2017-10-05,108.1
2017-10-06,108.51
2017-10-09,108.43
2017-10-10,108.8
2017-10-11,109.24
2017-10-12,110.04
2017-10-13,110.22
2017-10-16,111.28
2017-10-17,111.0
2017-10-18,111.18
2017-10-19,110.83
2017-10-23,110.32
2017-10-24,111.09
2017-10-25,111.21
2017-10-26,112.12
2017-10-27,112.06
2017-10-30,113.12
2017-10-31,112.73
2017-11-01,113.51
2017-11-02,113.43
2017-11-03,113.78
2017-11-06,113.82
2017-11-07,113.1
2017-11-08,112.2
2017-11-09,112.4
2017-11-10,112.26
2017-11-13,111.96
2017-11-14,111.04
2017-11-15,110.66
2017-11-16,111.75
2017-11-17,112.05
2017-11-20,112.21
2017-11-21,113.18
2017-11-22,112.66
2017-11-23,112.66
2017-11-24,113.09
2017-11-27,113.16
2017-11-28,113.38
2017-11-29,113.06
2017-11-30,112.0
2017-12-01,110.87
2017-12-04,111.0
2017-12-05,110.48
2017-12-06,109.59
2017-12-07,110.84
2017-12-08,111.86
2017-12-11,112.7
2017-12-12,111.93
2017-12-13,111.0
2017-12-14,112.0
2017-12-15,112.58
2017-12-18,113.85
2017-12-19,113.48
2017-12-20,113.92
2017-12-21,114.49
2017-12-22,114.5
2017-12-26,114.91
2017-12-27,114.99
2017-12-28,114.52
2017-12-29,114.73
