Date,BALLARPUR
2017-01-02,15.6
2017-01-03,15.9
2017-01-04,16.2
2017-01-05,15.85
2017-01-06,15.75
2017-01-09,15.75
2017-01-10,15.75
2017-01-11,16.25
2017-01-12,15.95
2017-01-13,15.85
2017-01-16,15.75
2017-01-17,15.7
2017-01-18,16.05
2017-01-19,15.95
2017-01-20,16.2
2017-01-23,16.5
2017-01-24,16.2
2017-01-25,16.25
2017-01-27,15.9
2017-01-30,15.65
2017-01-31,15.35
2017-02-01,15.65
2017-02-02,15.5
2017-02-03,15.55
2017-02-06,16.4
2017-02-07,16.35
2017-02-08,17.1
2017-02-09,16.85
2017-02-10,16.8
2017-02-13,16.4
2017-02-14,16.5
2017-02-15,16.0
2017-02-16,16.4
2017-02-17,16.4
2017-02-20,16.2
2017-02-21,16.1
2017-02-22,15.95
2017-02-23,15.75
2017-02-27,15.4
2017-02-28,15.85
2017-03-01,16.3
2017-03-02,17.95
2017-03-03,18.3
2017-03-06,17.8
2017-03-07,18.15
2017-03-08,17.75
2017-03-09,18.85
2017-03-10,18.4
2017-03-14,19.75
2017-03-15,19.95
2017-03-16,20.1
2017-03-17,20.05
2017-03-20,19.75
2017-03-21,19.05
2017-03-22,18.55
2017-03-23,18.75
2017-03-24,18.35
2017-03-27,19.95
2017-03-28,20.0
2017-03-29,19.55
2017-03-30,19.2
2017-03-31,19.55
2017-04-03,19.65
2017-04-05,19.95
2017-04-06,19.3
2017-04-07,18.9
2017-04-10,18.9
2017-04-11,19.05
2017-04-12,19.25
2017-04-13,19.3
2017-04-17,19.95
2017-04-18,19.3
2017-04-19,19.3
2017-04-20,19.95
2017-04-21,19.6
2017-04-24,19.75
2017-04-25,19.4
2017-04-26,19.2
2017-04-27,19.2
2017-04-28,19.0
2017-05-02,18.9
2017-05-03,21.15
2017-05-04,19.8
2017-05-05,19.3
2017-05-08,19.9
2017-05-09,19.85
2017-05-10,20.6
2017-05-11,21.7
2017-05-12,22.4
2017-05-15,21.95
2017-05-16,21.5
2017-05-17,22.1
2017-05-18,21.3
2017-05-19,20.95
2017-05-22,20.4
2017-05-23,19.6
2017-05-24,18.65
2017-05-25,19.2
2017-05-26,20.15
2017-05-29,19.2
2017-05-30,19.05
2017-05-31,18.95
2017-06-01,18.85
2017-06-02,18.65
2017-06-05,18.7
2017-06-06,18.1
2017-06-07,17.3
2017-06-08,17.5
2017-06-09,17.7
2017-06-12,17.25
2017-06-13,18.2
2017-06-14,18.55
2017-06-15,17.9
2017-06-16,17.85
2017-06-19,16.9
2017-06-20,16.6
2017-06-21,16.8
2017-06-22,16.95
2017-06-23,16.1
2017-06-27,15.35
2017-06-28,15.55
2017-06-29,15.9
2017-06-30,15.95
2017-07-03,16.35
2017-07-04,15.95
2017-07-05,15.75
2017-07-06,15.8
2017-07-07,16.25
2017-07-10,16.6
2017-07-11,15.9
2017-07-12,16.0
2017-07-13,16.0
2017-07-14,15.45
2017-07-17,15.85
2017-07-18,15.4
2017-07-19,15.45
2017-07-20,15.75
2017-07-21,15.8
2017-07-24,16.7
2017-07-25,17.1
2017-07-26,16.65
2017-07-27,16.3
2017-07-28,17.25
2017-07-31,16.6
2017-08-01,16.6
2017-08-02,16.2
2017-08-03,16.0
2017-08-04,15.75
2017-08-07,16.15
2017-08-08,15.8
2017-08-09,15.0
2017-08-10,14.05
2017-08-11,14.35
2017-08-14,14.9
2017-08-16,14.9
2017-08-17,14.4
2017-08-18,14.2
2017-08-21,14.05
2017-08-22,13.3
2017-08-23,13.65
2017-08-24,13.0
2017-08-28,13.2
2017-08-29,12.95
2017-08-30,13.8
2017-08-31,13.65
2017-09-01,13.6
2017-09-04,13.6
2017-09-05,13.85
2017-09-06,13.75
2017-09-07,13.85
2017-09-08,13.75
2017-09-11,13.55
2017-09-12,13.6
2017-09-13,13.5
2017-09-14,14.05
2017-09-15,13.9
2017-09-18,13.9
2017-09-19,13.6
2017-09-20,13.55
2017-09-21,13.6
2017-09-22,13.25
2017-09-25,12.8
2017-09-26,13.1
2017-09-27,12.75
2017-09-28,12.7
2017-09-29,12.65
2017-10-03,12.2
2017-10-04,11.85
2017-10-05,11.8
2017-10-06,12.95
2017-10-09,12.5
2017-10-10,12.55
2017-10-11,12.25
2017-10-12,12.3
2017-10-13,12.3
2017-10-16,12.15
2017-10-17,12.3
2017-10-18,12.05
2017-10-19,12.2
2017-10-23,12.05
2017-10-24,12.05
2017-10-25,11.85
2017-10-26,12.5
2017-10-27,13.35
2017-10-30,14.8
2017-10-31,14.1
2017-11-01,13.9
2017-11-02,14.3
2017-11-03,14.25
2017-11-06,14.2
2017-11-07,13.6
2017-11-08,13.35
2017-11-09,13.2
2017-11-10,12.9
2017-11-13,12.75
2017-11-14,12.4
2017-11-15,12.35
2017-11-16,12.4
2017-11-17,12.25
2017-11-20,12.3
2017-11-21,12.5
2017-11-22,13.1
2017-11-23,12.95
2017-11-24,13.35
2017-11-27,13.6
2017-11-28,13.85
2017-11-29,13.85
2017-11-30,13.6
2017-12-01,13.75
2017-12-04,13.4
2017-12-05,13.4
2017-12-06,13.2
2017-12-07,13.3
2017-12-08,14.0
2017-12-11,14.45
2017-12-12,14.0
2017-12-13,13.8
2017-12-14,13.7
2017-12-15,14.15
2017-12-18,14.3
2017-12-19,15.3
2017-12-20,15.85
2017-12-21,16.0
2017-12-22,15.7
2017-12-26,15.95
2017-12-27,15.85
2017-12-28,16.85
2017-12-29,18.0
