Date,PIONEEREMB
2017-01-02,50.35
2017-01-03,52.45
2017-01-04,53.85
2017-01-05,55.35
2017-01-06,56.7
2017-01-09,56.25
2017-01-10,55.85
2017-01-11,56.6
2017-01-12,54.95
2017-01-13,56.8
2017-01-16,57.25
2017-01-17,56.3
2017-01-18,58.05
2017-01-19,56.35
2017-01-20,55.85
2017-01-23,52.65
2017-01-24,53.2
2017-01-25,52.35
2017-01-27,52.75
2017-01-30,51.65
2017-01-31,50.25
2017-02-01,52.0
2017-02-02,51.95
2017-02-03,51.6
2017-02-06,52.2
2017-02-07,51.4
2017-02-08,51.5
2017-02-09,51.2
2017-02-10,51.2
2017-02-13,51.3
2017-02-14,49.05
2017-02-15,47.15
2017-02-16,48.15
2017-02-17,49.1
2017-02-20,50.55
2017-02-21,50.8
2017-02-22,49.5
2017-02-23,50.6
2017-02-27,51.25
2017-02-28,53.3
2017-03-01,53.05
2017-03-02,50.65
2017-03-03,50.05
2017-03-06,50.75
2017-03-07,49.95
2017-03-08,48.85
2017-03-09,48.4
2017-03-10,47.65
2017-03-14,48.6
2017-03-15,47.4
2017-03-16,48.15
2017-03-17,47.05
2017-03-20,46.8
2017-03-21,46.7
2017-03-22,46.15
2017-03-23,45.4
2017-03-24,45.05
2017-03-27,45.15
2017-03-28,47.8
2017-03-29,46.15
2017-03-30,47.1
2017-03-31,47.9
2017-04-03,49.05
2017-04-05,49.0
2017-04-06,48.3
2017-04-07,49.1
2017-04-10,50.25
2017-04-11,49.85
2017-04-12,48.6
2017-04-13,49.35
2017-04-17,49.15
2017-04-18,47.75
2017-04-19,47.7
2017-04-20,47.9
2017-04-21,51.15
2017-04-24,55.05
2017-04-25,55.75
2017-04-26,53.45
2017-04-27,52.15
2017-04-28,52.8
2017-05-02,51.4
2017-05-03,51.15
2017-05-04,50.75
2017-05-05,49.45
2017-05-08,49.15
2017-05-09,48.3
2017-05-10,49.2
2017-05-11,48.25
2017-05-12,47.45
2017-05-15,47.3
2017-05-16,47.0
2017-05-17,47.9
2017-05-18,46.45
2017-05-19,46.65
2017-05-22,45.95
2017-05-23,44.4
2017-05-24,44.85
2017-05-25,44.95
2017-05-26,46.25
2017-05-29,47.0
2017-05-30,44.15
2017-05-31,43.95
2017-06-01,43.55
2017-06-02,43.6
2017-06-05,43.4
2017-06-06,42.65
2017-06-07,43.15
2017-06-08,44.75
2017-06-09,44.1
2017-06-12,42.75
2017-06-13,43.0
2017-06-14,42.75
2017-06-15,42.7
2017-06-16,42.55
2017-06-19,41.55
2017-06-20,42.85
2017-06-21,42.4
2017-06-22,41.7
2017-06-23,41.1
2017-06-27,40.2
2017-06-28,40.85
2017-06-29,40.45
2017-06-30,43.35
2017-07-03,43.95
2017-07-04,44.65
2017-07-05,44.35
2017-07-06,45.45
2017-07-07,45.75
2017-07-10,45.65
2017-07-11,43.75
2017-07-12,44.6
2017-07-13,44.0
2017-07-14,43.85
2017-07-17,43.75
2017-07-18,42.25
2017-07-19,42.25
2017-07-20,42.8
2017-07-21,43.45
2017-07-24,43.9
2017-07-25,44.95
2017-07-26,44.8
2017-07-27,43.5
2017-07-28,42.9
2017-07-31,43.0
2017-08-01,42.6
2017-08-02,42.05
2017-08-03,41.75
2017-08-04,42.1
2017-08-07,42.75
2017-08-08,41.9
2017-08-09,41.55
2017-08-10,38.8
2017-08-11,37.05
2017-08-14,40.05
2017-08-16,39.8
2017-08-17,39.8
2017-08-18,39.0
2017-08-21,38.75
2017-08-22,38.3
2017-08-23,38.15
2017-08-24,38.5
2017-08-28,40.2
2017-08-29,40.2
2017-08-30,40.95
2017-08-31,40.8
2017-09-01,41.45
2017-09-04,40.2
2017-09-05,40.05
2017-09-06,40.3
2017-09-07,39.7
2017-09-08,39.55
2017-09-11,41.2
2017-09-12,40.7
2017-09-13,39.8
2017-09-14,39.65
2017-09-15,38.45
2017-09-18,38.65
2017-09-19,39.0
2017-09-20,38.9
2017-09-21,38.45
2017-09-22,37.25
2017-09-25,36.2
2017-09-26,36.5
2017-09-27,36.5
2017-09-28,37.0
2017-09-29,36.2
2017-10-03,34.4
2017-10-04,33.75
2017-10-05,40.25
2017-10-06,39.25
2017-10-09,37.9
2017-10-10,37.9
2017-10-11,39.85
2017-10-12,39.8
2017-10-13,38.85
2017-10-16,38.8
2017-10-17,37.3
2017-10-18,37.1
2017-10-19,37.85
2017-10-23,37.25
2017-10-24,37.85
2017-10-25,37.3
2017-10-26,36.95
2017-10-27,37.4
2017-10-30,36.85
2017-10-31,37.0
2017-11-01,37.15
2017-11-02,38.9
2017-11-03,38.7
2017-11-06,38.15
2017-11-07,37.05
2017-11-08,36.4
2017-11-09,36.65
2017-11-10,36.5
2017-11-13,36.05
2017-11-14,35.5
2017-11-15,35.55
2017-11-16,36.35
2017-11-17,39.15
2017-11-20,41.15
2017-11-21,41.0
2017-11-22,40.15
2017-11-23,41.4
2017-11-24,40.85
2017-11-27,40.4
2017-11-28,40.15
2017-11-29,41.2
2017-11-30,40.15
2017-12-01,38.95
2017-12-04,40.65
2017-12-05,38.95
2017-12-06,38.25
2017-12-07,39.55
2017-12-08,40.4
2017-12-11,40.8
2017-12-12,39.85
2017-12-13,40.2
2017-12-14,38.65
2017-12-15,38.3
2017-12-18,36.7
2017-12-19,38.1
2017-12-20,38.4
2017-12-21,38.9
2017-12-22,38.55
2017-12-26,38.35
2017-12-27,38.95
2017-12-28,38.3
2017-12-29,38.9
