Date,SAKSOFT
2017-01-02,294.55
2017-01-03,291.05
2017-01-04,287.5
2017-01-05,286.85
2017-01-06,295.95
2017-01-09,297.1
2017-01-10,297.8
2017-01-11,307.3
2017-01-12,311.6
2017-01-13,304.5
2017-01-16,314.1
2017-01-17,317.65
2017-01-18,315.0
2017-01-19,312.55
2017-01-20,303.0
2017-01-23,301.5
2017-01-24,305.0
2017-01-25,306.95
2017-01-27,302.95
2017-01-30,297.95
2017-01-31,290.15
2017-02-01,287.65
2017-02-02,282.9
2017-02-03,285.55
2017-02-06,289.1
2017-02-07,287.05
2017-02-08,277.75
2017-02-09,273.5
2017-02-10,266.35
2017-02-13,273.15
2017-02-14,281.6
2017-02-15,272.0
2017-02-16,272.85
2017-02-17,273.65
2017-02-20,285.85
2017-02-21,287.0
2017-02-22,280.85
2017-02-23,281.45
2017-02-27,282.55
2017-02-28,283.1
2017-03-01,278.85
2017-03-02,275.5
2017-03-03,269.75
2017-03-06,273.1
2017-03-07,268.9
2017-03-08,265.35
2017-03-09,266.9
2017-03-10,259.0
2017-03-14,251.3
2017-03-15,251.1
2017-03-16,260.75
2017-03-17,266.8
2017-03-20,260.2
2017-03-21,258.2
2017-03-22,254.9
2017-03-23,251.15
2017-03-24,258.8
2017-03-27,257.65
2017-03-28,253.55
2017-03-29,249.45
2017-03-30,250.2
2017-03-31,249.15
2017-04-03,254.3
2017-04-05,254.7
2017-04-06,258.95
2017-04-07,257.65
2017-04-10,253.65
2017-04-11,252.9
2017-04-12,250.8
2017-04-13,259.35
2017-04-17,258.95
2017-04-18,255.9
2017-04-19,255.9
2017-04-20,254.55
2017-04-21,256.9
2017-04-24,255.55
2017-04-25,252.25
2017-04-26,253.35
2017-04-27,252.4
2017-04-28,252.15
2017-05-02,247.9
2017-05-03,245.6
2017-05-04,241.85
2017-05-05,231.15
2017-05-08,235.4
2017-05-09,235.2
2017-05-10,236.0
2017-05-11,231.6
2017-05-12,232.6
2017-05-15,231.05
2017-05-16,226.15
2017-05-17,220.7
2017-05-18,219.05
2017-05-19,223.1
2017-05-22,225.2
2017-05-23,213.8
2017-05-24,205.6
2017-05-25,206.7
2017-05-26,216.1
2017-05-29,206.55
2017-05-30,227.85
2017-05-31,225.0
2017-06-01,234.85
2017-06-02,235.45
2017-06-05,227.45
2017-06-06,223.4
2017-06-07,218.1
2017-06-08,220.65
2017-06-09,218.05
2017-06-12,217.1
2017-06-13,216.45
2017-06-14,215.95
2017-06-15,217.35
2017-06-16,216.85
2017-06-19,220.45
2017-06-20,216.55
2017-06-21,219.0
2017-06-22,217.1
2017-06-23,218.2
2017-06-27,216.1
2017-06-28,214.3
2017-06-29,216.65
2017-06-30,216.55
2017-07-03,215.7
2017-07-04,220.55
2017-07-05,223.0
2017-07-06,220.5
2017-07-07,219.95
2017-07-10,222.0
2017-07-11,223.45
2017-07-12,220.8
2017-07-13,224.55
2017-07-14,215.55
2017-07-17,217.15
2017-07-18,217.0
2017-07-19,218.95
2017-07-20,218.05
2017-07-21,217.15
2017-07-24,218.85
2017-07-25,218.55
2017-07-26,218.9
2017-07-27,219.0
2017-07-28,218.4
2017-07-31,214.55
2017-08-01,219.05
2017-08-02,216.2
2017-08-03,216.35
2017-08-04,215.5
2017-08-07,218.55
2017-08-08,213.3
2017-08-09,205.45
2017-08-10,189.85
2017-08-11,191.3
2017-08-14,196.4
2017-08-16,201.85
2017-08-17,202.0
2017-08-18,199.0
2017-08-21,195.3
2017-08-22,189.3
2017-08-23,189.25
2017-08-24,190.0
2017-08-28,190.15
2017-08-29,190.1
2017-08-30,194.55
2017-08-31,197.2
2017-09-01,200.85
2017-09-04,196.1
2017-09-05,190.6
2017-09-06,190.1
2017-09-07,191.2
2017-09-08,194.25
2017-09-11,192.25
2017-09-12,192.2
2017-09-13,193.95
2017-09-14,195.45
2017-09-15,195.65
2017-09-18,202.25
2017-09-19,206.5
2017-09-20,204.95
2017-09-21,206.9
2017-09-22,201.75
2017-09-25,195.7
2017-09-26,196.4
2017-09-27,195.0
2017-09-28,197.95
2017-09-29,198.7
2017-10-03,198.35
2017-10-04,199.5
2017-10-05,205.65
2017-10-06,203.35
2017-10-09,197.2
2017-10-10,196.55
2017-10-11,196.05
2017-10-12,198.0
2017-10-13,200.05
2017-10-16,198.6
2017-10-17,201.6
2017-10-18,205.75
2017-10-19,204.0
2017-10-23,204.55
2017-10-24,210.4
2017-10-25,211.1
2017-10-26,222.85
2017-10-27,208.75
2017-10-30,211.65
2017-10-31,209.9
2017-11-01,216.7
2017-11-02,227.7
2017-11-03,236.8
2017-11-06,238.45
2017-11-07,220.25
2017-11-08,251.9
2017-11-09,254.25
2017-11-10,246.75
2017-11-13,231.75
2017-11-14,225.6
2017-11-15,222.6
2017-11-16,229.2
2017-11-17,230.85
2017-11-20,230.8
2017-11-21,228.05
2017-11-22,226.45
2017-11-23,230.7
2017-11-24,250.65
2017-11-27,245.85
2017-11-28,243.25
2017-11-29,243.0
2017-11-30,235.05
2017-12-01,233.25
2017-12-04,230.55
2017-12-05,230.9
2017-12-06,230.45
2017-12-07,229.65
2017-12-08,232.1
2017-12-11,232.6
2017-12-12,231.5
2017-12-13,231.45
2017-12-14,229.95
2017-12-15,224.9
2017-12-18,224.85
2017-12-19,228.15
2017-12-20,237.8
2017-12-21,235.55
2017-12-22,232.85
2017-12-26,237.6
2017-12-27,234.1
2017-12-28,231.3
2017-12-29,230.25
