Date,PSL
2017-01-02,5.4
2017-01-03,5.25
2017-01-04,5.3
2017-01-05,5.45
2017-01-06,5.35
2017-01-09,6.0
2017-01-10,5.95
2017-01-11,5.75
2017-01-12,5.95
2017-01-13,5.9
2017-01-16,5.95
2017-01-17,5.8
2017-01-18,5.85
2017-01-19,5.9
2017-01-20,5.85
2017-01-23,5.85
2017-01-24,5.9
2017-01-25,5.9
2017-01-27,5.8
2017-01-30,5.65
2017-01-31,5.7
2017-02-01,5.8
2017-02-02,5.9
2017-02-03,6.0
2017-02-06,6.2
2017-02-07,6.1
2017-02-08,6.2
2017-02-09,6.15
2017-02-10,6.0
2017-02-13,5.85
2017-02-14,5.9
2017-02-15,5.65
2017-02-16,5.65
2017-02-17,5.7
2017-02-20,5.95
2017-02-21,6.25
2017-02-22,6.95
2017-02-23,6.75
2017-02-27,6.45
2017-02-28,7.0
2017-03-01,6.85
2017-03-02,6.85
2017-03-03,7.0
2017-03-06,6.8
2017-03-07,6.85
2017-03-08,6.65
2017-03-09,6.8
2017-03-10,6.6
2017-03-14,6.6
2017-03-15,6.55
2017-03-16,6.5
2017-03-17,6.4
2017-03-20,6.2
2017-03-21,5.9
2017-03-22,5.7
2017-03-23,5.7
2017-03-24,5.6
2017-03-27,5.45
2017-03-28,5.55
2017-03-29,5.3
2017-03-30,5.25
2017-03-31,5.4
2017-04-03,5.6
2017-04-05,5.75
2017-04-06,5.8
2017-04-07,6.0
2017-04-10,6.2
2017-04-11,6.05
2017-04-12,5.85
2017-04-13,6.0
2017-04-17,5.9
2017-04-18,5.9
2017-04-19,5.9
2017-04-20,5.9
2017-04-21,5.85
2017-04-24,5.85
2017-04-25,5.9
2017-04-26,5.9
2017-04-27,5.85
2017-04-28,5.75
2017-05-02,5.85
2017-05-03,5.75
2017-05-04,5.9
2017-05-05,5.75
2017-05-08,5.75
2017-05-09,5.9
2017-05-10,5.8
2017-05-11,5.7
2017-05-12,5.65
2017-05-15,5.55
2017-05-16,5.45
2017-05-17,5.4
2017-05-18,5.3
2017-05-19,5.25
2017-05-22,5.2
2017-05-23,4.55
2017-05-24,4.45
2017-05-25,4.75
2017-05-26,4.95
2017-05-29,4.75
2017-05-30,4.7
2017-05-31,4.55
2017-06-01,4.35
2017-06-02,4.65
2017-06-05,4.5
2017-06-06,4.5
2017-06-07,4.6
2017-06-08,4.4
2017-06-09,5.25
2017-06-12,5.85
2017-06-13,5.5
2017-06-14,5.7
2017-06-15,5.3
2017-06-16,5.05
2017-06-19,4.75
2017-06-20,4.85
2017-06-21,4.95
2017-06-22,5.1
2017-06-23,5.0
2017-06-27,5.0
2017-06-28,4.85
2017-06-29,4.95
2017-06-30,5.0
2017-07-03,5.0
2017-07-04,5.0
2017-07-05,5.05
2017-07-06,4.95
2017-07-07,5.45
2017-07-10,5.2
2017-07-11,5.15
2017-07-12,5.05
2017-07-13,5.05
2017-07-14,5.0
2017-07-17,5.05
2017-07-18,4.95
2017-07-19,4.95
2017-07-20,4.9
2017-07-21,4.95
2017-07-24,5.1
2017-07-25,5.25
2017-07-26,5.25
2017-07-27,5.15
2017-07-28,5.15
2017-07-31,5.15
2017-08-01,5.0
2017-08-02,5.0
2017-08-03,4.9
2017-08-04,4.75
2017-08-07,4.85
2017-08-08,4.6
2017-08-09,4.5
2017-08-10,4.45
2017-08-11,4.15
2017-08-14,4.35
2017-08-16,4.25
2017-08-17,4.0
2017-08-18,3.9
2017-08-21,3.65
2017-08-22,3.6
2017-08-23,3.65
2017-08-24,3.65
2017-08-28,3.55
2017-08-29,3.45
2017-08-30,3.35
2017-08-31,3.4
2017-09-01,3.1
2017-09-04,3.0
2017-09-05,3.2
2017-09-06,3.05
2017-09-07,3.05
2017-09-08,2.95
2017-09-11,2.8
2017-09-12,2.75
2017-09-13,3.3
2017-09-14,3.95
2017-09-15,4.7
2017-09-18,5.15
2017-09-19,5.25
2017-09-20,5.05
2017-09-21,4.65
2017-09-22,4.25
2017-09-25,4.05
2017-09-26,3.85
2017-09-27,3.7
2017-11-14,3.65
2017-11-15,3.5
2017-11-16,3.65
2017-11-17,3.8
2017-11-20,3.85
2017-11-21,3.7
2017-11-22,3.65
2017-11-23,3.7
2017-11-24,3.6
2017-11-27,3.65
2017-11-28,3.65
2017-11-29,3.65
2017-11-30,3.6
2017-12-01,3.6
2017-12-04,3.65
2017-12-05,3.55
2017-12-06,3.55
2017-12-07,3.6
2017-12-08,3.6
2017-12-11,3.55
2017-12-12,3.55
2017-12-13,3.6
2017-12-14,3.55
2017-12-15,3.6
2017-12-18,3.6
2017-12-19,3.6
2017-12-20,3.5
2017-12-21,3.85
2017-12-22,4.05
2017-12-26,4.05
2017-12-27,4.15
2017-12-28,4.55
2017-12-29,4.55
