Date,LAXMIMACH
2017-01-02,3934.7
2017-01-03,4027.2
2017-01-04,4024.2
2017-01-05,4007.55
2017-01-06,3987.6
2017-01-09,3968.65
2017-01-10,3989.05
2017-01-11,3980.6
2017-01-12,3966.0
2017-01-13,3974.4
2017-01-16,3957.4
2017-01-17,3941.05
2017-01-18,3924.45
2017-01-19,3900.75
2017-01-20,3890.4
2017-01-23,3831.0
2017-01-24,3842.45
2017-01-25,3870.6
2017-01-27,3876.05
2017-01-30,3850.4
2017-01-31,3823.55
2017-02-01,3864.9
2017-02-02,3869.2
2017-02-03,3846.85
2017-02-06,3882.55
2017-02-07,3820.95
2017-02-08,3849.75
2017-02-09,3847.85
2017-02-10,3824.6
2017-02-13,3793.7
2017-02-14,3761.4
2017-02-15,3699.2
2017-02-16,3735.6
2017-02-17,3723.15
2017-02-20,3694.65
2017-02-21,3677.25
2017-02-22,3674.95
2017-02-23,3661.3
2017-02-27,3676.65
2017-02-28,3664.05
2017-03-01,3718.2
2017-03-02,3706.95
2017-03-03,3698.95
2017-03-06,3740.4
2017-03-07,3729.25
2017-03-08,3732.7
2017-03-09,3758.4
2017-03-10,3756.85
2017-03-14,3766.65
2017-03-15,3881.95
2017-03-16,3859.8
2017-03-17,3846.35
2017-03-20,3811.45
2017-03-21,3894.7
2017-03-22,3964.5
2017-03-23,4015.0
2017-03-24,4083.8
2017-03-27,4105.9
2017-03-28,4065.0
2017-03-29,4104.0
2017-03-30,4095.55
2017-03-31,4237.95
2017-04-03,4266.85
2017-04-05,4314.4
2017-04-06,4285.75
2017-04-07,4291.25
2017-04-10,4287.45
2017-04-11,4298.95
2017-04-12,4316.25
2017-04-13,4351.1
2017-04-17,4588.25
2017-04-18,4479.45
2017-04-19,4460.45
2017-04-20,4587.7
2017-04-21,4495.7
2017-04-24,4597.95
2017-04-25,4591.05
2017-04-26,4487.8
2017-04-27,4646.1
2017-04-28,4666.05
2017-05-02,4533.4
2017-05-03,4522.15
2017-05-04,4404.15
2017-05-05,4406.25
2017-05-08,4419.95
2017-05-09,4408.65
2017-05-10,4524.4
2017-05-11,4608.15
2017-05-12,4552.4
2017-05-15,4614.05
2017-05-16,4589.8
2017-05-17,4637.25
2017-05-18,4544.45
2017-05-19,4522.7
2017-05-22,4462.6
2017-05-23,4371.45
2017-05-24,4360.35
2017-05-25,4405.8
2017-05-26,4499.05
2017-05-29,4497.1
2017-05-30,4629.65
2017-05-31,4624.7
2017-06-01,4755.7
2017-06-02,4952.05
2017-06-05,5076.9
2017-06-06,5059.35
2017-06-07,5047.95
2017-06-08,5192.55
2017-06-09,5283.7
2017-06-12,5179.9
2017-06-13,5216.0
2017-06-14,5304.9
2017-06-15,5216.2
2017-06-16,5214.9
2017-06-19,5154.4
2017-06-20,5074.85
2017-06-21,5067.4
2017-06-22,5048.9
2017-06-23,4940.85
2017-06-27,4875.15
2017-06-28,4884.5
2017-06-29,4905.65
2017-06-30,5055.55
2017-07-03,5421.65
2017-07-04,5427.35
2017-07-05,5378.65
2017-07-06,5331.25
2017-07-07,5320.35
2017-07-10,5396.15
2017-07-11,5374.1
2017-07-12,5361.1
2017-07-13,5313.6
2017-07-14,5281.85
2017-07-17,5354.6
2017-07-18,5289.9
2017-07-19,5380.5
2017-07-20,5347.05
2017-07-21,5297.75
2017-07-24,5291.35
2017-07-25,5245.75
2017-07-26,5275.6
2017-07-27,5524.05
2017-07-28,5754.3
2017-07-31,5913.5
2017-08-01,5900.7
2017-08-02,5874.25
2017-08-03,5793.85
2017-08-04,5834.1
2017-08-07,5891.85
2017-08-08,5895.2
2017-08-09,5884.45
2017-08-10,5809.7
2017-08-11,5807.05
2017-08-14,6176.25
2017-08-16,6184.95
2017-08-17,6127.55
2017-08-18,6129.5
2017-08-21,6058.25
2017-08-22,5950.45
2017-08-23,6096.55
2017-08-24,6006.6
2017-08-28,6130.3
2017-08-29,6038.5
2017-08-30,6064.75
2017-08-31,6101.25
2017-09-01,6140.85
2017-09-04,6074.6
2017-09-05,6061.5
2017-09-06,6034.85
2017-09-07,6023.85
2017-09-08,6014.4
2017-09-11,6059.8
2017-09-12,6064.65
2017-09-13,6040.2
2017-09-14,6018.55
2017-09-15,6011.95
2017-09-18,5994.9
2017-09-19,6029.7
2017-09-20,6015.5
2017-09-21,5988.95
2017-09-22,5812.6
2017-09-25,5641.1
2017-09-26,5825.55
2017-09-27,5658.15
2017-09-28,5701.65
2017-09-29,5700.3
2017-10-03,5626.0
2017-10-04,5643.7
2017-10-05,5679.85
2017-10-06,5821.05
2017-10-09,5792.25
2017-10-10,5801.0
2017-10-11,5801.8
2017-10-12,5836.95
2017-10-13,5799.25
2017-10-16,5860.45
2017-10-17,6053.4
2017-10-18,5986.0
2017-10-19,5980.45
2017-10-23,6043.15
2017-10-24,5965.45
2017-10-25,5864.45
2017-10-26,5861.6
2017-10-27,5858.5
2017-10-30,5939.05
2017-10-31,5855.3
2017-11-01,5941.35
2017-11-02,5904.3
2017-11-03,5862.85
2017-11-06,5993.75
2017-11-07,6057.4
2017-11-08,5867.25
2017-11-09,5819.8
2017-11-10,5788.3
2017-11-13,5804.6
2017-11-14,5775.6
2017-11-15,5745.85
2017-11-16,5704.25
2017-11-17,5713.8
2017-11-20,5715.95
2017-11-21,5820.25
2017-11-22,5807.25
2017-11-23,5803.9
2017-11-24,5805.65
2017-11-27,5805.2
2017-11-28,5802.35
2017-11-29,5808.4
2017-11-30,5796.35
2017-12-01,5683.4
2017-12-04,5673.45
2017-12-05,5683.2
2017-12-06,5699.75
2017-12-07,5711.85
2017-12-08,5746.3
2017-12-11,5703.35
2017-12-12,5861.95
2017-12-13,5802.2
2017-12-14,5801.15
2017-12-15,5834.35
2017-12-18,5794.4
2017-12-19,5812.15
2017-12-20,5801.3
2017-12-21,5808.0
2017-12-22,5804.35
2017-12-26,5936.4
2017-12-27,5897.75
2017-12-28,5849.0
2017-12-29,5840.5
