Date,USHAMART
2017-01-02,15.25
2017-01-03,15.8
2017-01-04,15.95
2017-01-05,16.3
2017-01-06,17.6
2017-01-09,18.05
2017-01-10,17.6
2017-01-11,21.1
2017-01-12,21.05
2017-01-13,20.9
2017-01-16,21.0
2017-01-17,21.3
2017-01-18,20.75
2017-01-19,20.65
2017-01-20,20.4
2017-01-23,20.0
2017-01-24,19.05
2017-01-25,18.9
2017-01-27,19.2
2017-01-30,18.85
2017-01-31,18.65
2017-02-01,19.0
2017-02-02,18.8
2017-02-03,18.9
2017-02-06,18.85
2017-02-07,18.75
2017-02-08,18.65
2017-02-09,20.05
2017-02-10,19.3
2017-02-13,18.4
2017-02-14,18.3
2017-02-15,17.65
2017-02-16,17.95
2017-02-17,17.8
2017-02-20,19.25
2017-02-21,19.0
2017-02-22,18.55
2017-02-23,18.05
2017-02-27,18.4
2017-02-28,18.25
2017-03-01,19.35
2017-03-02,18.75
2017-03-03,18.55
2017-03-06,18.7
2017-03-07,18.3
2017-03-08,17.9
2017-03-09,17.65
2017-03-10,17.55
2017-03-14,18.5
2017-03-15,18.45
2017-03-16,18.35
2017-03-17,18.0
2017-03-20,17.95
2017-03-21,17.75
2017-03-22,17.45
2017-03-23,17.8
2017-03-24,18.0
2017-03-27,17.55
2017-03-28,18.0
2017-03-29,17.55
2017-03-30,17.2
2017-03-31,17.45
2017-04-03,18.05
2017-04-05,18.65
2017-04-06,20.25
2017-04-07,19.05
2017-04-10,20.4
2017-04-11,20.2
2017-04-12,19.3
2017-04-13,19.1
2017-04-17,19.35
2017-04-18,19.05
2017-04-19,19.4
2017-04-20,19.65
2017-04-21,20.0
2017-04-24,22.05
2017-04-25,21.0
2017-04-26,20.35
2017-04-27,20.85
2017-04-28,20.45
2017-05-02,20.8
2017-05-03,20.5
2017-05-04,20.1
2017-05-05,19.4
2017-05-08,19.75
2017-05-09,19.7
2017-05-10,19.55
2017-05-11,19.25
2017-05-12,19.15
2017-05-15,19.85
2017-05-16,19.65
2017-05-17,19.9
2017-05-18,19.25
2017-05-19,18.85
2017-05-22,18.65
2017-05-23,18.0
2017-05-24,17.3
2017-05-25,17.95
2017-05-26,18.8
2017-05-29,18.05
2017-05-30,17.7
2017-05-31,18.05
2017-06-01,17.9
2017-06-02,17.5
2017-06-05,17.9
2017-06-06,17.9
2017-06-07,18.05
2017-06-08,18.9
2017-06-09,18.9
2017-06-12,18.75
2017-06-13,18.4
2017-06-14,18.4
2017-06-15,18.7
2017-06-16,19.8
2017-06-19,19.4
2017-06-20,19.3
2017-06-21,19.0
2017-06-22,19.0
2017-06-23,18.45
2017-06-27,17.8
2017-06-28,17.9
2017-06-29,18.55
2017-06-30,18.8
2017-07-03,19.3
2017-07-04,18.95
2017-07-05,18.9
2017-07-06,18.9
2017-07-07,19.0
2017-07-10,18.85
2017-07-11,18.85
2017-07-12,19.0
2017-07-13,19.85
2017-07-14,19.55
2017-07-17,20.5
2017-07-18,21.3
2017-07-19,21.4
2017-07-20,21.25
2017-07-21,21.15
2017-07-24,20.8
2017-07-25,20.25
2017-07-26,20.9
2017-07-27,20.2
2017-07-28,21.1
2017-07-31,22.55
2017-08-01,22.45
2017-08-02,22.25
2017-08-03,21.4
2017-08-04,21.85
2017-08-07,22.35
2017-08-08,21.5
2017-08-09,20.4
2017-08-10,18.9
2017-08-11,18.95
2017-08-14,19.95
2017-08-16,19.6
2017-08-17,19.55
2017-08-18,18.95
2017-08-21,19.3
2017-08-22,19.05
2017-08-23,19.05
2017-08-24,18.95
2017-08-28,19.2
2017-08-29,18.95
2017-08-30,19.3
2017-08-31,20.55
2017-09-01,21.2
2017-09-04,20.2
2017-09-05,20.45
2017-09-06,20.75
2017-09-07,20.9
2017-09-08,21.05
2017-09-11,22.05
2017-09-12,22.8
2017-09-13,22.45
2017-09-14,22.15
2017-09-15,22.4
2017-09-18,22.75
2017-09-19,24.5
2017-09-20,23.75
2017-09-21,26.2
2017-09-22,25.35
2017-09-25,24.8
2017-09-26,25.0
2017-09-27,23.7
2017-09-28,25.45
2017-09-29,24.5
2017-10-03,25.65
2017-10-04,25.35
2017-10-05,27.0
2017-10-06,26.7
2017-10-09,27.25
2017-10-10,27.05
2017-10-11,25.45
2017-10-12,26.5
2017-10-13,25.8
2017-10-16,25.45
2017-10-17,26.65
2017-10-18,27.0
2017-10-19,26.7
2017-10-23,26.55
2017-10-24,25.9
2017-10-25,26.4
2017-10-26,25.95
2017-10-27,25.8
2017-10-30,26.0
2017-10-31,25.9
2017-11-01,26.75
2017-11-02,26.2
2017-11-03,26.75
2017-11-06,25.25
2017-11-07,25.15
2017-11-08,25.05
2017-11-09,24.65
2017-11-10,24.4
2017-11-13,25.4
2017-11-14,24.85
2017-11-15,23.95
2017-11-16,24.15
2017-11-17,24.25
2017-11-20,24.0
2017-11-21,23.95
2017-11-22,24.05
2017-11-23,23.6
2017-11-24,23.4
2017-11-27,23.25
2017-11-28,23.3
2017-11-29,23.05
2017-11-30,22.7
2017-12-01,23.2
2017-12-04,22.4
2017-12-05,21.8
2017-12-06,22.85
2017-12-07,22.9
2017-12-08,23.05
2017-12-11,23.35
2017-12-12,22.4
2017-12-13,21.7
2017-12-14,21.0
2017-12-15,20.95
2017-12-18,20.5
2017-12-19,21.6
2017-12-20,22.45
2017-12-21,22.95
2017-12-22,22.65
2017-12-26,22.95
2017-12-27,22.7
2017-12-28,24.4
2017-12-29,24.8
