Date,GREAVESCOT
2017-01-02,123.85
2017-01-03,124.8
2017-01-04,122.1
2017-01-05,122.95
2017-01-06,122.5
2017-01-09,122.9
2017-01-10,122.0
2017-01-11,122.0
2017-01-12,122.45
2017-01-13,126.55
2017-01-16,129.8
2017-01-17,134.55
2017-01-18,133.15
2017-01-19,131.25
2017-01-20,132.7
2017-01-23,136.55
2017-01-24,136.8
2017-01-25,137.45
2017-01-27,138.95
2017-01-30,139.0
2017-01-31,134.9
2017-02-01,139.5
2017-02-02,138.1
2017-02-03,140.1
2017-02-06,140.6
2017-02-07,139.9
2017-02-08,139.15
2017-02-09,139.7
2017-02-10,138.25
2017-02-13,137.85
2017-02-14,136.65
2017-02-15,138.75
2017-02-16,143.2
2017-02-17,153.2
2017-02-20,163.7
2017-02-21,161.05
2017-02-22,157.0
2017-02-23,158.1
2017-02-27,162.05
2017-02-28,163.95
2017-03-01,164.1
2017-03-02,158.65
2017-03-03,156.8
2017-03-06,154.8
2017-03-07,159.2
2017-03-08,155.25
2017-03-09,160.5
2017-03-10,161.1
2017-03-14,159.15
2017-03-15,165.95
2017-03-16,168.05
2017-03-17,166.85
2017-03-20,167.75
2017-03-21,164.95
2017-03-22,164.5
2017-03-23,161.65
2017-03-24,159.55
2017-03-27,159.8
2017-03-28,158.4
2017-03-29,170.8
2017-03-30,172.8
2017-03-31,174.55
2017-04-03,169.9
2017-04-05,171.55
2017-04-06,169.6
2017-04-07,166.6
2017-04-10,166.55
2017-04-11,169.9
2017-04-12,168.15
2017-04-13,163.3
2017-04-17,167.15
2017-04-18,165.0
2017-04-19,166.45
2017-04-20,168.6
2017-04-21,167.25
2017-04-24,167.45
2017-04-25,168.6
2017-04-26,168.4
2017-04-27,171.5
2017-04-28,171.1
2017-05-02,168.55
2017-05-03,171.65
2017-05-04,173.75
2017-05-05,165.95
2017-05-08,166.05
2017-05-09,164.7
2017-05-10,162.35
2017-05-11,160.25
2017-05-12,159.25
2017-05-15,156.8
2017-05-16,158.3
2017-05-17,158.85
2017-05-18,158.4
2017-05-19,154.85
2017-05-22,154.9
2017-05-23,155.45
2017-05-24,149.25
2017-05-25,152.1
2017-05-26,157.05
2017-05-29,151.55
2017-05-30,152.3
2017-05-31,151.5
2017-06-01,153.3
2017-06-02,156.8
2017-06-05,159.05
2017-06-06,156.5
2017-06-07,156.8
2017-06-08,154.65
2017-06-09,155.75
2017-06-12,156.3
2017-06-13,157.75
2017-06-14,164.6
2017-06-15,166.25
2017-06-16,161.7
2017-06-19,163.8
2017-06-20,163.0
2017-06-21,162.55
2017-06-22,162.55
2017-06-23,159.6
2017-06-27,156.55
2017-06-28,159.05
2017-06-29,160.45
2017-06-30,162.1
2017-07-03,161.3
2017-07-04,160.85
2017-07-05,160.85
2017-07-06,162.05
2017-07-07,160.1
2017-07-10,160.55
2017-07-11,158.8
2017-07-12,159.9
2017-07-13,159.8
2017-07-14,159.75
2017-07-17,165.65
2017-07-18,163.2
2017-07-19,162.2
2017-07-20,162.95
2017-07-21,161.8
2017-07-24,166.8
2017-07-25,166.25
2017-07-26,164.6
2017-07-27,162.3
2017-07-28,161.45
2017-07-31,160.8
2017-08-01,160.8
2017-08-02,160.15
2017-08-03,159.3
2017-08-04,156.15
2017-08-07,160.0
2017-08-08,156.6
2017-08-09,154.0
2017-08-10,149.65
2017-08-11,150.75
2017-08-14,149.25
2017-08-16,148.6
2017-08-17,150.1
2017-08-18,144.35
2017-08-21,145.55
2017-08-22,144.9
2017-08-23,144.85
2017-08-24,145.25
2017-08-28,149.95
2017-08-29,149.95
2017-08-30,149.75
2017-08-31,154.05
2017-09-01,155.1
2017-09-04,157.15
2017-09-05,155.65
2017-09-06,152.5
2017-09-07,149.25
2017-09-08,147.3
2017-09-11,148.25
2017-09-12,144.3
2017-09-13,144.7
2017-09-14,143.6
2017-09-15,141.7
2017-09-18,140.95
2017-09-19,140.85
2017-09-20,138.5
2017-09-21,140.55
2017-09-22,137.75
2017-09-25,136.05
2017-09-26,136.8
2017-09-27,135.1
2017-09-28,137.1
2017-09-29,136.55
2017-10-03,134.25
2017-10-04,134.35
2017-10-05,134.0
2017-10-06,134.0
2017-10-09,134.75
2017-10-10,134.85
2017-10-11,134.3
2017-10-12,132.0
2017-10-13,130.7
2017-10-16,131.65
2017-10-17,130.7
2017-10-18,129.2
2017-10-19,132.05
2017-10-23,130.1
2017-10-24,129.2
2017-10-25,129.0
2017-10-26,129.8
2017-10-27,130.95
2017-10-30,129.75
2017-10-31,128.5
2017-11-01,129.05
2017-11-02,128.1
2017-11-03,127.75
2017-11-06,127.5
2017-11-07,126.45
2017-11-08,123.85
2017-11-09,123.25
2017-11-10,124.3
2017-11-13,124.85
2017-11-14,122.15
2017-11-15,121.3
2017-11-16,119.95
2017-11-17,122.2
2017-11-20,122.15
2017-11-21,120.65
2017-11-22,121.95
2017-11-23,122.4
2017-11-24,121.6
2017-11-27,120.95
2017-11-28,120.45
2017-11-29,121.4
2017-11-30,121.0
2017-12-01,117.6
2017-12-04,119.1
2017-12-05,118.35
2017-12-06,118.95
2017-12-07,120.05
2017-12-08,119.95
2017-12-11,120.9
2017-12-12,119.1
2017-12-13,117.75
2017-12-14,116.25
2017-12-15,115.1
2017-12-18,114.85
2017-12-19,114.05
2017-12-20,113.85
2017-12-21,120.85
2017-12-22,130.9
2017-12-26,133.9
2017-12-27,135.5
2017-12-28,136.75
2017-12-29,137.1
