Date,FLEXITUFF
2017-01-02,192.2
2017-01-03,189.45
2017-01-04,189.9
2017-01-05,188.25
2017-01-06,187.0
2017-01-09,186.85
2017-01-10,183.5
2017-01-11,192.5
2017-01-12,188.8
2017-01-13,188.55
2017-01-16,190.6
2017-01-17,189.9
2017-01-18,189.9
2017-01-19,187.95
2017-01-20,189.0
2017-01-23,191.55
2017-01-24,194.4
2017-01-25,195.05
2017-01-27,195.55
2017-01-30,199.4
2017-01-31,195.4
2017-02-01,199.25
2017-02-02,198.65
2017-02-03,200.75
2017-02-06,202.6
2017-02-07,203.1
2017-02-08,204.6
2017-02-09,205.35
2017-02-10,205.6
2017-02-13,207.7
2017-02-14,207.45
2017-02-15,209.65
2017-02-16,210.55
2017-02-17,214.4
2017-02-20,208.0
2017-02-21,210.15
2017-02-22,203.85
2017-02-23,200.7
2017-02-27,200.9
2017-02-28,204.75
2017-03-01,199.05
2017-03-02,200.55
2017-03-03,197.25
2017-03-06,200.2
2017-03-07,195.9
2017-03-08,198.85
2017-03-09,195.35
2017-03-10,191.0
2017-03-14,190.15
2017-03-15,189.35
2017-03-16,188.45
2017-03-17,186.45
2017-03-20,176.25
2017-03-21,179.15
2017-03-22,178.2
2017-03-23,181.7
2017-03-24,181.6
2017-03-27,182.9
2017-03-28,183.7
2017-03-29,182.95
2017-03-30,182.7
2017-03-31,182.4
2017-04-03,183.05
2017-04-05,185.4
2017-04-06,183.25
2017-04-07,183.0
2017-04-10,199.8
2017-04-11,204.8
2017-04-12,203.85
2017-04-13,199.85
2017-04-17,198.2
2017-04-18,195.15
2017-04-19,198.8
2017-04-20,196.35
2017-04-21,189.6
2017-04-24,188.45
2017-04-25,181.95
2017-04-26,177.5
2017-04-27,174.85
2017-04-28,179.55
2017-05-02,177.9
2017-05-03,178.45
2017-05-04,179.25
2017-05-05,176.25
2017-05-08,176.35
2017-05-09,176.0
2017-05-10,173.7
2017-05-11,171.4
2017-05-12,170.65
2017-05-15,169.3
2017-05-16,165.1
2017-05-17,162.95
2017-05-18,162.8
2017-05-19,159.5
2017-05-22,153.55
2017-05-23,147.95
2017-05-24,144.0
2017-05-25,132.55
2017-05-26,132.7
2017-05-29,133.95
2017-05-30,129.65
2017-05-31,128.35
2017-06-01,128.6
2017-06-02,129.85
2017-06-05,128.9
2017-06-06,130.25
2017-06-07,128.9
2017-06-08,126.8
2017-06-09,126.7
2017-06-12,125.0
2017-06-13,123.5
2017-06-14,119.75
2017-06-15,122.6
2017-06-16,121.05
2017-06-19,121.05
2017-06-20,120.3
2017-06-21,122.4
2017-06-22,122.55
2017-06-23,122.85
2017-06-27,119.2
2017-06-28,118.4
2017-06-29,118.2
2017-06-30,118.5
2017-07-03,116.3
2017-07-04,115.5
2017-07-05,116.8
2017-07-06,114.35
2017-07-07,112.45
2017-07-10,119.4
2017-07-11,116.3
2017-07-12,113.45
2017-07-13,113.2
2017-07-14,112.85
2017-07-17,90.3
2017-07-18,79.45
2017-07-19,87.25
2017-07-20,95.95
2017-07-21,105.5
2017-07-24,110.75
2017-07-25,105.25
2017-07-26,100.0
2017-07-27,95.0
2017-07-28,90.35
2017-07-31,91.9
2017-08-01,91.25
2017-08-02,89.8
2017-08-03,88.15
2017-08-04,87.6
2017-08-07,87.85
2017-08-08,86.7
2017-08-09,84.05
2017-08-10,80.15
2017-08-11,80.15
2017-08-14,82.45
2017-08-16,82.55
2017-08-17,82.75
2017-08-18,82.05
2017-08-21,82.85
2017-08-22,80.8
2017-08-23,82.25
2017-08-24,82.0
2017-08-28,82.65
2017-08-29,82.75
2017-08-30,82.0
2017-08-31,82.05
2017-09-01,82.0
2017-09-04,80.9
2017-09-05,80.1
2017-09-06,78.95
2017-09-07,76.95
2017-09-08,78.55
2017-09-11,79.3
2017-09-12,78.55
2017-09-13,86.4
2017-09-14,94.5
2017-09-15,85.85
2017-09-18,81.7
2017-09-19,80.65
2017-09-20,80.5
2017-09-21,80.0
2017-09-22,77.4
2017-09-25,76.8
2017-09-26,76.1
2017-09-27,76.0
2017-09-28,75.3
2017-09-29,75.7
2017-10-03,76.25
2017-10-04,75.25
2017-10-05,74.4
2017-10-06,74.25
2017-10-09,75.8
2017-10-10,74.3
2017-10-11,78.7
2017-10-12,82.2
2017-10-13,79.2
2017-10-16,77.3
2017-10-17,74.9
2017-10-18,78.85
2017-10-19,78.85
2017-10-23,80.4
2017-10-24,80.5
2017-10-25,79.1
2017-10-26,88.2
2017-10-27,86.55
2017-10-30,85.7
2017-10-31,81.85
2017-11-01,80.6
2017-11-02,81.45
2017-11-03,82.75
2017-11-06,82.1
2017-11-07,82.65
2017-11-08,85.15
2017-11-09,83.4
2017-11-10,81.85
2017-11-13,83.45
2017-11-14,83.1
2017-11-15,82.5
2017-11-16,82.4
2017-11-17,83.6
2017-11-20,83.1
2017-11-21,82.1
2017-11-22,81.75
2017-11-23,80.85
2017-11-24,80.75
2017-11-27,81.75
2017-11-28,81.0
2017-11-29,80.8
2017-11-30,80.3
2017-12-01,82.3
2017-12-04,81.0
2017-12-05,80.15
2017-12-06,80.1
2017-12-07,80.85
2017-12-08,80.2
2017-12-11,80.8
2017-12-12,80.15
2017-12-13,85.8
2017-12-14,83.7
2017-12-15,82.05
2017-12-18,81.45
2017-12-19,81.75
2017-12-20,81.95
2017-12-21,81.7
2017-12-22,85.95
2017-12-26,87.0
2017-12-27,87.15
2017-12-28,104.55
2017-12-29,109.15
