Date,UNITY
2017-01-02,8.35
2017-01-03,8.25
2017-01-04,8.3
2017-01-05,8.5
2017-01-06,8.35
2017-01-09,8.5
2017-01-10,8.4
2017-01-11,8.55
2017-01-12,8.65
2017-01-13,8.5
2017-01-16,8.5
2017-01-17,8.55
2017-01-18,8.6
2017-01-19,8.6
2017-01-20,9.1
2017-01-23,8.95
2017-01-24,8.8
2017-01-25,8.8
2017-01-27,8.85
2017-01-30,8.7
2017-01-31,8.75
2017-02-01,8.75
2017-02-02,8.65
2017-02-03,9.25
2017-02-06,10.15
2017-02-07,10.15
2017-02-08,9.8
2017-02-09,9.7
2017-02-10,9.5
2017-02-13,8.95
2017-02-14,8.55
2017-02-15,8.45
2017-02-16,8.65
2017-02-17,8.6
2017-02-20,8.8
2017-02-21,8.75
2017-02-22,8.5
2017-02-23,8.6
2017-02-27,8.4
2017-02-28,8.4
2017-03-01,8.6
2017-03-02,8.5
2017-03-03,8.45
2017-03-06,8.4
2017-03-07,8.4
2017-03-08,8.35
2017-03-09,8.35
2017-03-10,8.15
2017-03-14,8.15
2017-03-15,8.2
2017-03-16,8.2
2017-03-17,8.15
2017-03-20,8.15
2017-03-21,8.1
2017-03-22,8.0
2017-03-23,8.0
2017-03-24,8.0
2017-03-27,8.05
2017-03-28,8.0
2017-03-29,7.85
2017-03-30,7.8
2017-03-31,7.65
2017-04-03,7.85
2017-04-05,8.45
2017-04-06,8.7
2017-04-07,8.55
2017-04-10,9.95
2017-04-11,9.6
2017-04-12,9.1
2017-04-13,8.85
2017-04-17,9.55
2017-04-18,9.55
2017-04-19,9.3
2017-04-20,9.3
2017-04-21,9.2
2017-04-24,9.2
2017-04-25,9.1
2017-04-26,8.85
2017-04-27,8.7
2017-04-28,8.75
2017-05-02,8.6
2017-05-03,8.6
2017-05-04,8.7
2017-05-05,8.45
2017-05-08,8.7
2017-05-09,8.55
2017-05-10,8.6
2017-05-11,8.55
2017-05-12,8.4
2017-05-15,8.3
2017-05-16,8.4
2017-05-17,8.35
2017-05-18,8.2
2017-05-19,8.15
2017-05-22,8.1
2017-05-23,7.95
2017-05-24,7.5
2017-05-25,7.35
2017-05-26,7.5
2017-05-29,7.7
2017-05-30,7.3
2017-05-31,7.3
2017-06-01,7.15
2017-06-02,7.65
2017-06-05,7.7
2017-06-06,7.55
2017-06-07,7.55
2017-06-08,7.45
2017-06-09,7.4
2017-06-12,7.15
2017-06-13,7.25
2017-06-14,7.1
2017-06-15,7.1
2017-06-16,7.2
2017-06-19,7.0
2017-06-20,7.0
2017-06-21,7.1
2017-06-22,7.1
2017-06-23,6.95
2017-06-27,6.8
2017-06-28,6.85
2017-06-29,6.85
2017-06-30,6.75
2017-07-03,6.9
2017-07-04,6.8
2017-07-05,6.65
2017-07-06,6.8
2017-07-07,7.2
2017-07-10,7.25
2017-07-11,7.1
2017-07-12,7.1
2017-07-13,6.95
2017-07-14,6.85
2017-07-17,6.9
2017-07-18,6.9
2017-07-19,6.9
2017-07-20,6.9
2017-07-21,6.95
2017-07-24,7.4
2017-07-25,7.55
2017-07-26,8.3
2017-07-27,7.8
2017-07-28,7.55
2017-07-31,7.65
2017-08-01,7.75
2017-08-02,7.35
2017-08-03,7.15
2017-08-04,7.35
2017-08-07,7.4
2017-08-08,6.95
2017-08-09,6.7
2017-08-10,6.45
2017-08-11,6.3
2017-08-14,6.5
2017-08-16,6.75
2017-08-17,6.5
2017-08-18,6.4
2017-08-21,6.4
2017-08-22,6.2
2017-08-23,6.25
2017-08-24,6.4
2017-08-28,6.4
2017-08-29,5.8
2017-08-30,5.45
2017-08-31,5.65
2017-09-01,5.6
2017-09-04,5.45
2017-09-05,5.55
2017-09-06,5.45
2017-09-07,5.65
2017-09-08,5.7
2017-09-11,5.8
2017-09-12,5.55
2017-09-13,5.6
2017-09-14,5.75
2017-09-15,5.85
2017-09-18,5.9
2017-09-19,5.85
2017-09-20,5.75
2017-09-21,5.95
2017-09-22,5.7
2017-09-25,5.55
2017-09-26,5.5
2017-09-27,5.35
2017-09-28,5.3
2017-09-29,5.35
2017-10-03,5.25
2017-10-04,5.15
2017-10-05,5.05
2017-10-06,5.05
2017-10-09,5.0
2017-10-10,4.9
2017-10-11,4.95
2017-10-12,4.85
2017-10-13,4.85
2017-10-16,4.9
2017-10-17,5.0
2017-10-18,4.8
2017-10-19,5.1
2017-10-23,6.1
2017-10-24,7.3
2017-10-25,6.75
2017-10-26,6.9
2017-10-27,6.6
2017-10-30,6.55
2017-10-31,6.85
2017-11-01,6.45
2017-11-02,6.5
2017-11-03,7.15
2017-11-06,6.85
2017-11-07,6.35
2017-11-08,6.35
2017-11-09,6.3
2017-11-10,6.5
2017-11-13,6.5
