Date,IBULHSGFIN
2017-01-02,678.65
2017-01-03,662.25
2017-01-04,643.75
2017-01-05,653.65
2017-01-06,657.45
2017-01-09,674.0
2017-01-10,688.75
2017-01-11,716.0
2017-01-12,725.75
2017-01-13,748.45
2017-01-16,766.1
2017-01-17,777.0
2017-01-18,762.35
2017-01-19,753.5
2017-01-20,750.2
2017-01-23,755.45
2017-01-24,751.15
2017-01-25,755.45
2017-01-27,753.35
2017-01-30,766.75
2017-01-31,750.65
2017-02-01,766.05
2017-02-02,781.1
2017-02-03,794.0
2017-02-06,798.1
2017-02-07,828.05
2017-02-08,835.45
2017-02-09,820.45
2017-02-10,813.25
2017-02-13,831.8
2017-02-14,823.6
2017-02-15,816.15
2017-02-16,831.8
2017-02-17,854.25
2017-02-20,847.8
2017-02-21,868.95
2017-02-22,872.65
2017-02-23,864.5
2017-02-27,867.8
2017-02-28,871.3
2017-03-01,870.6
2017-03-02,851.9
2017-03-03,842.35
2017-03-06,853.65
2017-03-07,852.25
2017-03-08,855.85
2017-03-09,851.7
2017-03-10,856.6
2017-03-14,903.9
2017-03-15,912.6
2017-03-16,947.0
2017-03-17,964.85
2017-03-20,963.7
2017-03-21,931.5
2017-03-22,905.25
2017-03-23,933.35
2017-03-24,959.05
2017-03-27,957.4
2017-03-28,962.3
2017-03-29,961.3
2017-03-30,990.6
2017-03-31,997.75
2017-04-03,995.9
2017-04-05,986.3
2017-04-06,977.0
2017-04-07,955.85
2017-04-10,935.2
2017-04-11,937.15
2017-04-12,936.7
2017-04-13,956.8
2017-04-17,977.1
2017-04-18,962.25
2017-04-19,957.15
2017-04-20,979.25
2017-04-21,989.9
2017-04-24,1006.4
2017-04-25,1015.6
2017-04-26,1010.9
2017-04-27,1004.4
2017-04-28,1016.95
2017-05-02,1072.55
2017-05-03,1083.6
2017-05-04,1076.85
2017-05-05,1106.0
2017-05-08,1119.95
2017-05-09,1085.95
2017-05-10,1082.9
2017-05-11,1069.25
2017-05-12,1053.8
2017-05-15,1062.8
2017-05-16,1053.1
2017-05-17,1082.0
2017-05-18,1053.8
2017-05-19,1040.0
2017-05-22,1052.6
2017-05-23,1050.35
2017-05-24,1039.3
2017-05-25,1045.6
2017-05-26,1086.05
2017-05-29,1107.0
2017-05-30,1113.6
2017-05-31,1160.6
2017-06-01,1145.05
2017-06-02,1131.85
2017-06-05,1170.15
2017-06-06,1138.45
2017-06-07,1137.85
2017-06-08,1146.3
2017-06-09,1155.25
2017-06-12,1156.05
2017-06-13,1153.55
2017-06-14,1160.85
2017-06-15,1149.05
2017-06-16,1129.0
2017-06-19,1129.45
2017-06-20,1129.45
2017-06-21,1121.75
2017-06-22,1114.25
2017-06-23,1102.0
2017-06-27,1080.0
2017-06-28,1075.15
2017-06-29,1095.6
2017-06-30,1076.15
2017-07-03,1075.3
2017-07-04,1051.15
2017-07-05,1060.9
2017-07-06,1083.2
2017-07-07,1065.45
2017-07-10,1069.45
2017-07-11,1085.1
2017-07-12,1107.65
2017-07-13,1129.15
2017-07-14,1122.9
2017-07-17,1142.45
2017-07-18,1142.0
2017-07-19,1149.6
2017-07-20,1158.75
2017-07-21,1137.45
2017-07-24,1157.25
2017-07-25,1197.85
2017-07-26,1189.25
2017-07-27,1158.85
2017-07-28,1175.5
2017-07-31,1175.25
2017-08-01,1225.2
2017-08-02,1195.75
2017-08-03,1199.75
2017-08-04,1213.2
2017-08-07,1199.5
2017-08-08,1195.8
2017-08-09,1159.0
2017-08-10,1156.5
2017-08-11,1149.9
2017-08-14,1175.75
2017-08-16,1209.1
2017-08-17,1200.45
2017-08-18,1202.4
2017-08-21,1198.7
2017-08-22,1176.35
2017-08-23,1221.75
2017-08-24,1210.35
2017-08-28,1223.25
2017-08-29,1202.3
2017-08-30,1208.0
2017-08-31,1215.5
2017-09-01,1222.45
2017-09-04,1235.35
2017-09-05,1240.85
2017-09-06,1264.3
2017-09-07,1316.35
2017-09-08,1311.2
2017-09-11,1297.9
2017-09-12,1291.35
2017-09-13,1268.85
2017-09-14,1264.8
2017-09-15,1265.95
2017-09-18,1301.1
2017-09-19,1307.95
2017-09-20,1310.75
2017-09-21,1281.85
2017-09-22,1242.35
2017-09-25,1203.95
2017-09-26,1242.7
2017-09-27,1223.1
2017-09-28,1210.2
2017-09-29,1206.75
2017-10-03,1234.35
2017-10-04,1257.1
2017-10-05,1261.4
2017-10-06,1268.2
2017-10-09,1272.25
2017-10-10,1281.9
2017-10-11,1260.4
2017-10-12,1272.45
2017-10-13,1282.7
2017-10-16,1295.1
2017-10-17,1325.7
2017-10-18,1358.4
2017-10-19,1360.7
2017-10-23,1337.75
2017-10-24,1342.55
2017-10-25,1276.7
2017-10-26,1248.25
2017-10-27,1264.3
2017-10-30,1261.1
2017-10-31,1244.05
2017-11-01,1245.5
2017-11-02,1229.65
2017-11-03,1219.05
2017-11-06,1226.95
2017-11-07,1195.2
2017-11-08,1195.7
2017-11-09,1235.0
2017-11-10,1225.05
2017-11-13,1196.4
2017-11-14,1193.0
2017-11-15,1161.25
2017-11-16,1176.4
2017-11-17,1184.0
2017-11-20,1199.5
2017-11-21,1178.0
2017-11-22,1178.6
2017-11-23,1159.65
2017-11-24,1171.65
2017-11-27,1181.2
2017-11-28,1200.05
2017-11-29,1200.8
2017-11-30,1205.85
2017-12-01,1144.75
2017-12-04,1175.45
2017-12-05,1189.15
2017-12-06,1173.15
2017-12-07,1193.25
2017-12-08,1205.55
2017-12-11,1198.6
2017-12-12,1190.0
2017-12-13,1181.05
2017-12-14,1186.25
2017-12-15,1205.5
2017-12-18,1198.65
2017-12-19,1202.2
2017-12-20,1194.8
2017-12-21,1192.85
2017-12-22,1193.4
2017-12-26,1199.6
2017-12-27,1192.65
2017-12-28,1197.9
2017-12-29,1196.6
