Date,HINDUNILVR
2017-01-02,825.35
2017-01-03,829.85
2017-01-04,821.6
2017-01-05,833.15
2017-01-06,833.75
2017-01-09,831.05
2017-01-10,830.55
2017-01-11,841.5
2017-01-12,825.9
2017-01-13,827.95
2017-01-16,827.5
2017-01-17,840.65
2017-01-18,864.95
2017-01-19,860.3
2017-01-20,860.45
2017-01-23,862.4
2017-01-24,860.35
2017-01-25,869.2
2017-01-27,855.95
2017-01-30,853.55
2017-01-31,855.4
2017-02-01,854.05
2017-02-02,845.3
2017-02-03,849.75
2017-02-06,860.55
2017-02-07,855.25
2017-02-08,852.95
2017-02-09,850.75
2017-02-10,850.9
2017-02-13,862.3
2017-02-14,848.15
2017-02-15,850.05
2017-02-16,846.1
2017-02-17,841.25
2017-02-20,854.45
2017-02-21,862.75
2017-02-22,864.15
2017-02-23,858.25
2017-02-27,866.45
2017-02-28,865.9
2017-03-01,875.5
2017-03-02,877.5
2017-03-03,877.15
2017-03-06,873.1
2017-03-07,872.05
2017-03-08,871.3
2017-03-09,870.3
2017-03-10,875.2
2017-03-14,913.75
2017-03-15,900.5
2017-03-16,906.2
2017-03-17,902.55
2017-03-20,898.45
2017-03-21,903.45
2017-03-22,904.95
2017-03-23,902.0
2017-03-24,900.2
2017-03-27,898.8
2017-03-28,903.1
2017-03-29,912.55
2017-03-30,919.2
2017-03-31,911.75
2017-04-03,920.65
2017-04-05,935.35
2017-04-06,934.65
2017-04-07,924.5
2017-04-10,925.95
2017-04-11,923.7
2017-04-12,923.75
2017-04-13,923.85
2017-04-17,914.05
2017-04-18,912.75
2017-04-19,908.55
2017-04-20,915.7
2017-04-21,906.4
2017-04-24,904.55
2017-04-25,924.0
2017-04-26,941.35
2017-04-27,947.3
2017-04-28,934.95
2017-05-02,928.1
2017-05-03,934.0
2017-05-04,956.7
2017-05-05,953.9
2017-05-08,954.85
2017-05-09,952.05
2017-05-10,996.35
2017-05-11,978.75
2017-05-12,980.2
2017-05-15,983.25
2017-05-16,1000.4
2017-05-17,1009.4
2017-05-18,990.25
2017-05-19,1008.0
2017-05-22,1018.6
2017-05-23,1024.8
2017-05-24,1038.05
2017-05-25,1043.45
2017-05-26,1040.95
2017-05-29,1072.25
2017-05-30,1072.6
2017-05-31,1067.0
2017-06-01,1095.35
2017-06-02,1086.4
2017-06-05,1097.75
2017-06-06,1091.55
2017-06-07,1106.35
2017-06-08,1093.5
2017-06-09,1095.35
2017-06-12,1099.65
2017-06-13,1102.75
2017-06-14,1113.7
2017-06-15,1104.0
2017-06-16,1091.8
2017-06-19,1095.65
2017-06-20,1093.05
2017-06-21,1123.45
2017-06-22,1094.05
2017-06-23,1097.9
2017-06-27,1092.1
2017-06-28,1090.0
2017-06-29,1088.1
2017-06-30,1079.6
2017-07-03,1097.75
2017-07-04,1088.1
2017-07-05,1096.7
2017-07-06,1092.5
2017-07-07,1097.7
2017-07-10,1096.25
2017-07-11,1106.45
2017-07-12,1131.65
2017-07-13,1134.7
2017-07-14,1139.3
2017-07-17,1152.95
2017-07-18,1157.85
2017-07-19,1154.35
2017-07-20,1152.9
2017-07-21,1158.65
2017-07-24,1159.35
2017-07-25,1149.6
2017-07-26,1164.55
2017-07-27,1171.9
2017-07-28,1153.85
2017-07-31,1155.75
2017-08-01,1173.95
2017-08-02,1168.75
2017-08-03,1169.9
2017-08-04,1192.1
2017-08-07,1186.3
2017-08-08,1191.0
2017-08-09,1185.35
2017-08-10,1170.7
2017-08-11,1152.8
2017-08-14,1155.7
2017-08-16,1186.35
2017-08-17,1177.3
2017-08-18,1202.2
2017-08-21,1191.45
2017-08-22,1199.6
2017-08-23,1188.15
2017-08-24,1179.7
2017-08-28,1199.7
2017-08-29,1190.45
2017-08-30,1204.3
2017-08-31,1219.75
2017-09-01,1216.15
2017-09-04,1197.15
2017-09-05,1205.2
2017-09-06,1206.4
2017-09-07,1208.75
2017-09-08,1207.55
2017-09-11,1219.9
2017-09-12,1249.8
2017-09-13,1250.95
2017-09-14,1247.85
2017-09-15,1246.0
2017-09-18,1280.05
2017-09-19,1279.3
2017-09-20,1259.35
2017-09-21,1256.7
2017-09-22,1239.2
2017-09-25,1247.15
2017-09-26,1217.35
2017-09-27,1205.9
2017-09-28,1202.8
2017-09-29,1173.9
2017-10-03,1186.35
2017-10-04,1197.5
2017-10-05,1187.65
2017-10-06,1207.3
2017-10-09,1220.25
2017-10-10,1209.2
2017-10-11,1218.05
2017-10-12,1241.0
2017-10-13,1248.6
2017-10-16,1281.3
2017-10-17,1282.15
2017-10-18,1263.95
2017-10-19,1257.7
2017-10-23,1249.95
2017-10-24,1270.05
2017-10-25,1272.45
2017-10-26,1273.7
2017-10-27,1260.15
2017-10-30,1234.2
2017-10-31,1237.45
2017-11-01,1258.0
2017-11-02,1241.5
2017-11-03,1239.5
2017-11-06,1240.6
2017-11-07,1234.2
2017-11-08,1235.3
2017-11-09,1252.9
2017-11-10,1290.65
2017-11-13,1279.5
2017-11-14,1283.9
2017-11-15,1265.0
2017-11-16,1276.5
2017-11-17,1278.15
2017-11-20,1274.5
2017-11-21,1277.35
2017-11-22,1270.45
2017-11-23,1267.5
2017-11-24,1265.95
2017-11-27,1260.3
2017-11-28,1267.85
2017-11-29,1276.15
2017-11-30,1272.45
2017-12-01,1250.5
2017-12-04,1268.6
2017-12-05,1261.0
2017-12-06,1275.6
2017-12-07,1291.95
2017-12-08,1326.65
2017-12-11,1324.05
2017-12-12,1314.65
2017-12-13,1315.05
2017-12-14,1321.6
2017-12-15,1324.55
2017-12-18,1331.75
2017-12-19,1349.7
2017-12-20,1362.65
2017-12-21,1348.45
2017-12-22,1356.5
2017-12-26,1348.1
2017-12-27,1352.45
2017-12-28,1354.5
2017-12-29,1367.85
