Date,KAJARIACER
2017-01-02,487.7
2017-01-03,490.45
2017-01-04,485.4
2017-01-05,494.35
2017-01-06,492.2
2017-01-09,505.9
2017-01-10,511.7
2017-01-11,519.35
2017-01-12,513.55
2017-01-13,519.35
2017-01-16,516.35
2017-01-17,531.0
2017-01-18,534.55
2017-01-19,548.45
2017-01-20,546.85
2017-01-23,552.55
2017-01-24,585.65
2017-01-25,585.3
2017-01-27,585.2
2017-01-30,590.2
2017-01-31,579.3
2017-02-01,579.35
2017-02-02,585.25
2017-02-03,583.45
2017-02-06,581.25
2017-02-07,600.45
2017-02-08,585.7
2017-02-09,578.75
2017-02-10,580.25
2017-02-13,572.45
2017-02-14,574.35
2017-02-15,570.15
2017-02-16,564.65
2017-02-17,564.1
2017-02-20,559.55
2017-02-21,568.35
2017-02-22,570.45
2017-02-23,565.4
2017-02-27,573.5
2017-02-28,584.35
2017-03-01,581.7
2017-03-02,555.85
2017-03-03,559.75
2017-03-06,569.25
2017-03-07,563.05
2017-03-08,562.05
2017-03-09,559.9
2017-03-10,555.55
2017-03-14,554.0
2017-03-15,550.2
2017-03-16,560.5
2017-03-17,565.4
2017-03-20,570.5
2017-03-21,569.3
2017-03-22,562.75
2017-03-23,559.7
2017-03-24,559.15
2017-03-27,555.15
2017-03-28,560.25
2017-03-29,560.5
2017-03-30,565.55
2017-03-31,583.5
2017-04-03,599.95
2017-04-05,613.75
2017-04-06,614.9
2017-04-07,615.35
2017-04-10,625.15
2017-04-11,647.0
2017-04-12,657.3
2017-04-13,665.3
2017-04-17,669.5
2017-04-18,669.5
2017-04-19,663.8
2017-04-20,653.75
2017-04-21,654.75
2017-04-24,664.15
2017-04-25,664.35
2017-04-26,663.7
2017-04-27,657.2
2017-04-28,663.75
2017-05-02,659.9
2017-05-03,653.05
2017-05-04,668.45
2017-05-05,674.9
2017-05-08,690.5
2017-05-09,712.6
2017-05-10,718.4
2017-05-11,707.6
2017-05-12,686.65
2017-05-15,717.65
2017-05-16,697.65
2017-05-17,691.05
2017-05-18,685.25
2017-05-19,676.85
2017-05-22,671.45
2017-05-23,667.95
2017-05-24,661.55
2017-05-25,696.05
2017-05-26,684.35
2017-05-29,684.25
2017-05-30,680.55
2017-05-31,701.0
2017-06-01,703.65
2017-06-02,713.6
2017-06-05,707.8
2017-06-06,704.9
2017-06-07,692.7
2017-06-08,697.35
2017-06-09,692.5
2017-06-12,691.35
2017-06-13,702.1
2017-06-14,707.0
2017-06-15,695.3
2017-06-16,707.9
2017-06-19,702.55
2017-06-20,698.8
2017-06-21,696.15
2017-06-22,683.4
2017-06-23,682.2
2017-06-27,664.5
2017-06-28,660.65
2017-06-29,658.95
2017-06-30,665.35
2017-07-03,678.15
2017-07-04,674.5
2017-07-05,675.85
2017-07-06,671.1
2017-07-07,671.5
2017-07-10,673.05
2017-07-11,670.45
2017-07-12,674.5
2017-07-13,675.15
2017-07-14,679.6
2017-07-17,679.35
2017-07-18,670.2
2017-07-19,669.45
2017-07-20,660.8
2017-07-21,654.1
2017-07-24,653.35
2017-07-25,653.2
2017-07-26,650.25
2017-07-27,656.6
2017-07-28,659.8
2017-07-31,676.65
2017-08-01,673.3
2017-08-02,657.7
2017-08-03,644.5
2017-08-04,648.0
2017-08-07,639.2
2017-08-08,642.35
2017-08-09,621.15
2017-08-10,634.85
2017-08-11,623.25
2017-08-14,623.8
2017-08-16,622.1
2017-08-17,635.0
2017-08-18,643.45
2017-08-21,639.25
2017-08-22,639.6
2017-08-23,648.2
2017-08-24,703.2
2017-08-28,698.55
2017-08-29,695.85
2017-08-30,706.35
2017-08-31,701.85
2017-09-01,708.75
2017-09-04,699.25
2017-09-05,708.25
2017-09-06,705.2
2017-09-07,704.95
2017-09-08,712.95
2017-09-11,714.9
2017-09-12,714.5
2017-09-13,709.75
2017-09-14,709.9
2017-09-15,709.8
2017-09-18,709.15
2017-09-19,737.3
2017-09-20,749.15
2017-09-21,750.25
2017-09-22,723.3
2017-09-25,717.4
2017-09-26,718.95
2017-09-27,695.35
2017-09-28,703.75
2017-09-29,708.8
2017-10-03,707.5
2017-10-04,716.25
2017-10-05,728.7
2017-10-06,742.05
2017-10-09,729.25
2017-10-10,721.0
2017-10-11,716.5
2017-10-12,727.2
2017-10-13,724.35
2017-10-16,731.9
2017-10-17,719.7
2017-10-18,714.8
2017-10-19,709.65
2017-10-23,699.75
2017-10-24,699.15
2017-10-25,689.4
2017-10-26,693.15
2017-10-27,684.55
2017-10-30,684.35
2017-10-31,680.2
2017-11-01,672.95
2017-11-02,672.4
2017-11-03,671.35
2017-11-06,695.2
2017-11-07,684.5
2017-11-08,689.65
2017-11-09,720.75
2017-11-10,709.65
2017-11-13,708.55
2017-11-14,692.35
2017-11-15,697.75
2017-11-16,706.9
2017-11-17,710.05
2017-11-20,713.2
2017-11-21,719.25
2017-11-22,718.4
2017-11-23,729.05
2017-11-24,730.5
2017-11-27,730.5
2017-11-28,728.5
2017-11-29,732.7
2017-11-30,724.05
2017-12-01,718.35
2017-12-04,714.65
2017-12-05,705.1
2017-12-06,688.2
2017-12-07,704.3
2017-12-08,704.3
2017-12-11,704.45
2017-12-12,697.95
2017-12-13,695.0
2017-12-14,683.3
2017-12-15,694.05
2017-12-18,700.7
2017-12-19,710.4
2017-12-20,712.05
2017-12-21,725.1
2017-12-22,724.2
2017-12-26,726.35
2017-12-27,719.65
2017-12-28,710.65
2017-12-29,729.3
