Date,TNPETRO
2017-01-02,23.65
2017-01-03,24.15
2017-01-04,27.9
2017-01-05,27.35
2017-01-06,26.45
2017-01-09,28.35
2017-01-10,28.75
2017-01-11,28.85
2017-01-12,29.0
2017-01-13,27.7
2017-01-16,28.1
2017-01-17,28.65
2017-01-18,28.15
2017-01-19,28.3
2017-01-20,27.4
2017-01-23,27.85
2017-01-24,28.15
2017-01-25,27.9
2017-01-27,27.65
2017-01-30,26.75
2017-01-31,26.8
2017-02-01,26.95
2017-02-02,30.7
2017-02-03,29.05
2017-02-06,29.4
2017-02-07,29.0
2017-02-08,28.7
2017-02-09,30.55
2017-02-10,30.9
2017-02-13,32.2
2017-02-14,32.25
2017-02-15,30.85
2017-02-16,31.3
2017-02-17,31.1
2017-02-20,31.35
2017-02-21,30.8
2017-02-22,30.75
2017-02-23,30.4
2017-02-27,29.4
2017-02-28,31.05
2017-03-01,31.05
2017-03-02,29.85
2017-03-03,29.85
2017-03-06,29.85
2017-03-07,30.9
2017-03-08,30.6
2017-03-09,29.8
2017-03-10,29.0
2017-03-14,30.1
2017-03-15,33.35
2017-03-16,32.85
2017-03-17,31.95
2017-03-20,32.95
2017-03-21,31.9
2017-03-22,34.4
2017-03-23,34.45
2017-03-24,33.55
2017-03-27,33.4
2017-03-28,35.25
2017-03-29,35.5
2017-03-30,36.8
2017-03-31,36.8
2017-04-03,38.55
2017-04-05,46.15
2017-04-06,48.3
2017-04-07,47.5
2017-04-10,46.4
2017-04-11,44.6
2017-04-12,50.5
2017-04-13,53.35
2017-04-17,50.9
2017-04-18,48.6
2017-04-19,48.2
2017-04-20,49.45
2017-04-21,48.3
2017-04-24,49.45
2017-04-25,48.8
2017-04-26,47.4
2017-04-27,46.25
2017-04-28,46.05
2017-05-02,48.8
2017-05-03,47.85
2017-05-04,48.0
2017-05-05,46.75
2017-05-08,46.65
2017-05-09,46.85
2017-05-10,47.15
2017-05-11,46.45
2017-05-12,46.25
2017-05-15,47.2
2017-05-16,47.8
2017-05-17,44.4
2017-05-18,41.9
2017-05-19,40.8
2017-05-22,38.7
2017-05-23,39.15
2017-05-24,37.4
2017-05-25,38.85
2017-05-26,42.65
2017-05-29,41.45
2017-05-30,39.8
2017-05-31,40.15
2017-06-01,40.0
2017-06-02,40.0
2017-06-05,39.8
2017-06-06,38.6
2017-06-07,39.0
2017-06-08,39.2
2017-06-09,39.85
2017-06-12,38.9
2017-06-13,38.85
2017-06-14,38.35
2017-06-15,37.75
2017-06-16,38.6
2017-06-19,37.8
2017-06-20,38.0
2017-06-21,39.05
2017-06-22,43.8
2017-06-23,42.15
2017-06-27,40.15
2017-06-28,41.05
2017-06-29,40.9
2017-06-30,40.75
2017-07-03,48.6
2017-07-04,49.5
2017-07-05,56.4
2017-07-06,55.05
2017-07-07,57.75
2017-07-10,58.75
2017-07-11,56.25
2017-07-12,54.8
2017-07-13,53.35
2017-07-14,51.8
2017-07-17,50.55
2017-07-18,53.15
2017-07-19,56.75
2017-07-20,56.45
2017-07-21,58.3
2017-07-24,58.1
2017-07-25,58.3
2017-07-26,58.05
2017-07-27,55.05
2017-07-28,52.9
2017-07-31,53.7
2017-08-01,52.85
2017-08-02,51.9
2017-08-03,50.3
2017-08-04,51.6
2017-08-07,52.6
2017-08-08,51.95
2017-08-09,50.0
2017-08-10,49.45
2017-08-11,52.55
2017-08-14,52.4
2017-08-16,51.7
2017-08-17,51.7
2017-08-18,51.15
2017-08-21,51.65
2017-08-22,50.8
2017-08-23,51.4
2017-08-24,51.3
2017-08-28,51.45
2017-08-29,50.8
2017-08-30,51.75
2017-08-31,54.05
2017-09-01,56.15
2017-09-04,57.75
2017-09-05,58.65
2017-09-06,56.25
2017-09-07,57.1
2017-09-08,68.2
2017-09-11,64.55
2017-09-12,67.75
2017-09-13,70.05
2017-09-14,67.8
2017-09-15,66.7
2017-09-18,67.75
2017-09-19,67.9
2017-09-20,71.45
2017-09-21,69.25
2017-09-22,68.85
2017-09-25,65.0
2017-09-26,66.7
2017-09-27,63.9
2017-09-28,65.1
2017-09-29,66.4
2017-10-03,68.85
2017-10-04,72.1
2017-10-05,71.6
2017-10-06,74.05
2017-10-09,75.4
2017-10-10,74.15
2017-10-11,70.75
2017-10-12,71.45
2017-10-13,71.5
2017-10-16,70.35
2017-10-17,70.6
2017-10-18,71.4
2017-10-19,71.5
2017-10-23,71.0
2017-10-24,77.55
2017-10-25,73.2
2017-10-26,73.0
2017-10-27,72.6
2017-10-30,73.4
2017-10-31,72.45
2017-11-01,73.15
2017-11-02,71.35
2017-11-03,73.9
2017-11-06,75.85
2017-11-07,73.8
2017-11-08,71.5
2017-11-09,72.2
2017-11-10,72.55
2017-11-13,71.9
2017-11-14,72.25
2017-11-15,69.95
2017-11-16,72.9
2017-11-17,72.15
2017-11-20,72.65
2017-11-21,71.15
2017-11-22,71.8
2017-11-23,73.5
2017-11-24,77.65
2017-11-27,81.9
2017-11-28,80.05
2017-11-29,78.95
2017-11-30,77.4
2017-12-01,75.5
2017-12-04,76.0
2017-12-05,75.65
2017-12-06,75.4
2017-12-07,76.65
2017-12-08,75.5
2017-12-11,78.15
2017-12-12,74.3
2017-12-13,71.0
2017-12-14,69.75
2017-12-15,71.35
2017-12-18,70.4
2017-12-19,72.05
2017-12-20,73.65
2017-12-21,72.85
2017-12-22,71.65
2017-12-26,70.9
2017-12-27,71.5
2017-12-28,71.7
2017-12-29,71.45
