Date,SIYSIL
2017-01-02,1300.0
2017-01-03,1337.95
2017-01-04,1393.4
2017-01-05,1402.3
2017-01-06,1370.6
2017-01-09,1409.3
2017-01-10,1405.6
2017-01-11,1401.1
2017-01-12,1400.0
2017-01-13,1399.5
2017-01-16,1397.9
2017-01-17,1394.3
2017-01-18,1395.55
2017-01-19,1403.4
2017-01-20,1396.55
2017-01-23,1400.05
2017-01-24,1401.3
2017-01-25,1408.85
2017-01-27,1439.0
2017-01-30,1427.95
2017-01-31,1431.5
2017-02-01,1430.05
2017-02-02,1452.7
2017-02-03,1539.75
2017-02-06,1576.45
2017-02-07,1603.85
2017-02-08,1612.5
2017-02-09,1635.95
2017-02-10,1640.0
2017-02-13,1646.8
2017-02-14,1701.9
2017-02-15,1670.35
2017-02-16,1674.3
2017-02-17,1655.65
2017-02-20,1713.05
2017-02-21,1732.35
2017-02-22,1711.6
2017-02-23,1665.6
2017-02-27,1660.65
2017-02-28,1686.25
2017-03-01,1700.0
2017-03-02,1676.3
2017-03-03,1690.55
2017-03-06,1692.25
2017-03-07,1696.85
2017-03-08,1674.3
2017-03-09,1670.6
2017-03-10,1661.55
2017-03-14,1678.0
2017-03-15,1685.25
2017-03-16,1682.25
2017-03-17,1683.35
2017-03-20,1671.6
2017-03-21,1681.7
2017-03-22,1724.0
2017-03-23,1721.7
2017-03-24,1676.8
2017-03-27,1695.35
2017-03-28,1693.4
2017-03-29,1702.15
2017-03-30,1695.05
2017-03-31,1694.7
2017-04-03,1698.0
2017-04-05,1703.25
2017-04-06,1689.15
2017-04-07,1689.5
2017-04-10,1689.7
2017-04-11,1698.75
2017-04-12,1676.2
2017-04-13,1704.55
2017-04-17,1708.35
2017-04-18,1730.6
2017-04-19,1719.55
2017-04-20,1701.8
2017-04-21,1701.6
2017-04-24,1709.25
2017-04-25,1699.45
2017-04-26,1700.15
2017-04-27,1700.4
2017-04-28,1687.4
2017-05-02,1680.2
2017-05-03,1691.45
2017-05-04,1717.4
2017-05-05,1683.45
2017-05-08,1690.15
2017-05-09,1700.1
2017-05-10,1696.35
2017-05-11,1717.75
2017-05-12,1704.1
2017-05-15,1715.15
2017-05-16,1729.85
2017-05-17,1792.0
2017-05-18,1779.25
2017-05-19,1817.95
2017-05-22,1839.8
2017-05-23,1793.1
2017-05-24,1763.6
2017-05-25,1787.65
2017-05-26,1780.8
2017-05-29,1878.2
2017-05-30,1880.3
2017-05-31,1896.4
2017-06-01,1964.3
2017-06-02,2042.9
2017-06-05,2118.35
2017-06-06,2102.35
2017-06-07,2188.5
2017-06-08,2335.3
2017-06-09,2323.05
2017-06-12,2303.95
2017-06-13,2324.55
2017-06-14,2319.15
2017-06-15,2251.85
2017-06-16,2235.6
2017-06-19,2205.85
2017-06-20,2077.6
2017-06-21,2101.2
2017-06-22,2090.25
2017-06-23,2070.3
2017-06-27,1992.5
2017-06-28,1985.05
2017-06-29,2004.45
2017-06-30,1991.6
2017-07-03,2046.1
2017-07-04,2127.7
2017-07-05,2200.65
2017-07-06,2223.0
2017-07-07,2212.95
2017-07-10,2246.65
2017-07-11,2289.9
2017-07-12,2302.25
2017-07-13,2423.0
2017-07-14,2391.15
2017-07-17,2430.75
2017-07-18,2462.0
2017-07-19,2448.7
2017-07-20,2406.0
2017-07-21,2379.75
2017-07-24,2321.1
2017-07-25,2317.5
2017-07-26,2304.95
2017-07-27,2202.2
2017-07-28,2198.4
2017-07-31,2093.55
2017-08-01,2074.9
2017-08-02,2094.4
2017-08-03,2090.5
2017-08-04,2067.35
2017-08-07,2053.75
2017-08-08,2033.3
2017-08-09,2002.4
2017-08-10,1984.65
2017-08-11,1971.45
2017-08-14,2049.2
2017-08-16,2039.5
2017-08-17,2024.5
2017-08-18,2014.0
2017-08-21,2024.8
2017-08-22,1959.55
2017-08-23,1948.1
2017-08-24,1972.2
2017-08-28,2026.85
2017-08-29,2076.8
2017-08-30,2190.8
2017-08-31,2287.1
2017-09-01,2263.4
2017-09-04,2223.9
2017-09-05,2202.1
2017-09-06,2206.5
2017-09-07,2189.65
2017-09-08,2198.8
2017-09-11,2254.0
2017-09-12,2341.75
2017-09-13,2288.0
2017-09-14,2331.65
2017-09-15,2351.25
2017-09-18,2305.4
2017-09-19,2310.8
2017-09-20,2295.65
2017-09-21,2304.1
2017-09-22,2289.8
2017-09-25,2180.95
2017-09-26,2165.55
2017-09-27,2170.6
2017-09-28,2120.55
2017-09-29,2277.35
2017-10-03,2240.3
2017-10-04,2284.45
2017-10-05,2346.65
2017-10-06,2428.3
2017-10-09,2584.9
2017-10-10,2663.45
2017-10-11,2602.75
2017-10-12,2696.5
2017-10-13,2680.0
2017-10-16,2662.5
2017-10-17,2695.35
2017-10-18,2693.1
2017-10-19,2708.25
2017-10-23,2760.7
2017-10-24,2793.2
2017-10-25,573.15
2017-10-26,586.85
2017-10-27,603.25
2017-10-30,596.25
2017-10-31,592.6
2017-11-01,596.35
2017-11-02,596.25
2017-11-03,605.4
2017-11-06,602.8
2017-11-07,597.45
