Date,MUTHOOTFIN
2017-01-02,285.2
2017-01-03,286.55
2017-01-04,286.9
2017-01-05,292.9
2017-01-06,295.15
2017-01-09,291.85
2017-01-10,288.1
2017-01-11,289.05
2017-01-12,290.85
2017-01-13,297.3
2017-01-16,302.7
2017-01-17,310.45
2017-01-18,310.4
2017-01-19,305.4
2017-01-20,295.15
2017-01-23,295.85
2017-01-24,298.85
2017-01-25,321.55
2017-01-27,320.75
2017-01-30,320.05
2017-01-31,305.65
2017-02-01,323.7
2017-02-02,346.45
2017-02-03,343.5
2017-02-06,352.2
2017-02-07,340.4
2017-02-08,331.85
2017-02-09,339.0
2017-02-10,340.85
2017-02-13,328.75
2017-02-14,335.0
2017-02-15,331.8
2017-02-16,348.1
2017-02-17,348.4
2017-02-20,350.4
2017-02-21,350.1
2017-02-22,350.4
2017-02-23,353.7
2017-02-27,355.8
2017-02-28,356.3
2017-03-01,358.8
2017-03-02,354.35
2017-03-03,347.35
2017-03-06,350.15
2017-03-07,351.35
2017-03-08,352.45
2017-03-09,351.85
2017-03-10,338.7
2017-03-14,340.95
2017-03-15,343.7
2017-03-16,348.6
2017-03-17,349.1
2017-03-20,344.8
2017-03-21,350.6
2017-03-22,347.1
2017-03-23,353.55
2017-03-24,350.2
2017-03-27,350.1
2017-03-28,350.95
2017-03-29,378.25
2017-03-30,373.75
2017-03-31,368.95
2017-04-03,380.65
2017-04-05,396.1
2017-04-06,380.1
2017-04-07,377.1
2017-04-10,375.25
2017-04-11,385.15
2017-04-12,382.45
2017-04-13,389.6
2017-04-17,394.7
2017-04-18,396.4
2017-04-19,407.0
2017-04-20,416.55
2017-04-21,406.45
2017-04-24,395.15
2017-04-25,393.95
2017-04-26,388.95
2017-04-27,400.4
2017-04-28,394.3
2017-05-02,393.65
2017-05-03,395.5
2017-05-04,400.25
2017-05-05,391.7
2017-05-08,394.55
2017-05-09,396.2
2017-05-10,398.8
2017-05-11,395.7
2017-05-12,390.7
2017-05-15,392.45
2017-05-16,394.8
2017-05-17,395.15
2017-05-18,379.2
2017-05-19,379.15
2017-05-22,385.45
2017-05-23,382.85
2017-05-24,386.05
2017-05-25,389.4
2017-05-26,398.9
2017-05-29,391.0
2017-05-30,395.05
2017-05-31,412.65
2017-06-01,409.95
2017-06-02,428.2
2017-06-05,433.6
2017-06-06,424.85
2017-06-07,439.2
2017-06-08,435.55
2017-06-09,446.7
2017-06-12,449.45
2017-06-13,464.7
2017-06-14,476.9
2017-06-15,472.8
2017-06-16,471.85
2017-06-19,459.7
2017-06-20,464.8
2017-06-21,459.1
2017-06-22,451.15
2017-06-23,447.15
2017-06-27,436.05
2017-06-28,446.15
2017-06-29,460.1
2017-06-30,455.15
2017-07-03,456.55
2017-07-04,450.6
2017-07-05,451.15
2017-07-06,446.6
2017-07-07,448.9
2017-07-10,449.5
2017-07-11,445.05
2017-07-12,467.75
2017-07-13,469.65
2017-07-14,472.85
2017-07-17,468.4
2017-07-18,468.9
2017-07-19,470.55
2017-07-20,460.15
2017-07-21,452.75
2017-07-24,461.35
2017-07-25,465.95
2017-07-26,477.65
2017-07-27,465.35
2017-07-28,467.5
2017-07-31,474.15
2017-08-01,470.55
2017-08-02,464.45
2017-08-03,453.9
2017-08-04,461.75
2017-08-07,474.35
2017-08-08,479.6
2017-08-09,457.35
2017-08-10,434.7
2017-08-11,442.85
2017-08-14,453.9
2017-08-16,453.75
2017-08-17,463.75
2017-08-18,464.0
2017-08-21,454.65
2017-08-22,442.9
2017-08-23,444.45
2017-08-24,443.25
2017-08-28,453.15
2017-08-29,453.6
2017-08-30,463.05
2017-08-31,476.25
2017-09-01,475.85
2017-09-04,462.95
2017-09-05,466.2
2017-09-06,505.1
2017-09-07,492.55
2017-09-08,489.95
2017-09-11,502.9
2017-09-12,518.05
2017-09-13,508.2
2017-09-14,507.75
2017-09-15,507.45
2017-09-18,508.8
2017-09-19,509.9
2017-09-20,512.65
2017-09-21,503.1
2017-09-22,488.2
2017-09-25,476.6
2017-09-26,478.4
2017-09-27,460.6
2017-09-28,458.85
2017-09-29,474.9
2017-10-03,476.85
2017-10-04,473.6
2017-10-05,477.25
2017-10-06,493.65
2017-10-09,486.2
2017-10-10,491.2
2017-10-11,482.7
2017-10-12,495.35
2017-10-13,498.15
2017-10-16,503.35
2017-10-17,500.3
2017-10-18,502.9
2017-10-19,499.6
2017-10-23,499.0
2017-10-24,499.1
2017-10-25,487.45
2017-10-26,486.45
2017-10-27,481.2
2017-10-30,496.75
2017-10-31,493.3
2017-11-01,511.85
2017-11-02,506.2
2017-11-03,497.2
2017-11-06,492.3
2017-11-07,468.4
2017-11-08,474.6
2017-11-09,490.35
2017-11-10,483.8
2017-11-13,467.05
2017-11-14,451.35
2017-11-15,430.0
2017-11-16,458.1
2017-11-17,456.55
2017-11-20,449.7
2017-11-21,452.4
2017-11-22,460.9
2017-11-23,453.55
2017-11-24,451.05
2017-11-27,463.15
2017-11-28,454.35
2017-11-29,454.2
2017-11-30,442.4
2017-12-01,440.5
2017-12-04,439.95
2017-12-05,438.3
2017-12-06,430.8
2017-12-07,434.95
2017-12-08,439.25
2017-12-11,437.8
2017-12-12,431.45
2017-12-13,413.0
2017-12-14,422.1
2017-12-15,429.65
2017-12-18,439.85
2017-12-19,444.6
2017-12-20,444.75
2017-12-21,472.2
2017-12-22,463.4
2017-12-26,463.85
2017-12-27,476.15
2017-12-28,473.85
2017-12-29,474.65
