Date,TATASTEEL
2017-01-02,406.75
2017-01-03,403.3
2017-01-04,405.45
2017-01-05,419.3
2017-01-06,419.55
2017-01-09,422.0
2017-01-10,431.9
2017-01-11,448.25
2017-01-12,447.55
2017-01-13,446.35
2017-01-16,458.45
2017-01-17,454.25
2017-01-18,468.35
2017-01-19,467.15
2017-01-20,454.5
2017-01-23,461.8
2017-01-24,464.25
2017-01-25,469.5
2017-01-27,469.3
2017-01-30,462.05
2017-01-31,463.05
2017-02-01,474.6
2017-02-02,476.95
2017-02-03,472.8
2017-02-06,473.4
2017-02-07,472.8
2017-02-08,470.65
2017-02-09,459.85
2017-02-10,468.2
2017-02-13,472.6
2017-02-14,472.4
2017-02-15,460.1
2017-02-16,469.95
2017-02-17,468.2
2017-02-20,487.05
2017-02-21,490.95
2017-02-22,484.05
2017-02-23,485.75
2017-02-27,480.6
2017-02-28,482.7
2017-03-01,500.35
2017-03-02,494.65
2017-03-03,495.1
2017-03-06,492.7
2017-03-07,482.0
2017-03-08,472.45
2017-03-09,469.45
2017-03-10,467.75
2017-03-14,472.55
2017-03-15,479.05
2017-03-16,499.65
2017-03-17,502.2
2017-03-20,496.65
2017-03-21,496.4
2017-03-22,488.1
2017-03-23,495.5
2017-03-24,493.2
2017-03-27,476.5
2017-03-28,480.2
2017-03-29,484.4
2017-03-30,477.5
2017-03-31,482.7
2017-04-03,485.85
2017-04-05,493.3
2017-04-06,501.65
2017-04-07,493.2
2017-04-10,495.35
2017-04-11,488.1
2017-04-12,477.4
2017-04-13,463.55
2017-04-17,462.4
2017-04-18,449.9
2017-04-19,450.75
2017-04-20,454.4
2017-04-21,450.85
2017-04-24,450.7
2017-04-25,454.65
2017-04-26,453.8
2017-04-27,445.85
2017-04-28,449.25
2017-05-02,445.05
2017-05-03,440.8
2017-05-04,442.45
2017-05-05,433.6
2017-05-08,431.9
2017-05-09,433.5
2017-05-10,437.45
2017-05-11,441.15
2017-05-12,436.7
2017-05-15,456.05
2017-05-16,456.55
2017-05-17,493.9
2017-05-18,486.25
2017-05-19,489.5
2017-05-22,486.4
2017-05-23,490.4
2017-05-24,483.35
2017-05-25,484.7
2017-05-26,511.75
2017-05-29,507.7
2017-05-30,511.85
2017-05-31,504.7
2017-06-01,497.15
2017-06-02,491.95
2017-06-05,491.3
2017-06-06,490.3
2017-06-07,490.85
2017-06-08,499.0
2017-06-09,507.05
2017-06-12,508.4
2017-06-13,508.6
2017-06-14,502.65
2017-06-15,502.55
2017-06-16,501.95
2017-06-19,519.55
2017-06-20,522.35
2017-06-21,517.65
2017-06-22,515.0
2017-06-23,507.25
2017-06-27,510.9
2017-06-28,520.6
2017-06-29,535.05
2017-06-30,545.75
2017-07-03,550.6
2017-07-04,547.55
2017-07-05,549.95
2017-07-06,554.65
2017-07-07,553.35
2017-07-10,559.35
2017-07-11,556.85
2017-07-12,559.1
2017-07-13,563.95
2017-07-14,558.4
2017-07-17,559.8
2017-07-18,563.3
2017-07-19,571.2
2017-07-20,557.2
2017-07-21,553.25
2017-07-24,548.5
2017-07-25,552.95
2017-07-26,565.75
2017-07-27,561.25
2017-07-28,551.9
2017-07-31,567.1
2017-08-01,572.4
2017-08-02,569.25
2017-08-03,559.3
2017-08-04,575.85
2017-08-07,600.05
2017-08-08,616.45
2017-08-09,605.05
2017-08-10,604.35
2017-08-11,596.75
2017-08-14,623.75
2017-08-16,631.2
2017-08-17,625.4
2017-08-18,625.65
2017-08-21,621.55
2017-08-22,619.6
2017-08-23,634.6
2017-08-24,639.0
2017-08-28,635.85
2017-08-29,630.2
2017-08-30,638.65
2017-08-31,638.05
2017-09-01,651.2
2017-09-04,646.55
2017-09-05,652.1
2017-09-06,653.0
2017-09-07,652.8
2017-09-08,655.4
2017-09-11,662.6
2017-09-12,682.9
2017-09-13,679.65
2017-09-14,677.7
2017-09-15,678.95
2017-09-18,672.9
2017-09-19,676.4
2017-09-20,687.65
2017-09-21,687.1
2017-09-22,654.0
2017-09-25,639.75
2017-09-26,654.1
2017-09-27,649.35
2017-09-28,649.7
2017-09-29,652.55
2017-10-03,660.8
2017-10-04,659.0
2017-10-05,661.0
2017-10-06,691.45
2017-10-09,697.25
2017-10-10,690.8
2017-10-11,682.3
2017-10-12,691.6
2017-10-13,710.85
2017-10-16,714.95
2017-10-17,712.5
2017-10-18,709.6
2017-10-19,705.5
2017-10-23,712.0
2017-10-24,719.3
2017-10-25,717.6
2017-10-26,729.2
2017-10-27,726.8
2017-10-30,718.25
2017-10-31,703.8
2017-11-01,707.3
2017-11-02,706.1
2017-11-03,708.9
2017-11-06,706.8
2017-11-07,693.2
2017-11-08,693.15
2017-11-09,703.4
2017-11-10,702.25
2017-11-13,691.05
2017-11-14,685.5
2017-11-15,677.75
2017-11-16,686.35
2017-11-17,701.2
2017-11-20,702.15
2017-11-21,711.35
2017-11-22,711.05
2017-11-23,712.7
2017-11-24,708.45
2017-11-27,702.55
2017-11-28,703.85
2017-11-29,709.3
2017-11-30,694.15
2017-12-01,680.9
2017-12-04,687.8
2017-12-05,675.7
2017-12-06,667.6
2017-12-07,688.0
2017-12-08,697.8
2017-12-11,699.55
2017-12-12,689.85
2017-12-13,680.85
2017-12-14,685.75
2017-12-15,694.7
2017-12-18,704.7
2017-12-19,710.2
2017-12-20,702.8
2017-12-21,714.6
2017-12-22,711.2
2017-12-26,721.65
2017-12-27,723.45
2017-12-28,736.25
2017-12-29,732.4
