Date,MERCATOR
2017-01-02,42.2
2017-01-03,43.05
2017-01-04,43.0
2017-01-05,43.05
2017-01-06,44.45
2017-01-09,44.8
2017-01-10,44.5
2017-01-11,44.95
2017-01-12,45.1
2017-01-13,45.25
2017-01-16,44.65
2017-01-17,44.25
2017-01-18,43.55
2017-01-19,43.8
2017-01-20,43.5
2017-01-23,43.8
2017-01-24,45.55
2017-01-25,45.3
2017-01-27,45.05
2017-01-30,45.55
2017-01-31,45.25
2017-02-01,46.65
2017-02-02,46.75
2017-02-03,46.5
2017-02-06,47.5
2017-02-07,49.15
2017-02-08,49.45
2017-02-09,48.75
2017-02-10,50.1
2017-02-13,48.6
2017-02-14,46.9
2017-02-15,45.05
2017-02-16,46.75
2017-02-17,46.6
2017-02-20,46.0
2017-02-21,46.2
2017-02-22,48.7
2017-02-23,47.65
2017-02-27,46.85
2017-02-28,46.7
2017-03-01,46.6
2017-03-02,45.4
2017-03-03,45.5
2017-03-06,45.9
2017-03-07,44.95
2017-03-08,44.05
2017-03-09,43.95
2017-03-10,43.35
2017-03-14,44.1
2017-03-15,46.4
2017-03-16,47.55
2017-03-17,47.55
2017-03-20,46.9
2017-03-21,46.05
2017-03-22,46.0
2017-03-23,46.5
2017-03-24,45.9
2017-03-27,45.2
2017-03-28,45.35
2017-03-29,46.0
2017-03-30,46.8
2017-03-31,46.65
2017-04-03,48.85
2017-04-05,49.55
2017-04-06,49.2
2017-04-07,48.85
2017-04-10,47.9
2017-04-11,47.85
2017-04-12,46.5
2017-04-13,47.3
2017-04-17,49.05
2017-04-18,47.55
2017-04-19,49.45
2017-04-20,49.3
2017-04-21,54.0
2017-04-24,53.3
2017-04-25,52.8
2017-04-26,50.55
2017-04-27,50.8
2017-04-28,49.75
2017-05-02,48.9
2017-05-03,47.35
2017-05-04,47.6
2017-05-05,46.1
2017-05-08,46.35
2017-05-09,46.35
2017-05-10,47.5
2017-05-11,47.15
2017-05-12,46.5
2017-05-15,47.1
2017-05-16,46.55
2017-05-17,45.8
2017-05-18,43.3
2017-05-19,43.45
2017-05-22,42.6
2017-05-23,40.5
2017-05-24,39.25
2017-05-25,41.85
2017-05-26,43.4
2017-05-29,40.6
2017-05-30,42.25
2017-05-31,41.0
2017-06-01,41.35
2017-06-02,41.25
2017-06-05,41.6
2017-06-06,40.7
2017-06-07,39.6
2017-06-08,40.0
2017-06-09,41.55
2017-06-12,41.6
2017-06-13,41.55
2017-06-14,40.7
2017-06-15,41.05
2017-06-16,41.4
2017-06-19,43.5
2017-06-20,43.4
2017-06-21,44.95
2017-06-22,44.7
2017-06-23,42.35
2017-06-27,41.4
2017-06-28,43.5
2017-06-29,44.5
2017-06-30,44.55
2017-07-03,43.2
2017-07-04,44.3
2017-07-05,44.55
2017-07-06,44.45
2017-07-07,44.8
2017-07-10,43.9
2017-07-11,43.65
2017-07-12,44.3
2017-07-13,43.4
2017-07-14,43.5
2017-07-17,43.5
2017-07-18,44.05
2017-07-19,44.15
2017-07-20,44.25
2017-07-21,43.2
2017-07-24,42.75
2017-07-25,42.75
2017-07-26,42.4
2017-07-27,40.95
2017-07-28,42.65
2017-07-31,41.0
2017-08-01,40.65
2017-08-02,41.6
2017-08-03,41.1
2017-08-04,41.5
2017-08-07,41.55
2017-08-08,41.25
2017-08-09,40.05
2017-08-10,38.6
2017-08-11,37.0
2017-08-14,38.75
2017-08-16,39.45
2017-08-17,39.95
2017-08-18,38.95
2017-08-21,37.8
2017-08-22,37.75
2017-08-23,37.7
2017-08-24,38.75
2017-08-28,40.95
2017-08-29,43.1
2017-08-30,43.3
2017-08-31,42.85
2017-09-01,41.6
2017-09-04,41.4
2017-09-05,42.7
2017-09-06,42.25
2017-09-07,42.85
2017-09-08,43.05
2017-09-11,41.8
2017-09-12,41.6
2017-09-13,41.35
2017-09-14,40.95
2017-09-15,40.35
2017-09-18,40.4
2017-09-19,41.7
2017-09-20,41.5
2017-09-21,40.35
2017-09-22,39.05
2017-09-25,37.1
2017-09-26,36.15
2017-09-27,37.35
2017-09-28,38.3
2017-09-29,37.15
2017-10-03,37.2
2017-10-04,37.1
2017-10-05,37.2
2017-10-06,38.15
2017-10-09,38.1
2017-10-10,37.85
2017-10-11,36.75
2017-10-12,37.55
2017-10-13,37.15
2017-10-16,39.1
2017-10-17,40.75
2017-10-18,41.0
2017-10-19,41.65
2017-10-23,41.2
2017-10-24,44.7
2017-10-25,42.85
2017-10-26,42.9
2017-10-27,46.85
2017-10-30,45.75
2017-10-31,45.7
2017-11-01,47.4
2017-11-02,44.8
2017-11-03,43.15
2017-11-06,44.15
2017-11-07,43.8
2017-11-08,41.9
2017-11-09,41.75
2017-11-10,41.75
2017-11-13,40.8
2017-11-14,41.5
2017-11-15,41.05
2017-11-16,41.15
2017-11-17,40.9
2017-11-20,40.1
2017-11-21,39.9
2017-11-22,38.8
2017-11-23,39.7
2017-11-24,41.3
2017-11-27,40.45
2017-11-28,39.0
2017-11-29,38.7
2017-11-30,38.7
2017-12-01,38.1
2017-12-04,38.75
2017-12-05,38.3
2017-12-06,36.75
2017-12-07,37.25
2017-12-08,36.8
2017-12-11,36.8
2017-12-12,36.7
2017-12-13,35.95
2017-12-14,33.65
2017-12-15,34.9
2017-12-18,33.65
2017-12-19,34.05
2017-12-20,35.05
2017-12-21,36.6
2017-12-22,36.6
2017-12-26,38.1
2017-12-27,38.1
2017-12-28,38.35
2017-12-29,39.45
