Date,ARCHIES
2017-01-02,23.25
2017-01-03,23.55
2017-01-04,23.55
2017-01-05,24.7
2017-01-06,23.95
2017-01-09,23.9
2017-01-10,23.9
2017-01-11,23.8
2017-01-12,23.7
2017-01-13,23.45
2017-01-16,24.7
2017-01-17,24.35
2017-01-18,24.15
2017-01-19,24.3
2017-01-20,23.7
2017-01-23,24.2
2017-01-24,24.6
2017-01-25,24.85
2017-01-27,24.45
2017-01-30,24.75
2017-01-31,24.1
2017-02-01,24.25
2017-02-02,24.55
2017-02-03,24.4
2017-02-06,25.7
2017-02-07,26.0
2017-02-08,25.65
2017-02-09,25.25
2017-02-10,25.1
2017-02-13,24.35
2017-02-14,23.25
2017-02-15,22.85
2017-02-16,23.0
2017-02-17,22.9
2017-02-20,24.45
2017-02-21,24.4
2017-02-22,24.0
2017-02-23,23.7
2017-02-27,23.6
2017-02-28,23.5
2017-03-01,23.75
2017-03-02,23.4
2017-03-03,23.15
2017-03-06,23.15
2017-03-07,23.05
2017-03-08,23.65
2017-03-09,23.65
2017-03-10,23.15
2017-03-14,23.4
2017-03-15,23.1
2017-03-16,23.1
2017-03-17,26.05
2017-03-20,23.85
2017-03-21,23.75
2017-03-22,23.4
2017-03-23,24.05
2017-03-24,23.8
2017-03-27,23.45
2017-03-28,23.4
2017-03-29,23.15
2017-03-30,23.65
2017-03-31,23.25
2017-04-03,25.35
2017-04-05,26.75
2017-04-06,27.75
2017-04-07,28.05
2017-04-10,33.55
2017-04-11,36.9
2017-04-12,38.35
2017-04-13,35.95
2017-04-17,36.1
2017-04-18,34.15
2017-04-19,33.7
2017-04-20,34.25
2017-04-21,31.45
2017-04-24,32.05
2017-04-25,31.65
2017-04-26,34.75
2017-04-27,33.55
2017-04-28,33.0
2017-05-02,32.75
2017-05-03,32.4
2017-05-04,32.45
2017-05-05,32.55
2017-05-08,31.7
2017-05-09,31.65
2017-05-10,32.4
2017-05-11,32.05
2017-05-12,31.55
2017-05-15,33.15
2017-05-16,32.85
2017-05-17,32.2
2017-05-18,31.55
2017-05-19,30.8
2017-05-22,30.15
2017-05-23,28.85
2017-05-24,28.05
2017-05-25,29.05
2017-05-26,28.7
2017-05-29,27.65
2017-05-30,27.1
2017-05-31,27.05
2017-06-01,29.75
2017-06-02,29.45
2017-06-05,29.3
2017-06-06,28.75
2017-06-07,30.05
2017-06-08,29.35
2017-06-09,31.15
2017-06-12,32.9
2017-06-13,32.1
2017-06-14,32.95
2017-06-15,33.5
2017-06-16,32.7
2017-06-19,31.65
2017-06-20,32.2
2017-06-21,32.25
2017-06-22,31.6
2017-06-23,31.2
2017-06-27,30.25
2017-06-28,30.6
2017-06-29,30.5
2017-06-30,30.25
2017-07-03,32.35
2017-07-04,36.15
2017-07-05,36.8
2017-07-06,35.85
2017-07-07,36.65
2017-07-10,35.8
2017-07-11,33.9
2017-07-12,35.75
2017-07-13,35.0
2017-07-14,33.6
2017-07-17,32.75
2017-07-18,32.6
2017-07-19,33.9
2017-07-20,34.6
2017-07-21,33.4
2017-07-24,33.4
2017-07-25,32.65
2017-07-26,32.55
2017-07-27,32.85
2017-07-28,32.7
2017-07-31,32.65
2017-08-01,32.3
2017-08-02,31.95
2017-08-03,31.05
2017-08-04,30.9
2017-08-07,31.9
2017-08-08,30.8
2017-08-09,30.6
2017-08-10,28.85
2017-08-11,27.55
2017-08-14,28.65
2017-08-16,29.05
2017-08-17,28.95
2017-08-18,28.6
2017-08-21,28.7
2017-08-22,29.95
2017-08-23,29.45
2017-08-24,29.1
2017-08-28,28.9
2017-08-29,28.4
2017-08-30,28.6
2017-08-31,28.75
2017-09-01,29.1
2017-09-04,28.8
2017-09-05,31.75
2017-09-06,32.95
2017-09-07,32.3
2017-09-08,31.3
2017-09-11,31.05
2017-09-12,31.3
2017-09-13,30.8
2017-09-14,30.75
2017-09-15,32.25
2017-09-18,31.4
2017-09-19,32.05
2017-09-20,31.55
2017-09-21,31.0
2017-09-22,30.95
2017-09-25,29.5
2017-09-26,30.0
2017-09-27,29.1
2017-09-28,29.35
2017-09-29,29.75
2017-10-03,29.95
2017-10-04,29.9
2017-10-05,30.05
2017-10-06,30.05
2017-10-09,30.7
2017-10-10,31.65
2017-10-11,30.6
2017-10-12,32.6
2017-10-13,31.8
2017-10-16,31.55
2017-10-17,31.15
2017-10-18,30.1
2017-10-19,29.8
2017-10-23,29.45
2017-10-24,29.75
2017-10-25,29.6
2017-10-26,29.6
2017-10-27,29.6
2017-10-30,30.05
2017-10-31,30.5
2017-11-01,30.3
2017-11-02,30.3
2017-11-03,30.0
2017-11-06,30.1
2017-11-07,29.65
2017-11-08,29.25
2017-11-09,29.2
2017-11-10,28.9
2017-11-13,28.7
2017-11-14,28.8
2017-11-15,28.35
2017-11-16,28.2
2017-11-17,28.9
2017-11-20,28.75
2017-11-21,28.75
2017-11-22,30.35
2017-11-23,30.15
2017-11-24,30.9
2017-11-27,30.05
2017-11-28,32.35
2017-11-29,32.9
2017-11-30,33.6
2017-12-01,33.5
2017-12-04,32.65
2017-12-05,31.9
2017-12-06,31.85
2017-12-07,34.9
2017-12-08,34.15
2017-12-11,33.25
2017-12-12,33.5
2017-12-13,36.65
2017-12-14,36.2
2017-12-15,39.8
2017-12-18,46.65
2017-12-19,45.6
2017-12-20,50.15
2017-12-21,53.3
2017-12-22,50.85
2017-12-26,49.9
2017-12-27,47.95
2017-12-28,47.5
2017-12-29,46.7
