Date,SINTEX
2017-01-02,75.15
2017-01-03,81.0
2017-01-04,81.05
2017-01-05,82.95
2017-01-06,82.2
2017-01-09,84.5
2017-01-10,84.35
2017-01-11,84.5
2017-01-12,86.0
2017-01-13,85.2
2017-01-16,85.55
2017-01-17,84.95
2017-01-18,87.3
2017-01-19,89.4
2017-01-20,82.7
2017-01-23,85.15
2017-01-24,85.45
2017-01-25,85.15
2017-01-27,87.1
2017-01-30,86.35
2017-01-31,84.35
2017-02-01,88.8
2017-02-02,89.1
2017-02-03,93.65
2017-02-06,94.65
2017-02-07,92.1
2017-02-08,95.9
2017-02-09,95.85
2017-02-10,96.15
2017-02-13,94.05
2017-02-14,93.1
2017-02-15,89.75
2017-02-16,92.2
2017-02-17,93.8
2017-02-20,93.7
2017-02-21,95.3
2017-02-22,93.45
2017-02-23,93.25
2017-02-27,94.35
2017-02-28,96.1
2017-03-01,97.35
2017-03-02,94.45
2017-03-03,97.5
2017-03-06,98.85
2017-03-07,97.4
2017-03-08,96.1
2017-03-09,95.2
2017-03-10,94.25
2017-03-14,96.5
2017-03-15,97.1
2017-03-16,100.85
2017-03-17,100.85
2017-03-20,99.65
2017-03-21,99.9
2017-03-22,95.9
2017-03-23,98.7
2017-03-24,99.85
2017-03-27,104.25
2017-03-28,104.25
2017-03-29,104.2
2017-03-30,105.4
2017-03-31,105.75
2017-04-03,107.8
2017-04-05,110.65
2017-04-06,110.1
2017-04-07,107.45
2017-04-10,109.45
2017-04-11,112.45
2017-04-12,112.4
2017-04-13,111.75
2017-04-17,112.85
2017-04-18,110.8
2017-04-19,112.65
2017-04-20,113.4
2017-04-21,116.45
2017-04-24,114.85
2017-04-25,115.2
2017-04-26,113.45
2017-04-27,112.8
2017-04-28,113.15
2017-05-02,114.55
2017-05-03,113.3
2017-05-04,111.4
2017-05-05,111.75
2017-05-08,112.75
2017-05-09,115.95
2017-05-10,115.05
2017-05-11,114.1
2017-05-12,112.75
2017-05-15,116.5
2017-05-16,117.5
2017-05-17,119.1
2017-05-18,117.75
2017-05-19,112.6
2017-05-22,112.85
2017-05-23,104.6
2017-05-24,104.1
2017-05-25,25.85
2017-05-26,30.2
2017-05-29,28.95
2017-05-30,27.9
2017-05-31,26.7
2017-06-01,26.4
2017-06-02,25.35
2017-06-05,24.3
2017-06-06,25.25
2017-06-07,25.35
2017-06-08,25.75
2017-06-09,25.7
2017-06-12,25.3
2017-06-13,25.05
2017-06-14,24.5
2017-06-15,24.4
2017-06-16,24.35
2017-06-19,24.7
2017-06-20,25.25
2017-06-21,25.35
2017-06-22,24.85
2017-06-23,24.1
2017-06-27,23.4
2017-06-28,23.85
2017-06-29,24.75
2017-06-30,24.1
2017-07-03,25.1
2017-07-04,25.5
2017-07-05,25.7
2017-07-06,26.15
2017-07-07,26.3
2017-07-10,26.9
2017-07-11,26.15
2017-07-12,29.5
2017-07-13,34.15
2017-07-14,32.8
2017-07-17,31.95
2017-07-18,33.4
2017-07-19,35.1
2017-07-20,37.85
2017-07-21,37.35
2017-07-24,37.75
2017-07-25,37.05
2017-07-26,36.5
2017-07-27,34.7
2017-07-28,36.2
2017-07-31,37.2
2017-08-01,36.2
2017-08-02,35.35
2017-08-03,34.05
2017-08-04,33.6
2017-08-07,36.1
2017-08-08,31.75
2017-08-09,29.5
2017-08-10,27.25
2017-08-11,28.5
2017-08-14,31.75
2017-08-16,33.95
2017-08-17,34.7
2017-08-18,33.3
2017-08-21,31.5
2017-08-22,29.85
2017-08-23,30.3
2017-08-24,30.0
2017-08-28,30.65
2017-08-29,29.85
2017-08-30,30.8
2017-08-31,30.7
2017-09-01,30.6
2017-09-04,30.15
2017-09-05,30.4
2017-09-06,30.45
2017-09-07,30.1
2017-09-08,29.55
2017-09-11,29.35
2017-09-12,29.0
2017-09-13,28.95
2017-09-14,28.85
2017-09-15,28.45
2017-09-18,28.6
2017-09-19,29.4
2017-09-20,29.35
2017-09-21,28.8
2017-09-22,27.95
2017-09-25,27.0
2017-09-26,27.5
2017-09-27,26.85
2017-09-28,26.6
2017-09-29,26.75
2017-10-03,26.7
2017-10-04,26.55
2017-10-05,26.65
2017-10-06,28.5
2017-10-09,28.6
2017-10-10,27.75
2017-10-11,27.05
2017-10-12,26.95
2017-10-13,26.9
2017-10-16,26.75
2017-10-17,26.6
2017-10-18,26.95
2017-10-19,27.65
2017-10-23,26.95
2017-10-24,26.95
2017-10-25,27.0
2017-10-26,27.0
2017-10-27,26.95
2017-10-30,27.15
2017-10-31,26.65
2017-11-01,26.2
2017-11-02,26.45
2017-11-03,26.35
2017-11-06,26.05
2017-11-07,25.55
2017-11-08,25.05
2017-11-09,26.25
2017-11-10,25.75
2017-11-13,25.25
2017-11-14,25.25
2017-11-15,24.8
2017-11-16,24.5
2017-11-17,24.8
2017-11-20,24.7
2017-11-21,24.45
2017-11-22,23.9
2017-11-23,23.9
2017-11-24,25.35
2017-11-27,25.55
2017-11-28,24.9
2017-11-29,24.7
2017-11-30,24.6
2017-12-01,24.4
2017-12-04,24.05
2017-12-05,23.9
2017-12-06,23.9
2017-12-07,23.95
2017-12-08,23.45
2017-12-11,23.75
2017-12-12,23.6
2017-12-13,23.4
2017-12-14,23.25
2017-12-15,23.3
2017-12-18,22.85
2017-12-19,23.45
2017-12-20,22.95
2017-12-21,22.95
2017-12-22,23.2
2017-12-26,24.6
2017-12-27,24.5
2017-12-28,25.2
2017-12-29,27.25
