Date,INDRAMEDCO
2017-01-02,52.0
2017-01-03,52.9
2017-01-04,52.75
2017-01-05,53.25
2017-01-06,53.75
2017-01-09,54.35
2017-01-10,53.65
2017-01-11,53.1
2017-01-12,52.85
2017-01-13,53.05
2017-01-16,52.75
2017-01-17,53.0
2017-01-18,53.95
2017-01-19,53.9
2017-01-20,53.25
2017-01-23,52.8
2017-01-24,52.85
2017-01-25,53.65
2017-01-27,53.95
2017-01-30,54.0
2017-01-31,55.0
2017-02-01,55.1
2017-02-02,55.85
2017-02-03,54.35
2017-02-06,55.15
2017-02-07,56.45
2017-02-08,56.15
2017-02-09,57.0
2017-02-10,57.05
2017-02-13,56.3
2017-02-14,55.65
2017-02-15,55.9
2017-02-16,55.3
2017-02-17,56.5
2017-02-20,55.35
2017-02-21,55.55
2017-02-22,55.15
2017-02-23,55.1
2017-02-27,55.2
2017-02-28,55.05
2017-03-01,55.0
2017-03-02,54.25
2017-03-03,54.9
2017-03-06,54.5
2017-03-07,56.05
2017-03-08,58.0
2017-03-09,56.8
2017-03-10,56.0
2017-03-14,55.55
2017-03-15,56.4
2017-03-16,56.55
2017-03-17,55.9
2017-03-20,55.6
2017-03-21,55.5
2017-03-22,55.05
2017-03-23,55.95
2017-03-24,55.4
2017-03-27,54.75
2017-03-28,54.35
2017-03-29,53.9
2017-03-30,54.25
2017-03-31,53.15
2017-04-03,55.65
2017-04-05,55.75
2017-04-06,55.15
2017-04-07,55.15
2017-04-10,56.7
2017-04-11,57.1
2017-04-12,56.1
2017-04-13,56.65
2017-04-17,58.25
2017-04-18,59.95
2017-04-19,59.55
2017-04-20,60.0
2017-04-21,61.2
2017-04-24,60.05
2017-04-25,59.15
2017-04-26,58.15
2017-04-27,57.7
2017-04-28,56.0
2017-05-02,56.9
2017-05-03,58.3
2017-05-04,58.65
2017-05-05,57.4
2017-05-08,56.95
2017-05-09,57.95
2017-05-10,57.75
2017-05-11,57.95
2017-05-12,56.0
2017-05-15,56.1
2017-05-16,56.8
2017-05-17,56.0
2017-05-18,55.95
2017-05-19,55.95
2017-05-22,54.9
2017-05-23,53.15
2017-05-24,52.95
2017-05-25,52.95
2017-05-26,53.75
2017-05-29,53.25
2017-05-30,53.0
2017-05-31,53.05
2017-06-01,54.2
2017-06-02,54.25
2017-06-05,54.45
2017-06-06,54.15
2017-06-07,54.35
2017-06-08,55.35
2017-06-09,54.7
2017-06-12,53.9
2017-06-13,53.95
2017-06-14,54.0
2017-06-15,53.8
2017-06-16,54.8
2017-06-19,54.1
2017-06-20,53.55
2017-06-21,53.65
2017-06-22,53.55
2017-06-23,53.05
2017-06-27,52.7
2017-06-28,52.3
2017-06-29,52.6
2017-06-30,52.7
2017-07-03,52.9
2017-07-04,52.8
2017-07-05,53.4
2017-07-06,53.45
2017-07-07,54.25
2017-07-10,54.0
2017-07-11,53.6
2017-07-12,53.95
2017-07-13,53.5
2017-07-14,53.8
2017-07-17,53.5
2017-07-18,55.4
2017-07-19,60.4
2017-07-20,57.55
2017-07-21,57.4
2017-07-24,56.65
2017-07-25,57.95
2017-07-26,57.85
2017-07-27,57.7
2017-07-28,54.6
2017-07-31,54.65
2017-08-01,56.75
2017-08-02,56.55
2017-08-03,55.65
2017-08-04,55.15
2017-08-07,55.5
2017-08-08,54.65
2017-08-09,53.85
2017-08-10,53.1
2017-08-11,52.55
2017-08-14,53.3
2017-08-16,53.15
2017-08-17,53.25
2017-08-18,52.85
2017-08-21,52.5
2017-08-22,52.35
2017-08-23,52.4
2017-08-24,53.35
2017-08-28,53.45
2017-08-29,53.3
2017-08-30,53.7
2017-08-31,54.05
2017-09-01,54.05
2017-09-04,54.1
2017-09-05,54.8
2017-09-06,54.65
2017-09-07,54.65
2017-09-08,55.85
2017-09-11,55.95
2017-09-12,55.4
2017-09-13,55.15
2017-09-14,53.55
2017-09-15,53.35
2017-09-18,53.0
2017-09-19,52.7
2017-09-20,52.7
2017-09-21,52.8
2017-09-22,52.2
2017-09-25,51.55
2017-09-26,51.65
2017-09-27,50.95
2017-09-28,51.0
2017-09-29,50.85
2017-10-03,51.4
2017-10-04,52.05
2017-10-05,51.45
2017-10-06,51.6
2017-10-09,51.85
2017-10-10,52.25
2017-10-11,51.85
2017-10-12,52.1
2017-10-13,51.85
2017-10-16,51.75
2017-10-17,51.85
2017-10-18,51.65
2017-10-19,51.55
2017-10-23,51.3
2017-10-24,51.4
2017-10-25,51.05
2017-10-26,51.15
2017-10-27,51.3
2017-10-30,52.0
2017-10-31,51.95
2017-11-01,52.7
2017-11-02,52.7
2017-11-03,52.9
2017-11-06,54.1
2017-11-07,53.7
2017-11-08,52.75
2017-11-09,52.6
2017-11-10,52.9
2017-11-13,52.5
2017-11-14,52.2
2017-11-15,50.95
2017-11-16,50.9
2017-11-17,50.8
2017-11-20,50.55
2017-11-21,50.9
2017-11-22,50.75
2017-11-23,51.1
2017-11-24,50.75
2017-11-27,50.8
2017-11-28,52.65
2017-11-29,52.6
2017-11-30,52.05
2017-12-01,51.8
2017-12-04,52.85
2017-12-05,52.9
2017-12-06,51.9
2017-12-07,52.2
2017-12-08,52.0
2017-12-11,52.8
2017-12-12,52.25
2017-12-13,51.95
2017-12-14,51.6
2017-12-15,51.7
2017-12-18,51.55
2017-12-19,51.85
2017-12-20,51.95
2017-12-21,52.75
2017-12-22,52.5
2017-12-26,53.0
2017-12-27,54.0
2017-12-28,57.6
2017-12-29,65.45
