Date,ROHLTD
2017-01-02,74.15
2017-01-03,75.9
2017-01-04,77.1
2017-01-05,76.0
2017-01-06,75.15
2017-01-09,74.75
2017-01-10,75.9
2017-01-11,79.85
2017-01-12,79.7
2017-01-13,82.95
2017-01-16,81.4
2017-01-17,83.4
2017-01-18,83.35
2017-01-19,82.85
2017-01-20,80.85
2017-01-23,82.9
2017-01-24,83.7
2017-01-25,81.95
2017-01-27,82.0
2017-01-30,80.85
2017-01-31,80.6
2017-02-01,79.9
2017-02-02,78.85
2017-02-03,80.0
2017-02-06,82.15
2017-02-07,85.3
2017-02-08,85.55
2017-02-09,85.95
2017-02-10,86.25
2017-02-13,83.95
2017-02-14,83.65
2017-02-15,79.7
2017-02-16,81.5
2017-02-17,82.35
2017-02-20,83.55
2017-02-21,86.35
2017-02-22,84.35
2017-02-23,85.25
2017-02-27,83.35
2017-02-28,83.2
2017-03-01,85.05
2017-03-02,83.7
2017-03-03,85.3
2017-03-06,92.1
2017-03-07,91.3
2017-03-08,89.05
2017-03-09,88.8
2017-03-10,89.6
2017-03-14,91.65
2017-03-15,92.4
2017-03-16,89.3
2017-03-17,88.5
2017-03-20,89.4
2017-03-21,86.55
2017-03-22,83.15
2017-03-23,85.0
2017-03-24,84.2
2017-03-27,87.6
2017-03-28,87.3
2017-03-29,86.95
2017-03-30,91.6
2017-03-31,89.8
2017-04-03,92.55
2017-04-05,94.7
2017-04-06,96.65
2017-04-07,95.35
2017-04-10,94.35
2017-04-11,94.85
2017-04-12,97.1
2017-04-13,100.45
2017-04-17,98.9
2017-04-18,110.5
2017-04-19,112.9
2017-04-20,110.4
2017-04-21,116.15
2017-04-24,110.5
2017-04-25,109.6
2017-04-26,108.95
2017-04-27,108.1
2017-04-28,107.9
2017-05-02,109.7
2017-05-03,110.35
2017-05-04,108.65
2017-05-05,107.05
2017-05-08,111.65
2017-05-09,110.9
2017-05-10,112.5
2017-05-11,109.9
2017-05-12,110.5
2017-05-15,116.1
2017-05-16,116.5
2017-05-17,116.4
2017-05-18,112.35
2017-05-19,110.3
2017-05-22,105.1
2017-05-23,102.0
2017-05-24,97.75
2017-05-25,101.9
2017-05-26,106.4
2017-05-29,108.2
2017-05-30,103.15
2017-05-31,103.15
2017-06-01,101.05
2017-06-02,101.6
2017-06-05,103.85
2017-06-06,101.7
2017-06-07,103.35
2017-06-08,103.65
2017-06-09,106.2
2017-06-12,103.45
2017-06-13,105.15
2017-06-14,104.25
2017-06-15,103.05
2017-06-16,104.0
2017-06-19,114.45
2017-06-20,110.8
2017-06-21,111.2
2017-06-22,108.65
2017-06-23,110.8
2017-06-27,107.25
2017-06-28,104.8
2017-06-29,105.1
2017-06-30,104.3
2017-07-03,105.0
2017-07-04,104.95
2017-07-05,107.2
2017-07-06,111.3
2017-07-07,108.1
2017-07-10,107.3
2017-07-11,106.05
2017-07-12,106.35
2017-07-13,109.05
2017-07-14,106.55
2017-07-17,106.1
2017-07-18,105.6
2017-07-19,107.15
2017-07-20,107.2
2017-07-21,106.3
2017-07-24,118.85
2017-07-25,114.85
2017-07-26,120.75
2017-07-27,116.0
2017-07-28,116.7
2017-07-31,120.1
2017-08-01,117.2
2017-08-02,114.4
2017-08-03,113.3
2017-08-04,115.25
2017-08-07,114.35
2017-08-08,112.7
2017-08-09,109.45
2017-08-10,105.75
2017-08-11,105.7
2017-08-14,108.1
2017-08-16,107.85
2017-08-17,110.2
2017-08-18,109.1
2017-08-21,108.15
2017-08-22,105.45
2017-08-23,106.75
2017-08-24,107.15
2017-08-28,107.85
2017-08-29,108.05
2017-08-30,109.35
2017-08-31,112.1
2017-09-01,114.2
2017-09-04,114.5
2017-09-05,117.35
2017-09-06,122.15
2017-09-07,121.55
2017-09-08,113.75
2017-09-11,122.9
2017-09-12,120.4
2017-09-13,120.0
2017-09-14,120.5
2017-09-15,121.2
2017-09-18,127.15
2017-09-19,148.15
2017-09-20,140.05
2017-09-21,140.95
2017-09-22,140.45
2017-09-25,136.75
2017-09-26,132.55
2017-09-27,127.55
2017-09-28,132.05
2017-09-29,131.1
2017-10-03,130.85
2017-10-04,131.45
2017-10-05,131.0
2017-10-06,132.9
2017-10-09,128.9
2017-10-10,130.4
2017-10-11,127.05
2017-10-12,132.95
2017-10-13,135.85
2017-10-16,132.95
2017-10-17,132.45
2017-10-18,130.95
2017-10-19,132.45
2017-10-23,132.15
2017-10-24,140.0
2017-10-25,136.6
2017-10-26,137.0
2017-10-27,138.8
2017-10-30,138.65
2017-10-31,137.55
2017-11-01,135.6
2017-11-02,142.4
2017-11-03,145.5
2017-11-06,141.55
2017-11-07,137.65
2017-11-08,134.2
2017-11-09,131.0
2017-11-10,133.9
2017-11-13,160.05
2017-11-14,155.7
2017-11-15,162.0
2017-11-16,153.85
2017-11-17,156.0
2017-11-20,151.95
2017-11-21,152.6
2017-11-22,148.35
2017-11-23,153.1
2017-11-24,175.1
2017-11-27,170.5
2017-11-28,171.0
2017-11-29,168.35
2017-11-30,165.35
2017-12-01,165.65
2017-12-04,161.7
2017-12-05,160.35
2017-12-06,160.1
2017-12-07,165.1
2017-12-08,168.65
2017-12-11,168.9
2017-12-12,162.0
2017-12-13,159.85
2017-12-14,156.55
2017-12-15,163.55
2017-12-18,162.65
2017-12-19,167.7
2017-12-20,170.85
2017-12-21,168.75
2017-12-22,169.9
2017-12-26,169.3
2017-12-27,165.05
2017-12-28,163.35
2017-12-29,162.4
