Date,GIPCL
2017-01-02,95.45
2017-01-03,96.85
2017-01-04,97.3
2017-01-05,102.85
2017-01-06,103.15
2017-01-09,99.6
2017-01-10,101.7
2017-01-11,103.55
2017-01-12,106.1
2017-01-13,107.7
2017-01-16,106.4
2017-01-17,109.7
2017-01-18,111.35
2017-01-19,112.8
2017-01-20,109.3
2017-01-23,110.65
2017-01-24,112.25
2017-01-25,112.0
2017-01-27,110.5
2017-01-30,114.35
2017-01-31,110.9
2017-02-01,108.55
2017-02-02,109.5
2017-02-03,110.15
2017-02-06,110.35
2017-02-07,110.7
2017-02-08,111.2
2017-02-09,108.95
2017-02-10,104.65
2017-02-13,104.4
2017-02-14,103.05
2017-02-15,106.0
2017-02-16,107.25
2017-02-17,107.05
2017-02-20,107.05
2017-02-21,107.9
2017-02-22,106.55
2017-02-23,104.65
2017-02-27,103.7
2017-02-28,103.1
2017-03-01,103.6
2017-03-02,105.85
2017-03-03,106.2
2017-03-06,105.3
2017-03-07,105.4
2017-03-08,103.35
2017-03-09,103.4
2017-03-10,103.6
2017-03-14,103.55
2017-03-15,101.05
2017-03-16,100.7
2017-03-17,101.25
2017-03-20,101.7
2017-03-21,101.9
2017-03-22,102.55
2017-03-23,102.15
2017-03-24,102.3
2017-03-27,101.55
2017-03-28,101.55
2017-03-29,102.2
2017-03-30,102.85
2017-03-31,103.05
2017-04-03,108.7
2017-04-05,110.65
2017-04-06,109.3
2017-04-07,106.85
2017-04-10,107.9
2017-04-11,110.7
2017-04-12,108.7
2017-04-13,107.65
2017-04-17,107.85
2017-04-18,108.55
2017-04-19,108.05
2017-04-20,108.25
2017-04-21,113.65
2017-04-24,110.35
2017-04-25,112.6
2017-04-26,110.25
2017-04-27,109.35
2017-04-28,108.4
2017-05-02,107.25
2017-05-03,106.95
2017-05-04,106.1
2017-05-05,107.1
2017-05-08,107.2
2017-05-09,107.25
2017-05-10,109.15
2017-05-11,107.05
2017-05-12,106.8
2017-05-15,105.15
2017-05-16,106.1
2017-05-17,106.95
2017-05-18,104.65
2017-05-19,107.35
2017-05-22,105.9
2017-05-23,105.15
2017-05-24,105.15
2017-05-25,105.1
2017-05-26,105.7
2017-05-29,104.95
2017-05-30,105.15
2017-05-31,105.0
2017-06-01,106.45
2017-06-02,105.3
2017-06-05,105.2
2017-06-06,106.75
2017-06-07,106.85
2017-06-08,106.3
2017-06-09,105.0
2017-06-12,105.15
2017-06-13,104.8
2017-06-14,104.5
2017-06-15,104.65
2017-06-16,104.25
2017-06-19,103.5
2017-06-20,103.6
2017-06-21,105.9
2017-06-22,110.95
2017-06-23,113.15
2017-06-27,110.05
2017-06-28,111.8
2017-06-29,120.65
2017-06-30,121.6
2017-07-03,125.1
2017-07-04,122.2
2017-07-05,123.5
2017-07-06,123.35
2017-07-07,129.3
2017-07-10,129.55
2017-07-11,134.15
2017-07-12,138.15
2017-07-13,134.5
2017-07-14,133.05
2017-07-17,133.8
2017-07-18,133.7
2017-07-19,133.2
2017-07-20,132.45
2017-07-21,131.95
2017-07-24,134.9
2017-07-25,131.85
2017-07-26,132.15
2017-07-27,129.7
2017-07-28,127.85
2017-07-31,127.5
2017-08-01,125.65
2017-08-02,128.3
2017-08-03,125.4
2017-08-04,124.95
2017-08-07,132.85
2017-08-08,131.0
2017-08-09,125.0
2017-08-10,118.05
2017-08-11,114.1
2017-08-14,117.7
2017-08-16,119.9
2017-08-17,122.4
2017-08-18,120.95
2017-08-21,121.4
2017-08-22,119.35
2017-08-23,122.15
2017-08-24,122.25
2017-08-28,123.35
2017-08-29,121.85
2017-08-30,129.15
2017-08-31,127.6
2017-09-01,133.35
2017-09-04,129.95
2017-09-05,131.95
2017-09-06,133.0
2017-09-07,133.65
2017-09-08,135.65
2017-09-11,137.0
2017-09-12,135.05
2017-09-13,132.9
2017-09-14,132.25
2017-09-15,130.75
2017-09-18,133.3
2017-09-19,139.05
2017-09-20,141.0
2017-09-21,140.35
2017-09-22,137.85
2017-09-25,132.3
2017-09-26,133.9
2017-09-27,131.9
2017-09-28,129.6
2017-09-29,129.65
2017-10-03,134.1
2017-10-04,133.0
2017-10-05,133.05
2017-10-06,138.7
2017-10-09,142.05
2017-10-10,143.75
2017-10-11,143.15
2017-10-12,144.25
2017-10-13,143.1
2017-10-16,140.95
2017-10-17,141.25
2017-10-18,139.9
2017-10-19,139.65
2017-10-23,137.2
2017-10-24,138.45
2017-10-25,138.55
2017-10-26,136.55
2017-10-27,138.35
2017-10-30,138.2
2017-10-31,142.8
2017-11-01,140.1
2017-11-02,140.05
2017-11-03,136.8
2017-11-06,139.15
2017-11-07,129.9
2017-11-08,130.45
2017-11-09,127.15
2017-11-10,128.3
2017-11-13,129.5
2017-11-14,126.7
2017-11-15,123.35
2017-11-16,126.15
2017-11-17,127.65
2017-11-20,126.9
2017-11-21,129.0
2017-11-22,133.45
2017-11-23,137.75
2017-11-24,136.8
2017-11-27,136.05
2017-11-28,134.7
2017-11-29,135.75
2017-11-30,132.75
2017-12-01,131.95
2017-12-04,130.4
2017-12-05,131.3
2017-12-06,128.35
2017-12-07,130.2
2017-12-08,129.9
2017-12-11,133.9
2017-12-12,132.2
2017-12-13,129.35
2017-12-14,129.9
2017-12-15,131.55
2017-12-18,130.4
2017-12-19,131.95
2017-12-20,131.2
2017-12-21,133.4
2017-12-22,132.85
2017-12-26,135.85
2017-12-27,132.55
2017-12-28,132.35
2017-12-29,131.95
