Date,RATNAMANI
2017-01-02,678.55
2017-01-03,703.95
2017-01-04,692.25
2017-01-05,687.65
2017-01-06,679.9
2017-01-09,690.2
2017-01-10,701.75
2017-01-11,704.35
2017-01-12,691.15
2017-01-13,690.05
2017-01-16,683.45
2017-01-17,686.1
2017-01-18,697.1
2017-01-19,697.7
2017-01-20,683.2
2017-01-23,681.9
2017-01-24,684.45
2017-01-25,680.8
2017-01-27,680.5
2017-01-30,674.35
2017-01-31,660.45
2017-02-01,661.55
2017-02-02,661.2
2017-02-03,669.25
2017-02-06,665.15
2017-02-07,670.95
2017-02-08,667.9
2017-02-09,686.05
2017-02-10,694.7
2017-02-13,688.5
2017-02-14,690.0
2017-02-15,676.95
2017-02-16,665.6
2017-02-17,678.15
2017-02-20,673.45
2017-02-21,676.55
2017-02-22,688.65
2017-02-23,682.3
2017-02-27,682.15
2017-02-28,686.75
2017-03-01,726.1
2017-03-02,740.55
2017-03-03,730.4
2017-03-06,738.85
2017-03-07,735.1
2017-03-08,736.85
2017-03-09,736.25
2017-03-10,743.6
2017-03-14,754.7
2017-03-15,762.85
2017-03-16,762.95
2017-03-17,759.0
2017-03-20,751.9
2017-03-21,746.4
2017-03-22,741.05
2017-03-23,748.1
2017-03-24,751.5
2017-03-27,745.9
2017-03-28,745.7
2017-03-29,748.25
2017-03-30,748.7
2017-03-31,756.9
2017-04-03,770.9
2017-04-05,796.5
2017-04-06,796.75
2017-04-07,791.0
2017-04-10,791.65
2017-04-11,799.6
2017-04-12,791.7
2017-04-13,782.35
2017-04-17,781.2
2017-04-18,777.5
2017-04-19,778.15
2017-04-20,797.0
2017-04-21,801.3
2017-04-24,797.85
2017-04-25,805.2
2017-04-26,796.85
2017-04-27,794.35
2017-04-28,801.85
2017-05-02,809.35
2017-05-03,813.5
2017-05-04,803.4
2017-05-05,806.4
2017-05-08,795.95
2017-05-09,804.95
2017-05-10,795.8
2017-05-11,787.45
2017-05-12,799.7
2017-05-15,805.8
2017-05-16,802.45
2017-05-17,792.25
2017-05-18,768.5
2017-05-19,747.8
2017-05-22,716.3
2017-05-23,705.5
2017-05-24,721.4
2017-05-25,738.5
2017-05-26,752.75
2017-05-29,752.65
2017-05-30,746.3
2017-05-31,733.75
2017-06-01,718.4
2017-06-02,733.65
2017-06-05,727.4
2017-06-06,726.6
2017-06-07,730.6
2017-06-08,724.95
2017-06-09,746.35
2017-06-12,745.55
2017-06-13,750.45
2017-06-14,746.15
2017-06-15,795.55
2017-06-16,822.9
2017-06-19,822.85
2017-06-20,854.9
2017-06-21,844.65
2017-06-22,838.2
2017-06-23,845.15
2017-06-27,818.75
2017-06-28,809.7
2017-06-29,809.95
2017-06-30,820.85
2017-07-03,844.65
2017-07-04,851.75
2017-07-05,850.2
2017-07-06,845.85
2017-07-07,831.25
2017-07-10,830.25
2017-07-11,826.25
2017-07-12,823.75
2017-07-13,825.45
2017-07-14,809.1
2017-07-17,823.05
2017-07-18,804.75
2017-07-19,826.2
2017-07-20,819.05
2017-07-21,816.15
2017-07-24,833.8
2017-07-25,846.3
2017-07-26,843.95
2017-07-27,827.6
2017-07-28,818.95
2017-07-31,820.4
2017-08-01,833.5
2017-08-02,836.7
2017-08-03,836.0
2017-08-04,833.55
2017-08-07,839.6
2017-08-08,832.2
2017-08-09,834.7
2017-08-10,810.25
2017-08-11,822.3
2017-08-14,805.05
2017-08-16,831.45
2017-08-17,842.3
2017-08-18,831.15
2017-08-21,807.15
2017-08-22,803.05
2017-08-23,807.05
2017-08-24,821.45
2017-08-28,850.4
2017-08-29,866.85
2017-08-30,879.0
2017-08-31,879.65
2017-09-01,883.35
2017-09-04,874.0
2017-09-05,864.35
2017-09-06,896.75
2017-09-07,877.0
2017-09-08,877.15
2017-09-11,875.7
2017-09-12,874.4
2017-09-13,860.75
2017-09-14,872.7
2017-09-15,878.6
2017-09-18,893.35
2017-09-19,887.25
2017-09-20,889.4
2017-09-21,899.5
2017-09-22,878.6
2017-09-25,876.05
2017-09-26,887.8
2017-09-27,867.3
2017-09-28,875.85
2017-09-29,875.05
2017-10-03,867.9
2017-10-04,890.8
2017-10-05,892.65
2017-10-06,892.95
2017-10-09,882.65
2017-10-10,885.05
2017-10-11,874.1
2017-10-12,902.4
2017-10-13,890.75
2017-10-16,877.8
2017-10-17,875.25
2017-10-18,873.95
2017-10-19,871.2
2017-10-23,867.45
2017-10-24,884.25
2017-10-25,871.6
2017-10-26,874.1
2017-10-27,866.25
2017-10-30,871.55
2017-10-31,885.15
2017-11-01,912.8
2017-11-02,888.25
2017-11-03,885.6
2017-11-06,902.15
2017-11-07,881.35
2017-11-08,895.2
2017-11-09,883.35
2017-11-10,890.55
2017-11-13,910.5
2017-11-14,916.7
2017-11-15,914.0
2017-11-16,988.7
2017-11-17,971.9
2017-11-20,995.15
2017-11-21,976.05
2017-11-22,971.35
2017-11-23,982.2
2017-11-24,961.1
2017-11-27,982.15
2017-11-28,985.0
2017-11-29,986.1
2017-11-30,973.9
2017-12-01,964.4
2017-12-04,949.95
2017-12-05,936.5
2017-12-06,944.75
2017-12-07,979.65
2017-12-08,1012.85
2017-12-11,995.05
2017-12-12,989.1
2017-12-13,1005.0
2017-12-14,991.9
2017-12-15,1002.15
2017-12-18,1021.7
2017-12-19,1029.25
2017-12-20,1046.4
2017-12-21,1055.6
2017-12-22,1070.45
2017-12-26,1051.35
2017-12-27,1099.85
2017-12-28,1092.3
2017-12-29,1096.45
