Date,SOTL
2017-01-02,717.4
2017-01-03,731.7
2017-01-04,724.65
2017-01-05,725.1
2017-01-06,729.3
2017-01-09,724.2
2017-01-10,721.05
2017-01-11,747.8
2017-01-12,737.05
2017-01-13,742.15
2017-01-16,753.15
2017-01-17,760.1
2017-01-18,754.05
2017-01-19,771.1
2017-01-20,747.4
2017-01-23,786.7
2017-01-24,800.35
2017-01-25,859.4
2017-01-27,841.1
2017-01-30,851.6
2017-01-31,849.95
2017-02-01,856.35
2017-02-02,871.45
2017-02-03,858.55
2017-02-06,903.0
2017-02-07,877.7
2017-02-08,881.65
2017-02-09,896.75
2017-02-10,900.05
2017-02-13,896.95
2017-02-14,903.3
2017-02-15,899.7
2017-02-16,901.35
2017-02-17,893.9
2017-02-20,918.05
2017-02-21,912.8
2017-02-22,912.65
2017-02-23,901.5
2017-02-27,909.8
2017-02-28,904.5
2017-03-01,901.2
2017-03-02,899.9
2017-03-03,906.55
2017-03-06,909.5
2017-03-07,910.8
2017-03-08,903.3
2017-03-09,894.55
2017-03-10,889.2
2017-03-14,871.95
2017-03-15,881.65
2017-03-16,893.55
2017-03-17,876.85
2017-03-20,869.75
2017-03-21,874.15
2017-03-22,884.0
2017-03-23,872.9
2017-03-24,872.45
2017-03-27,868.0
2017-03-28,880.0
2017-03-29,870.35
2017-03-30,909.9
2017-03-31,933.2
2017-04-03,931.5
2017-04-05,943.9
2017-04-06,938.7
2017-04-07,920.5
2017-04-10,917.9
2017-04-11,915.55
2017-04-12,923.25
2017-04-13,925.0
2017-04-17,925.0
2017-04-18,927.6
2017-04-19,949.25
2017-04-20,943.1
2017-04-21,954.85
2017-04-24,956.4
2017-04-25,943.25
2017-04-26,939.9
2017-04-27,929.55
2017-04-28,923.0
2017-05-02,958.35
2017-05-03,945.8
2017-05-04,973.75
2017-05-05,967.35
2017-05-08,966.35
2017-05-09,986.65
2017-05-10,996.7
2017-05-11,1030.8
2017-05-12,1028.55
2017-05-15,997.9
2017-05-16,990.6
2017-05-17,998.6
2017-05-18,980.9
2017-05-19,961.9
2017-05-22,938.3
2017-05-23,926.9
2017-05-24,914.25
2017-05-25,937.55
2017-05-26,981.85
2017-05-29,1178.2
2017-05-30,1126.7
2017-05-31,1134.05
2017-06-01,1138.1
2017-06-02,1097.1
2017-06-05,1100.75
2017-06-06,1066.2
2017-06-07,1058.45
2017-06-08,1143.75
2017-06-09,1139.7
2017-06-12,1133.4
2017-06-13,1150.05
2017-06-14,1153.15
2017-06-15,1118.6
2017-06-16,1151.05
2017-06-19,1140.0
2017-06-20,1125.75
2017-06-21,1138.85
2017-06-22,1150.0
2017-06-23,1165.5
2017-06-27,1118.6
2017-06-28,1128.75
2017-06-29,1197.6
2017-06-30,1190.85
2017-07-03,1187.9
2017-07-04,1194.65
2017-07-05,1213.0
2017-07-06,1221.05
2017-07-07,1230.3
2017-07-10,1205.7
2017-07-11,1200.9
2017-07-12,1212.5
2017-07-13,1209.8
2017-07-14,1196.5
2017-07-17,1169.75
2017-07-18,1178.0
2017-07-19,1166.2
2017-07-20,1196.0
2017-07-21,1220.75
2017-07-24,1227.0
2017-07-25,1240.3
2017-07-26,1231.35
2017-07-27,1255.45
2017-07-28,1224.65
2017-07-31,1213.9
2017-08-01,1206.9
2017-08-02,1171.8
2017-08-03,1156.55
2017-08-04,1141.15
2017-08-07,1158.2
2017-08-08,1160.95
2017-08-09,1142.0
2017-08-10,1049.75
2017-08-11,1045.85
2017-08-14,1075.95
2017-08-16,1093.8
2017-08-17,1122.05
2017-08-18,1124.2
2017-08-21,1088.95
2017-08-22,1093.5
2017-08-23,1098.45
2017-08-24,1111.45
2017-08-28,1119.05
2017-08-29,1123.85
2017-08-30,1133.15
2017-08-31,1127.8
2017-09-01,1139.1
2017-09-04,1182.05
2017-09-05,1172.6
2017-09-06,1187.0
2017-09-07,1220.15
2017-09-08,1270.25
2017-09-11,1257.4
2017-09-12,1277.25
2017-09-13,1275.1
2017-09-14,1284.3
2017-09-15,1275.1
2017-09-18,1289.65
2017-09-19,1298.1
2017-09-20,1280.05
2017-09-21,1273.55
2017-09-22,1233.05
2017-09-25,1193.05
2017-09-26,1197.65
2017-09-27,1185.35
2017-09-28,1197.75
2017-09-29,1229.8
2017-10-03,1246.1
2017-10-04,1194.45
2017-10-05,1169.15
2017-10-06,1171.4
2017-10-09,1174.15
2017-10-10,1176.25
2017-10-11,1149.15
2017-10-12,1142.3
2017-10-13,1138.5
2017-10-16,1140.2
2017-10-17,1148.5
2017-10-18,1123.2
2017-10-19,1127.55
2017-10-23,1130.4
2017-10-24,1124.35
2017-10-25,1174.1
2017-10-26,1249.95
2017-10-27,1242.2
2017-10-30,1252.65
2017-10-31,1436.3
2017-11-01,1424.5
2017-11-02,1419.6
2017-11-03,1386.15
2017-11-06,1387.8
2017-11-07,1370.55
2017-11-08,1353.65
2017-11-09,1330.1
2017-11-10,1342.5
2017-11-13,1304.85
2017-11-14,1299.9
2017-11-15,1342.55
2017-11-16,1393.1
2017-11-17,1422.75
2017-11-20,1435.9
2017-11-21,1419.85
2017-11-22,1464.65
2017-11-23,1426.85
2017-11-24,1405.65
2017-11-27,1393.75
2017-11-28,1400.1
2017-11-29,1395.35
2017-11-30,1418.35
2017-12-01,1399.6
2017-12-04,1370.55
2017-12-05,1360.6
2017-12-06,1385.95
2017-12-07,1400.0
2017-12-08,1382.0
2017-12-11,1369.15
2017-12-12,1361.2
2017-12-13,1374.9
2017-12-14,1350.05
2017-12-15,1373.85
2017-12-18,1363.25
2017-12-19,1376.7
2017-12-20,1372.05
2017-12-21,1367.6
2017-12-22,1538.55
2017-12-26,1518.85
2017-12-27,1462.3
2017-12-28,1485.65
2017-12-29,1507.0
