Date,SUVEN
2017-01-02,172.9
2017-01-03,175.85
2017-01-04,174.75
2017-01-05,176.1
2017-01-06,174.0
2017-01-09,172.75
2017-01-10,177.95
2017-01-11,181.65
2017-01-12,177.9
2017-01-13,176.15
2017-01-16,173.05
2017-01-17,176.4
2017-01-18,175.95
2017-01-19,175.4
2017-01-20,171.05
2017-01-23,172.3
2017-01-24,173.0
2017-01-25,174.65
2017-01-27,176.85
2017-01-30,179.05
2017-01-31,175.2
2017-02-01,173.25
2017-02-02,174.25
2017-02-03,176.0
2017-02-06,183.25
2017-02-07,186.1
2017-02-08,182.55
2017-02-09,181.75
2017-02-10,180.85
2017-02-13,176.7
2017-02-14,174.4
2017-02-15,171.1
2017-02-16,174.3
2017-02-17,176.35
2017-02-20,175.9
2017-02-21,175.55
2017-02-22,174.15
2017-02-23,173.9
2017-02-27,173.25
2017-02-28,171.85
2017-03-01,171.8
2017-03-02,169.75
2017-03-03,169.35
2017-03-06,168.95
2017-03-07,169.2
2017-03-08,170.7
2017-03-09,169.1
2017-03-10,168.2
2017-03-14,168.05
2017-03-15,166.0
2017-03-16,167.8
2017-03-17,167.9
2017-03-20,167.25
2017-03-21,166.65
2017-03-22,164.5
2017-03-23,167.5
2017-03-24,169.05
2017-03-27,167.85
2017-03-28,168.6
2017-03-29,167.75
2017-03-30,166.0
2017-03-31,165.4
2017-04-03,179.65
2017-04-05,183.7
2017-04-06,181.95
2017-04-07,181.65
2017-04-10,180.65
2017-04-11,180.95
2017-04-12,177.15
2017-04-13,175.5
2017-04-17,176.05
2017-04-18,175.6
2017-04-19,186.65
2017-04-20,188.6
2017-04-21,191.35
2017-04-24,188.35
2017-04-25,185.0
2017-04-26,181.3
2017-04-27,182.7
2017-04-28,180.8
2017-05-02,179.35
2017-05-03,176.8
2017-05-04,184.5
2017-05-05,188.7
2017-05-08,188.3
2017-05-09,185.7
2017-05-10,187.65
2017-05-11,197.35
2017-05-12,195.35
2017-05-15,192.45
2017-05-16,188.25
2017-05-17,188.05
2017-05-18,186.15
2017-05-19,180.3
2017-05-22,180.0
2017-05-23,178.4
2017-05-24,174.1
2017-05-25,174.15
2017-05-26,176.15
2017-05-29,187.1
2017-05-30,186.8
2017-05-31,187.65
2017-06-01,191.25
2017-06-02,189.15
2017-06-05,187.1
2017-06-06,185.4
2017-06-07,186.6
2017-06-08,184.15
2017-06-09,184.85
2017-06-12,184.65
2017-06-13,186.45
2017-06-14,183.95
2017-06-15,184.8
2017-06-16,183.7
2017-06-19,180.9
2017-06-20,179.0
2017-06-21,180.5
2017-06-22,177.25
2017-06-23,174.85
2017-06-27,172.65
2017-06-28,173.7
2017-06-29,171.85
2017-06-30,171.75
2017-07-03,171.7
2017-07-04,170.3
2017-07-05,169.95
2017-07-06,174.0
2017-07-07,172.8
2017-07-10,173.65
2017-07-11,174.25
2017-07-12,171.15
2017-07-13,172.5
2017-07-14,172.7
2017-07-17,172.7
2017-07-18,171.3
2017-07-19,172.75
2017-07-20,170.75
2017-07-21,171.3
2017-07-24,168.1
2017-07-25,167.5
2017-07-26,168.85
2017-07-27,170.3
2017-07-28,168.5
2017-07-31,166.7
2017-08-01,170.6
2017-08-02,170.2
2017-08-03,170.45
2017-08-04,169.1
2017-08-07,168.35
2017-08-08,165.6
2017-08-09,164.65
2017-08-10,161.0
2017-08-11,156.2
2017-08-14,160.3
2017-08-16,157.25
2017-08-17,163.55
2017-08-18,160.65
2017-08-21,165.35
2017-08-22,161.95
2017-08-23,162.5
2017-08-24,167.95
2017-08-28,166.95
2017-08-29,163.45
2017-08-30,162.4
2017-08-31,163.6
2017-09-01,164.05
2017-09-04,163.9
2017-09-05,164.2
2017-09-06,162.4
2017-09-07,161.1
2017-09-08,158.45
2017-09-11,160.4
2017-09-12,164.0
2017-09-13,168.55
2017-09-14,171.8
2017-09-15,178.6
2017-09-18,173.15
2017-09-19,179.3
2017-09-20,183.5
2017-09-21,190.5
2017-09-22,184.15
2017-09-25,177.8
2017-09-26,181.55
2017-09-27,174.55
2017-09-28,175.25
2017-09-29,177.0
2017-10-03,180.35
2017-10-04,182.45
2017-10-05,182.15
2017-10-06,181.9
2017-10-09,180.9
2017-10-10,190.75
2017-10-11,194.55
2017-10-12,201.7
2017-10-13,198.0
2017-10-16,220.2
2017-10-17,221.15
2017-10-18,223.25
2017-10-19,220.6
2017-10-23,213.05
2017-10-24,218.4
2017-10-25,211.55
2017-10-26,212.6
2017-10-27,209.45
2017-10-30,210.35
2017-10-31,214.85
2017-11-01,216.45
2017-11-02,217.8
2017-11-03,215.9
2017-11-06,212.2
2017-11-07,209.65
2017-11-08,198.45
2017-11-09,200.4
2017-11-10,198.05
2017-11-13,197.7
2017-11-14,192.7
2017-11-15,190.85
2017-11-16,198.5
2017-11-17,196.7
2017-11-20,194.6
2017-11-21,200.9
2017-11-22,202.6
2017-11-23,202.15
2017-11-24,201.5
2017-11-27,203.65
2017-11-28,199.25
2017-11-29,198.0
2017-11-30,196.6
2017-12-01,193.5
2017-12-04,191.6
2017-12-05,190.45
2017-12-06,196.2
2017-12-07,195.45
2017-12-08,195.0
2017-12-11,187.75
2017-12-12,185.95
2017-12-13,185.5
2017-12-14,184.35
2017-12-15,184.75
2017-12-18,181.95
2017-12-19,183.65
2017-12-20,187.85
2017-12-21,187.5
2017-12-22,190.8
2017-12-26,195.8
2017-12-27,197.8
2017-12-28,201.95
2017-12-29,203.4
