Date,KOLTEPATIL
2017-01-02,99.8
2017-01-03,94.2
2017-01-04,93.35
2017-01-05,92.95
2017-01-06,90.95
2017-01-09,91.55
2017-01-10,91.9
2017-01-11,91.9
2017-01-12,90.3
2017-01-13,88.8
2017-01-16,88.75
2017-01-17,88.95
2017-01-18,89.35
2017-01-19,88.3
2017-01-20,85.15
2017-01-23,85.45
2017-01-24,95.15
2017-01-25,96.25
2017-01-27,96.85
2017-01-30,95.2
2017-01-31,93.5
2017-02-01,105.15
2017-02-02,102.85
2017-02-03,107.4
2017-02-06,108.25
2017-02-07,104.8
2017-02-08,105.9
2017-02-09,107.65
2017-02-10,105.6
2017-02-13,104.2
2017-02-14,104.45
2017-02-15,101.25
2017-02-16,103.7
2017-02-17,102.45
2017-02-20,102.6
2017-02-21,101.7
2017-02-22,101.75
2017-02-23,100.55
2017-02-27,103.05
2017-02-28,103.8
2017-03-01,113.0
2017-03-02,108.35
2017-03-03,107.2
2017-03-06,114.3
2017-03-07,120.3
2017-03-08,122.9
2017-03-09,120.7
2017-03-10,118.7
2017-03-14,121.5
2017-03-15,137.95
2017-03-16,147.5
2017-03-17,149.25
2017-03-20,152.15
2017-03-21,157.3
2017-03-22,160.3
2017-03-23,161.55
2017-03-24,161.4
2017-03-27,162.2
2017-03-28,162.2
2017-03-29,185.2
2017-03-30,191.5
2017-03-31,182.05
2017-04-03,175.8
2017-04-05,183.65
2017-04-06,184.75
2017-04-07,180.9
2017-04-10,186.95
2017-04-11,184.9
2017-04-12,177.5
2017-04-13,177.25
2017-04-17,189.0
2017-04-18,186.2
2017-04-19,185.05
2017-04-20,184.6
2017-04-21,183.65
2017-04-24,186.3
2017-04-25,190.75
2017-04-26,187.65
2017-04-27,191.05
2017-04-28,187.35
2017-05-02,188.5
2017-05-03,190.0
2017-05-04,187.6
2017-05-05,180.1
2017-05-08,186.85
2017-05-09,185.15
2017-05-10,185.9
2017-05-11,185.65
2017-05-12,181.4
2017-05-15,180.75
2017-05-16,179.55
2017-05-17,181.45
2017-05-18,179.05
2017-05-19,170.65
2017-05-22,168.8
2017-05-23,163.3
2017-05-24,154.85
2017-05-25,158.4
2017-05-26,166.45
2017-05-29,166.2
2017-05-30,178.4
2017-05-31,178.45
2017-06-01,178.0
2017-06-02,181.65
2017-06-05,180.5
2017-06-06,177.25
2017-06-07,178.35
2017-06-08,175.4
2017-06-09,176.85
2017-06-12,177.95
2017-06-13,182.05
2017-06-14,181.5
2017-06-15,187.05
2017-06-16,186.45
2017-06-19,183.95
2017-06-20,179.85
2017-06-21,183.2
2017-06-22,177.25
2017-06-23,171.05
2017-06-27,168.6
2017-06-28,169.95
2017-06-29,171.1
2017-06-30,168.8
2017-07-03,171.1
2017-07-04,169.7
2017-07-05,171.4
2017-07-06,177.95
2017-07-07,173.75
2017-07-10,175.35
2017-07-11,173.5
2017-07-12,171.5
2017-07-13,172.7
2017-07-14,170.6
2017-07-17,173.8
2017-07-18,170.35
2017-07-19,172.7
2017-07-20,171.55
2017-07-21,170.3
2017-07-24,171.3
2017-07-25,170.15
2017-07-26,169.9
2017-07-27,168.35
2017-07-28,169.2
2017-07-31,168.05
2017-08-01,164.6
2017-08-02,163.85
2017-08-03,159.8
2017-08-04,159.4
2017-08-07,160.1
2017-08-08,158.65
2017-08-09,155.85
2017-08-10,144.85
2017-08-11,147.1
2017-08-14,162.0
2017-08-16,166.85
2017-08-17,165.6
2017-08-18,165.5
2017-08-21,164.4
2017-08-22,161.15
2017-08-23,158.15
2017-08-24,156.05
2017-08-28,161.85
2017-08-29,159.7
2017-08-30,157.2
2017-08-31,160.9
2017-09-01,163.7
2017-09-04,162.5
2017-09-05,186.0
2017-09-06,181.7
2017-09-07,186.55
2017-09-08,206.1
2017-09-11,200.35
2017-09-12,203.25
2017-09-13,199.45
2017-09-14,197.0
2017-09-15,192.3
2017-09-18,197.75
2017-09-19,201.35
2017-09-20,200.5
2017-09-21,196.8
2017-09-22,186.3
2017-09-25,186.9
2017-09-26,184.2
2017-09-27,177.65
2017-09-28,179.2
2017-09-29,179.65
2017-10-03,181.15
2017-10-04,207.7
2017-10-05,209.05
2017-10-06,203.8
2017-10-09,211.45
2017-10-10,214.95
2017-10-11,216.15
2017-10-12,217.15
2017-10-13,226.1
2017-10-16,227.3
2017-10-17,224.75
2017-10-18,224.3
2017-10-19,223.35
2017-10-23,265.65
2017-10-24,253.4
2017-10-25,246.75
2017-10-26,251.85
2017-10-27,246.4
2017-10-30,244.45
2017-10-31,253.05
2017-11-01,255.45
2017-11-02,254.5
2017-11-03,261.8
2017-11-06,266.35
2017-11-07,257.4
2017-11-08,245.35
2017-11-09,248.35
2017-11-10,238.2
2017-11-13,250.0
2017-11-14,246.2
2017-11-15,239.5
2017-11-16,246.55
2017-11-17,277.95
2017-11-20,303.15
2017-11-21,316.25
2017-11-22,321.85
2017-11-23,328.2
2017-11-24,333.8
2017-11-27,339.35
2017-11-28,379.7
2017-11-29,378.15
2017-11-30,365.65
2017-12-01,367.35
2017-12-04,364.2
2017-12-05,370.95
2017-12-06,363.2
2017-12-07,369.85
2017-12-08,368.9
2017-12-11,368.45
2017-12-12,363.5
2017-12-13,348.0
2017-12-14,352.35
2017-12-15,350.85
2017-12-18,355.4
2017-12-19,358.15
2017-12-20,355.45
2017-12-21,354.6
2017-12-22,354.15
2017-12-26,358.75
2017-12-27,359.35
2017-12-28,370.7
2017-12-29,365.95
