Date,DABUR
2017-01-02,277.15
2017-01-03,275.5
2017-01-04,276.55
2017-01-05,278.85
2017-01-06,276.6
2017-01-09,273.6
2017-01-10,277.65
2017-01-11,278.5
2017-01-12,278.85
2017-01-13,281.65
2017-01-16,277.5
2017-01-17,277.9
2017-01-18,278.6
2017-01-19,276.9
2017-01-20,275.9
2017-01-23,276.85
2017-01-24,277.3
2017-01-25,281.25
2017-01-27,277.1
2017-01-30,280.2
2017-01-31,276.0
2017-02-01,277.35
2017-02-02,273.85
2017-02-03,268.2
2017-02-06,270.05
2017-02-07,266.9
2017-02-08,265.95
2017-02-09,265.75
2017-02-10,264.6
2017-02-13,269.2
2017-02-14,269.35
2017-02-15,265.1
2017-02-16,266.0
2017-02-17,265.85
2017-02-20,264.55
2017-02-21,273.0
2017-02-22,270.7
2017-02-23,269.55
2017-02-27,272.7
2017-02-28,276.9
2017-03-01,276.15
2017-03-02,276.55
2017-03-03,277.25
2017-03-06,277.85
2017-03-07,276.05
2017-03-08,274.95
2017-03-09,274.95
2017-03-10,273.4
2017-03-14,273.6
2017-03-15,273.85
2017-03-16,274.9
2017-03-17,278.1
2017-03-20,278.9
2017-03-21,282.15
2017-03-22,284.05
2017-03-23,281.35
2017-03-24,281.3
2017-03-27,274.5
2017-03-28,274.7
2017-03-29,275.7
2017-03-30,274.15
2017-03-31,277.35
2017-04-03,280.3
2017-04-05,283.9
2017-04-06,284.8
2017-04-07,282.4
2017-04-10,286.9
2017-04-11,289.45
2017-04-12,288.95
2017-04-13,287.75
2017-04-17,292.9
2017-04-18,289.65
2017-04-19,290.3
2017-04-20,290.7
2017-04-21,291.25
2017-04-24,293.35
2017-04-25,293.9
2017-04-26,294.05
2017-04-27,289.25
2017-04-28,286.75
2017-05-02,284.9
2017-05-03,275.75
2017-05-04,276.1
2017-05-05,272.6
2017-05-08,273.7
2017-05-09,273.45
2017-05-10,283.1
2017-05-11,278.25
2017-05-12,279.85
2017-05-15,275.45
2017-05-16,273.25
2017-05-17,276.0
2017-05-18,272.1
2017-05-19,275.25
2017-05-22,276.95
2017-05-23,273.7
2017-05-24,268.75
2017-05-25,269.0
2017-05-26,269.75
2017-05-29,278.6
2017-05-30,278.35
2017-05-31,279.95
2017-06-01,285.35
2017-06-02,284.6
2017-06-05,285.8
2017-06-06,282.75
2017-06-07,283.8
2017-06-08,282.1
2017-06-09,282.15
2017-06-12,285.4
2017-06-13,291.75
2017-06-14,289.8
2017-06-15,288.6
2017-06-16,288.9
2017-06-19,287.8
2017-06-20,287.05
2017-06-21,287.8
2017-06-22,289.0
2017-06-23,289.8
2017-06-27,290.0
2017-06-28,289.9
2017-06-29,289.85
2017-06-30,292.1
2017-07-03,295.0
2017-07-04,295.5
2017-07-05,297.85
2017-07-06,300.7
2017-07-07,301.85
2017-07-10,303.85
2017-07-11,305.1
2017-07-12,304.7
2017-07-13,303.5
2017-07-14,304.1
2017-07-17,302.15
2017-07-18,299.9
2017-07-19,306.15
2017-07-20,301.05
2017-07-21,302.6
2017-07-24,305.8
2017-07-25,306.9
2017-07-26,306.25
2017-07-27,311.9
2017-07-28,310.5
2017-07-31,310.0
2017-08-01,301.7
2017-08-02,300.7
2017-08-03,305.1
2017-08-04,307.3
2017-08-07,319.45
2017-08-08,314.95
2017-08-09,310.5
2017-08-10,306.55
2017-08-11,303.4
2017-08-14,307.1
2017-08-16,309.05
2017-08-17,307.95
2017-08-18,310.05
2017-08-21,304.25
2017-08-22,301.1
2017-08-23,298.85
2017-08-24,300.05
2017-08-28,312.7
2017-08-29,309.25
2017-08-30,314.35
2017-08-31,315.1
2017-09-01,313.45
2017-09-04,310.75
2017-09-05,313.7
2017-09-06,309.45
2017-09-07,309.8
2017-09-08,306.85
2017-09-11,309.45
2017-09-12,306.9
2017-09-13,308.3
2017-09-14,307.6
2017-09-15,310.25
2017-09-18,308.45
2017-09-19,314.55
2017-09-20,314.7
2017-09-21,310.25
2017-09-22,304.7
2017-09-25,312.25
2017-09-26,308.05
2017-09-27,305.8
2017-09-28,310.8
2017-09-29,305.0
2017-10-03,311.3
2017-10-04,315.25
2017-10-05,316.35
2017-10-06,316.05
2017-10-09,317.65
2017-10-10,317.3
2017-10-11,317.75
2017-10-12,325.7
2017-10-13,321.95
2017-10-16,321.95
2017-10-17,319.95
2017-10-18,319.05
2017-10-19,318.55
2017-10-23,316.8
2017-10-24,318.55
2017-10-25,323.1
2017-10-26,322.8
2017-10-27,322.95
2017-10-30,322.25
2017-10-31,332.85
2017-11-01,349.55
2017-11-02,342.65
2017-11-03,340.4
2017-11-06,342.55
2017-11-07,340.15
2017-11-08,338.25
2017-11-09,348.45
2017-11-10,342.1
2017-11-13,337.45
2017-11-14,337.95
2017-11-15,334.9
2017-11-16,339.1
2017-11-17,336.5
2017-11-20,337.55
2017-11-21,339.8
2017-11-22,339.35
2017-11-23,340.05
2017-11-24,344.5
2017-11-27,342.4
2017-11-28,344.9
2017-11-29,339.9
2017-11-30,344.3
2017-12-01,340.75
2017-12-04,341.45
2017-12-05,344.05
2017-12-06,342.55
2017-12-07,345.45
2017-12-08,351.15
2017-12-11,349.55
2017-12-12,348.15
2017-12-13,345.75
2017-12-14,344.2
2017-12-15,342.25
2017-12-18,347.65
2017-12-19,350.05
2017-12-20,350.8
2017-12-21,349.65
2017-12-22,353.55
2017-12-26,353.5
2017-12-27,352.95
2017-12-28,344.8
2017-12-29,349.7
