Date,TEXRAIL
2017-01-02,111.25
2017-01-03,115.35
2017-01-04,114.15
2017-01-05,113.1
2017-01-06,113.0
2017-01-09,113.25
2017-01-10,114.7
2017-01-11,113.95
2017-01-12,113.8
2017-01-13,112.9
2017-01-16,112.8
2017-01-17,110.7
2017-01-18,108.6
2017-01-19,107.2
2017-01-20,111.25
2017-01-23,113.9
2017-01-24,111.45
2017-01-25,111.65
2017-01-27,109.0
2017-01-30,110.05
2017-01-31,106.95
2017-02-01,104.15
2017-02-02,100.65
2017-02-03,97.65
2017-02-06,97.2
2017-02-07,97.3
2017-02-08,97.4
2017-02-09,95.8
2017-02-10,94.55
2017-02-13,92.65
2017-02-14,90.95
2017-02-15,89.9
2017-02-16,89.0
2017-02-17,90.95
2017-02-20,91.8
2017-02-21,91.3
2017-02-22,90.0
2017-02-23,89.25
2017-02-27,88.4
2017-02-28,88.05
2017-03-01,89.45
2017-03-02,90.0
2017-03-03,89.7
2017-03-06,90.1
2017-03-07,90.95
2017-03-08,90.15
2017-03-09,89.25
2017-03-10,91.2
2017-03-14,91.6
2017-03-15,94.7
2017-03-16,94.4
2017-03-17,93.5
2017-03-20,92.7
2017-03-21,91.0
2017-03-22,90.1
2017-03-23,89.45
2017-03-24,89.25
2017-03-27,87.7
2017-03-28,88.55
2017-03-29,87.05
2017-03-30,92.55
2017-03-31,92.8
2017-04-03,93.9
2017-04-05,99.7
2017-04-06,101.2
2017-04-07,97.3
2017-04-10,96.2
2017-04-11,95.7
2017-04-12,97.0
2017-04-13,98.55
2017-04-17,96.9
2017-04-18,96.45
2017-04-19,96.75
2017-04-20,96.25
2017-04-21,95.9
2017-04-24,99.8
2017-04-25,100.55
2017-04-26,98.8
2017-04-27,98.35
2017-04-28,99.55
2017-05-02,100.55
2017-05-03,100.7
2017-05-04,98.7
2017-05-05,97.25
2017-05-08,98.4
2017-05-09,98.35
2017-05-10,97.85
2017-05-11,96.6
2017-05-12,96.4
2017-05-15,96.7
2017-05-16,99.5
2017-05-17,98.95
2017-05-18,95.8
2017-05-19,94.45
2017-05-22,96.1
2017-05-23,91.7
2017-05-24,89.5
2017-05-25,91.4
2017-05-26,91.55
2017-05-29,90.35
2017-05-30,89.9
2017-05-31,88.65
2017-06-01,91.45
2017-06-02,91.45
2017-06-05,91.45
2017-06-06,90.1
2017-06-07,90.15
2017-06-08,88.9
2017-06-09,88.85
2017-06-12,89.4
2017-06-13,88.35
2017-06-14,88.85
2017-06-15,86.75
2017-06-16,87.9
2017-06-19,87.55
2017-06-20,87.4
2017-06-21,86.95
2017-06-22,88.0
2017-06-23,90.1
2017-06-27,89.0
2017-06-28,88.2
2017-06-29,88.1
2017-06-30,87.6
2017-07-03,87.75
2017-07-04,87.95
2017-07-05,93.95
2017-07-06,94.85
2017-07-07,93.8
2017-07-10,94.5
2017-07-11,92.55
2017-07-12,94.75
2017-07-13,93.85
2017-07-14,93.05
2017-07-17,94.05
2017-07-18,92.65
2017-07-19,93.5
2017-07-20,95.4
2017-07-21,94.5
2017-07-24,93.95
2017-07-25,92.5
2017-07-26,92.7
2017-07-27,90.95
2017-07-28,91.35
2017-07-31,93.45
2017-08-01,93.65
2017-08-02,93.15
2017-08-03,92.25
2017-08-04,93.0
2017-08-07,93.85
2017-08-08,92.25
2017-08-09,90.5
2017-08-10,87.05
2017-08-11,86.0
2017-08-14,85.7
2017-08-16,88.2
2017-08-17,90.45
2017-08-18,89.2
2017-08-21,88.6
2017-08-22,87.5
2017-08-23,87.05
2017-08-24,89.4
2017-08-28,89.9
2017-08-29,88.4
2017-08-30,90.15
2017-08-31,89.5
2017-09-01,91.55
2017-09-04,92.9
2017-09-05,95.2
2017-09-06,94.95
2017-09-07,91.1
2017-09-08,93.1
2017-09-11,92.15
2017-09-12,93.4
2017-09-13,92.8
2017-09-14,94.35
2017-09-15,94.35
2017-09-18,100.2
2017-09-19,101.75
2017-09-20,103.3
2017-09-21,107.05
2017-09-22,99.85
2017-09-25,100.85
2017-09-26,100.65
2017-09-27,96.1
2017-09-28,99.95
2017-09-29,98.85
2017-10-03,98.95
2017-10-04,98.95
2017-10-05,103.0
2017-10-06,103.25
2017-10-09,102.95
2017-10-10,102.9
2017-10-11,106.7
2017-10-12,108.65
2017-10-13,105.85
2017-10-16,100.65
2017-10-17,99.8
2017-10-18,99.5
2017-10-19,99.3
2017-10-23,99.4
2017-10-24,99.05
2017-10-25,99.5
2017-10-26,105.85
2017-10-27,111.7
2017-10-30,115.55
2017-10-31,115.9
2017-11-01,116.0
2017-11-02,112.75
2017-11-03,113.2
2017-11-06,114.75
2017-11-07,111.25
2017-11-08,111.95
2017-11-09,113.1
2017-11-10,112.2
2017-11-13,111.75
2017-11-14,116.45
2017-11-15,110.55
2017-11-16,113.3
2017-11-17,111.7
2017-11-20,111.2
2017-11-21,112.65
2017-11-22,111.45
2017-11-23,110.9
2017-11-24,111.85
2017-11-27,113.75
2017-11-28,127.8
2017-11-29,123.65
2017-11-30,123.25
2017-12-01,121.2
2017-12-04,118.6
2017-12-05,117.8
2017-12-06,114.4
2017-12-07,115.55
2017-12-08,117.0
2017-12-11,115.4
2017-12-12,112.55
2017-12-13,108.35
2017-12-14,106.75
2017-12-15,109.25
2017-12-18,109.55
2017-12-19,110.0
2017-12-20,109.5
2017-12-21,110.95
2017-12-22,111.1
2017-12-26,113.75
2017-12-27,111.75
2017-12-28,112.15
2017-12-29,111.95
