Date,CASTROLIND
2017-01-02,385.5
2017-01-03,385.7
2017-01-04,386.05
2017-01-05,391.5
2017-01-06,390.2
2017-01-09,389.2
2017-01-10,389.05
2017-01-11,392.1
2017-01-12,396.9
2017-01-13,395.65
2017-01-16,398.35
2017-01-17,395.8
2017-01-18,395.05
2017-01-19,406.55
2017-01-20,393.15
2017-01-23,395.8
2017-01-24,401.95
2017-01-25,399.65
2017-01-27,400.15
2017-01-30,413.15
2017-01-31,405.25
2017-02-01,408.15
2017-02-02,415.85
2017-02-03,418.35
2017-02-06,422.5
2017-02-07,415.5
2017-02-08,419.6
2017-02-09,418.35
2017-02-10,417.75
2017-02-13,415.2
2017-02-14,416.15
2017-02-15,413.4
2017-02-16,416.35
2017-02-17,432.6
2017-02-20,431.4
2017-02-21,433.05
2017-02-22,424.05
2017-02-23,417.1
2017-02-27,415.55
2017-02-28,407.0
2017-03-01,410.15
2017-03-02,404.95
2017-03-03,408.2
2017-03-06,412.4
2017-03-07,409.4
2017-03-08,408.45
2017-03-09,409.65
2017-03-10,406.55
2017-03-14,408.3
2017-03-15,415.95
2017-03-16,422.0
2017-03-17,427.0
2017-03-20,421.7
2017-03-21,419.8
2017-03-22,414.5
2017-03-23,418.5
2017-03-24,419.5
2017-03-27,416.3
2017-03-28,415.75
2017-03-29,422.55
2017-03-30,429.05
2017-03-31,432.4
2017-04-03,433.2
2017-04-05,427.9
2017-04-06,426.6
2017-04-07,423.3
2017-04-10,432.85
2017-04-11,434.65
2017-04-12,427.75
2017-04-13,432.25
2017-04-17,428.45
2017-04-18,429.1
2017-04-19,434.9
2017-04-20,430.85
2017-04-21,428.55
2017-04-24,446.9
2017-04-25,442.7
2017-04-26,438.25
2017-04-27,437.4
2017-04-28,438.0
2017-05-02,436.1
2017-05-03,435.2
2017-05-04,434.0
2017-05-05,436.3
2017-05-08,442.05
2017-05-09,439.65
2017-05-10,441.0
2017-05-11,439.9
2017-05-12,437.7
2017-05-15,449.85
2017-05-16,443.0
2017-05-17,439.55
2017-05-18,433.95
2017-05-19,437.1
2017-05-22,424.95
2017-05-23,411.9
2017-05-24,418.8
2017-05-25,414.45
2017-05-26,420.5
2017-05-29,416.9
2017-05-30,422.3
2017-05-31,424.15
2017-06-01,423.2
2017-06-02,418.4
2017-06-05,412.7
2017-06-06,410.7
2017-06-07,413.85
2017-06-08,412.95
2017-06-09,408.1
2017-06-12,402.9
2017-06-13,401.15
2017-06-14,397.55
2017-06-15,409.5
2017-06-16,411.3
2017-06-19,412.35
2017-06-20,414.0
2017-06-21,415.4
2017-06-22,412.0
2017-06-23,409.65
2017-06-27,406.35
2017-06-28,403.55
2017-06-29,400.8
2017-06-30,404.7
2017-07-03,401.55
2017-07-04,400.3
2017-07-05,399.95
2017-07-06,399.95
2017-07-07,400.1
2017-07-10,403.0
2017-07-11,399.35
2017-07-12,408.4
2017-07-13,406.25
2017-07-14,406.3
2017-07-17,408.75
2017-07-18,406.55
2017-07-19,408.55
2017-07-20,404.45
2017-07-21,410.0
2017-07-24,409.65
2017-07-25,411.85
2017-07-26,408.0
2017-07-27,404.5
2017-07-28,402.6
2017-07-31,400.65
2017-08-01,399.95
2017-08-02,396.4
2017-08-03,391.75
2017-08-04,396.1
2017-08-07,398.65
2017-08-08,392.5
2017-08-09,388.35
2017-08-10,378.0
2017-08-11,374.5
2017-08-14,378.6
2017-08-16,386.85
2017-08-17,383.0
2017-08-18,387.65
2017-08-21,386.35
2017-08-22,387.8
2017-08-23,389.45
2017-08-24,390.7
2017-08-28,383.85
2017-08-29,384.3
2017-08-30,389.95
2017-08-31,388.8
2017-09-01,389.9
2017-09-04,398.05
2017-09-05,390.85
2017-09-06,391.95
2017-09-07,392.0
2017-09-08,392.35
2017-09-11,391.1
2017-09-12,389.9
2017-09-13,390.15
2017-09-14,387.75
2017-09-15,387.75
2017-09-18,384.35
2017-09-19,383.0
2017-09-20,382.8
2017-09-21,380.3
2017-09-22,375.55
2017-09-25,365.3
2017-09-26,362.75
2017-09-27,359.9
2017-09-28,359.3
2017-09-29,356.6
2017-10-03,357.95
2017-10-04,356.95
2017-10-05,354.95
2017-10-06,361.55
2017-10-09,360.6
2017-10-10,367.95
2017-10-11,368.5
2017-10-12,371.05
2017-10-13,367.9
2017-10-16,373.75
2017-10-17,378.8
2017-10-18,379.35
2017-10-19,378.65
2017-10-23,376.8
2017-10-24,375.7
2017-10-25,385.95
2017-10-26,399.45
2017-10-27,401.1
2017-10-30,401.65
2017-10-31,399.9
2017-11-01,404.75
2017-11-02,410.25
2017-11-03,415.05
2017-11-06,419.6
2017-11-07,412.25
2017-11-08,394.4
2017-11-09,395.75
2017-11-10,396.95
2017-11-13,394.7
2017-11-14,397.85
2017-11-15,388.9
2017-11-16,393.75
2017-11-17,396.6
2017-11-20,392.75
2017-11-21,389.4
2017-11-22,388.1
2017-11-23,389.85
2017-11-24,393.8
2017-11-27,393.15
2017-11-28,401.5
2017-11-29,402.25
2017-11-30,399.7
2017-12-01,400.5
2017-12-04,395.55
2017-12-05,393.25
2017-12-06,392.55
2017-12-07,392.75
2017-12-08,396.85
2017-12-11,403.5
2017-12-12,405.0
2017-12-13,406.25
2017-12-14,408.35
2017-12-15,416.2
2017-12-18,422.35
2017-12-19,423.25
2017-12-20,419.1
2017-12-21,202.75
2017-12-22,201.3
2017-12-26,198.25
2017-12-27,194.65
2017-12-28,193.1
2017-12-29,193.2
