Date,KPRMILL
2017-01-02,568.05
2017-01-03,568.2
2017-01-04,568.25
2017-01-05,562.9
2017-01-06,566.45
2017-01-09,571.05
2017-01-10,570.15
2017-01-11,565.5
2017-01-12,564.2
2017-01-13,563.0
2017-01-16,561.8
2017-01-17,564.75
2017-01-18,571.75
2017-01-19,578.4
2017-01-20,572.35
2017-01-23,569.3
2017-01-24,573.6
2017-01-25,576.7
2017-01-27,575.9
2017-01-30,571.6
2017-01-31,571.2
2017-02-01,578.05
2017-02-02,594.85
2017-02-03,592.5
2017-02-06,609.5
2017-02-07,615.55
2017-02-08,615.05
2017-02-09,601.6
2017-02-10,583.7
2017-02-13,589.7
2017-02-14,579.85
2017-02-15,573.95
2017-02-16,573.0
2017-02-17,580.5
2017-02-20,578.8
2017-02-21,581.35
2017-02-22,575.45
2017-02-23,575.65
2017-02-27,578.55
2017-02-28,584.85
2017-03-01,581.55
2017-03-02,585.45
2017-03-03,594.5
2017-03-06,641.05
2017-03-07,641.8
2017-03-08,629.35
2017-03-09,629.3
2017-03-10,643.05
2017-03-14,640.2
2017-03-15,643.0
2017-03-16,644.5
2017-03-17,645.3
2017-03-20,644.7
2017-03-21,642.05
2017-03-22,617.5
2017-03-23,640.1
2017-03-24,646.0
2017-03-27,631.45
2017-03-28,633.0
2017-03-29,618.75
2017-03-30,625.65
2017-03-31,659.95
2017-04-03,668.85
2017-04-05,667.8
2017-04-06,680.55
2017-04-07,683.05
2017-04-10,689.45
2017-04-11,722.2
2017-04-12,710.45
2017-04-13,701.0
2017-04-17,689.6
2017-04-18,693.0
2017-04-19,699.8
2017-04-20,710.6
2017-04-21,705.35
2017-04-24,712.5
2017-04-25,713.5
2017-04-26,711.65
2017-04-27,704.25
2017-04-28,726.2
2017-05-02,735.15
2017-05-03,748.9
2017-05-04,741.85
2017-05-05,738.4
2017-05-08,734.15
2017-05-09,755.15
2017-05-10,756.4
2017-05-11,748.6
2017-05-12,749.7
2017-05-15,759.9
2017-05-16,763.05
2017-05-17,759.95
2017-05-18,756.1
2017-05-19,745.75
2017-05-22,750.1
2017-05-23,728.55
2017-05-24,723.25
2017-05-25,733.95
2017-05-26,756.75
2017-05-29,753.75
2017-05-30,763.05
2017-05-31,787.6
2017-06-01,801.6
2017-06-02,799.2
2017-06-05,811.2
2017-06-06,818.7
2017-06-07,850.0
2017-06-08,858.3
2017-06-09,852.35
2017-06-12,821.2
2017-06-13,815.5
2017-06-14,846.05
2017-06-15,851.7
2017-06-16,850.15
2017-06-19,837.65
2017-06-20,828.2
2017-06-21,820.9
2017-06-22,833.85
2017-06-23,838.3
2017-06-27,815.1
2017-06-28,810.15
2017-06-29,808.65
2017-06-30,804.05
2017-07-03,791.4
2017-07-04,776.3
2017-07-05,759.95
2017-07-06,776.15
2017-07-07,785.05
2017-07-10,788.35
2017-07-11,819.75
2017-07-12,842.65
2017-07-13,839.8
2017-07-14,817.95
2017-07-17,808.35
2017-07-18,796.0
2017-07-19,824.45
2017-07-20,836.65
2017-07-21,809.3
2017-07-24,821.05
2017-07-25,818.85
2017-07-26,802.2
2017-07-27,806.7
2017-07-28,802.2
2017-07-31,793.0
2017-08-01,786.35
2017-08-02,783.7
2017-08-03,783.3
2017-08-04,775.7
2017-08-07,772.0
2017-08-08,776.95
2017-08-09,753.9
2017-08-10,735.7
2017-08-11,765.5
2017-08-14,770.05
2017-08-16,776.5
2017-08-17,775.25
2017-08-18,770.85
2017-08-21,761.2
2017-08-22,743.15
2017-08-23,744.25
2017-08-24,742.5
2017-08-28,739.2
2017-08-29,764.05
2017-08-30,763.2
2017-08-31,759.15
2017-09-01,768.6
2017-09-04,773.5
2017-09-05,767.25
2017-09-06,772.95
2017-09-07,780.65
2017-09-08,792.55
2017-09-11,794.7
2017-09-12,799.0
2017-09-13,775.5
2017-09-14,759.95
2017-09-15,804.9
2017-09-18,808.95
2017-09-19,782.9
2017-09-20,778.25
2017-09-21,777.4
2017-09-22,753.8
2017-09-25,752.0
2017-09-26,770.05
2017-09-27,763.75
2017-09-28,746.3
2017-09-29,753.25
2017-10-03,752.55
2017-10-04,746.05
2017-10-05,751.8
2017-10-06,759.25
2017-10-09,753.9
2017-10-10,748.95
2017-10-11,752.25
2017-10-12,766.5
2017-10-13,759.8
2017-10-16,739.15
2017-10-17,726.6
2017-10-18,727.55
2017-10-19,714.15
2017-10-23,785.55
2017-10-24,776.25
2017-10-25,749.15
2017-10-26,726.15
2017-10-27,749.3
2017-10-30,763.85
2017-10-31,786.35
2017-11-01,769.6
2017-11-02,765.3
2017-11-03,765.6
2017-11-06,753.4
2017-11-07,748.65
2017-11-08,731.15
2017-11-09,725.2
2017-11-10,724.9
2017-11-13,729.55
2017-11-14,721.35
2017-11-15,726.4
2017-11-16,723.15
2017-11-17,717.55
2017-11-20,720.25
2017-11-21,717.85
2017-11-22,708.65
2017-11-23,709.65
2017-11-24,702.05
2017-11-27,721.85
2017-11-28,720.2
2017-11-29,712.5
2017-11-30,717.0
2017-12-01,713.55
2017-12-04,715.75
2017-12-05,718.35
2017-12-06,727.65
2017-12-07,740.15
2017-12-08,745.8
2017-12-11,735.0
2017-12-12,725.85
2017-12-13,710.55
2017-12-14,731.5
2017-12-15,740.15
2017-12-18,746.85
2017-12-19,760.4
2017-12-20,766.05
2017-12-21,775.1
2017-12-22,780.35
2017-12-26,780.4
2017-12-27,784.85
2017-12-28,783.25
2017-12-29,802.35
