Date,AIAENG
2017-01-02,1319.25
2017-01-03,1292.4
2017-01-04,1299.95
2017-01-05,1293.85
2017-01-06,1271.65
2017-01-09,1283.55
2017-01-10,1291.8
2017-01-11,1316.05
2017-01-12,1396.75
2017-01-13,1353.1
2017-01-16,1353.35
2017-01-17,1349.15
2017-01-18,1340.85
2017-01-19,1389.45
2017-01-20,1368.25
2017-01-23,1354.25
2017-01-24,1373.0
2017-01-25,1398.2
2017-01-27,1397.1
2017-01-30,1362.8
2017-01-31,1354.35
2017-02-01,1344.2
2017-02-02,1300.4
2017-02-03,1368.8
2017-02-06,1384.6
2017-02-07,1380.45
2017-02-08,1356.8
2017-02-09,1342.55
2017-02-10,1366.95
2017-02-13,1383.65
2017-02-14,1413.6
2017-02-15,1450.55
2017-02-16,1549.9
2017-02-17,1505.8
2017-02-20,1470.95
2017-02-21,1480.6
2017-02-22,1482.0
2017-02-23,1475.7
2017-02-27,1479.0
2017-02-28,1480.95
2017-03-01,1478.3
2017-03-02,1469.5
2017-03-03,1443.9
2017-03-06,1459.6
2017-03-07,1477.45
2017-03-08,1473.65
2017-03-09,1464.75
2017-03-10,1453.3
2017-03-14,1479.1
2017-03-15,1479.65
2017-03-16,1495.1
2017-03-17,1503.9
2017-03-20,1524.75
2017-03-21,1512.55
2017-03-22,1506.7
2017-03-23,1501.4
2017-03-24,1507.9
2017-03-27,1482.9
2017-03-28,1529.85
2017-03-29,1556.4
2017-03-30,1553.4
2017-03-31,1587.85
2017-04-03,1588.75
2017-04-05,1574.15
2017-04-06,1571.65
2017-04-07,1548.7
2017-04-10,1534.75
2017-04-11,1534.8
2017-04-12,1547.55
2017-04-13,1528.8
2017-04-17,1524.75
2017-04-18,1488.9
2017-04-19,1514.65
2017-04-20,1529.55
2017-04-21,1521.6
2017-04-24,1539.65
2017-04-25,1533.25
2017-04-26,1531.75
2017-04-27,1510.45
2017-04-28,1507.0
2017-05-02,1541.0
2017-05-03,1529.25
2017-05-04,1536.25
2017-05-05,1539.4
2017-05-08,1505.15
2017-05-09,1492.25
2017-05-10,1523.45
2017-05-11,1508.8
2017-05-12,1486.2
2017-05-15,1509.55
2017-05-16,1505.65
2017-05-17,1488.85
2017-05-18,1421.25
2017-05-19,1419.1
2017-05-22,1446.7
2017-05-23,1413.9
2017-05-24,1400.0
2017-05-25,1346.5
2017-05-26,1385.7
2017-05-29,1430.05
2017-05-30,1442.0
2017-05-31,1472.05
2017-06-01,1443.85
2017-06-02,1480.9
2017-06-05,1464.35
2017-06-06,1432.35
2017-06-07,1404.0
2017-06-08,1378.65
2017-06-09,1358.35
2017-06-12,1346.65
2017-06-13,1350.1
2017-06-14,1355.55
2017-06-15,1425.25
2017-06-16,1422.0
2017-06-19,1380.1
2017-06-20,1394.2
2017-06-21,1395.05
2017-06-22,1384.95
2017-06-23,1381.85
2017-06-27,1347.05
2017-06-28,1354.8
2017-06-29,1384.3
2017-06-30,1395.3
2017-07-03,1391.45
2017-07-04,1385.5
2017-07-05,1414.2
2017-07-06,1422.95
2017-07-07,1417.9
2017-07-10,1419.5
2017-07-11,1384.1
2017-07-12,1424.4
2017-07-13,1436.25
2017-07-14,1409.65
2017-07-17,1394.2
2017-07-18,1392.1
2017-07-19,1395.1
2017-07-20,1372.45
2017-07-21,1375.8
2017-07-24,1409.6
2017-07-25,1428.05
2017-07-26,1461.35
2017-07-27,1429.7
2017-07-28,1455.3
2017-07-31,1450.3
2017-08-01,1472.7
2017-08-02,1422.75
2017-08-03,1411.9
2017-08-04,1437.65
2017-08-07,1439.75
2017-08-08,1464.8
2017-08-09,1434.3
2017-08-10,1382.95
2017-08-11,1388.25
2017-08-14,1406.05
2017-08-16,1399.05
2017-08-17,1400.3
2017-08-18,1414.9
2017-08-21,1415.6
2017-08-22,1384.65
2017-08-23,1333.85
2017-08-24,1345.35
2017-08-28,1310.25
2017-08-29,1301.35
2017-08-30,1292.15
2017-08-31,1311.1
2017-09-01,1315.15
2017-09-04,1314.35
2017-09-05,1316.85
2017-09-06,1302.75
2017-09-07,1294.05
2017-09-08,1312.6
2017-09-11,1305.95
2017-09-12,1318.65
2017-09-13,1307.35
2017-09-14,1295.45
2017-09-15,1306.55
2017-09-18,1338.35
2017-09-19,1348.1
2017-09-20,1379.05
2017-09-21,1381.75
2017-09-22,1355.05
2017-09-25,1357.45
2017-09-26,1334.7
2017-09-27,1343.9
2017-09-28,1329.9
2017-09-29,1328.7
2017-10-03,1386.0
2017-10-04,1399.25
2017-10-05,1400.05
2017-10-06,1383.65
2017-10-09,1405.95
2017-10-10,1396.2
2017-10-11,1426.75
2017-10-12,1389.45
2017-10-13,1400.9
2017-10-16,1416.2
2017-10-17,1397.25
2017-10-18,1408.75
2017-10-19,1407.55
2017-10-23,1405.05
2017-10-24,1376.4
2017-10-25,1383.05
2017-10-26,1380.2
2017-10-27,1374.5
2017-10-30,1381.75
2017-10-31,1376.6
2017-11-01,1365.5
2017-11-02,1366.6
2017-11-03,1377.15
2017-11-06,1383.3
2017-11-07,1389.5
2017-11-08,1431.45
2017-11-09,1417.0
2017-11-10,1401.45
2017-11-13,1410.15
2017-11-14,1435.3
2017-11-15,1384.3
2017-11-16,1404.6
2017-11-17,1392.65
2017-11-20,1390.8
2017-11-21,1421.2
2017-11-22,1446.65
2017-11-23,1444.6
2017-11-24,1440.75
2017-11-27,1427.0
2017-11-28,1428.45
2017-11-29,1452.05
2017-11-30,1473.55
2017-12-01,1480.3
2017-12-04,1480.0
2017-12-05,1491.25
2017-12-06,1501.15
2017-12-07,1503.9
2017-12-08,1504.2
2017-12-11,1527.75
2017-12-12,1559.7
2017-12-13,1572.5
2017-12-14,1591.95
2017-12-15,1650.45
2017-12-18,1670.45
2017-12-19,1653.7
2017-12-20,1649.9
2017-12-21,1651.35
2017-12-22,1620.55
2017-12-26,1590.25
2017-12-27,1589.7
2017-12-28,1580.2
2017-12-29,1550.35
