Date,ASTRAL
2017-01-02,398.3
2017-01-03,392.9
2017-01-04,390.8
2017-01-05,396.7
2017-01-06,390.85
2017-01-09,391.35
2017-01-10,394.15
2017-01-11,389.7
2017-01-12,388.3
2017-01-13,389.6
2017-01-16,384.6
2017-01-17,385.9
2017-01-18,391.2
2017-01-19,388.75
2017-01-20,380.0
2017-01-23,379.55
2017-01-24,379.75
2017-01-25,389.55
2017-01-27,387.5
2017-01-30,386.0
2017-01-31,385.35
2017-02-01,413.75
2017-02-02,405.0
2017-02-03,409.8
2017-02-06,417.75
2017-02-07,444.35
2017-02-08,450.0
2017-02-09,449.9
2017-02-10,446.4
2017-02-13,444.85
2017-02-14,450.0
2017-02-15,449.25
2017-02-16,449.3
2017-02-17,442.2
2017-02-20,440.7
2017-02-21,439.2
2017-02-22,436.5
2017-02-23,448.95
2017-02-27,449.95
2017-02-28,450.0
2017-03-01,449.4
2017-03-02,449.8
2017-03-03,441.7
2017-03-06,448.6
2017-03-07,442.45
2017-03-08,467.6
2017-03-09,490.5
2017-03-10,495.6
2017-03-14,508.15
2017-03-15,503.0
2017-03-16,538.3
2017-03-17,549.2
2017-03-20,554.25
2017-03-21,543.45
2017-03-22,549.1
2017-03-23,556.5
2017-03-24,565.0
2017-03-27,563.75
2017-03-28,564.7
2017-03-29,560.3
2017-03-30,559.55
2017-03-31,547.65
2017-04-03,564.45
2017-04-05,562.9
2017-04-06,563.75
2017-04-07,555.05
2017-04-10,559.45
2017-04-11,566.45
2017-04-12,567.05
2017-04-13,572.1
2017-04-17,563.0
2017-04-18,565.25
2017-04-19,554.6
2017-04-20,568.5
2017-04-21,567.9
2017-04-24,564.4
2017-04-25,560.25
2017-04-26,547.7
2017-04-27,533.9
2017-04-28,552.6
2017-05-02,558.45
2017-05-03,543.05
2017-05-04,543.0
2017-05-05,547.15
2017-05-08,586.15
2017-05-09,596.65
2017-05-10,590.25
2017-05-11,591.3
2017-05-12,596.2
2017-05-15,610.75
2017-05-16,607.15
2017-05-17,586.75
2017-05-18,576.3
2017-05-19,570.0
2017-05-22,552.65
2017-05-23,544.65
2017-05-24,541.4
2017-05-25,572.45
2017-05-26,586.95
2017-05-29,560.3
2017-05-30,570.05
2017-05-31,606.6
2017-06-01,622.35
2017-06-02,611.55
2017-06-05,600.2
2017-06-06,613.7
2017-06-07,608.3
2017-06-08,620.35
2017-06-09,639.2
2017-06-12,642.5
2017-06-13,660.7
2017-06-14,684.75
2017-06-15,694.85
2017-06-16,695.75
2017-06-19,708.15
2017-06-20,710.35
2017-06-21,685.6
2017-06-22,690.7
2017-06-23,688.35
2017-06-27,680.2
2017-06-28,688.65
2017-06-29,683.0
2017-06-30,686.95
2017-07-03,681.45
2017-07-04,683.45
2017-07-05,680.6
2017-07-06,678.45
2017-07-07,680.15
2017-07-10,676.4
2017-07-11,671.55
2017-07-12,671.25
2017-07-13,676.55
2017-07-14,667.65
2017-07-17,641.7
2017-07-18,632.65
2017-07-19,645.6
2017-07-20,640.45
2017-07-21,634.3
2017-07-24,643.1
2017-07-25,638.65
2017-07-26,639.1
2017-07-27,635.5
2017-07-28,629.65
2017-07-31,624.7
2017-08-01,622.35
2017-08-02,616.7
2017-08-03,621.8
2017-08-04,614.75
2017-08-07,641.3
2017-08-08,654.15
2017-08-09,650.9
2017-08-10,646.65
2017-08-11,641.9
2017-08-14,651.7
2017-08-16,665.15
2017-08-17,662.15
2017-08-18,660.3
2017-08-21,659.6
2017-08-22,644.3
2017-08-23,646.45
2017-08-24,654.85
2017-08-28,668.2
2017-08-29,671.95
2017-08-30,679.95
2017-08-31,686.45
2017-09-01,695.85
2017-09-04,680.3
2017-09-05,672.95
2017-09-06,692.15
2017-09-07,700.85
2017-09-08,707.4
2017-09-11,730.05
2017-09-12,725.15
2017-09-13,710.6
2017-09-14,711.2
2017-09-15,718.7
2017-09-18,734.8
2017-09-19,741.25
2017-09-20,738.15
2017-09-21,731.65
2017-09-22,733.25
2017-09-25,733.3
2017-09-26,726.4
2017-09-27,715.35
2017-09-28,720.3
2017-09-29,738.75
2017-10-03,726.9
2017-10-04,724.25
2017-10-05,723.6
2017-10-06,724.95
2017-10-09,732.7
2017-10-10,732.05
2017-10-11,717.9
2017-10-12,720.15
2017-10-13,726.15
2017-10-16,730.0
2017-10-17,748.1
2017-10-18,739.2
2017-10-19,741.15
2017-10-23,750.05
2017-10-24,747.65
2017-10-25,738.85
2017-10-26,750.0
2017-10-27,756.9
2017-10-30,750.25
2017-10-31,761.7
2017-11-01,748.5
2017-11-02,759.0
2017-11-03,757.05
2017-11-06,770.85
2017-11-07,765.9
2017-11-08,761.45
2017-11-09,768.8
2017-11-10,767.95
2017-11-13,775.75
2017-11-14,796.75
2017-11-15,791.25
2017-11-16,794.1
2017-11-17,784.75
2017-11-20,785.45
2017-11-21,790.55
2017-11-22,800.1
2017-11-23,804.9
2017-11-24,801.4
2017-11-27,798.0
2017-11-28,815.0
2017-11-29,834.0
2017-11-30,845.1
2017-12-01,839.4
2017-12-04,833.3
2017-12-05,834.2
2017-12-06,826.15
2017-12-07,824.0
2017-12-08,825.05
2017-12-11,821.05
2017-12-12,816.4
2017-12-13,814.4
2017-12-14,820.1
2017-12-15,840.45
2017-12-18,836.0
2017-12-19,833.05
2017-12-20,833.85
2017-12-21,829.6
2017-12-22,839.7
2017-12-26,840.4
2017-12-27,838.7
2017-12-28,831.95
2017-12-29,844.65
