Date,AMDIND
2017-01-02,29.65
2017-01-03,30.0
2017-01-04,29.9
2017-01-05,29.65
2017-01-06,28.65
2017-01-09,29.0
2017-01-10,29.5
2017-01-11,29.75
2017-01-12,29.95
2017-01-13,31.95
2017-01-16,32.7
2017-01-17,31.9
2017-01-18,31.75
2017-01-19,31.1
2017-01-20,30.4
2017-01-23,30.65
2017-01-24,30.2
2017-01-25,30.5
2017-01-27,29.4
2017-01-30,29.55
2017-01-31,29.95
2017-02-01,29.95
2017-02-02,29.75
2017-02-03,30.0
2017-02-06,30.4
2017-02-07,30.8
2017-02-08,30.5
2017-02-09,30.7
2017-02-10,29.55
2017-02-13,27.85
2017-02-14,27.9
2017-02-15,26.95
2017-02-16,28.0
2017-02-17,27.7
2017-02-20,28.0
2017-02-21,28.25
2017-02-22,28.25
2017-02-23,27.95
2017-02-27,28.6
2017-02-28,28.35
2017-03-01,28.7
2017-03-02,28.35
2017-03-03,28.1
2017-03-06,27.9
2017-03-07,27.55
2017-03-08,27.5
2017-03-09,27.55
2017-03-10,27.5
2017-03-14,27.7
2017-03-15,27.95
2017-03-16,27.9
2017-03-17,27.55
2017-03-20,27.95
2017-03-21,28.0
2017-03-22,27.85
2017-03-23,28.2
2017-03-24,27.95
2017-03-27,27.65
2017-03-28,27.8
2017-03-29,27.65
2017-03-30,29.1
2017-03-31,29.35
2017-04-03,29.25
2017-04-05,29.05
2017-04-06,28.6
2017-04-07,29.1
2017-04-10,28.7
2017-04-11,28.7
2017-04-12,28.7
2017-04-13,30.6
2017-04-17,31.1
2017-04-18,32.35
2017-04-19,32.7
2017-04-20,33.4
2017-04-21,33.75
2017-04-24,33.15
2017-04-25,31.9
2017-04-26,30.55
2017-04-27,30.45
2017-04-28,30.1
2017-05-02,30.75
2017-05-03,31.5
2017-05-04,32.15
2017-05-05,31.7
2017-05-08,31.1
2017-05-09,30.85
2017-05-10,31.1
2017-05-11,31.55
2017-05-12,30.85
2017-05-15,31.7
2017-05-16,31.0
2017-05-17,30.6
2017-05-18,30.6
2017-05-19,30.1
2017-05-22,29.0
2017-05-23,28.9
2017-05-24,28.2
2017-05-25,28.05
2017-05-26,28.5
2017-05-29,28.35
2017-05-30,32.05
2017-05-31,30.6
2017-06-01,30.05
2017-06-02,30.25
2017-06-05,30.4
2017-06-06,30.0
2017-06-07,29.6
2017-06-08,29.35
2017-06-09,29.0
2017-06-12,28.7
2017-06-13,28.6
2017-06-14,28.0
2017-06-15,28.7
2017-06-16,28.45
2017-06-19,28.2
2017-06-20,28.5
2017-06-21,28.1
2017-06-22,28.0
2017-06-23,27.35
2017-06-27,26.15
2017-06-28,26.05
2017-06-29,26.65
2017-06-30,26.75
2017-07-03,27.2
2017-07-04,27.3
2017-07-05,27.95
2017-07-06,29.25
2017-07-07,28.3
2017-07-10,27.7
2017-07-11,28.85
2017-07-12,28.7
2017-07-13,29.0
2017-07-14,28.95
2017-07-17,28.8
2017-07-18,29.1
2017-07-19,29.15
2017-07-20,28.9
2017-07-21,29.65
2017-07-24,29.85
2017-07-25,29.6
2017-07-26,29.75
2017-07-27,29.45
2017-07-28,29.55
2017-07-31,29.1
2017-08-01,31.5
2017-08-02,32.05
2017-08-03,32.95
2017-08-04,31.8
2017-08-07,34.25
2017-08-08,33.25
2017-08-09,32.5
2017-08-10,35.0
2017-08-11,32.75
2017-08-14,33.25
2017-08-16,33.0
2017-08-17,33.2
2017-08-18,32.85
2017-08-21,35.35
2017-08-22,36.85
2017-08-23,36.0
2017-08-24,36.9
2017-08-28,35.55
2017-08-29,33.3
2017-08-30,33.0
2017-08-31,32.7
2017-09-01,32.8
2017-09-04,31.3
2017-09-05,32.35
2017-09-06,32.35
2017-09-07,32.05
2017-09-08,33.55
2017-09-11,34.9
2017-09-12,35.4
2017-09-13,34.2
2017-09-14,33.7
2017-09-15,33.95
2017-09-18,33.3
2017-09-19,33.7
2017-09-20,35.05
2017-09-21,34.5
2017-09-22,33.0
2017-09-25,31.95
2017-09-26,32.0
2017-09-27,31.05
2017-09-28,31.85
2017-09-29,33.65
2017-10-03,35.35
2017-10-04,35.45
2017-10-05,35.55
2017-10-06,37.65
2017-10-09,39.2
2017-10-10,39.15
2017-10-11,38.65
2017-10-12,38.3
2017-10-13,38.55
2017-10-16,41.55
2017-10-17,39.7
2017-10-18,40.25
2017-10-19,40.55
2017-10-23,39.9
2017-10-24,38.75
2017-10-25,37.45
2017-10-26,37.3
2017-10-27,36.5
2017-10-30,36.65
2017-10-31,37.1
2017-11-01,40.15
2017-11-02,41.15
2017-11-03,43.65
2017-11-06,43.1
2017-11-07,41.35
2017-11-08,41.55
2017-11-09,41.15
2017-11-10,41.2
2017-11-13,48.1
2017-11-14,52.1
2017-11-15,53.85
2017-11-16,50.2
2017-11-17,49.55
2017-11-20,49.25
2017-11-21,47.85
2017-11-22,47.6
2017-11-23,48.3
2017-11-24,46.3
2017-11-27,49.7
2017-11-28,50.25
2017-11-29,49.4
2017-11-30,48.35
2017-12-01,47.4
2017-12-04,47.2
2017-12-05,46.75
2017-12-06,46.35
2017-12-07,46.6
2017-12-08,50.1
2017-12-11,49.55
2017-12-12,49.85
2017-12-13,46.35
2017-12-14,44.5
2017-12-15,45.75
2017-12-18,45.85
2017-12-19,46.1
2017-12-20,45.95
2017-12-21,48.6
2017-12-22,47.3
2017-12-26,47.1
2017-12-27,46.15
2017-12-28,46.15
2017-12-29,45.85
