Date,JPOLYINVST
2017-01-02,86.45
2017-01-03,85.7
2017-01-04,85.75
2017-01-05,84.8
2017-01-06,86.95
2017-01-09,87.45
2017-01-10,84.95
2017-01-11,87.0
2017-01-12,86.8
2017-01-13,86.35
2017-01-16,87.9
2017-01-17,86.5
2017-01-18,86.65
2017-01-19,87.0
2017-01-20,84.45
2017-01-23,84.5
2017-01-24,84.55
2017-01-25,88.0
2017-01-27,86.95
2017-01-30,86.95
2017-01-31,85.65
2017-02-01,84.85
2017-02-02,85.85
2017-02-03,86.6
2017-02-06,88.1
2017-02-07,88.75
2017-02-08,88.65
2017-02-09,89.5
2017-02-10,89.55
2017-02-13,87.75
2017-02-14,86.15
2017-02-15,86.15
2017-02-16,86.25
2017-02-17,86.1
2017-02-20,84.5
2017-02-21,85.95
2017-02-22,85.8
2017-02-23,84.75
2017-02-27,85.3
2017-02-28,84.65
2017-03-01,85.05
2017-03-02,85.3
2017-03-03,87.5
2017-03-06,87.1
2017-03-07,88.45
2017-03-08,87.7
2017-03-09,84.1
2017-03-10,83.95
2017-03-14,84.3
2017-03-15,84.25
2017-03-16,100.9
2017-03-17,96.9
2017-03-20,95.55
2017-03-21,95.4
2017-03-22,91.6
2017-03-23,90.15
2017-03-24,95.7
2017-03-27,93.7
2017-03-28,94.1
2017-03-29,93.1
2017-03-30,91.65
2017-03-31,94.15
2017-04-03,97.1
2017-04-05,101.7
2017-04-06,100.2
2017-04-07,97.95
2017-04-10,98.8
2017-04-11,98.45
2017-04-12,96.35
2017-04-13,95.05
2017-04-17,95.5
2017-04-18,95.25
2017-04-19,95.15
2017-04-20,94.95
2017-04-21,93.95
2017-04-24,94.1
2017-04-25,94.4
2017-04-26,94.85
2017-04-27,98.3
2017-04-28,98.95
2017-05-02,98.75
2017-05-03,94.7
2017-05-04,94.75
2017-05-05,92.15
2017-05-08,93.0
2017-05-09,93.95
2017-05-10,93.95
2017-05-11,94.25
2017-05-12,92.5
2017-05-15,91.5
2017-05-16,90.65
2017-05-17,91.2
2017-05-18,90.8
2017-05-19,90.3
2017-05-22,90.45
2017-05-23,88.4
2017-05-24,83.65
2017-05-25,83.7
2017-05-26,84.55
2017-05-29,83.45
2017-05-30,83.5
2017-05-31,93.2
2017-06-01,85.95
2017-06-02,87.85
2017-06-05,86.05
2017-06-06,84.2
2017-06-07,83.5
2017-06-08,85.0
2017-06-09,85.35
2017-06-12,84.05
2017-06-13,85.95
2017-06-14,83.8
2017-06-15,74.75
2017-06-16,80.7
2017-06-19,77.25
2017-06-20,78.05
2017-06-21,72.45
2017-06-22,71.55
2017-06-23,70.9
2017-06-27,72.8
2017-06-28,68.7
2017-06-29,69.6
2017-06-30,71.0
2017-07-03,70.3
2017-07-04,69.7
2017-07-05,69.65
2017-07-06,69.25
2017-07-07,68.6
2017-07-10,69.25
2017-07-11,67.45
2017-07-12,68.15
2017-07-13,68.45
2017-07-14,67.3
2017-07-17,68.1
2017-07-18,69.4
2017-07-19,69.65
2017-07-20,70.45
2017-07-21,69.25
2017-07-24,68.7
2017-07-25,69.5
2017-07-26,68.8
2017-07-27,68.3
2017-07-28,67.9
2017-07-31,66.7
2017-08-01,66.1
2017-08-02,65.85
2017-08-03,64.95
2017-08-04,65.0
2017-08-07,63.85
2017-08-08,61.1
2017-08-09,61.85
2017-08-10,60.0
2017-08-11,58.95
2017-08-14,65.05
2017-08-16,59.95
2017-08-17,56.45
2017-08-18,57.4
2017-08-21,57.3
2017-08-22,57.2
2017-08-23,56.45
2017-08-24,55.55
2017-08-28,56.1
2017-08-29,54.45
2017-08-30,55.85
2017-08-31,56.7
2017-09-01,58.05
2017-09-04,58.4
2017-09-05,61.35
2017-09-06,62.75
2017-09-07,69.2
2017-09-08,66.6
2017-09-11,65.25
2017-09-12,64.1
2017-09-13,64.3
2017-09-14,65.0
2017-09-15,63.45
2017-09-18,62.75
2017-09-19,64.6
2017-09-20,64.0
2017-09-21,64.0
2017-09-22,63.5
2017-09-25,62.65
2017-09-26,62.0
2017-09-27,62.6
2017-09-28,62.1
2017-09-29,62.55
2017-10-03,61.25
2017-10-04,61.5
2017-10-05,61.05
2017-10-06,62.15
2017-10-09,66.7
2017-10-10,68.9
2017-10-11,69.65
2017-10-12,70.25
2017-10-13,68.45
2017-10-16,70.35
2017-10-17,69.4
2017-10-18,69.65
2017-10-19,69.6
2017-10-23,68.7
2017-10-24,68.5
2017-10-25,68.3
2017-10-26,67.25
2017-10-27,68.2
2017-10-30,67.4
2017-10-31,67.6
2017-11-01,67.3
2017-11-02,66.5
2017-11-03,67.95
2017-11-06,66.9
2017-11-07,65.95
2017-11-08,67.25
2017-11-09,67.3
2017-11-10,66.25
2017-11-13,67.05
2017-11-14,68.1
2017-11-15,65.75
2017-11-16,66.35
2017-11-17,67.2
2017-11-20,66.35
2017-11-21,65.8
2017-11-22,65.0
2017-11-23,64.75
2017-11-24,69.95
2017-11-27,70.7
2017-11-28,70.05
2017-11-29,77.15
2017-11-30,76.25
2017-12-01,73.9
2017-12-04,73.1
2017-12-05,73.15
2017-12-06,71.45
2017-12-07,71.2
2017-12-08,71.9
2017-12-11,72.7
2017-12-12,71.8
2017-12-13,71.1
2017-12-14,70.1
2017-12-15,69.65
2017-12-18,67.4
2017-12-19,69.3
2017-12-20,69.45
2017-12-21,69.65
2017-12-22,69.1
2017-12-26,72.7
2017-12-27,76.0
2017-12-28,76.4
2017-12-29,81.1
