Date,SUNFLAG
2017-01-02,34.1
2017-01-03,34.05
2017-01-04,35.2
2017-01-05,37.0
2017-01-06,35.85
2017-01-09,36.85
2017-01-10,36.75
2017-01-11,41.2
2017-01-12,40.05
2017-01-13,40.25
2017-01-16,40.1
2017-01-17,39.2
2017-01-18,39.2
2017-01-19,39.05
2017-01-20,39.05
2017-01-23,40.1
2017-01-24,40.0
2017-01-25,40.4
2017-01-27,39.7
2017-01-30,35.55
2017-01-31,33.65
2017-02-01,35.7
2017-02-02,36.2
2017-02-03,36.35
2017-02-06,35.8
2017-02-07,36.45
2017-02-08,35.85
2017-02-09,35.7
2017-02-10,35.7
2017-02-13,34.65
2017-02-14,34.8
2017-02-15,34.8
2017-02-16,35.9
2017-02-17,36.05
2017-02-20,36.95
2017-02-21,37.0
2017-02-22,36.5
2017-02-23,37.0
2017-02-27,36.65
2017-02-28,36.8
2017-03-01,38.55
2017-03-02,37.05
2017-03-03,37.0
2017-03-06,36.85
2017-03-07,36.55
2017-03-08,36.35
2017-03-09,36.1
2017-03-10,36.2
2017-03-14,36.15
2017-03-15,35.85
2017-03-16,36.7
2017-03-17,36.1
2017-03-20,35.8
2017-03-21,35.9
2017-03-22,35.5
2017-03-23,35.3
2017-03-24,35.0
2017-03-27,35.05
2017-03-28,35.0
2017-03-29,35.3
2017-03-30,36.5
2017-03-31,36.8
2017-04-03,37.25
2017-04-05,38.45
2017-04-06,39.0
2017-04-07,38.55
2017-04-10,39.9
2017-04-11,39.2
2017-04-12,38.1
2017-04-13,38.15
2017-04-17,39.1
2017-04-18,38.05
2017-04-19,38.2
2017-04-20,38.35
2017-04-21,38.0
2017-04-24,38.2
2017-04-25,37.8
2017-04-26,37.75
2017-04-27,37.6
2017-04-28,37.65
2017-05-02,38.5
2017-05-03,38.9
2017-05-04,38.8
2017-05-05,37.65
2017-05-08,38.0
2017-05-09,37.85
2017-05-10,37.75
2017-05-11,37.75
2017-05-12,37.0
2017-05-15,37.3
2017-05-16,36.85
2017-05-17,38.05
2017-05-18,37.2
2017-05-19,36.3
2017-05-22,36.1
2017-05-23,35.3
2017-05-24,34.4
2017-05-25,34.85
2017-05-26,36.8
2017-05-29,35.4
2017-05-30,35.65
2017-05-31,36.0
2017-06-01,35.7
2017-06-02,35.3
2017-06-05,35.05
2017-06-06,35.0
2017-06-07,35.25
2017-06-08,35.6
2017-06-09,35.65
2017-06-12,35.95
2017-06-13,36.3
2017-06-14,35.8
2017-06-15,35.05
2017-06-16,35.1
2017-06-19,35.15
2017-06-20,35.0
2017-06-21,37.8
2017-06-22,38.35
2017-06-23,38.25
2017-06-27,36.75
2017-06-28,36.45
2017-06-29,37.0
2017-06-30,36.75
2017-07-03,38.55
2017-07-04,36.9
2017-07-05,37.35
2017-07-06,37.35
2017-07-07,41.45
2017-07-10,42.3
2017-07-11,44.2
2017-07-12,42.9
2017-07-13,45.45
2017-07-14,47.2
2017-07-17,45.9
2017-07-18,44.45
2017-07-19,47.4
2017-07-20,46.5
2017-07-21,46.2
2017-07-24,47.7
2017-07-25,47.0
2017-07-26,46.75
2017-07-27,45.25
2017-07-28,45.2
2017-07-31,45.9
2017-08-01,45.2
2017-08-02,45.05
2017-08-03,44.45
2017-08-04,44.1
2017-08-07,47.15
2017-08-08,45.6
2017-08-09,44.7
2017-08-10,43.55
2017-08-11,43.8
2017-08-14,45.05
2017-08-16,46.95
2017-08-17,48.85
2017-08-18,52.5
2017-08-21,51.35
2017-08-22,51.75
2017-08-23,56.0
2017-08-24,56.85
2017-08-28,59.85
2017-08-29,60.8
2017-08-30,61.6
2017-08-31,60.75
2017-09-01,63.95
2017-09-04,63.15
2017-09-05,64.45
2017-09-06,65.95
2017-09-07,65.0
2017-09-08,67.0
2017-09-11,66.7
2017-09-12,65.15
2017-09-13,63.1
2017-09-14,65.35
2017-09-15,63.95
2017-09-18,67.4
2017-09-19,70.95
2017-09-20,79.55
2017-09-21,76.6
2017-09-22,72.3
2017-09-25,66.35
2017-09-26,69.1
2017-09-27,66.55
2017-09-28,67.8
2017-09-29,72.2
2017-10-03,76.5
2017-10-04,73.95
2017-10-05,80.8
2017-10-06,80.7
2017-10-09,80.8
2017-10-10,78.85
2017-10-11,76.1
2017-10-12,81.8
2017-10-13,79.7
2017-10-16,79.45
2017-10-17,78.6
2017-10-18,81.1
2017-10-19,80.2
2017-10-23,80.65
2017-10-24,79.85
2017-10-25,79.1
2017-10-26,78.5
2017-10-27,78.7
2017-10-30,79.45
2017-10-31,80.45
2017-11-01,80.3
2017-11-02,85.15
2017-11-03,84.65
2017-11-06,85.3
2017-11-07,82.6
2017-11-08,82.6
2017-11-09,83.0
2017-11-10,82.6
2017-11-13,78.2
2017-11-14,76.4
2017-11-15,72.55
2017-11-16,73.25
2017-11-17,74.4
2017-11-20,76.05
2017-11-21,75.8
2017-11-22,74.75
2017-11-23,73.9
2017-11-24,73.9
2017-11-27,75.1
2017-11-28,76.75
2017-11-29,77.85
2017-11-30,79.2
2017-12-01,78.3
2017-12-04,76.15
2017-12-05,74.15
2017-12-06,73.9
2017-12-07,76.35
2017-12-08,76.85
2017-12-11,76.0
2017-12-12,74.7
2017-12-13,74.3
2017-12-14,73.55
2017-12-15,74.55
2017-12-18,74.0
2017-12-19,75.95
2017-12-20,81.55
2017-12-21,81.7
2017-12-22,78.45
2017-12-26,80.85
2017-12-27,78.75
2017-12-28,79.65
2017-12-29,79.1
