Date,ASHIANA
2017-01-02,143.15
2017-01-03,142.55
2017-01-04,142.85
2017-01-05,142.9
2017-01-06,141.15
2017-01-09,143.4
2017-01-10,141.4
2017-01-11,141.75
2017-01-12,139.4
2017-01-13,141.1
2017-01-16,141.95
2017-01-17,141.95
2017-01-18,142.0
2017-01-19,141.1
2017-01-20,138.95
2017-01-23,138.75
2017-01-24,142.85
2017-01-25,142.75
2017-01-27,141.05
2017-01-30,141.15
2017-01-31,144.4
2017-02-01,173.25
2017-02-02,167.05
2017-02-03,176.65
2017-02-06,198.8
2017-02-07,193.85
2017-02-08,191.7
2017-02-09,185.7
2017-02-10,187.65
2017-02-13,184.15
2017-02-14,184.6
2017-02-15,186.55
2017-02-16,183.45
2017-02-17,184.25
2017-02-20,179.65
2017-02-21,177.1
2017-02-22,174.65
2017-02-23,175.9
2017-02-27,174.3
2017-02-28,175.0
2017-03-01,183.0
2017-03-02,177.65
2017-03-03,180.0
2017-03-06,179.85
2017-03-07,179.85
2017-03-08,179.8
2017-03-09,179.9
2017-03-10,176.95
2017-03-14,183.0
2017-03-15,185.35
2017-03-16,195.75
2017-03-17,201.75
2017-03-20,208.75
2017-03-21,210.7
2017-03-22,211.25
2017-03-23,218.9
2017-03-24,215.7
2017-03-27,221.0
2017-03-28,221.7
2017-03-29,219.55
2017-03-30,222.2
2017-03-31,226.5
2017-04-03,243.4
2017-04-05,241.5
2017-04-06,241.0
2017-04-07,233.35
2017-04-10,236.9
2017-04-11,232.25
2017-04-12,227.0
2017-04-13,222.45
2017-04-17,233.95
2017-04-18,232.45
2017-04-19,230.35
2017-04-20,232.55
2017-04-21,230.0
2017-04-24,227.15
2017-04-25,227.05
2017-04-26,224.55
2017-04-27,223.7
2017-04-28,222.85
2017-05-02,233.1
2017-05-03,236.45
2017-05-04,233.85
2017-05-05,228.1
2017-05-08,227.75
2017-05-09,231.7
2017-05-10,234.5
2017-05-11,234.6
2017-05-12,227.55
2017-05-15,224.25
2017-05-16,225.7
2017-05-17,224.65
2017-05-18,223.25
2017-05-19,223.85
2017-05-22,216.75
2017-05-23,213.05
2017-05-24,205.05
2017-05-25,215.75
2017-05-26,214.0
2017-05-29,208.5
2017-05-30,205.65
2017-05-31,208.6
2017-06-01,209.65
2017-06-02,209.65
2017-06-05,203.0
2017-06-06,198.8
2017-06-07,203.35
2017-06-08,208.05
2017-06-09,205.05
2017-06-12,198.95
2017-06-13,205.45
2017-06-14,205.45
2017-06-15,215.15
2017-06-16,212.9
2017-06-19,210.65
2017-06-20,203.65
2017-06-21,202.4
2017-06-22,202.25
2017-06-23,199.5
2017-06-27,195.55
2017-06-28,190.05
2017-06-29,194.45
2017-06-30,190.95
2017-07-03,193.05
2017-07-04,189.1
2017-07-05,190.85
2017-07-06,200.0
2017-07-07,198.6
2017-07-10,196.8
2017-07-11,192.9
2017-07-12,194.25
2017-07-13,189.95
2017-07-14,189.5
2017-07-17,186.95
2017-07-18,185.95
2017-07-19,183.6
2017-07-20,188.75
2017-07-21,188.55
2017-07-24,185.75
2017-07-25,181.45
2017-07-26,183.25
2017-07-27,182.0
2017-07-28,182.2
2017-07-31,183.5
2017-08-01,180.25
2017-08-02,186.65
2017-08-03,187.25
2017-08-04,185.85
2017-08-07,189.15
2017-08-08,187.55
2017-08-09,185.25
2017-08-10,179.1
2017-08-11,172.15
2017-08-14,171.75
2017-08-16,176.3
2017-08-17,175.05
2017-08-18,170.9
2017-08-21,169.5
2017-08-22,165.1
2017-08-23,168.05
2017-08-24,166.55
2017-08-28,168.1
2017-08-29,163.4
2017-08-30,161.85
2017-08-31,163.65
2017-09-01,177.3
2017-09-04,173.5
2017-09-05,187.25
2017-09-06,184.2
2017-09-07,179.65
2017-09-08,183.4
2017-09-11,180.0
2017-09-12,181.9
2017-09-13,178.65
2017-09-14,178.05
2017-09-15,175.6
2017-09-18,176.75
2017-09-19,172.8
2017-09-20,172.35
2017-09-21,174.4
2017-09-22,170.3
2017-09-25,163.4
2017-09-26,167.25
2017-09-27,162.3
2017-09-28,168.85
2017-09-29,166.15
2017-10-03,171.0
2017-10-04,172.0
2017-10-05,172.3
2017-10-06,172.65
2017-10-09,177.95
2017-10-10,174.95
2017-10-11,170.65
2017-10-12,170.3
2017-10-13,174.1
2017-10-16,174.95
2017-10-17,174.35
2017-10-18,170.25
2017-10-19,169.75
2017-10-23,169.15
2017-10-24,172.0
2017-10-25,169.45
2017-10-26,166.7
2017-10-27,165.8
2017-10-30,170.7
2017-10-31,169.1
2017-11-01,172.3
2017-11-02,174.45
2017-11-03,174.15
2017-11-06,174.65
2017-11-07,172.0
2017-11-08,167.3
2017-11-09,173.5
2017-11-10,173.15
2017-11-13,170.7
2017-11-14,170.55
2017-11-15,168.2
2017-11-16,179.25
2017-11-17,174.05
2017-11-20,174.4
2017-11-21,174.15
2017-11-22,174.55
2017-11-23,173.5
2017-11-24,173.5
2017-11-27,174.45
2017-11-28,172.25
2017-11-29,174.3
2017-11-30,174.45
2017-12-01,174.55
2017-12-04,173.1
2017-12-05,172.2
2017-12-06,170.15
2017-12-07,171.25
2017-12-08,171.4
2017-12-11,170.65
2017-12-12,169.2
2017-12-13,167.4
2017-12-14,165.45
2017-12-15,168.55
2017-12-18,161.8
2017-12-19,167.9
2017-12-20,179.05
2017-12-21,181.15
2017-12-22,183.05
2017-12-26,183.2
2017-12-27,187.7
2017-12-28,191.1
2017-12-29,187.05
