Date,KOHINOOR
2017-01-02,72.9
2017-01-03,76.8
2017-01-04,74.65
2017-01-05,79.05
2017-01-06,91.45
2017-01-09,92.2
2017-01-10,86.7
2017-01-11,86.9
2017-01-12,86.15
2017-01-13,86.35
2017-01-16,85.0
2017-01-17,84.65
2017-01-18,87.05
2017-01-19,86.05
2017-01-20,87.9
2017-01-23,91.4
2017-01-24,90.45
2017-01-25,92.75
2017-01-27,91.75
2017-01-30,93.95
2017-01-31,91.15
2017-02-01,90.45
2017-02-02,89.25
2017-02-03,87.35
2017-02-06,90.0
2017-02-07,87.9
2017-02-08,94.35
2017-02-09,91.4
2017-02-10,92.75
2017-02-13,93.15
2017-02-14,90.2
2017-02-15,82.5
2017-02-16,82.2
2017-02-17,82.2
2017-02-20,81.85
2017-02-21,81.4
2017-02-22,81.05
2017-02-23,79.75
2017-02-27,78.7
2017-02-28,79.95
2017-03-01,80.45
2017-03-02,78.05
2017-03-03,76.8
2017-03-06,78.3
2017-03-07,77.4
2017-03-08,76.8
2017-03-09,75.65
2017-03-10,74.05
2017-03-14,73.45
2017-03-15,73.6
2017-03-16,73.9
2017-03-17,77.45
2017-03-20,78.1
2017-03-21,76.35
2017-03-22,74.5
2017-03-23,76.9
2017-03-24,76.55
2017-03-27,74.75
2017-03-28,79.75
2017-03-29,76.9
2017-03-30,82.4
2017-03-31,84.6
2017-04-03,83.95
2017-04-05,83.6
2017-04-06,81.5
2017-04-07,79.85
2017-04-10,79.95
2017-04-11,80.85
2017-04-12,79.95
2017-04-13,79.15
2017-04-17,80.9
2017-04-18,79.45
2017-04-19,79.8
2017-04-20,82.35
2017-04-21,81.15
2017-04-24,81.55
2017-04-25,81.1
2017-04-26,79.1
2017-04-27,78.4
2017-04-28,78.1
2017-05-02,78.15
2017-05-03,78.5
2017-05-04,78.0
2017-05-05,76.4
2017-05-08,76.4
2017-05-09,77.55
2017-05-10,80.2
2017-05-11,79.55
2017-05-12,79.95
2017-05-15,79.7
2017-05-16,79.3
2017-05-17,87.1
2017-05-18,81.7
2017-05-19,81.9
2017-05-22,85.2
2017-05-23,81.1
2017-05-24,80.6
2017-05-25,81.8
2017-05-26,82.7
2017-05-29,80.05
2017-05-30,77.9
2017-05-31,68.9
2017-06-01,73.2
2017-06-02,74.05
2017-06-05,72.65
2017-06-06,71.35
2017-06-07,70.3
2017-06-08,69.65
2017-06-09,73.25
2017-06-12,71.75
2017-06-13,74.2
2017-06-14,73.75
2017-06-15,72.95
2017-06-16,72.05
2017-06-19,74.45
2017-06-20,72.7
2017-06-21,72.45
2017-06-22,72.55
2017-06-23,71.25
2017-06-27,71.1
2017-06-28,70.85
2017-06-29,71.45
2017-06-30,71.0
2017-07-03,71.75
2017-07-04,71.4
2017-07-05,71.8
2017-07-06,74.0
2017-07-07,74.2
2017-07-10,74.4
2017-07-11,72.65
2017-07-12,75.1
2017-07-13,73.25
2017-07-14,72.4
2017-07-17,72.75
2017-07-18,75.0
2017-07-19,76.55
2017-07-20,75.1
2017-07-21,73.7
2017-07-24,73.2
2017-07-25,72.75
2017-07-26,73.35
2017-07-27,72.45
2017-07-28,72.7
2017-07-31,72.9
2017-08-01,72.1
2017-08-02,72.3
2017-08-03,71.75
2017-08-04,71.35
2017-08-07,71.3
2017-08-08,69.35
2017-08-09,66.65
2017-08-10,62.1
2017-08-11,60.05
2017-08-14,61.75
2017-08-16,63.65
2017-08-17,67.95
2017-08-18,70.0
2017-08-21,69.95
2017-08-22,68.35
2017-08-23,67.65
2017-08-24,67.95
2017-08-28,67.6
2017-08-29,66.2
2017-08-30,68.75
2017-08-31,69.1
2017-09-01,71.95
2017-09-04,72.95
2017-09-05,72.55
2017-09-06,71.7
2017-09-07,72.45
2017-09-08,70.55
2017-09-11,70.3
2017-09-12,70.7
2017-09-13,69.65
2017-09-14,78.95
2017-09-15,74.2
2017-09-18,73.95
2017-09-19,74.75
2017-09-20,73.9
2017-09-21,74.25
2017-09-22,69.9
2017-09-25,67.8
2017-09-26,70.45
2017-09-27,69.65
2017-09-28,69.45
2017-09-29,70.0
2017-10-03,71.25
2017-10-04,71.65
2017-10-05,72.95
2017-10-06,73.3
2017-10-09,75.2
2017-10-10,73.75
2017-10-11,72.45
2017-10-12,72.7
2017-10-13,72.45
2017-10-16,72.85
2017-10-17,72.45
2017-10-18,71.45
2017-10-19,70.3
2017-10-23,70.4
2017-10-24,69.9
2017-10-25,69.65
2017-10-26,70.05
2017-10-27,70.95
2017-10-30,71.2
2017-10-31,71.15
2017-11-01,71.1
2017-11-02,73.1
2017-11-03,73.05
2017-11-06,72.3
2017-11-07,70.15
2017-11-08,69.75
2017-11-09,70.5
2017-11-10,70.1
2017-11-13,68.95
2017-11-14,67.25
2017-11-15,65.9
2017-11-16,65.75
2017-11-17,66.05
2017-11-20,67.95
2017-11-21,68.5
2017-11-22,72.2
2017-11-23,70.25
2017-11-24,69.45
2017-11-27,69.85
2017-11-28,69.95
2017-11-29,70.05
2017-11-30,71.3
2017-12-01,69.55
2017-12-04,72.85
2017-12-05,72.8
2017-12-06,71.6
2017-12-07,78.75
2017-12-08,76.25
2017-12-11,76.5
2017-12-12,75.0
2017-12-13,74.15
2017-12-14,71.4
2017-12-15,72.0
2017-12-18,71.95
2017-12-19,74.35
2017-12-20,74.3
2017-12-21,74.25
2017-12-22,73.45
2017-12-26,73.45
2017-12-27,75.8
2017-12-28,74.65
2017-12-29,74.85
