Date,HCC
2017-01-02,41.9
2017-01-03,42.45
2017-01-04,42.9
2017-01-05,43.4
2017-01-06,41.6
2017-01-09,41.65
2017-01-10,43.25
2017-01-11,43.0
2017-01-12,43.35
2017-01-13,42.8
2017-01-16,42.45
2017-01-17,42.1
2017-01-18,43.45
2017-01-19,43.7
2017-01-20,42.65
2017-01-23,42.9
2017-01-24,42.6
2017-01-25,42.95
2017-01-27,44.0
2017-01-30,44.4
2017-01-31,43.4
2017-02-01,43.35
2017-02-02,41.05
2017-02-03,41.55
2017-02-06,41.95
2017-02-07,41.65
2017-02-08,41.15
2017-02-09,41.85
2017-02-10,41.75
2017-02-13,40.75
2017-02-14,40.1
2017-02-15,38.6
2017-02-16,38.6
2017-02-17,38.95
2017-02-20,40.8
2017-02-21,41.25
2017-02-22,40.45
2017-02-23,40.4
2017-02-27,39.45
2017-02-28,39.35
2017-03-01,39.95
2017-03-02,39.35
2017-03-03,39.25
2017-03-06,39.75
2017-03-07,38.9
2017-03-08,38.65
2017-03-09,38.4
2017-03-10,38.35
2017-03-14,39.1
2017-03-15,39.85
2017-03-16,40.85
2017-03-17,40.8
2017-03-20,41.0
2017-03-21,39.85
2017-03-22,39.45
2017-03-23,39.85
2017-03-24,39.65
2017-03-27,39.15
2017-03-28,38.9
2017-03-29,39.25
2017-03-30,39.5
2017-03-31,39.55
2017-04-03,40.45
2017-04-05,42.2
2017-04-06,42.15
2017-04-07,40.85
2017-04-10,41.35
2017-04-11,42.8
2017-04-12,41.2
2017-04-13,41.05
2017-04-17,41.3
2017-04-18,41.25
2017-04-19,44.2
2017-04-20,44.05
2017-04-21,43.6
2017-04-24,45.9
2017-04-25,47.3
2017-04-26,46.05
2017-04-27,45.8
2017-04-28,46.55
2017-05-02,45.8
2017-05-03,46.35
2017-05-04,46.45
2017-05-05,42.8
2017-05-08,42.9
2017-05-09,42.35
2017-05-10,43.5
2017-05-11,44.35
2017-05-12,44.8
2017-05-15,44.55
2017-05-16,44.9
2017-05-17,45.9
2017-05-18,44.15
2017-05-19,44.05
2017-05-22,43.6
2017-05-23,41.1
2017-05-24,38.6
2017-05-25,41.45
2017-05-26,42.7
2017-05-29,40.45
2017-05-30,39.7
2017-05-31,40.2
2017-06-01,41.15
2017-06-02,43.7
2017-06-05,43.15
2017-06-06,42.4
2017-06-07,43.55
2017-06-08,42.65
2017-06-09,43.75
2017-06-12,42.7
2017-06-13,42.5
2017-06-14,41.8
2017-06-15,41.7
2017-06-16,41.55
2017-06-19,40.9
2017-06-20,40.75
2017-06-21,41.5
2017-06-22,40.85
2017-06-23,39.85
2017-06-27,39.0
2017-06-28,39.25
2017-06-29,39.7
2017-06-30,39.1
2017-07-03,40.45
2017-07-04,40.95
2017-07-05,41.45
2017-07-06,41.1
2017-07-07,41.15
2017-07-10,41.1
2017-07-11,39.55
2017-07-12,40.4
2017-07-13,40.0
2017-07-14,40.7
2017-07-17,40.15
2017-07-18,39.75
2017-07-19,40.0
2017-07-20,40.25
2017-07-21,40.1
2017-07-24,42.3
2017-07-25,42.15
2017-07-26,41.95
2017-07-27,40.75
2017-07-28,41.6
2017-07-31,41.0
2017-08-01,40.75
2017-08-02,40.85
2017-08-03,40.85
2017-08-04,39.5
2017-08-07,39.45
2017-08-08,36.95
2017-08-09,34.65
2017-08-10,33.75
2017-08-11,33.8
2017-08-14,35.05
2017-08-16,35.8
2017-08-17,35.9
2017-08-18,34.95
2017-08-21,33.6
2017-08-22,33.45
2017-08-23,34.3
2017-08-24,34.55
2017-08-28,34.8
2017-08-29,33.85
2017-08-30,34.55
2017-08-31,34.7
2017-09-01,36.95
2017-09-04,35.75
2017-09-05,36.3
2017-09-06,35.9
2017-09-07,35.8
2017-09-08,36.1
2017-09-11,35.25
2017-09-12,36.5
2017-09-13,36.3
2017-09-14,38.6
2017-09-15,38.05
2017-09-18,37.7
2017-09-19,37.9
2017-09-20,37.7
2017-09-21,36.95
2017-09-22,35.0
2017-09-25,33.1
2017-09-26,33.1
2017-09-27,32.2
2017-09-28,32.7
2017-09-29,34.25
2017-10-03,32.45
2017-10-04,32.5
2017-10-05,32.8
2017-10-06,33.3
2017-10-09,33.25
2017-10-10,33.45
2017-10-11,32.85
2017-10-12,33.2
2017-10-13,33.8
2017-10-16,33.5
2017-10-17,33.35
2017-10-18,33.45
2017-10-19,33.1
2017-10-23,33.6
2017-10-24,35.5
2017-10-25,39.0
2017-10-26,39.0
2017-10-27,40.1
2017-10-30,39.75
2017-10-31,39.85
2017-11-01,39.7
2017-11-02,39.4
2017-11-03,37.75
2017-11-06,37.0
2017-11-07,37.05
2017-11-08,38.8
2017-11-09,38.35
2017-11-10,38.4
2017-11-13,36.45
2017-11-14,35.4
2017-11-15,35.05
2017-11-16,35.8
2017-11-17,36.9
2017-11-20,37.6
2017-11-21,37.55
2017-11-22,37.25
2017-11-23,37.35
2017-11-24,37.25
2017-11-27,38.1
2017-11-28,39.95
2017-11-29,39.4
2017-11-30,38.5
2017-12-01,37.55
2017-12-04,36.8
2017-12-05,36.5
2017-12-06,36.6
2017-12-07,36.75
2017-12-08,36.95
2017-12-11,36.75
2017-12-12,36.5
2017-12-13,35.5
2017-12-14,35.85
2017-12-15,36.15
2017-12-18,35.8
2017-12-19,36.65
2017-12-20,37.45
2017-12-21,39.65
2017-12-22,42.15
2017-12-26,41.9
2017-12-27,40.95
2017-12-28,40.65
2017-12-29,41.0
