Date,TALBROAUTO
2017-01-02,124.15
2017-01-03,127.85
2017-01-04,136.2
2017-01-05,137.2
2017-01-06,136.3
2017-01-09,136.55
2017-01-10,136.2
2017-01-11,137.05
2017-01-12,134.5
2017-01-13,132.6
2017-01-16,132.45
2017-01-17,135.05
2017-01-18,133.45
2017-01-19,131.8
2017-01-20,131.45
2017-01-23,130.55
2017-01-24,131.75
2017-01-25,132.35
2017-01-27,134.3
2017-01-30,133.35
2017-01-31,130.05
2017-02-01,131.55
2017-02-02,133.3
2017-02-03,133.35
2017-02-06,138.55
2017-02-07,135.45
2017-02-08,136.05
2017-02-09,134.85
2017-02-10,133.25
2017-02-13,130.45
2017-02-14,129.3
2017-02-15,132.3
2017-02-16,132.85
2017-02-17,131.45
2017-02-20,133.4
2017-02-21,133.5
2017-02-22,131.85
2017-02-23,131.6
2017-02-27,131.55
2017-02-28,131.1
2017-03-01,130.65
2017-03-02,125.1
2017-03-03,126.2
2017-03-06,130.25
2017-03-07,127.95
2017-03-08,127.6
2017-03-09,127.0
2017-03-10,126.5
2017-03-14,124.9
2017-03-15,126.85
2017-03-16,128.15
2017-03-17,133.55
2017-03-20,134.1
2017-03-21,132.0
2017-03-22,132.65
2017-03-23,137.75
2017-03-24,136.6
2017-03-27,140.8
2017-03-28,143.5
2017-03-29,147.6
2017-03-30,141.3
2017-03-31,144.35
2017-04-03,151.45
2017-04-05,154.9
2017-04-06,153.7
2017-04-07,150.7
2017-04-10,152.7
2017-04-11,153.3
2017-04-12,153.9
2017-04-13,168.35
2017-04-17,169.6
2017-04-18,165.75
2017-04-19,168.75
2017-04-20,170.35
2017-04-21,164.8
2017-04-24,164.9
2017-04-25,166.8
2017-04-26,163.55
2017-04-27,165.25
2017-04-28,164.9
2017-05-02,163.55
2017-05-03,162.45
2017-05-04,162.6
2017-05-05,160.45
2017-05-08,162.3
2017-05-09,161.05
2017-05-10,163.85
2017-05-11,164.45
2017-05-12,163.7
2017-05-15,176.6
2017-05-16,182.9
2017-05-17,187.8
2017-05-18,187.3
2017-05-19,185.8
2017-05-22,184.55
2017-05-23,182.6
2017-05-24,176.95
2017-05-25,180.7
2017-05-26,184.75
2017-05-29,181.85
2017-05-30,175.1
2017-05-31,176.85
2017-06-01,180.0
2017-06-02,183.55
2017-06-05,185.6
2017-06-06,183.1
2017-06-07,184.5
2017-06-08,202.25
2017-06-09,205.05
2017-06-12,203.35
2017-06-13,204.25
2017-06-14,212.35
2017-06-15,213.65
2017-06-16,215.2
2017-06-19,210.5
2017-06-20,206.85
2017-06-21,206.35
2017-06-22,207.3
2017-06-23,200.55
2017-06-27,193.2
2017-06-28,193.15
2017-06-29,198.55
2017-06-30,198.0
2017-07-03,203.4
2017-07-04,199.85
2017-07-05,205.0
2017-07-06,202.0
2017-07-07,206.0
2017-07-10,205.9
2017-07-11,203.45
2017-07-12,207.3
2017-07-13,217.15
2017-07-14,217.7
2017-07-17,211.85
2017-07-18,212.0
2017-07-19,212.05
2017-07-20,208.0
2017-07-21,207.25
2017-07-24,205.65
2017-07-25,204.65
2017-07-26,205.25
2017-07-27,201.15
2017-07-28,201.0
2017-07-31,200.75
2017-08-01,199.9
2017-08-02,197.0
2017-08-03,196.05
2017-08-04,192.3
2017-08-07,198.35
2017-08-08,192.95
2017-08-09,192.7
2017-08-10,181.65
2017-08-11,181.1
2017-08-14,186.25
2017-08-16,195.3
2017-08-17,195.9
2017-08-18,196.15
2017-08-21,192.45
2017-08-22,184.55
2017-08-23,185.1
2017-08-24,196.95
2017-08-28,194.0
2017-08-29,190.9
2017-08-30,189.6
2017-08-31,193.75
2017-09-01,199.2
2017-09-04,198.3
2017-09-05,199.3
2017-09-06,201.1
2017-09-07,200.4
2017-09-08,198.3
2017-09-11,199.25
2017-09-12,198.95
2017-09-13,197.0
2017-09-14,203.5
2017-09-15,197.45
2017-09-18,215.25
2017-09-19,216.45
2017-09-20,213.3
2017-09-21,210.1
2017-09-22,202.25
2017-09-25,192.1
2017-09-26,194.7
2017-09-27,188.8
2017-09-28,190.2
2017-09-29,196.2
2017-10-03,197.9
2017-10-04,196.25
2017-10-05,196.5
2017-10-06,204.0
2017-10-09,202.65
2017-10-10,206.75
2017-10-11,202.85
2017-10-12,202.85
2017-10-13,204.05
2017-10-16,201.6
2017-10-17,199.25
2017-10-18,200.25
2017-10-19,200.55
2017-10-23,199.2
2017-10-24,197.15
2017-10-25,197.85
2017-10-26,197.6
2017-10-27,196.85
2017-10-30,200.8
2017-10-31,207.3
2017-11-01,204.1
2017-11-02,205.25
2017-11-03,203.05
2017-11-06,204.95
2017-11-07,208.75
2017-11-08,203.2
2017-11-09,201.2
2017-11-10,199.55
2017-11-13,199.2
2017-11-14,200.0
2017-11-15,198.1
2017-11-16,198.6
2017-11-17,200.7
2017-11-20,200.9
2017-11-21,207.7
2017-11-22,241.9
2017-11-23,231.85
2017-11-24,242.5
2017-11-27,251.6
2017-11-28,294.85
2017-11-29,286.45
2017-11-30,282.9
2017-12-01,274.3
2017-12-04,280.65
2017-12-05,282.6
2017-12-06,278.45
2017-12-07,285.7
2017-12-08,282.0
2017-12-11,280.15
2017-12-12,273.95
2017-12-13,270.4
2017-12-14,262.45
2017-12-15,263.05
2017-12-18,289.15
2017-12-19,318.05
2017-12-20,320.1
2017-12-21,319.05
2017-12-22,318.9
2017-12-26,313.0
2017-12-27,308.65
2017-12-28,302.8
2017-12-29,307.65
