Date,NEULANDLAB
2017-01-02,993.55
2017-01-03,1012.55
2017-01-04,1029.35
2017-01-05,1008.8
2017-01-06,1012.2
2017-01-09,1012.1
2017-01-10,1011.0
2017-01-11,1017.45
2017-01-12,990.45
2017-01-13,1015.8
2017-01-16,1003.3
2017-01-17,1003.1
2017-01-18,996.8
2017-01-19,988.45
2017-01-20,968.95
2017-01-23,972.2
2017-01-24,968.45
2017-01-25,975.25
2017-01-27,966.4
2017-01-30,945.7
2017-01-31,899.9
2017-02-01,956.15
2017-02-02,930.3
2017-02-03,950.75
2017-02-06,935.55
2017-02-07,930.5
2017-02-08,906.7
2017-02-09,932.3
2017-02-10,900.85
2017-02-13,913.7
2017-02-14,907.1
2017-02-15,900.75
2017-02-16,915.7
2017-02-17,904.85
2017-02-20,900.2
2017-02-21,912.75
2017-02-22,903.45
2017-02-23,908.15
2017-02-27,907.45
2017-02-28,913.3
2017-03-01,1095.95
2017-03-02,1217.05
2017-03-03,1191.95
2017-03-06,1182.1
2017-03-07,1168.1
2017-03-08,1162.1
2017-03-09,1127.2
2017-03-10,1133.65
2017-03-14,1135.7
2017-03-15,1142.2
2017-03-16,1135.15
2017-03-17,1128.0
2017-03-20,1154.15
2017-03-21,1272.05
2017-03-22,1240.5
2017-03-23,1250.05
2017-03-24,1250.8
2017-03-27,1266.75
2017-03-28,1489.7
2017-03-29,1460.85
2017-03-30,1474.6
2017-03-31,1495.0
2017-04-03,1498.2
2017-04-05,1601.4
2017-04-06,1588.3
2017-04-07,1536.3
2017-04-10,1522.75
2017-04-11,1523.45
2017-04-12,1557.0
2017-04-13,1530.35
2017-04-17,1490.8
2017-04-18,1459.95
2017-04-19,1392.95
2017-04-20,1339.8
2017-04-21,1425.6
2017-04-24,1362.75
2017-04-25,1416.85
2017-04-26,1411.25
2017-04-27,1433.75
2017-04-28,1398.7
2017-05-02,1364.15
2017-05-03,1320.15
2017-05-04,1354.25
2017-05-05,1326.7
2017-05-08,1343.7
2017-05-09,1354.3
2017-05-10,1357.2
2017-05-11,1350.05
2017-05-12,1374.85
2017-05-15,1349.7
2017-05-16,1350.2
2017-05-17,1406.1
2017-05-18,1442.7
2017-05-19,1413.1
2017-05-22,1471.4
2017-05-23,1446.35
2017-05-24,1376.05
2017-05-25,1393.2
2017-05-26,1389.9
2017-05-29,1374.4
2017-05-30,1377.4
2017-05-31,1369.4
2017-06-01,1348.95
2017-06-02,1350.25
2017-06-05,1418.0
2017-06-06,1380.0
2017-06-07,1386.1
2017-06-08,1397.0
2017-06-09,1395.2
2017-06-12,1395.2
2017-06-13,1395.25
