Date,ORISSAMINE
2017-01-02,2306.95
2017-01-03,2272.35
2017-01-04,2278.65
2017-01-05,2279.45
2017-01-06,2426.6
2017-01-09,2415.05
2017-01-10,2438.5
2017-01-11,2450.45
2017-01-12,2433.25
2017-01-13,2388.6
2017-01-16,2388.05
2017-01-17,2364.2
2017-01-18,2365.55
2017-01-19,2324.95
2017-01-20,2255.3
2017-01-23,2256.65
2017-01-24,2373.5
2017-01-25,2379.9
2017-01-27,2333.05
2017-01-30,2291.85
2017-01-31,2259.3
2017-02-01,2297.6
2017-02-02,2286.1
2017-02-03,2285.45
2017-02-06,2304.8
2017-02-07,2296.8
2017-02-08,2284.8
2017-02-09,2258.1
2017-02-10,2246.35
2017-02-13,2234.65
2017-02-14,2188.25
2017-02-15,2146.55
2017-02-16,2176.3
2017-02-17,2200.6
2017-02-20,2204.6
2017-02-21,2232.75
2017-02-22,2191.85
2017-02-23,2189.6
2017-02-27,2180.3
2017-02-28,2178.1
2017-03-01,2191.5
2017-03-02,2144.9
2017-03-03,2162.95
2017-03-06,2160.65
2017-03-07,2133.3
2017-03-08,2120.4
2017-03-09,2121.05
2017-03-10,2104.3
2017-03-14,2102.2
2017-03-15,2156.15
2017-03-16,2233.75
2017-03-17,2206.0
2017-03-20,2201.55
2017-03-21,2160.3
2017-03-22,2140.15
2017-03-23,2156.05
2017-03-24,2137.95
2017-03-27,2105.55
2017-03-28,2089.15
2017-03-29,2066.1
2017-03-30,2083.1
2017-03-31,2081.5
2017-04-03,2148.3
2017-04-05,2180.9
2017-04-06,2171.35
2017-04-07,2136.4
2017-04-10,2125.3
2017-04-11,2212.35
2017-04-12,2162.95
2017-04-13,2160.9
2017-04-17,2135.4
2017-04-18,2111.65
2017-04-19,2131.95
2017-04-20,2143.25
2017-04-21,2138.1
2017-04-24,2125.75
2017-04-25,2134.5
2017-04-26,2116.45
2017-04-27,2105.85
2017-04-28,2117.8
2017-05-02,2115.15
2017-05-03,2125.5
2017-05-04,2097.65
2017-05-05,2065.15
2017-05-08,2052.9
2017-05-09,2078.75
2017-05-10,2099.4
2017-05-11,2081.4
2017-05-12,2068.5
2017-05-15,2051.8
2017-05-16,2056.5
2017-05-17,2036.4
2017-05-18,2005.3
2017-05-19,1992.15
2017-05-22,1967.1
2017-05-23,1941.1
2017-05-24,1912.05
2017-05-25,1933.15
2017-05-26,1933.85
2017-05-29,1909.2
2017-05-30,1909.1
2017-05-31,1895.55
2017-06-01,1893.25
2017-06-02,1900.0
2017-06-05,1890.9
2017-06-06,1893.6
2017-06-07,1896.6
2017-06-08,1995.4
2017-06-09,1979.5
2017-06-12,2009.15
2017-06-13,1969.25
2017-06-14,1950.75
2017-06-15,1969.15
2017-06-16,1950.05
2017-06-19,1930.8
2017-06-20,1912.4
2017-06-21,1905.8
2017-06-22,1910.5
2017-06-23,1886.35
2017-06-27,1880.85
2017-06-28,1887.7
2017-06-29,1880.7
2017-06-30,1881.25
2017-07-03,1900.85
2017-07-04,1952.0
2017-07-05,1971.3
2017-07-06,1946.55
2017-07-07,1986.05
2017-07-10,1971.35
2017-07-11,1991.0
2017-07-12,1986.8
2017-07-13,2013.55
2017-07-14,1995.75
2017-07-17,2025.2
2017-07-18,2031.55
2017-07-19,2031.45
2017-07-20,2016.4
2017-07-21,1998.85
2017-07-24,1988.6
2017-07-25,1993.45
2017-07-26,1967.5
2017-07-27,1980.0
2017-07-28,1954.25
2017-07-31,1984.1
2017-08-01,1980.35
2017-08-02,1961.75
2017-08-03,1871.9
2017-08-04,1822.25
2017-08-07,1849.85
2017-08-08,1807.7
2017-08-09,1780.75
2017-08-10,1700.85
2017-08-11,1673.85
2017-08-14,1706.0
2017-08-16,1733.75
2017-08-17,1751.2
2017-08-18,1705.45
2017-08-21,1677.5
2017-08-22,1639.6
2017-08-23,1647.0
2017-08-24,1664.55
2017-08-28,1672.65
2017-08-29,1907.45
2017-08-30,1863.25
2017-08-31,1863.1
2017-09-01,1848.5
2017-09-04,1836.8
2017-09-05,1844.85
2017-09-06,1801.95
2017-09-07,1765.7
2017-09-08,1725.55
2017-09-11,1856.8
2017-09-12,1850.05
2017-09-13,1824.85
2017-09-14,1825.8
2017-09-15,1796.9
2017-09-18,1852.9
2017-09-19,1858.8
2017-09-20,1846.45
2017-09-21,1817.1
2017-09-22,1767.05
2017-09-25,1757.0
2017-09-26,1775.5
2017-09-27,1726.75
2017-09-28,1730.55
2017-09-29,1730.85
2017-10-03,1744.5
2017-10-04,1743.55
2017-10-05,1737.15
2017-10-06,1763.45
2017-10-09,1766.6
2017-10-10,1751.8
2017-10-11,1760.0
2017-10-12,1755.1
2017-10-13,1758.15
2017-10-16,1708.4
2017-10-17,1726.75
2017-10-18,1724.55
2017-10-19,1723.2
2017-10-23,1751.35
2017-10-24,1861.75
2017-10-25,1837.6
2017-10-26,1854.75
2017-10-27,1870.05
2017-10-30,1850.2
2017-10-31,1858.2
2017-11-01,1924.8
2017-11-02,1982.95
2017-11-03,2044.8
2017-11-06,2263.0
2017-11-07,2195.85
2017-11-08,2091.05
2017-11-09,2148.85
2017-11-10,2089.95
2017-11-13,2022.15
2017-11-14,2002.15
2017-11-15,1958.35
2017-11-16,2007.2
