Date,FEDDERELEC
2017-01-02,67.25
2017-01-03,64.7
2017-01-04,64.85
2017-01-05,71.7
2017-01-06,68.4
2017-01-09,67.55
2017-01-10,69.1
2017-01-11,71.45
2017-01-12,69.75
2017-01-13,70.85
2017-01-16,70.95
2017-01-17,73.5
2017-01-18,73.3
2017-01-19,72.05
2017-01-20,70.4
2017-01-23,71.05
2017-01-24,71.95
2017-01-25,72.8
2017-01-27,72.3
2017-01-30,71.7
2017-01-31,70.7
2017-02-01,74.35
2017-02-02,74.3
2017-02-03,74.55
2017-02-06,75.7
2017-02-07,75.35
2017-02-08,78.55
2017-02-09,78.8
2017-02-10,76.75
2017-02-13,74.35
2017-02-14,75.05
2017-02-15,72.1
2017-02-16,72.55
2017-02-17,72.1
2017-02-20,74.75
2017-02-21,76.45
2017-02-22,74.25
2017-02-23,73.05
2017-02-27,72.55
2017-02-28,73.25
2017-03-01,73.45
2017-03-02,72.85
2017-03-03,73.05
2017-03-06,73.9
2017-03-07,73.15
2017-03-08,72.15
2017-03-09,71.4
2017-03-10,70.8
2017-03-14,74.05
2017-03-15,76.2
2017-03-16,76.3
2017-03-17,74.75
2017-03-20,75.0
2017-03-21,74.15
2017-03-22,74.7
2017-03-23,75.1
2017-03-24,75.6
2017-03-27,77.9
2017-03-28,79.15
2017-03-29,83.5
2017-03-30,85.5
2017-03-31,83.1
2017-04-03,86.35
2017-04-05,87.15
2017-04-06,85.3
2017-04-07,84.05
2017-04-10,85.45
2017-04-11,85.3
2017-04-12,83.6
2017-04-13,83.7
2017-04-17,83.8
2017-04-18,81.75
2017-04-19,81.75
2017-04-20,83.05
2017-04-21,81.95
2017-04-24,81.85
2017-04-25,84.75
2017-04-26,83.0
2017-04-27,82.85
2017-04-28,82.45
2017-05-02,82.25
2017-05-03,81.7
2017-05-04,82.45
2017-05-05,81.15
2017-05-08,82.45
2017-05-09,82.5
2017-05-10,83.0
2017-05-11,81.55
2017-05-12,81.55
2017-05-15,81.4
2017-05-16,81.6
2017-05-17,82.05
2017-05-18,79.85
2017-05-19,77.15
2017-05-22,76.65
2017-05-23,73.2
2017-05-24,72.95
2017-05-25,74.0
2017-05-26,76.75
2017-05-29,75.35
2017-05-30,74.8
2017-05-31,72.95
2017-06-01,73.15
2017-06-02,73.4
2017-06-05,72.5
2017-06-06,71.95
2017-06-07,72.0
2017-06-08,72.35
2017-06-09,71.8
2017-06-12,70.85
2017-06-13,70.6
2017-06-14,69.8
2017-06-15,70.3
2017-06-16,72.7
2017-06-19,71.55
2017-06-20,72.6
2017-06-21,72.4
2017-06-22,74.8
2017-06-23,71.3
2017-06-27,69.3
2017-06-28,68.8
2017-06-29,69.1
2017-06-30,68.7
2017-07-03,70.8
2017-07-04,71.55
2017-07-05,72.7
2017-07-06,73.3
2017-07-07,74.25
2017-07-10,73.75
2017-07-11,73.65
2017-07-12,75.25
2017-07-13,73.0
2017-07-14,72.6
2017-07-17,72.05
2017-07-18,72.6
2017-07-19,72.45
2017-07-20,72.6
2017-07-21,72.65
2017-07-24,70.85
2017-07-25,70.15
2017-07-26,70.05
2017-07-27,70.9
2017-07-28,70.45
2017-07-31,69.9
2017-08-01,69.95
2017-08-02,69.4
2017-08-03,68.75
2017-08-04,68.2
2017-08-07,68.65
2017-08-08,67.9
2017-08-09,66.4
2017-08-10,63.7
2017-08-11,62.55
2017-08-14,65.4
2017-08-16,66.9
2017-08-17,65.15
2017-08-18,63.65
2017-08-21,61.95
2017-08-22,59.6
2017-08-23,60.85
2017-08-24,62.25
2017-08-28,64.25
2017-08-29,66.05
2017-08-30,67.0
2017-08-31,70.25
2017-09-01,69.2
2017-09-04,68.0
2017-09-05,69.4
2017-09-06,71.45
2017-09-07,71.85
2017-09-08,71.8
2017-09-11,72.3
2017-09-12,76.25
2017-09-13,73.25
2017-09-14,73.2
2017-09-15,72.2
2017-09-18,73.0
2017-09-19,71.55
2017-09-20,72.05
2017-09-21,72.25
2017-09-22,69.35
2017-09-25,67.75
2017-09-26,68.75
2017-09-27,66.0
2017-09-28,66.2
2017-09-29,67.35
2017-10-03,80.8
2017-10-04,77.5
2017-10-05,82.7
2017-10-06,82.7
2017-10-09,82.45
2017-10-10,83.95
2017-10-11,82.05
2017-10-12,82.05
2017-10-13,82.15
2017-10-16,80.45
2017-10-17,81.65
2017-10-18,91.9
2017-10-19,92.6
2017-10-23,89.15
2017-10-24,89.2
2017-10-25,86.9
2017-10-26,87.8
2017-10-27,87.65
2017-10-30,90.65
2017-10-31,90.45
2017-11-01,89.45
2017-11-02,88.65
2017-11-03,88.55
2017-11-06,88.3
2017-11-07,84.3
2017-11-08,84.95
2017-11-09,86.1
2017-11-10,88.7
2017-11-13,88.5
2017-11-14,88.45
2017-11-15,77.85
2017-11-16,79.15
2017-11-17,80.3
2017-11-20,77.0
2017-11-21,78.9
2017-11-22,78.35
2017-11-23,80.7
2017-11-24,81.45
2017-11-27,82.45
2017-11-28,82.5
2017-11-29,81.9
2017-11-30,78.1
2017-12-01,81.1
2017-12-04,80.4
2017-12-05,78.95
2017-12-06,78.55
2017-12-07,77.0
2017-12-08,76.1
2017-12-11,75.0
2017-12-12,74.4
2017-12-13,75.05
2017-12-14,74.3
2017-12-15,75.3
2017-12-18,75.0
2017-12-19,76.75
2017-12-20,79.1
2017-12-21,77.8
2017-12-22,76.95
2017-12-26,77.0
2017-12-27,76.75
2017-12-28,75.2
2017-12-29,75.5
