Date,VIKASECO
2017-01-02,16.2
2017-01-03,16.4
2017-01-04,16.35
2017-01-05,16.35
2017-01-06,16.2
2017-01-09,16.05
2017-01-10,16.05
2017-01-11,16.0
2017-01-12,16.15
2017-01-13,16.25
2017-01-16,16.25
2017-01-17,16.5
2017-01-18,17.1
2017-01-19,17.6
2017-01-20,17.35
2017-01-23,17.4
2017-01-24,17.2
2017-01-25,17.1
2017-01-27,16.9
2017-01-30,16.6
2017-01-31,16.35
2017-02-01,16.6
2017-02-02,16.45
2017-02-03,16.45
2017-02-06,16.6
2017-02-07,16.2
2017-02-08,18.25
2017-02-09,18.35
2017-02-10,18.35
2017-02-13,18.45
2017-02-14,17.85
2017-02-15,17.4
2017-02-16,18.15
2017-02-17,17.85
2017-02-20,18.05
2017-02-21,18.25
2017-02-22,17.85
2017-02-23,17.7
2017-02-27,18.25
2017-02-28,19.3
2017-03-01,21.3
2017-03-02,20.0
2017-03-03,21.05
2017-03-06,21.85
2017-03-07,21.4
2017-03-08,21.9
2017-03-09,21.45
2017-03-10,21.15
2017-03-14,21.3
2017-03-15,21.0
2017-03-16,20.85
2017-03-17,20.45
2017-03-20,20.1
2017-03-21,20.3
2017-03-22,20.3
2017-03-23,21.8
2017-03-24,21.8
2017-03-27,21.85
2017-03-28,22.65
2017-03-29,22.15
2017-03-30,22.25
2017-03-31,20.85
2017-04-03,21.05
2017-04-05,21.8
2017-04-06,21.45
2017-04-07,21.05
2017-04-10,21.1
2017-04-11,21.1
2017-04-12,21.1
2017-04-13,21.35
2017-04-17,21.35
2017-04-18,21.2
2017-04-19,21.25
2017-04-20,21.25
2017-04-21,21.1
2017-04-24,21.35
2017-04-25,21.15
2017-04-26,20.9
2017-04-27,20.75
2017-04-28,20.35
2017-05-02,21.75
2017-05-03,22.9
2017-05-04,23.2
2017-05-05,24.1
2017-05-08,25.0
2017-05-09,25.0
2017-05-10,24.85
2017-05-11,25.0
2017-05-12,24.25
2017-05-15,24.2
2017-05-16,24.25
2017-05-17,24.35
2017-05-18,23.7
2017-05-19,22.75
2017-05-22,23.05
2017-05-23,22.3
2017-05-24,21.25
2017-05-25,22.1
2017-05-26,23.95
2017-05-29,23.7
2017-05-30,23.45
2017-05-31,23.45
2017-06-01,23.45
2017-06-02,23.05
2017-06-05,22.35
2017-06-06,22.15
2017-06-07,22.1
2017-06-08,22.35
2017-06-09,22.95
2017-06-12,22.95
2017-06-13,22.65
2017-06-14,22.7
2017-06-15,22.35
2017-06-16,22.2
2017-06-19,21.85
2017-06-20,22.05
2017-06-21,21.95
2017-06-22,21.5
2017-06-23,20.95
2017-06-27,20.4
2017-06-28,20.1
2017-06-29,20.5
2017-06-30,20.65
2017-07-03,20.85
2017-07-04,20.35
2017-07-05,20.45
2017-07-06,21.95
2017-07-07,21.6
2017-07-10,21.6
2017-07-11,22.35
2017-07-12,21.35
2017-07-13,21.2
2017-07-14,21.05
2017-07-17,21.7
2017-07-18,21.5
2017-07-19,21.75
2017-07-20,22.1
2017-07-21,21.9
2017-07-24,21.7
2017-07-25,21.65
2017-07-26,21.45
2017-07-27,21.2
2017-07-28,21.15
2017-07-31,21.35
2017-08-01,20.9
2017-08-02,20.75
2017-08-03,20.7
2017-08-04,20.55
2017-08-07,20.5
2017-08-08,20.3
2017-08-09,20.1
2017-08-10,19.5
2017-08-11,19.6
2017-08-14,19.7
2017-08-16,19.85
2017-08-17,20.85
2017-08-18,20.7
2017-08-21,19.95
2017-08-22,19.8
2017-08-23,19.8
2017-08-24,19.7
2017-08-28,21.1
2017-08-29,20.6
2017-08-30,22.0
2017-08-31,21.95
2017-09-01,21.9
2017-09-04,21.05
2017-09-05,21.0
2017-09-06,21.85
2017-09-07,21.8
2017-09-08,21.5
2017-09-11,21.8
2017-09-12,22.4
2017-09-13,21.55
2017-09-14,21.5
2017-09-15,21.8
2017-09-18,22.3
2017-09-19,23.25
2017-09-20,22.7
2017-09-21,22.75
2017-09-22,21.9
2017-09-25,20.95
2017-09-26,21.05
2017-09-27,20.7
2017-09-28,21.05
2017-09-29,20.95
2017-10-03,20.65
2017-10-04,20.45
2017-10-05,20.7
2017-10-06,20.85
2017-10-09,21.2
2017-10-10,21.15
2017-10-11,20.9
2017-10-12,20.75
2017-10-13,20.95
2017-10-16,20.7
2017-10-17,21.3
2017-10-18,20.65
2017-10-19,20.75
2017-10-23,20.55
2017-10-24,19.95
2017-10-25,19.7
2017-10-26,19.35
2017-10-27,19.15
2017-10-30,19.95
2017-10-31,19.95
2017-11-01,19.95
2017-11-02,20.45
2017-11-03,21.2
2017-11-06,21.95
2017-11-07,21.45
2017-11-08,21.7
2017-11-09,21.85
2017-11-10,21.7
2017-11-13,21.35
2017-11-14,21.9
2017-11-15,22.25
2017-11-16,22.2
2017-11-17,22.15
2017-11-20,26.55
2017-11-21,27.3
2017-11-22,26.05
2017-11-23,28.15
2017-11-24,27.9
2017-11-27,29.7
2017-11-28,29.25
2017-11-29,32.2
2017-11-30,32.85
2017-12-01,34.05
2017-12-04,34.1
2017-12-05,33.55
2017-12-06,32.55
2017-12-07,34.45
2017-12-08,34.75
2017-12-11,34.35
2017-12-12,33.65
2017-12-13,33.2
2017-12-14,32.35
2017-12-15,32.75
2017-12-18,32.25
2017-12-19,34.65
2017-12-20,35.85
2017-12-21,37.05
2017-12-22,36.9
2017-12-26,36.8
2017-12-27,34.9
2017-12-28,36.2
2017-12-29,35.8
