Date,JINDALSTEL
2017-01-02,70.35
2017-01-03,70.4
2017-01-04,71.2
2017-01-05,75.5
2017-01-06,73.55
2017-01-09,74.25
2017-01-10,74.8
2017-01-11,81.95
2017-01-12,80.65
2017-01-13,78.45
2017-01-16,78.9
2017-01-17,77.5
2017-01-18,80.2
2017-01-19,80.0
2017-01-20,77.15
2017-01-23,78.9
2017-01-24,81.05
2017-01-25,82.2
2017-01-27,79.3
2017-01-30,81.7
2017-01-31,80.0
2017-02-01,83.4
2017-02-02,86.0
2017-02-03,91.3
2017-02-06,90.85
2017-02-07,89.8
2017-02-08,91.6
2017-02-09,91.85
2017-02-10,91.0
2017-02-13,88.5
2017-02-14,88.1
2017-02-15,89.75
2017-02-16,92.55
2017-02-17,93.0
2017-02-20,100.15
2017-02-21,109.4
2017-02-22,110.25
2017-02-23,116.6
2017-02-27,124.7
2017-02-28,125.45
2017-03-01,126.25
2017-03-02,125.05
2017-03-03,126.4
2017-03-06,125.95
2017-03-07,124.8
2017-03-08,122.3
2017-03-09,118.25
2017-03-10,125.5
2017-03-14,124.85
2017-03-15,122.95
2017-03-16,128.35
2017-03-17,129.95
2017-03-20,128.4
2017-03-21,127.8
2017-03-22,124.75
2017-03-23,125.5
2017-03-24,119.75
2017-03-27,116.5
2017-03-28,120.3
2017-03-29,118.55
2017-03-30,119.0
2017-03-31,121.0
2017-04-03,123.25
2017-04-05,124.5
2017-04-06,132.75
2017-04-07,129.0
2017-04-10,127.95
2017-04-11,127.5
2017-04-12,126.9
2017-04-13,122.15
2017-04-17,121.1
2017-04-18,118.55
2017-04-19,112.55
2017-04-20,111.05
2017-04-21,112.0
2017-04-24,114.05
2017-04-25,113.25
2017-04-26,112.95
2017-04-27,113.75
2017-04-28,114.0
2017-05-02,113.45
2017-05-03,112.15
2017-05-04,112.85
2017-05-05,108.1
2017-05-08,111.1
2017-05-09,113.8
2017-05-10,114.3
2017-05-11,114.45
2017-05-12,112.1
2017-05-15,114.2
2017-05-16,114.1
2017-05-17,116.4
2017-05-18,113.3
2017-05-19,112.15
2017-05-22,113.75
2017-05-23,108.15
2017-05-24,111.1
2017-05-25,118.5
2017-05-26,125.0
2017-05-29,120.45
2017-05-30,123.5
2017-05-31,121.75
2017-06-01,120.3
2017-06-02,121.85
2017-06-05,121.8
2017-06-06,118.2
2017-06-07,119.1
2017-06-08,121.85
2017-06-09,123.2
2017-06-12,122.1
2017-06-13,122.95
2017-06-14,122.4
2017-06-15,125.6
2017-06-16,124.5
2017-06-19,127.1
2017-06-20,126.2
2017-06-21,124.65
2017-06-22,121.7
2017-06-23,118.45
2017-06-27,116.95
2017-06-28,119.35
2017-06-29,122.75
2017-06-30,123.2
2017-07-03,128.7
2017-07-04,126.05
2017-07-05,130.55
2017-07-06,131.45
2017-07-07,132.15
2017-07-10,134.45
2017-07-11,138.85
2017-07-12,140.15
2017-07-13,138.45
2017-07-14,137.3
2017-07-17,141.6
2017-07-18,140.3
2017-07-19,143.3
2017-07-20,141.1
2017-07-21,136.65
2017-07-24,138.45
2017-07-25,139.95
2017-07-26,151.7
2017-07-27,152.85
2017-07-28,149.85
2017-07-31,153.4
2017-08-01,155.05
2017-08-02,158.4
2017-08-03,142.1
2017-08-04,138.35
2017-08-07,143.55
2017-08-08,139.5
2017-08-09,135.95
2017-08-10,123.3
2017-08-11,127.65
2017-08-14,136.65
2017-08-16,138.4
2017-08-17,139.85
2017-08-18,136.3
2017-08-21,131.7
2017-08-22,129.0
2017-08-23,133.1
2017-08-24,135.15
2017-08-28,135.85
2017-08-29,131.4
2017-08-30,137.15
2017-08-31,137.1
2017-09-01,142.7
2017-09-04,139.75
2017-09-05,140.3
2017-09-06,141.5
2017-09-07,141.75
2017-09-08,141.95
2017-09-11,143.15
2017-09-12,145.8
2017-09-13,141.95
2017-09-14,147.55
2017-09-15,149.15
2017-09-18,150.7
2017-09-19,151.9
2017-09-20,152.85
2017-09-21,151.85
2017-09-22,139.65
2017-09-25,134.15
2017-09-26,138.2
2017-09-27,133.3
2017-09-28,134.8
2017-09-29,134.65
2017-10-03,144.2
2017-10-04,145.0
2017-10-05,147.85
2017-10-06,152.75
2017-10-09,158.05
2017-10-10,156.5
2017-10-11,151.5
2017-10-12,161.7
2017-10-13,162.65
2017-10-16,164.6
2017-10-17,161.75
2017-10-18,161.2
2017-10-19,159.95
2017-10-23,157.8
2017-10-24,161.9
2017-10-25,165.4
2017-10-26,168.15
2017-10-27,166.45
2017-10-30,165.55
2017-10-31,163.1
2017-11-01,164.2
2017-11-02,163.1
2017-11-03,165.3
2017-11-06,162.5
2017-11-07,160.35
2017-11-08,157.85
2017-11-09,164.3
2017-11-10,165.5
2017-11-13,171.7
2017-11-14,170.4
2017-11-15,161.1
2017-11-16,165.85
2017-11-17,164.75
2017-11-20,173.95
2017-11-21,172.7
2017-11-22,173.55
2017-11-23,171.75
2017-11-24,172.85
2017-11-27,172.75
2017-11-28,172.8
2017-11-29,171.95
2017-11-30,171.95
2017-12-01,168.15
2017-12-04,169.25
2017-12-05,164.9
2017-12-06,158.45
2017-12-07,163.35
2017-12-08,165.2
2017-12-11,165.4
2017-12-12,163.65
2017-12-13,161.1
2017-12-14,161.8
2017-12-15,164.95
2017-12-18,175.95
2017-12-19,179.95
2017-12-20,185.1
2017-12-21,185.35
2017-12-22,184.6
2017-12-26,192.65
2017-12-27,194.65
2017-12-28,202.45
2017-12-29,205.05
