Date,RALLIS
2017-01-02,202.8
2017-01-03,204.9
2017-01-04,202.0
2017-01-05,203.85
2017-01-06,204.1
2017-01-09,207.1
2017-01-10,208.75
2017-01-11,207.65
2017-01-12,208.2
2017-01-13,211.9
2017-01-16,212.65
2017-01-17,213.95
2017-01-18,212.15
2017-01-19,212.8
2017-01-20,209.05
2017-01-23,214.15
2017-01-24,222.35
2017-01-25,228.1
2017-01-27,233.4
2017-01-30,237.9
2017-01-31,234.0
2017-02-01,240.2
2017-02-02,243.8
2017-02-03,250.1
2017-02-06,244.75
2017-02-07,240.75
2017-02-08,242.95
2017-02-09,241.3
2017-02-10,240.15
2017-02-13,240.1
2017-02-14,239.95
2017-02-15,239.85
2017-02-16,246.25
2017-02-17,248.35
2017-02-20,246.45
2017-02-21,241.75
2017-02-22,240.1
2017-02-23,235.9
2017-02-27,235.2
2017-02-28,234.4
2017-03-01,239.9
2017-03-02,233.95
2017-03-03,233.75
2017-03-06,239.6
2017-03-07,238.75
2017-03-08,238.4
2017-03-09,237.0
2017-03-10,237.6
2017-03-14,239.65
2017-03-15,244.75
2017-03-16,245.75
2017-03-17,247.3
2017-03-20,254.85
2017-03-21,253.65
2017-03-22,244.15
2017-03-23,245.3
2017-03-24,240.1
2017-03-27,240.65
2017-03-28,241.2
2017-03-29,246.95
2017-03-30,251.25
2017-03-31,259.75
2017-04-03,254.3
2017-04-05,256.4
2017-04-06,253.4
2017-04-07,248.45
2017-04-10,248.05
2017-04-11,252.15
2017-04-12,253.1
2017-04-13,249.85
2017-04-17,248.8
2017-04-18,246.6
2017-04-19,247.8
2017-04-20,254.55
2017-04-21,254.8
2017-04-24,251.3
2017-04-25,239.75
2017-04-26,241.15
2017-04-27,240.85
2017-04-28,241.8
2017-05-02,239.0
2017-05-03,237.2
2017-05-04,238.95
2017-05-05,237.0
2017-05-08,236.25
2017-05-09,236.2
2017-05-10,247.95
2017-05-11,249.6
2017-05-12,248.85
2017-05-15,246.5
2017-05-16,248.7
2017-05-17,246.15
2017-05-18,238.05
2017-05-19,238.0
2017-05-22,237.2
2017-05-23,237.35
2017-05-24,236.6
2017-05-25,237.3
2017-05-26,241.85
2017-05-29,236.6
2017-05-30,240.5
2017-05-31,244.05
2017-06-01,245.8
2017-06-02,245.6
2017-06-05,251.8
2017-06-06,247.8
2017-06-07,247.9
2017-06-08,251.95
2017-06-09,248.9
2017-06-12,247.6
2017-06-13,247.75
2017-06-14,248.3
2017-06-15,245.65
2017-06-16,248.75
2017-06-19,246.55
2017-06-20,243.65
2017-06-21,244.05
2017-06-22,241.25
2017-06-23,240.9
2017-06-27,239.05
2017-06-28,239.3
2017-06-29,240.15
2017-06-30,242.7
2017-07-03,244.5
2017-07-04,242.15
2017-07-05,244.7
2017-07-06,243.9
2017-07-07,243.55
2017-07-10,244.7
2017-07-11,243.15
2017-07-12,250.8
2017-07-13,249.8
2017-07-14,244.3
2017-07-17,240.25
2017-07-18,239.45
2017-07-19,245.65
2017-07-20,242.0
2017-07-21,237.65
2017-07-24,236.85
2017-07-25,240.4
2017-07-26,241.9
2017-07-27,242.85
2017-07-28,242.4
2017-07-31,240.85
2017-08-01,238.95
2017-08-02,244.75
2017-08-03,244.3
2017-08-04,244.75
2017-08-07,242.5
2017-08-08,239.6
2017-08-09,238.25
2017-08-10,226.7
2017-08-11,233.45
2017-08-14,229.9
2017-08-16,225.95
2017-08-17,228.85
2017-08-18,228.8
2017-08-21,228.35
2017-08-22,227.75
2017-08-23,232.4
2017-08-24,229.3
2017-08-28,231.0
2017-08-29,228.3
2017-08-30,227.25
2017-08-31,227.2
2017-09-01,227.45
2017-09-04,222.25
2017-09-05,223.1
2017-09-06,224.9
2017-09-07,224.9
2017-09-08,221.9
2017-09-11,221.1
2017-09-12,223.2
2017-09-13,225.9
2017-09-14,224.4
2017-09-15,222.75
2017-09-18,222.1
2017-09-19,227.05
2017-09-20,226.8
2017-09-21,227.55
2017-09-22,215.95
2017-09-25,212.6
2017-09-26,214.3
2017-09-27,207.6
2017-09-28,206.05
2017-09-29,208.05
2017-10-03,210.1
2017-10-04,210.5
2017-10-05,213.4
2017-10-06,229.7
2017-10-09,229.9
2017-10-10,237.75
2017-10-11,240.45
2017-10-12,236.4
2017-10-13,236.9
2017-10-16,236.55
2017-10-17,236.1
2017-10-18,234.6
2017-10-19,234.95
2017-10-23,239.45
2017-10-24,252.65
2017-10-25,237.8
2017-10-26,249.7
2017-10-27,244.75
2017-10-30,246.45
2017-10-31,244.95
2017-11-01,243.0
2017-11-02,241.4
2017-11-03,239.6
2017-11-06,238.05
2017-11-07,236.45
2017-11-08,231.7
2017-11-09,225.95
2017-11-10,225.15
2017-11-13,231.5
2017-11-14,228.4
2017-11-15,226.25
2017-11-16,224.45
2017-11-17,229.4
2017-11-20,230.05
2017-11-21,231.3
2017-11-22,230.7
2017-11-23,233.05
2017-11-24,229.5
2017-11-27,230.35
2017-11-28,242.95
2017-11-29,246.2
2017-11-30,245.4
2017-12-01,240.3
2017-12-04,235.95
2017-12-05,240.85
2017-12-06,235.4
2017-12-07,235.4
2017-12-08,237.05
2017-12-11,235.65
2017-12-12,235.05
2017-12-13,235.2
2017-12-14,236.45
2017-12-15,236.45
2017-12-18,237.55
2017-12-19,243.9
2017-12-20,251.05
2017-12-21,257.25
2017-12-22,258.65
2017-12-26,257.85
2017-12-27,268.8
2017-12-28,269.95
2017-12-29,265.05
