Date,IMFA
2017-01-02,651.55
2017-01-03,677.15
2017-01-04,652.55
2017-01-05,649.8
2017-01-06,659.95
2017-01-09,690.05
2017-01-10,704.2
2017-01-11,693.75
2017-01-12,695.7
2017-01-13,696.45
2017-01-16,690.55
2017-01-17,699.1
2017-01-18,689.6
2017-01-19,679.6
2017-01-20,682.4
2017-01-23,669.7
2017-01-24,688.8
2017-01-25,699.65
2017-01-27,686.55
2017-01-30,686.5
2017-01-31,662.45
2017-02-01,654.8
2017-02-02,676.65
2017-02-03,679.25
2017-02-06,692.6
2017-02-07,685.45
2017-02-08,707.3
2017-02-09,751.1
2017-02-10,721.6
2017-02-13,730.15
2017-02-14,719.85
2017-02-15,699.8
2017-02-16,694.2
2017-02-17,665.4
2017-02-20,664.55
2017-02-21,660.05
2017-02-22,631.95
2017-02-23,625.05
2017-02-27,646.6
2017-02-28,636.6
2017-03-01,643.95
2017-03-02,644.8
2017-03-03,640.3
2017-03-06,644.95
2017-03-07,634.5
2017-03-08,638.7
2017-03-09,636.0
2017-03-10,622.15
2017-03-14,589.3
2017-03-15,645.0
2017-03-16,649.0
2017-03-17,685.35
2017-03-20,753.85
2017-03-21,793.9
2017-03-22,771.6
2017-03-23,764.25
2017-03-24,783.35
2017-03-27,796.55
2017-03-28,786.65
2017-03-29,771.55
2017-03-30,766.15
2017-03-31,768.6
2017-04-03,781.65
2017-04-05,779.95
2017-04-06,755.55
2017-04-07,738.75
2017-04-10,698.2
2017-04-11,629.7
2017-04-12,585.8
2017-04-13,582.2
2017-04-17,611.3
2017-04-18,602.65
2017-04-19,582.95
2017-04-20,586.45
2017-04-21,572.35
2017-04-24,554.6
2017-04-25,539.85
2017-04-26,527.95
2017-04-27,554.3
2017-04-28,582.0
2017-05-02,553.1
2017-05-03,565.75
2017-05-04,569.45
2017-05-05,546.95
2017-05-08,534.95
2017-05-09,560.55
2017-05-10,554.05
2017-05-11,536.7
2017-05-12,524.75
2017-05-15,524.65
2017-05-16,523.0
2017-05-17,518.75
2017-05-18,492.85
2017-05-19,468.25
2017-05-22,444.85
2017-05-23,422.65
2017-05-24,402.2
2017-05-25,414.85
2017-05-26,435.55
2017-05-29,444.25
2017-05-30,427.05
2017-05-31,420.95
2017-06-01,417.85
2017-06-02,414.1
2017-06-05,430.75
2017-06-06,428.0
2017-06-07,412.3
2017-06-08,408.65
2017-06-09,403.05
2017-06-12,397.0
2017-06-13,391.8
2017-06-14,387.45
2017-06-15,406.8
2017-06-16,427.1
2017-06-19,448.45
2017-06-20,468.1
2017-06-21,459.0
2017-06-22,451.25
2017-06-23,473.8
2017-06-27,497.45
2017-06-28,507.8
2017-06-29,485.0
2017-06-30,469.4
2017-07-03,492.85
2017-07-04,517.45
2017-07-05,543.3
2017-07-06,549.35
2017-07-07,532.65
2017-07-10,537.55
2017-07-11,535.45
2017-07-12,532.45
2017-07-13,548.05
2017-07-14,538.0
2017-07-17,564.9
2017-07-18,585.95
2017-07-19,575.85
2017-07-20,565.6
2017-07-21,566.7
2017-07-24,574.35
2017-07-25,558.75
2017-07-26,554.25
2017-07-27,544.4
2017-07-28,521.75
2017-07-31,533.8
2017-08-01,527.55
2017-08-02,520.35
2017-08-03,529.05
2017-08-04,549.95
2017-08-07,548.2
2017-08-08,530.1
2017-08-09,520.7
2017-08-10,492.25
2017-08-11,480.8
2017-08-14,488.65
2017-08-16,488.2
2017-08-17,489.45
2017-08-18,479.95
2017-08-21,477.75
2017-08-22,466.45
2017-08-23,559.7
2017-08-24,545.0
2017-08-28,593.95
2017-08-29,585.75
2017-08-30,603.05
2017-08-31,658.5
2017-09-01,654.9
2017-09-04,671.6
2017-09-05,682.15
2017-09-06,708.45
2017-09-07,719.65
2017-09-08,704.95
2017-09-11,704.1
2017-09-12,698.7
2017-09-13,680.25
2017-09-14,689.2
2017-09-15,707.1
2017-09-18,718.7
2017-09-19,709.25
2017-09-20,688.8
2017-09-21,683.2
2017-09-22,657.0
2017-09-25,630.3
2017-09-26,644.1
2017-09-27,613.65
2017-09-28,625.25
2017-09-29,625.95
2017-10-03,631.7
2017-10-04,672.4
2017-10-05,690.8
2017-10-06,687.95
2017-10-09,708.2
2017-10-10,710.95
2017-10-11,721.8
2017-10-12,733.55
2017-10-13,736.45
2017-10-16,739.95
2017-10-17,736.7
2017-10-18,767.75
2017-10-19,770.65
2017-10-23,725.15
2017-10-24,640.3
2017-10-25,646.2
2017-10-26,658.0
2017-10-27,659.2
2017-10-30,673.95
2017-10-31,679.95
2017-11-01,663.9
2017-11-02,651.65
2017-11-03,650.85
2017-11-06,632.7
2017-11-07,623.3
2017-11-08,618.75
2017-11-09,616.3
2017-11-10,626.45
2017-11-13,616.15
2017-11-14,627.3
2017-11-15,604.8
2017-11-16,606.9
2017-11-17,609.05
2017-11-20,616.25
2017-11-21,622.8
2017-11-22,612.5
2017-11-23,607.1
2017-11-24,608.45
2017-11-27,603.05
2017-11-28,604.4
2017-11-29,606.9
2017-11-30,592.95
2017-12-01,581.85
2017-12-04,580.8
2017-12-05,580.85
2017-12-06,570.0
2017-12-07,583.3
2017-12-08,608.95
2017-12-11,598.4
2017-12-12,614.1
2017-12-13,605.45
2017-12-14,605.5
2017-12-15,613.5
2017-12-18,610.3
2017-12-19,614.0
2017-12-20,610.0
2017-12-21,636.6
2017-12-22,637.45
2017-12-26,646.0
2017-12-27,694.5
2017-12-28,692.35
2017-12-29,688.75
