Date,SRF
2017-01-02,1558.4
2017-01-03,1550.2
2017-01-04,1549.45
2017-01-05,1584.5
2017-01-06,1565.25
2017-01-09,1570.55
2017-01-10,1576.0
2017-01-11,1652.05
2017-01-12,1634.7
2017-01-13,1620.25
2017-01-16,1624.3
2017-01-17,1655.95
2017-01-18,1656.15
2017-01-19,1668.85
2017-01-20,1644.3
2017-01-23,1653.15
2017-01-24,1665.0
2017-01-25,1709.7
2017-01-27,1706.9
2017-01-30,1691.0
2017-01-31,1715.3
2017-02-01,1700.35
2017-02-02,1703.45
2017-02-03,1698.0
2017-02-06,1730.9
2017-02-07,1751.6
2017-02-08,1758.75
2017-02-09,1743.4
2017-02-10,1752.05
2017-02-13,1600.7
2017-02-14,1583.85
2017-02-15,1529.25
2017-02-16,1542.6
2017-02-17,1591.0
2017-02-20,1600.35
2017-02-21,1605.3
2017-02-22,1573.0
2017-02-23,1552.2
2017-02-27,1552.2
2017-02-28,1556.15
2017-03-01,1550.0
2017-03-02,1573.3
2017-03-03,1573.55
2017-03-06,1581.2
2017-03-07,1588.85
2017-03-08,1567.35
2017-03-09,1576.2
2017-03-10,1565.0
2017-03-14,1571.55
2017-03-15,1566.85
2017-03-16,1621.4
2017-03-17,1615.1
2017-03-20,1616.25
2017-03-21,1602.15
2017-03-22,1582.95
2017-03-23,1590.75
2017-03-24,1591.15
2017-03-27,1601.9
2017-03-28,1598.55
2017-03-29,1600.7
2017-03-30,1604.1
2017-03-31,1627.15
2017-04-03,1662.05
2017-04-05,1652.95
2017-04-06,1647.75
2017-04-07,1637.1
2017-04-10,1632.7
2017-04-11,1638.2
2017-04-12,1646.95
2017-04-13,1693.35
2017-04-17,1704.5
2017-04-18,1649.3
2017-04-19,1676.15
2017-04-20,1711.1
2017-04-21,1699.65
2017-04-24,1714.45
2017-04-25,1732.9
2017-04-26,1748.95
2017-04-27,1793.95
2017-04-28,1771.4
2017-05-02,1768.6
2017-05-03,1773.15
2017-05-04,1749.1
2017-05-05,1757.25
2017-05-08,1739.35
2017-05-09,1761.6
2017-05-10,1779.7
2017-05-11,1776.95
2017-05-12,1766.8
2017-05-15,1802.2
2017-05-16,1841.35
2017-05-17,1831.8
2017-05-18,1777.8
2017-05-19,1738.65
2017-05-22,1707.1
2017-05-23,1611.9
2017-05-24,1588.35
2017-05-25,1617.05
2017-05-26,1661.3
2017-05-29,1608.9
2017-05-30,1630.1
2017-05-31,1634.0
2017-06-01,1627.7
2017-06-02,1643.7
2017-06-05,1661.15
2017-06-06,1629.5
2017-06-07,1640.05
2017-06-08,1688.4
2017-06-09,1672.75
2017-06-12,1635.95
