Date,BHARATFIN
2017-01-02,602.25
2017-01-03,621.25
2017-01-04,629.5
2017-01-05,637.55
2017-01-06,621.65
2017-01-09,619.8
2017-01-10,631.85
2017-01-11,656.85
2017-01-12,663.0
2017-01-13,653.9
2017-01-16,672.15
2017-01-17,675.65
2017-01-18,685.1
2017-01-19,679.25
2017-01-20,663.9
2017-01-23,669.7
2017-01-24,678.35
2017-01-25,749.15
2017-01-27,742.75
2017-01-30,738.5
2017-01-31,735.85
2017-02-01,801.5
2017-02-02,823.7
2017-02-03,835.55
2017-02-06,824.95
2017-02-07,823.15
2017-02-08,818.0
2017-02-09,815.95
2017-02-10,816.85
2017-02-13,829.6
2017-02-14,836.95
2017-02-15,819.85
2017-02-16,836.75
2017-02-17,868.3
2017-02-20,871.35
2017-02-21,869.8
2017-02-22,863.15
2017-02-23,870.4
2017-02-27,851.8
2017-02-28,843.85
2017-03-01,818.4
2017-03-02,794.8
2017-03-03,807.75
2017-03-06,802.5
2017-03-07,816.25
2017-03-08,851.8
2017-03-09,839.45
2017-03-10,828.65
2017-03-14,811.9
2017-03-15,801.9
2017-03-16,805.1
2017-03-17,832.45
2017-03-20,826.2
2017-03-21,825.55
2017-03-22,805.85
2017-03-23,841.65
2017-03-24,844.0
2017-03-27,857.3
2017-03-28,835.65
2017-03-29,802.9
2017-03-30,807.3
2017-03-31,808.4
2017-04-03,818.3
2017-04-05,796.95
2017-04-06,773.15
2017-04-07,788.85
2017-04-10,777.8
2017-04-11,767.35
2017-04-12,745.75
2017-04-13,771.9
2017-04-17,761.25
2017-04-18,734.75
2017-04-19,748.15
2017-04-20,757.2
2017-04-21,748.4
2017-04-24,785.5
2017-04-25,804.4
2017-04-26,790.3
2017-04-27,792.15
2017-04-28,803.65
2017-05-02,787.3
2017-05-03,783.5
2017-05-04,781.5
2017-05-05,790.1
2017-05-08,774.55
2017-05-09,761.0
2017-05-10,760.65
2017-05-11,777.4
2017-05-12,797.6
2017-05-15,812.8
2017-05-16,793.65
2017-05-17,780.05
2017-05-18,727.85
2017-05-19,698.45
2017-05-22,704.6
2017-05-23,665.95
2017-05-24,670.45
2017-05-25,734.7
2017-05-26,739.65
2017-05-29,712.85
2017-05-30,728.45
2017-05-31,735.7
2017-06-01,734.05
2017-06-02,744.25
2017-06-05,747.35
2017-06-06,732.55
2017-06-07,739.8
2017-06-08,742.55
2017-06-09,731.0
2017-06-12,694.8
2017-06-13,677.6
2017-06-14,694.3
2017-06-15,703.35
2017-06-16,712.65
2017-06-19,707.05
2017-06-20,724.5
2017-06-21,719.7
2017-06-22,721.2
2017-06-23,711.5
2017-06-27,707.2
2017-06-28,704.15
2017-06-29,708.8
2017-06-30,720.65
2017-07-03,718.65
2017-07-04,718.95
2017-07-05,741.3
2017-07-06,724.85
2017-07-07,739.4
2017-07-10,765.05
2017-07-11,751.35
2017-07-12,765.1
2017-07-13,786.35
2017-07-14,793.3
2017-07-17,798.75
2017-07-18,786.5
2017-07-19,772.6
2017-07-20,777.1
2017-07-21,780.95
2017-07-24,784.85
2017-07-25,793.3
2017-07-26,789.75
2017-07-27,818.5
2017-07-28,849.05
2017-07-31,844.8
2017-08-01,851.8
2017-08-02,842.1
2017-08-03,822.0
2017-08-04,840.45
2017-08-07,829.8
2017-08-08,815.95
2017-08-09,797.3
2017-08-10,780.25
2017-08-11,785.9
2017-08-14,802.75
2017-08-16,823.45
2017-08-17,847.7
2017-08-18,876.6
2017-08-21,867.55
2017-08-22,850.2
2017-08-23,888.2
2017-08-24,880.45
2017-08-28,887.7
2017-08-29,861.35
2017-08-30,878.1
2017-08-31,879.35
2017-09-01,906.3
2017-09-04,904.8
2017-09-05,923.4
2017-09-06,954.05
2017-09-07,945.6
2017-09-08,934.7
2017-09-11,966.9
2017-09-12,967.65
2017-09-13,953.05
2017-09-14,957.3
2017-09-15,944.1
2017-09-18,943.85
2017-09-19,949.5
2017-09-20,964.9
2017-09-21,965.45
2017-09-22,943.15
2017-09-25,937.0
2017-09-26,940.4
2017-09-27,933.6
2017-09-28,942.45
2017-09-29,947.75
2017-10-03,928.6
2017-10-04,947.0
2017-10-05,968.35
2017-10-06,971.2
2017-10-09,972.6
2017-10-10,980.5
2017-10-11,970.7
2017-10-12,999.9
2017-10-13,1004.0
2017-10-16,1018.45
2017-10-17,1022.35
2017-10-18,1027.4
2017-10-19,1017.4
2017-10-23,1012.5
2017-10-24,992.95
2017-10-25,949.85
2017-10-26,980.25
2017-10-27,972.9
2017-10-30,964.3
2017-10-31,975.05
2017-11-01,974.25
2017-11-02,973.4
2017-11-03,993.7
2017-11-06,987.25
2017-11-07,987.95
2017-11-08,992.95
2017-11-09,991.5
2017-11-10,983.3
2017-11-13,991.15
2017-11-14,981.6
2017-11-15,951.0
2017-11-16,955.5
2017-11-17,967.15
2017-11-20,975.6
2017-11-21,973.35
2017-11-22,961.15
2017-11-23,967.8
2017-11-24,990.45
2017-11-27,986.45
2017-11-28,1000.4
2017-11-29,995.6
2017-11-30,980.4
2017-12-01,978.9
2017-12-04,982.55
2017-12-05,993.15
2017-12-06,985.55
2017-12-07,989.55
2017-12-08,1002.0
2017-12-11,1004.65
2017-12-12,989.55
2017-12-13,988.35
2017-12-14,989.0
2017-12-15,1003.8
2017-12-18,1007.65
2017-12-19,1009.95
2017-12-20,1002.35
2017-12-21,1003.9
2017-12-22,998.7
2017-12-26,1007.7
2017-12-27,996.6
2017-12-28,994.6
2017-12-29,1000.2
