Date,INDOCO
2017-01-02,262.85
2017-01-03,264.0
2017-01-04,268.9
2017-01-05,268.25
2017-01-06,272.9
2017-01-09,272.05
2017-01-10,268.4
2017-01-11,273.0
2017-01-12,270.05
2017-01-13,268.25
2017-01-16,272.05
2017-01-17,270.1
2017-01-18,277.55
2017-01-19,273.4
2017-01-20,273.1
2017-01-23,273.15
2017-01-24,273.4
2017-01-25,270.8
2017-01-27,274.85
2017-01-30,271.2
2017-01-31,268.05
2017-02-01,267.4
2017-02-02,269.45
2017-02-03,271.75
2017-02-06,267.55
2017-02-07,267.35
2017-02-08,265.55
2017-02-09,268.8
2017-02-10,275.1
2017-02-13,268.9
2017-02-14,267.0
2017-02-15,262.35
2017-02-16,261.65
2017-02-17,267.25
2017-02-20,272.15
2017-02-21,272.45
2017-02-22,269.8
2017-02-23,270.55
2017-02-27,269.55
2017-02-28,268.65
2017-03-01,271.35
2017-03-02,266.4
2017-03-03,265.1
2017-03-06,264.85
2017-03-07,264.9
2017-03-08,261.5
2017-03-09,259.25
2017-03-10,261.15
2017-03-14,260.25
2017-03-15,258.55
2017-03-16,255.85
2017-03-17,257.65
2017-03-20,257.3
2017-03-21,258.75
2017-03-22,257.55
2017-03-23,255.9
2017-03-24,254.2
2017-03-27,257.85
2017-03-28,254.45
2017-03-29,254.3
2017-03-30,253.7
2017-03-31,249.15
2017-04-03,228.7
2017-04-05,241.75
2017-04-06,240.0
2017-04-07,237.0
2017-04-10,233.25
2017-04-11,234.55
2017-04-12,244.7
2017-04-13,242.95
2017-04-17,238.1
2017-04-18,244.0
2017-04-19,239.55
2017-04-20,236.6
2017-04-21,234.5
2017-04-24,230.25
2017-04-25,228.8
2017-04-26,227.95
2017-04-27,226.4
2017-04-28,227.25
2017-05-02,220.2
2017-05-03,222.35
2017-05-04,224.0
2017-05-05,224.2
2017-05-08,225.05
2017-05-09,226.75
2017-05-10,229.95
2017-05-11,225.0
2017-05-12,223.3
2017-05-15,222.55
2017-05-16,221.4
2017-05-17,216.3
2017-05-18,210.75
2017-05-19,207.95
2017-05-22,201.95
2017-05-23,198.95
2017-05-24,193.2
2017-05-25,192.35
2017-05-26,197.6
2017-05-29,192.7
2017-05-30,189.65
2017-05-31,181.85
2017-06-01,193.1
2017-06-02,195.05
2017-06-05,196.7
2017-06-06,195.2
2017-06-07,196.0
2017-06-08,194.6
2017-06-09,193.55
2017-06-12,193.05
2017-06-13,193.05
2017-06-14,192.4
2017-06-15,192.2
2017-06-16,189.35
2017-06-19,189.9
2017-06-20,188.25
2017-06-21,186.35
2017-06-22,185.55
2017-06-23,186.2
2017-06-27,182.3
2017-06-28,186.25
2017-06-29,192.5
2017-06-30,202.3
2017-07-03,202.3
2017-07-04,205.85
2017-07-05,202.1
2017-07-06,197.1
2017-07-07,194.45
2017-07-10,195.8
2017-07-11,199.6
2017-07-12,200.2
2017-07-13,200.1
2017-07-14,204.65
2017-07-17,200.75
2017-07-18,205.25
2017-07-19,209.85
2017-07-20,205.35
2017-07-21,200.2
2017-07-24,203.7
2017-07-25,205.1
2017-07-26,202.2
2017-07-27,204.0
2017-07-28,200.3
2017-07-31,200.05
2017-08-01,200.05
2017-08-02,202.05
2017-08-03,200.05
2017-08-04,200.15
2017-08-07,200.45
2017-08-08,200.1
2017-08-09,197.75
2017-08-10,192.8
2017-08-11,192.75
2017-08-14,191.95
2017-08-16,193.6
2017-08-17,195.0
2017-08-18,194.85
2017-08-21,194.2
2017-08-22,191.9
2017-08-23,191.0
2017-08-24,189.9
2017-08-28,191.8
2017-08-29,190.3
2017-08-30,192.4
2017-08-31,193.65
2017-09-01,190.8
2017-09-04,194.35
2017-09-05,198.15
2017-09-06,194.35
2017-09-07,195.2
2017-09-08,195.3
2017-09-11,194.85
2017-09-12,194.95
2017-09-13,199.15
2017-09-14,196.9
2017-09-15,201.1
2017-09-18,199.1
2017-09-19,202.5
2017-09-20,204.2
2017-09-21,204.6
2017-09-22,205.2
2017-09-25,208.55
2017-09-26,207.05
2017-09-27,204.9
2017-09-28,207.55
2017-09-29,208.4
2017-10-03,207.25
2017-10-04,210.25
2017-10-05,211.85
2017-10-06,223.9
2017-10-09,231.35
2017-10-10,244.3
2017-10-11,255.9
2017-10-12,259.15
2017-10-13,247.1
2017-10-16,249.75
2017-10-17,256.65
2017-10-18,247.5
2017-10-19,249.35
2017-10-23,250.75
2017-10-24,268.2
2017-10-25,273.55
2017-10-26,263.25
2017-10-27,271.75
2017-10-30,262.75
2017-10-31,263.25
2017-11-01,255.05
2017-11-02,257.2
2017-11-03,277.75
2017-11-06,264.5
2017-11-07,262.35
2017-11-08,255.75
2017-11-09,258.2
2017-11-10,258.55
2017-11-13,259.05
2017-11-14,279.55
2017-11-15,274.45
2017-11-16,269.35
2017-11-17,266.75
2017-11-20,262.5
2017-11-21,270.6
2017-11-22,279.65
2017-11-23,294.1
2017-11-24,293.75
2017-11-27,282.4
2017-11-28,286.55
2017-11-29,286.75
2017-11-30,276.95
2017-12-01,262.7
2017-12-04,263.7
2017-12-05,266.4
2017-12-06,262.15
2017-12-07,265.75
2017-12-08,282.85
2017-12-11,278.95
2017-12-12,271.5
2017-12-13,272.65
2017-12-14,278.8
2017-12-15,275.5
2017-12-18,275.25
2017-12-19,291.05
2017-12-20,289.65
2017-12-21,288.9
2017-12-22,283.5
2017-12-26,291.55
2017-12-27,284.3
2017-12-28,286.7
2017-12-29,280.45
