Date,APOLLOTYRE
2017-01-02,185.85
2017-01-03,187.25
2017-01-04,185.3
2017-01-05,187.7
2017-01-06,188.9
2017-01-09,186.25
2017-01-10,194.45
2017-01-11,197.1
2017-01-12,194.8
2017-01-13,187.75
2017-01-16,186.85
2017-01-17,187.85
2017-01-18,188.95
2017-01-19,185.6
2017-01-20,183.75
2017-01-23,184.7
2017-01-24,185.05
2017-01-25,186.75
2017-01-27,187.35
2017-01-30,183.9
2017-01-31,180.4
2017-02-01,186.95
2017-02-02,184.45
2017-02-03,183.3
2017-02-06,182.15
2017-02-07,182.65
2017-02-08,185.9
2017-02-09,183.6
2017-02-10,182.45
2017-02-13,179.25
2017-02-14,175.45
2017-02-15,174.2
2017-02-16,178.9
2017-02-17,179.5
2017-02-20,179.75
2017-02-21,180.0
2017-02-22,179.9
2017-02-23,184.45
2017-02-27,185.05
2017-02-28,187.6
2017-03-01,185.65
2017-03-02,181.4
2017-03-03,183.45
2017-03-06,182.7
2017-03-07,181.25
2017-03-08,179.9
2017-03-09,179.5
2017-03-10,179.1
2017-03-14,186.1
2017-03-15,194.1
2017-03-16,196.25
2017-03-17,198.85
2017-03-20,203.0
2017-03-21,204.95
2017-03-22,204.65
2017-03-23,206.5
2017-03-24,209.25
2017-03-27,210.6
2017-03-28,203.95
2017-03-29,209.4
2017-03-30,207.9
2017-03-31,208.7
2017-04-03,210.25
2017-04-05,211.95
2017-04-06,212.85
2017-04-07,213.45
2017-04-10,216.7
2017-04-11,227.75
2017-04-12,221.2
2017-04-13,222.35
2017-04-17,229.25
2017-04-18,227.0
2017-04-19,230.55
2017-04-20,240.1
2017-04-21,237.1
2017-04-24,241.5
2017-04-25,242.75
2017-04-26,247.25
2017-04-27,248.1
2017-04-28,244.0
2017-05-02,250.25
2017-05-03,244.65
2017-05-04,242.8
2017-05-05,245.9
2017-05-08,240.35
2017-05-09,234.6
2017-05-10,231.65
2017-05-11,230.4
2017-05-12,227.05
2017-05-15,231.9
2017-05-16,234.4
2017-05-17,237.35
2017-05-18,232.65
2017-05-19,234.65
2017-05-22,233.75
2017-05-23,230.5
2017-05-24,221.45
2017-05-25,226.9
2017-05-26,232.1
2017-05-29,225.65
2017-05-30,228.2
2017-05-31,228.6
2017-06-01,242.8
2017-06-02,247.15
2017-06-05,248.2
2017-06-06,259.35
2017-06-07,259.45
2017-06-08,258.2
2017-06-09,258.0
2017-06-12,260.35
2017-06-13,257.3
2017-06-14,258.15
2017-06-15,257.2
2017-06-16,255.65
2017-06-19,256.7
2017-06-20,261.75
2017-06-21,260.3
2017-06-22,257.3
2017-06-23,247.05
2017-06-27,243.25
2017-06-28,244.3
2017-06-29,242.9
2017-06-30,240.7
2017-07-03,254.6
2017-07-04,251.2
2017-07-05,254.55
2017-07-06,256.4
2017-07-07,258.75
2017-07-10,257.25
2017-07-11,249.6
2017-07-12,252.25
2017-07-13,251.5
2017-07-14,251.0
2017-07-17,253.35
2017-07-18,252.85
2017-07-19,255.9
2017-07-20,253.7
2017-07-21,252.4
2017-07-24,253.7
2017-07-25,264.55
2017-07-26,266.9
2017-07-27,261.9
2017-07-28,263.2
2017-07-31,266.5
2017-08-01,266.95
2017-08-02,277.75
2017-08-03,270.85
2017-08-04,262.25
2017-08-07,285.5
2017-08-08,280.45
2017-08-09,270.25
2017-08-10,262.6
2017-08-11,257.05
2017-08-14,262.9
2017-08-16,272.7
2017-08-17,269.25
2017-08-18,270.15
2017-08-21,268.9
2017-08-22,259.65
2017-08-23,259.8
2017-08-24,257.0
2017-08-28,252.6
2017-08-29,249.15
2017-08-30,248.35
2017-08-31,253.4
2017-09-01,256.35
2017-09-04,250.7
2017-09-05,253.45
2017-09-06,254.85
2017-09-07,253.2
2017-09-08,252.4
2017-09-11,256.2
2017-09-12,263.35
2017-09-13,260.0
2017-09-14,259.45
2017-09-15,255.7
2017-09-18,261.55
2017-09-19,258.5
2017-09-20,262.25
2017-09-21,257.4
2017-09-22,251.35
2017-09-25,249.8
2017-09-26,248.0
2017-09-27,241.7
2017-09-28,243.15
2017-09-29,245.75
2017-10-03,244.15
2017-10-04,238.95
2017-10-05,239.7
2017-10-06,242.3
2017-10-09,238.1
2017-10-10,242.25
2017-10-11,238.15
2017-10-12,242.5
2017-10-13,242.2
2017-10-16,242.35
2017-10-17,246.0
2017-10-18,243.55
2017-10-19,241.3
2017-10-23,239.75
2017-10-24,240.5
2017-10-25,241.2
2017-10-26,238.6
2017-10-27,243.5
2017-10-30,246.9
2017-10-31,246.0
2017-11-01,244.65
2017-11-02,237.15
2017-11-03,236.45
2017-11-06,242.85
2017-11-07,234.3
2017-11-08,229.7
2017-11-09,233.15
2017-11-10,236.0
2017-11-13,236.25
2017-11-14,231.55
2017-11-15,232.0
2017-11-16,233.25
2017-11-17,236.3
2017-11-20,235.55
2017-11-21,245.7
2017-11-22,248.15
2017-11-23,252.8
2017-11-24,254.1
2017-11-27,256.8
2017-11-28,256.8
2017-11-29,258.8
2017-11-30,250.7
2017-12-01,244.25
2017-12-04,242.95
2017-12-05,239.6
2017-12-06,238.25
2017-12-07,243.2
2017-12-08,247.9
2017-12-11,246.75
2017-12-12,244.5
2017-12-13,245.55
2017-12-14,240.75
2017-12-15,249.6
2017-12-18,255.1
2017-12-19,259.55
2017-12-20,260.05
2017-12-21,265.4
2017-12-22,264.85
2017-12-26,267.5
2017-12-27,268.85
2017-12-28,268.8
2017-12-29,268.25
