Date,SRIPIPES
2017-01-02,265.1
2017-01-03,273.7
2017-01-04,273.0
2017-01-05,279.1
2017-01-06,277.4
2017-01-09,280.35
2017-01-10,277.75
2017-01-11,285.5
2017-01-12,280.2
2017-01-13,282.15
2017-01-16,284.4
2017-01-17,284.75
2017-01-18,284.1
2017-01-19,285.65
2017-01-20,276.85
2017-01-23,280.05
2017-01-24,280.1
2017-01-25,286.85
2017-01-27,292.15
2017-01-30,291.3
2017-01-31,284.25
2017-02-01,299.5
2017-02-02,309.5
2017-02-03,305.1
2017-02-06,293.45
2017-02-07,291.5
2017-02-08,301.1
2017-02-09,318.35
2017-02-10,313.05
2017-02-13,314.0
2017-02-14,312.8
2017-02-15,302.6
2017-02-16,309.45
2017-02-17,315.0
2017-02-20,321.85
2017-02-21,320.0
2017-02-22,318.75
2017-02-23,318.7
2017-02-27,328.25
2017-02-28,328.0
2017-03-01,325.1
2017-03-02,325.1
2017-03-03,320.9
2017-03-06,322.75
2017-03-07,329.8
2017-03-08,335.85
2017-03-09,335.0
2017-03-10,342.75
2017-03-14,352.1
2017-03-15,354.5
2017-03-16,349.4
2017-03-17,354.9
2017-03-20,357.75
2017-03-21,366.7
2017-03-22,368.95
2017-03-23,386.85
2017-03-24,385.25
2017-03-27,390.85
2017-03-28,392.35
2017-03-29,380.1
2017-03-30,386.95
2017-03-31,390.0
2017-04-03,389.25
2017-04-05,383.45
2017-04-06,369.45
2017-04-07,366.5
2017-04-10,363.1
2017-04-11,377.45
2017-04-12,389.4
2017-04-13,385.45
2017-04-17,378.9
2017-04-18,361.2
2017-04-19,357.7
2017-04-20,356.55
2017-04-21,372.4
2017-04-24,385.75
2017-04-25,382.95
2017-04-26,375.7
2017-04-27,379.15
2017-04-28,375.4
2017-05-02,371.85
2017-05-03,367.85
2017-05-04,372.5
2017-05-05,366.85
2017-05-08,371.65
2017-05-09,367.45
2017-05-10,369.75
2017-05-11,366.3
2017-05-12,366.8
2017-05-15,351.55
2017-05-16,346.5
2017-05-17,337.5
2017-05-18,337.2
2017-05-19,332.25
2017-05-22,331.2
2017-05-23,322.3
2017-05-24,321.5
2017-05-25,322.1
2017-05-26,335.45
2017-05-29,320.35
2017-05-30,323.1
2017-05-31,323.9
2017-06-01,322.4
2017-06-02,333.75
2017-06-05,347.55
2017-06-06,354.05
2017-06-07,350.0
2017-06-08,356.1
2017-06-09,352.05
2017-06-12,344.75
2017-06-13,352.55
2017-06-14,354.1
2017-06-15,352.5
2017-06-16,353.05
2017-06-19,347.6
2017-06-20,341.0
2017-06-21,338.35
2017-06-22,333.05
2017-06-23,327.05
2017-06-27,330.15
2017-06-28,334.35
2017-06-29,332.4
2017-06-30,341.05
2017-07-03,351.4
2017-07-04,347.6
2017-07-05,351.85
2017-07-06,371.05
2017-07-07,376.25
2017-07-10,374.75
2017-07-11,381.5
2017-07-12,394.15
2017-07-13,377.5
2017-07-14,369.95
2017-07-17,367.75
2017-07-18,361.65
2017-07-19,371.8
2017-07-20,377.55
2017-07-21,372.3
2017-07-24,387.4
2017-07-25,392.1
2017-07-26,395.05
2017-07-27,391.75
2017-07-28,382.7
2017-07-31,375.15
2017-08-01,370.5
2017-08-02,374.15
2017-08-03,367.95
2017-08-04,370.7
2017-08-07,369.3
2017-08-08,366.4
2017-08-09,363.65
2017-08-10,347.9
2017-08-11,349.65
2017-08-14,360.05
2017-08-16,364.9
2017-08-17,362.0
2017-08-18,365.45
2017-08-21,363.75
2017-08-22,362.45
2017-08-23,367.4
2017-08-24,368.85
2017-08-28,360.85
2017-08-29,352.75
2017-08-30,355.85
2017-08-31,353.4
2017-09-01,357.7
2017-09-04,347.55
2017-09-05,355.2
2017-09-06,350.35
2017-09-07,349.9
2017-09-08,352.1
2017-09-11,342.5
2017-09-12,346.65
2017-09-13,344.85
2017-09-14,345.0
2017-09-15,349.35
2017-09-18,349.5
2017-09-19,338.65
2017-09-20,332.95
2017-09-21,331.35
2017-09-22,321.3
2017-09-25,308.75
2017-09-26,303.95
2017-09-27,298.35
2017-09-28,300.4
2017-09-29,299.85
2017-10-03,316.6
2017-10-04,312.85
2017-10-05,313.0
2017-10-06,323.2
2017-10-09,324.3
2017-10-10,317.4
2017-10-11,309.25
2017-10-12,318.9
2017-10-13,312.7
2017-10-16,316.15
2017-10-17,322.95
2017-10-18,323.65
2017-10-19,331.95
2017-10-23,358.6
2017-10-24,365.5
2017-10-25,355.55
2017-10-26,364.9
2017-10-27,352.65
2017-10-30,349.6
2017-10-31,362.35
2017-11-01,359.95
2017-11-02,369.65
2017-11-03,369.9
2017-11-06,385.1
2017-11-07,376.6
2017-11-08,363.3
2017-11-09,361.75
2017-11-10,358.7
2017-11-13,365.15
2017-11-14,363.95
2017-11-15,354.7
2017-11-16,366.3
2017-11-17,396.55
2017-11-20,392.85
2017-11-21,391.2
2017-11-22,384.3
2017-11-23,388.15
2017-11-24,403.1
2017-11-27,418.15
2017-11-28,417.45
2017-11-29,418.15
2017-11-30,409.4
2017-12-01,395.0
2017-12-04,397.05
2017-12-05,392.5
2017-12-06,389.15
2017-12-07,392.3
2017-12-08,398.15
2017-12-11,389.8
2017-12-12,385.2
2017-12-13,368.15
2017-12-14,359.6
2017-12-15,359.15
2017-12-18,367.85
2017-12-19,374.8
2017-12-20,381.4
2017-12-21,391.6
2017-12-22,405.95
2017-12-26,416.8
2017-12-27,398.85
2017-12-28,405.55
2017-12-29,400.55
